,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
330,"7 BEDE AVENUE, COLDSTREAM",-37.733786,145.385345,4.0,2.0,2,$340_pw,House,November 2007,3770,2007,11,COLDSTREAM,340,House
478,"24 WHYTE STREET, COLERAINE",-37.598971,141.698224,3.0,1.0,0,$140,none,September 2007,3315,2007,9,COLERAINE,140,Other
511,"86 MCKEBREY ST, COLERAINE",-37.603696,141.689591,2.0,1.0,0,$100,House,November 2007,3315,2007,11,COLERAINE,100,House
780,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1.0,1.0,1,$310_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,310,Apartment
975,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380_per_week,Townhouse,October 2007,3066,2007,10,COLLINGWOOD,380,House
976,"174 LANGRIDGE STREET, COLLINGWOOD",-37.806897,144.990764,3.0,1.0,0,$380,Townhouse,September 2007,3066,2007,9,COLLINGWOOD,380,House
1216,"2 BUDD STREET, COLLINGWOOD",-37.798899,144.986824,3.0,1.0,1,$350_-_$1517_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,1517,Apartment
1243,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,November 2007,3066,2007,11,COLLINGWOOD,330,Apartment
1244,"8/78 OXFORD STREET, COLLINGWOOD",-37.803368,144.985101,1.0,1.0,1,$330_pw,Unit,October 2007,3066,2007,10,COLLINGWOOD,330,Apartment
1267,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$300_pw,Unit,March 2007,3066,2007,3,COLLINGWOOD,300,Apartment
1276,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2.0,1.0,1,$380_per_week,House,November 2007,3066,2007,11,COLLINGWOOD,380,House
1277,"55 GIPPS STREET, COLLINGWOOD",-37.804818,144.988822,2.0,1.0,1,$350,House,November 2007,3066,2007,11,COLLINGWOOD,350,House
1314,"327/3 HODDLE STREET, COLLINGWOOD",-37.808908,144.991122,2.0,2.0,2,$370_p.w.,Unit,August 2007,3066,2007,8,COLLINGWOOD,370,Apartment
1344,"506/103-107 OXFORD STREET, COLLINGWOOD",-37.80316,144.984807,2.0,1.0,1,$420_pw,Rental_residential,January 2007,3066,2007,1,COLLINGWOOD,420,Other
1403,"9/78 OXFORD STREET, COLLINGWOOD",-37.807815,144.983906,1.0,1.0,1,$330_pw,Available Now,October 2007,3066,2007,10,COLLINGWOOD,330,Other
1460,"182 EASEY STREET, COLLINGWOOD",-37.79824,144.992589,2.0,1.0,0,$340_-_$1474_pw,none,August 2007,3066,2007,8,COLLINGWOOD,1474,Other
1618,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$390_pw,none,April 2007,3066,2007,4,COLLINGWOOD,390,Other
1721,"70 TANK CORNER ROAD, CONGUPNA",-36.30165,145.43311,3.0,1.0,1,$160,none,January 2007,3633,2007,1,CONGUPNA,160,Other
1966,"6 LOVAT COURT, COOLAROO",-37.654336,144.930513,3.0,1.0,2,$200_pw,Rental_residential,July 2007,3048,2007,7,COOLAROO,200,Other
1979,"44 LONGFORD CRESCENT, COOLAROO",-37.661346,144.92736,3.0,1.0,1,$235,House,October 2007,3048,2007,10,COOLAROO,235,House
2037,"170 KANGAROO DRIVE, COOMOORA",-37.334035,144.200818,2.0,2.0,1,$180_pw,none,December 2007,3461,2007,12,COOMOORA,180,Other
2045,"140 KANGAROO DRIVE, COOMOORA",-37.336422,144.200305,3.0,1.0,0,$190_pw,House,November 2007,3461,2007,11,COOMOORA,190,House
2088,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,June 2007,3860,2007,6,COONGULLA,160,Other
2089,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,May 2007,3860,2007,5,COONGULLA,160,Other
2106,"209 CENTRE SPUR ROAD, COORIEMUNGLE",-38.561323,143.234602,3.0,1.0,2,$160_pw,none,November 2007,3268,2007,11,COORIEMUNGLE,160,Other
2107,"105 KOOLONG ROAD, COORIEMUNGLE",-38.569505,143.089579,3.0,1.0,1,$130,House,January 2007,3268,2007,1,COORIEMUNGLE,130,House
2170,"13 KILBURN STREET, CORINELLA",-38.414375,145.434683,3.0,1.0,1,$145,none,November 2007,3984,2007,11,CORINELLA,145,Other
2205,"108 SMYTHE STREET, CORINELLA",-38.411359,145.425565,3.0,1.0,2,$180_pw,none,October 2007,3984,2007,10,CORINELLA,180,Other
2686,"513 AGAR ROAD, CORONET BAY",-38.432662,145.446882,3.0,1.0,1,$165_-_$175_pw,none,February 2007,3984,2007,2,BAY,175,Other
2700,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160_pw,Rental_residential,October 2007,3984,2007,10,BAY,160,Other
2701,"39 NORSEMENS ROAD, CORONET BAY",-38.431403,145.442505,2.0,1.0,2,$160,Rental_residential,September 2007,3984,2007,9,BAY,160,Other
3085,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220,House,July 2007,3922,2007,7,COWES,220,House
3086,"26 DUNSMORE ROAD, COWES",-38.451872,145.248602,3.0,1.0,1,$220_Weekly,House,April 2007,3922,2007,4,COWES,220,House
3184,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3.0,1.0,2,$900,House,October 2007,3922,2007,10,COWES,900,House
3502,"1/4 GRANDVIEW GROVE, COWES",-38.45692444,145.23738098,3.0,2.0,1,$210,none,January 2007,3922,2007,1,COWES,210,Other
3648,"22 FLAGSTAFF LOOP, CRAIGIEBURN",-37.584694,144.939183,3.0,2.0,2,$290,House,May 2007,3064,2007,5,CRAIGIEBURN,290,House
3988,"8 BRECON NOOK, CRAIGIEBURN",-37.608906,144.924308,3.0,1.0,0,$230_pw,House,September 2007,3064,2007,9,CRAIGIEBURN,230,House
4054,"1/209 CRAIGIEBURN ROAD, CRAIGIEBURN",-37.597976,144.928021,3.0,1.0,1,$210,Unit,May 2007,3064,2007,5,CRAIGIEBURN,210,Apartment
5165,"19 MARNIE DRIVE, CRANBOURNE WEST",-38.102863,145.25812,3.0,1.0,0,$230_Weekly,Rental_residential,July 2007,3977,2007,7,WEST,230,Other
5178,"5 BLAINROE CRESCENT, CRANBOURNE",-38.121289,145.252817,4.0,2.0,2,$290_pw,House,September 2007,3977,2007,9,CRANBOURNE,290,House
5228,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280_pw,none,December 2007,3977,2007,12,CRANBOURNE,280,Other
5229,"1 BAILDOR COURT, CRANBOURNE",-38.121676,145.257406,4.0,2.0,2,$280,none,November 2007,3977,2007,11,CRANBOURNE,280,Other
5281,"39 BELLBRAE CRESCENT, CRANBOURNE",-38.092001,145.260427,3.0,2.0,2,$260,House,November 2007,3977,2007,11,CRANBOURNE,260,House
5386,"14 ROBUSTA AVENUE, CRANBOURNE",-38.088643,145.287868,4.0,2.0,2,$290,House,November 2007,3977,2007,11,CRANBOURNE,290,House
5413,"53 HOTHAM STREET, CRANBOURNE",-38.099366,145.290009,3.0,1.0,2,$210,none,November 2007,3977,2007,11,CRANBOURNE,210,Other
5428,"10 DUNBAR AVENUE, CRANBOURNE",-38.10358,145.276191,3.0,1.0,1,$230_pw,House,September 2007,3977,2007,9,CRANBOURNE,230,House
5478,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$240_per_week,Rental_residential,April 2007,3977,2007,4,CRANBOURNE,240,Other
1198,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320_pw,Rental_residential,August 2007,3151,2007,8,EAST,320,Other
1199,"2 AMAROO COURT, BURWOOD EAST",-37.853407,145.142189,4.0,1.0,1,$320,Rental_residential,July 2007,3151,2007,7,EAST,320,Other
1298,"6 LINDISFARNE DRIVE, BURWOOD EAST",-37.85791,145.148328,3.0,1.0,1,$390,Available Now,January 2007,3151,2007,1,EAST,390,Other
1452,"25 DOROTHY STREET, BURWOOD EAST",-37.854663,145.145829,3.0,1.0,1,$295_pw,House,November 2007,3151,2007,11,EAST,295,House
1524,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260_pw,House,September 2007,3151,2007,9,EAST,260,House
1525,"15 MOONA STREET, BURWOOD EAST",-37.852733,145.138887,3.0,1.0,2,$260,House,August 2007,3151,2007,8,EAST,260,House
1682,"55 NEWHAVEN ROAD, BURWOOD EAST",-37.859198,145.1569,3.0,1.0,1,$310,Rental_residential,September 2007,3151,2007,9,EAST,310,Other
1767,"12 IRELAND STREET, BURWOOD",-37.851953,145.106424,8.0,4.0,2,$150,House,February 2007,3125,2007,2,BURWOOD,150,House
2377,"5 SUNHILL AVENUE, BURWOOD",-37.856035,145.124937,3.0,1.0,1,$360_p.w.,House,December 2007,3125,2007,12,BURWOOD,360,House
2383,"109 PARER STREET, BURWOOD",-37.842257,145.104751,2.0,1.0,1,$210,House,July 2007,3125,2007,7,BURWOOD,210,House
2426,"81 MIDDLEBOROUGH ROAD, BURWOOD",-37.849192,145.132652,5.0,2.0,2,$385_pw,House,September 2007,3125,2007,9,BURWOOD,385,House
2482,"17 STEPHENS STREET, BURWOOD",-37.856717,145.108984,2.0,1.0,2,$310_pw,House,August 2007,3125,2007,8,BURWOOD,310,House
2610,"7 HUGHES STREET, BURWOOD",-37.852023,145.1079,3.0,1.0,1,$260,House,January 2007,3125,2007,1,BURWOOD,260,House
2666,"19 KILDARE STREET, BURWOOD",-37.844842,145.108572,3.0,2.0,2,$350,House,July 2007,3125,2007,7,BURWOOD,350,House
2667,"19 KILDARE STREET, BURWOOD",-37.844842,145.108572,3.0,2.0,2,$350,House,January 2007,3125,2007,1,BURWOOD,350,House
2673,"1/53 CUMMING STREET, BURWOOD",-37.850484,145.113713,3.0,2.0,2,$310_pw,House,June 2007,3125,2007,6,BURWOOD,310,House
2733,"10 HUGHES STREET, BURWOOD",-37.852338,145.107937,5.0,1.0,1,$95_pw,House,February 2007,3125,2007,2,BURWOOD,95,House
2734,"10 HUGHES STREET, BURWOOD",-37.852338,145.107937,5.0,1.0,1,$115,House,February 2007,3125,2007,2,BURWOOD,115,House
2745,"2/14 WORRALL STREET, BURWOOD",-37.848597,145.13041,3.0,2.0,1,$360_pw,none,November 2007,3125,2007,11,BURWOOD,360,Other
2864,"25 GREENWOOD STREET, BURWOOD",-37.849397,145.12914,4.0,2.0,0,$370_pw,none,August 2007,3125,2007,8,BURWOOD,370,Other
3102,"5B DICKIES ROAD, CABARITA",-34.19621,142.076813,3.0,1.0,1,$180,House,September 2007,3505,2007,9,CABARITA,180,House
3104,"38 FLORA AVENUE, CABARITA",-34.20571,142.087444,5.0,1.0,1,$150_pw,House,August 2007,3505,2007,8,CABARITA,150,House
3325,"2/10 PEARCE STREET, CALIFORNIA GULLY",-36.730891,144.26618,3.0,1.0,1,$170_per_week,House,March 2007,3556,2007,3,GULLY,170,House
3522,"1/2 CALLANISH ROAD, CAMBERWELL",-37.846033,145.08801,2.0,1.0,1,$330,Rental_residential,October 2007,3124,2007,10,CAMBERWELL,330,Other
3678,"22 ACHERON AVENUE, CAMBERWELL",-37.841322,145.065559,3.0,1.0,1,$410,none,November 2007,3124,2007,11,CAMBERWELL,410,Other
3692,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680_pw,House,August 2007,3124,2007,8,CAMBERWELL,680,House
3693,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3.0,2.0,3,$680,House,July 2007,3124,2007,7,CAMBERWELL,680,House
3731,"10 WEBSTER STREET, CAMBERWELL",-37.83682,145.094539,5.0,3.0,2,$675_pw,House,July 2007,3124,2007,7,CAMBERWELL,675,House
3766,"1032 TOORAK ROAD, CAMBERWELL",-37.848211,145.074551,4.0,2.0,2,$420,Available Now,July 2007,3124,2007,7,CAMBERWELL,420,Other
3810,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,September 2007,3124,2007,9,CAMBERWELL,450,House
3811,"20 LODGE ROAD, CAMBERWELL",-37.84601,145.078903,4.0,2.0,2,$450_pw,House,July 2007,3124,2007,7,CAMBERWELL,450,House
3823,"1/22 ALLAMBEE AVENUE, CAMBERWELL",-37.834967,145.073156,2.0,1.0,1,$360_pw,Rental_residential,March 2007,3124,2007,3,CAMBERWELL,360,Other
3957,"1066 TOORAK ROAD, CAMBERWELL",-37.847868,145.071786,3.0,2.0,2,$450_pw,House,March 2007,3124,2007,3,CAMBERWELL,450,House
4076,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_pw,House,November 2007,3124,2007,11,CAMBERWELL,370,House
4077,"16/700 RIVERSDALE ROAD, CAMBERWELL",-37.83425,145.074497,3.0,1.0,1,$370_per_week,House,February 2007,3124,2007,2,CAMBERWELL,370,House
4107,"62A CHRISTOWEL STREET, CAMBERWELL",-37.839021,145.066556,3.0,1.0,1,$550,House,March 2007,3124,2007,3,CAMBERWELL,550,House
4108,"62A CHRISTOWEL STREET, CAMBERWELL",-37.839021,145.066556,3.0,1.0,1,$530_pw,House,March 2007,3124,2007,3,CAMBERWELL,530,House
4311,"5/26 CORNELL STREET, CAMBERWELL",-37.839352,145.088349,2.0,1.0,1,$290_pw,Villa,April 2007,3124,2007,4,CAMBERWELL,290,House
4312,"5/26 CORNELL STREET, CAMBERWELL",-37.839352,145.088349,2.0,1.0,1,$290,Villa,March 2007,3124,2007,3,CAMBERWELL,290,House
