,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,suburb,weekly_rent
1300,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$200_per_week,2022-08-01,MELBOURNE,200
1301,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$200_per_week,2022-08-01,MELBOURNE,200
1302,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$280,2022-08-01,MELBOURNE,280
1303,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$270_per_week,2020-09-01,MELBOURNE,270
1304,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$300_per_week,2020-05-01,MELBOURNE,300
1305,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$330_per_week,2020-04-01,MELBOURNE,330
1306,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$290_per_week,2013-07-01,MELBOURNE,290
1307,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$300_per_week,2013-03-01,MELBOURNE,300
1308,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$320_pw,2011-03-01,MELBOURNE,320
1309,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$320_pw,2011-02-01,MELBOURNE,320
1310,0,"132 / 546 FLINDERS STREET, MELBOURNE",-37.82052231,144.95614624,1,1,0,$250,2008-03-01,MELBOURNE,250
1311,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$450_per_week,2022-08-01,MELBOURNE,450
1312,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$450_per_week,2022-08-01,MELBOURNE,450
1313,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$460,2021-12-01,MELBOURNE,460
1314,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1000_Weekly,2018-08-01,MELBOURNE,1000
1315,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$390_per_week,2016-12-01,MELBOURNE,390
1316,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$250_pw,2016-07-01,MELBOURNE,250
1317,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$490,2016-06-01,MELBOURNE,490
1318,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$490_per_week,2016-06-01,MELBOURNE,490
1319,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$490_pw,2016-06-01,MELBOURNE,490
1320,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$250_pw,2016-05-01,MELBOURNE,250
1321,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$390_per_week,2015-12-01,MELBOURNE,390
1322,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$390,2015-12-01,MELBOURNE,390
1323,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$390_pw,2015-11-01,MELBOURNE,390
1324,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$410_per_week,2015-10-01,MELBOURNE,410
1325,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$545_pw,2015-08-01,MELBOURNE,545
1326,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$410_pw,2015-08-01,MELBOURNE,410
1327,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$410_pw,2015-06-01,MELBOURNE,410
1328,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$230_pw,2015-04-01,MELBOURNE,230
1329,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$740_Weekly,2015-02-01,MELBOURNE,740
1330,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$500_pw,2014-11-01,MELBOURNE,500
1331,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$500_per_week,2014-11-01,MELBOURNE,500
1332,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$500,2014-11-01,MELBOURNE,500
1333,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952,2014-11-01,MELBOURNE,952
1334,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550,2014-11-01,MELBOURNE,1550
1335,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1195,2014-11-01,MELBOURNE,1195
1336,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256,2014-11-01,MELBOURNE,1256
1337,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256_pw,2014-10-01,MELBOURNE,1256
1338,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1195_pw,2014-10-01,MELBOURNE,1195
1339,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952_pw,2014-10-01,MELBOURNE,952
1340,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550_pw,2014-10-01,MELBOURNE,1550
1341,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550_per_week,2014-10-01,MELBOURNE,1550
1342,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256_per_week,2014-10-01,MELBOURNE,1256
1343,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1195_per_week,2014-10-01,MELBOURNE,1195
1344,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952_per_week,2014-10-01,MELBOURNE,952
1345,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$385_per_week,2014-10-01,MELBOURNE,385
1346,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$385_pw,2014-10-01,MELBOURNE,385
1347,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$385,2014-10-01,MELBOURNE,385
1348,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550_p.w.,2014-10-01,MELBOURNE,1550
1349,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256_p.w.,2014-10-01,MELBOURNE,1256
1350,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952_p.w.,2014-10-01,MELBOURNE,952
1351,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1195_p.w.,2014-10-01,MELBOURNE,1195
1352,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$385_p.w.,2014-10-01,MELBOURNE,385
1353,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510_p.w.,2014-09-01,MELBOURNE,510
1354,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575_p.w.,2014-09-01,MELBOURNE,575
1355,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510_per_week,2014-09-01,MELBOURNE,510
1356,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575_per_week,2014-09-01,MELBOURNE,575
1357,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575,2014-09-01,MELBOURNE,575
1358,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510_pw,2014-09-01,MELBOURNE,510
1359,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575_pw,2014-09-01,MELBOURNE,575
1360,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1195_per_week,2014-09-01,MELBOURNE,1195
1361,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256_per_week,2014-09-01,MELBOURNE,1256
1362,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550_per_week,2014-09-01,MELBOURNE,1550
1363,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952_per_week,2014-09-01,MELBOURNE,952
1364,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510,2014-08-01,MELBOURNE,510
1365,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510_pw,2014-05-01,MELBOURNE,510
1366,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575_pw,2014-05-01,MELBOURNE,575
1367,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$300_pw,2014-05-01,MELBOURNE,300
1368,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$952_pw,2014-04-01,MELBOURNE,952
1369,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1256_pw,2014-04-01,MELBOURNE,1256
1370,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_per_week,2014-04-01,MELBOURNE,1185
1371,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1125_per_week,2014-04-01,MELBOURNE,1125
1372,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1550_pw,2014-04-01,MELBOURNE,1550
1373,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$510_pw,2014-04-01,MELBOURNE,510
1374,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$575_pw,2014-04-01,MELBOURNE,575
1375,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530,2014-03-01,MELBOURNE,530
1376,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1220,2014-03-01,MELBOURNE,1220
1377,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1160,2014-03-01,MELBOURNE,1160
1378,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$925,2014-03-01,MELBOURNE,925
1379,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1505,2014-03-01,MELBOURNE,1505
1380,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_pw,2014-01-01,MELBOURNE,530
1381,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_per_week,2014-01-01,MELBOURNE,530
1382,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530,2014-01-01,MELBOURNE,530
1383,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_p.w.,2013-12-01,MELBOURNE,530
1384,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1000_Weekly,2013-11-01,MELBOURNE,1000
1385,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_pw,2013-10-01,MELBOURNE,530
1386,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_per_week,2013-10-01,MELBOURNE,530
1387,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530_p.w.,2013-10-01,MELBOURNE,530
1388,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$530,2013-10-01,MELBOURNE,530
1389,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$405_pw,2013-09-01,MELBOURNE,405
1390,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$405_per_week,2013-09-01,MELBOURNE,405
1391,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$405_p.w.,2013-09-01,MELBOURNE,405
1392,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$405,2013-09-01,MELBOURNE,405
1393,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1160_pw,2013-08-01,MELBOURNE,1160
1394,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1220_pw,2013-08-01,MELBOURNE,1220
1395,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$925_pw,2013-08-01,MELBOURNE,925
1396,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1505_pw,2013-08-01,MELBOURNE,1505
1397,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$405_pw,2013-08-01,MELBOURNE,405
1398,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1125_per_week,2012-10-01,MELBOURNE,1125
1399,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_per_week,2012-10-01,MELBOURNE,1185
1400,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_pw,2012-10-01,MELBOURNE,1185
1401,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$895_pw,2012-10-01,MELBOURNE,895
1402,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1460_pw,2012-10-01,MELBOURNE,1460
1403,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1460,2012-07-01,MELBOURNE,1460
1404,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_per_week,2012-05-01,MELBOURNE,1185
1405,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1125_per_week,2012-05-01,MELBOURNE,1125
1406,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1125_per_week,2012-03-01,MELBOURNE,1125
1407,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_per_week,2012-03-01,MELBOURNE,1185
1408,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1125_per_week,2012-02-01,MELBOURNE,1125
1409,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1185_per_week,2012-02-01,MELBOURNE,1185
1410,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1070_per_week,2011-10-01,MELBOURNE,1070
1411,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1130_per_week,2011-10-01,MELBOURNE,1130
1412,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1070,2011-10-01,MELBOURNE,1070
1413,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$1130,2011-10-01,MELBOURNE,1130
1414,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$495_p.w,2009-03-01,MELBOURNE,495
1415,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$520_p.w,2009-02-01,MELBOURNE,520
1416,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$700_p.w,2009-01-01,MELBOURNE,700
1417,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$390_p.w,2008-11-01,MELBOURNE,390
1418,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$540_p.w,2008-11-01,MELBOURNE,540
1419,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$370_p.w,2008-01-01,MELBOURNE,370
1420,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$420_pw,2007-08-01,MELBOURNE,420
1421,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$420_pw,2007-07-01,MELBOURNE,420
1422,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$420,2007-07-01,MELBOURNE,420
1423,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$750_pw,2007-07-01,MELBOURNE,750
1424,0,"668 BOURKE STREET, MELBOURNE",-37.8168602,144.95387268,1,1,1,$750_pw,2007-06-01,MELBOURNE,750
1425,0,"4G/19 QUEENS ROAD, MELBOURNE",-37.840277,144.974842,2,1,1,$600_pw,2022-08-01,MELBOURNE,600
1426,0,"4G/19 QUEENS ROAD, MELBOURNE",-37.840277,144.974842,2,1,1,$600_pw,2022-08-01,MELBOURNE,600
1427,0,"4G/19 QUEENS ROAD, MELBOURNE",-37.840277,144.974842,2,1,1,$600_pw,2021-08-01,MELBOURNE,600
1428,0,"611/233-239 COLLINS STREET, MELBOURNE",-37.81601001,144.96604001,1,1,0,$400_per_week,2022-08-01,MELBOURNE,400
1429,0,"611/233-239 COLLINS STREET, MELBOURNE",-37.81601001,144.96604001,1,1,0,$400_per_week,2022-08-01,MELBOURNE,400
1430,0,"611/233-239 COLLINS STREET, MELBOURNE",-37.81601001,144.96604001,1,1,0,$400,2022-08-01,MELBOURNE,400
1431,0,"LV5/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$580_Week,2022-08-01,MELBOURNE,580
1432,0,"LV5/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$580_Week,2022-08-01,MELBOURNE,580
1433,0,"LV5/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$580,2022-08-01,MELBOURNE,580
1434,0,"LV5/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$550_Week,2022-07-01,MELBOURNE,550
1435,0,"LV5/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$550,2022-07-01,MELBOURNE,550
1436,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$595_per_week,2022-08-01,MELBOURNE,595
1437,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$595_per_week,2022-08-01,MELBOURNE,595
1438,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$590_per_week,2020-12-01,MELBOURNE,590
1439,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$650_per_week,2019-06-01,MELBOURNE,650
1440,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$400_pw,2014-02-01,MELBOURNE,400
1441,0,"47/1 ALBERT ROAD, MELBOURNE",-37.834192,144.972947,1,1,1,$400_pw,2012-07-01,MELBOURNE,400
1442,0,"5111/560 LONSDALE STREET, MELBOURNE",-37.81373001,144.95558001,1,1,0,$500,2022-08-01,MELBOURNE,500
1443,0,"5111/560 LONSDALE STREET, MELBOURNE",-37.81373001,144.95558001,1,1,0,$500,2022-08-01,MELBOURNE,500
1444,0,"5111/560 LONSDALE STREET, MELBOURNE",-37.81373001,144.95558001,1,1,0,$425_per_week,2021-08-01,MELBOURNE,425
1445,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$620,2022-08-01,MELBOURNE,620
1446,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$620,2022-08-01,MELBOURNE,620
1447,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$475_per_week,2021-09-01,MELBOURNE,475
1448,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$475,2021-08-01,MELBOURNE,475
1449,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$630_per_week,2019-10-01,MELBOURNE,630
1450,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$630,2019-10-01,MELBOURNE,630
1451,0,"1105/22 JANE BELL LANE, MELBOURNE",-37.81036001,144.96553001,2,1,1,$630_pw,2019-10-01,MELBOURNE,630
1452,0,"2806/36 LA TROBE ST, MELBOURNE",-37.8109253002,144.9590079002,2,1,0,$550_pw,2022-08-01,MELBOURNE,550
1453,0,"2806/36 LA TROBE ST, MELBOURNE",-37.8109253002,144.9590079002,2,1,0,$550_pw,2022-08-01,MELBOURNE,550
1454,0,"24/300 KING ST, MELBOURNE",-37.81316001,144.95466001,3,2,1,$899_p.w.,2022-08-01,MELBOURNE,899
1455,0,"24/300 KING ST, MELBOURNE",-37.81316001,144.95466001,3,2,1,$899_p.w.,2022-08-01,MELBOURNE,899
1456,0,"24/300 KING ST, MELBOURNE",-37.81316001,144.95466001,3,2,1,$899,2022-07-01,MELBOURNE,899
1457,0,"24/300 KING ST, MELBOURNE",-37.81316001,144.95466001,3,2,1,$790,2021-07-01,MELBOURNE,790
1458,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$544_p.w.,2022-08-01,MELBOURNE,544
1459,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$544_p.w.,2022-08-01,MELBOURNE,544
1460,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$544,2022-07-01,MELBOURNE,544
1461,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$680,2022-07-01,MELBOURNE,680
1462,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$620_Weekly,2019-10-01,MELBOURNE,620
1463,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$620_Weekly,2018-04-01,MELBOURNE,620
1464,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$570_Weekly,2017-02-01,MELBOURNE,570
1465,0,"1707/620 COLLINS ST, MELBOURNE",-37.8186518,144.9542744,2,1,1,$570_Weekly,2016-01-01,MELBOURNE,570
1466,0,"3908/639 LONSDALE ST, MELBOURNE",-37.8151005,144.9535261,2,1,0,$542_p.w.,2022-08-01,MELBOURNE,542
1467,0,"3908/639 LONSDALE ST, MELBOURNE",-37.8151005,144.9535261,2,1,0,$542_p.w.,2022-08-01,MELBOURNE,542
1468,0,"3908/639 LONSDALE ST, MELBOURNE",-37.8151005,144.9535261,2,1,0,$475,2022-07-01,MELBOURNE,475
1469,0,"3908/639 LONSDALE ST, MELBOURNE",-37.8151005,144.9535261,2,1,0,$765,2022-07-01,MELBOURNE,765
1470,0,"807/200 SPENCER ST, MELBOURNE",-37.81625001,144.9533001,1,1,0,$433_p.w.,2022-08-01,MELBOURNE,433
1471,0,"807/200 SPENCER ST, MELBOURNE",-37.81625001,144.9533001,1,1,0,$433_p.w.,2022-08-01,MELBOURNE,433
1472,0,"807/200 SPENCER ST, MELBOURNE",-37.81625001,144.9533001,1,1,0,$478,2022-07-01,MELBOURNE,478
1473,0,"807/200 SPENCER ST, MELBOURNE",-37.81625001,144.9533001,1,1,0,$699,2020-08-01,MELBOURNE,699
1474,0,"807/601 LITTLE COLLINS ST, MELBOURNE",-37.8180264,144.9549093,1,1,0,$425_p.w.,2022-08-01,MELBOURNE,425
1475,0,"807/601 LITTLE COLLINS ST, MELBOURNE",-37.8180264,144.9549093,1,1,0,$425_p.w.,2022-08-01,MELBOURNE,425
1476,0,"807/601 LITTLE COLLINS ST, MELBOURNE",-37.8180264,144.9549093,1,1,0,$425,2022-07-01,MELBOURNE,425
1477,0,"807/601 LITTLE COLLINS ST, MELBOURNE",-37.8180264,144.9549093,1,1,0,$499,2022-07-01,MELBOURNE,499
1481,0,"1809/620 COLLINS ST, MELBOURNE",-37.81868001,144.95435001,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
1482,0,"1809/620 COLLINS ST, MELBOURNE",-37.81868001,144.95435001,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
1483,0,"1809/620 COLLINS ST, MELBOURNE",-37.81868001,144.95435001,2,1,1,$600_per_week,2020-10-01,MELBOURNE,600
1484,0,"1702/80 A'BECKETT STREET, MELBOURNE",-37.80895001,144.96116001,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
1485,0,"1702/80 A'BECKETT STREET, MELBOURNE",-37.80895001,144.96116001,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
1486,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$350,2022-08-01,MELBOURNE,350
1487,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$350,2022-08-01,MELBOURNE,350
1488,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$350,2022-06-01,MELBOURNE,350
1489,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$350_per_week,2022-06-01,MELBOURNE,350
1490,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$350,2022-05-01,MELBOURNE,350
1491,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$250_per_week,2021-12-01,MELBOURNE,250
1492,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$260,2021-12-01,MELBOURNE,260
1493,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$250,2021-07-01,MELBOURNE,250
1494,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400_per_week,2020-07-01,MELBOURNE,400
1495,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400,2020-07-01,MELBOURNE,400
1496,0,"1205/181 ABECKETT STREET, MELBOURNE",-37.81018,144.95821,1,1,0,$400_pw,2020-06-01,MELBOURNE,400
1497,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$310_per_week,2022-08-01,MELBOURNE,310
1498,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$310_per_week,2022-08-01,MELBOURNE,310
1499,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$310,2022-08-01,MELBOURNE,310
1500,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$300_per_week,2022-07-01,MELBOURNE,300
1501,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$300,2022-01-01,MELBOURNE,300
1502,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$300_per_week,2022-01-01,MELBOURNE,300
1503,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$350_per_week,2017-01-01,MELBOURNE,350
1504,0,"1.1/17-19 ELIZABETH STREET, MELBOURNE",-37.8177371,144.9644618,1,1,1,$345_per_week,2015-03-01,MELBOURNE,345
