,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,suburb,weekly_rent
447,0,"310/402-408 LA TROBE STREET, MELBOURNE",-37.8111586,144.95772176,1,1,1,$450,2022-03-01,MELBOURNE,450
448,0,"310/402-408 LA TROBE STREET, MELBOURNE",-37.8111586,144.95772176,1,1,1,$450_per_week,2022-03-01,MELBOURNE,450
449,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
450,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
451,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$350,2022-03-01,MELBOURNE,350
452,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$350_per_week,2022-03-01,MELBOURNE,350
453,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$200_per_week,2021-08-01,MELBOURNE,200
454,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$430_per_week,2020-02-01,MELBOURNE,430
455,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$405_per_week,2017-12-01,MELBOURNE,405
456,0,"46/287-293 EXHIBITION STREET, MELBOURNE",-37.809081,144.968908,1,1,0,$405_per_week,2017-11-01,MELBOURNE,405
457,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$700_per_week,2022-08-01,MELBOURNE,700
458,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$700_per_week,2022-08-01,MELBOURNE,700
459,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$700_per_week,2022-03-01,MELBOURNE,700
460,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$700,2022-03-01,MELBOURNE,700
461,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$780_per_week,2019-11-01,MELBOURNE,780
462,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$780_per_week,2018-10-01,MELBOURNE,780
463,0,"4505/500 ELIZABETH STREET, MELBOURNE",-37.8072345,144.960246,3,2,0,$780_per_week,2016-10-01,MELBOURNE,780
464,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$500_per_week,2022-08-01,MELBOURNE,500
465,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$500_per_week,2022-08-01,MELBOURNE,500
466,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$500_per_week,2022-07-01,MELBOURNE,500
467,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$370_per_week,2022-07-01,MELBOURNE,370
468,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$500_per_week,2022-04-01,MELBOURNE,500
469,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$500,2022-03-01,MELBOURNE,500
470,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$370_per_week,2021-12-01,MELBOURNE,370
471,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$370_per_week,2021-11-01,MELBOURNE,370
472,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$370,2021-11-01,MELBOURNE,370
473,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$400_per_week,2021-04-01,MELBOURNE,400
474,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$400_per_week,2021-03-01,MELBOURNE,400
475,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$400_per_week,2020-09-01,MELBOURNE,400
476,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$580_per_week,2019-11-01,MELBOURNE,580
477,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$580_per_week,2019-10-01,MELBOURNE,580
478,0,"3003/5 SUTHERLAND STREET, MELBOURNE",-37.8114109,144.960837,2,2,0,$575_per_week,2017-01-01,MELBOURNE,575
479,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$700_per_week,2022-08-01,MELBOURNE,700
480,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$700_per_week,2022-08-01,MELBOURNE,700
481,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$700,2022-03-01,MELBOURNE,700
482,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$700_per_week,2022-03-01,MELBOURNE,700
483,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$740_per_week,2020-02-01,MELBOURNE,740
484,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$760_per_week,2017-07-01,MELBOURNE,760
485,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$695_per_week,2012-09-01,MELBOURNE,695
486,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$695_per_week,2011-12-01,MELBOURNE,695
487,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$670_per_week,2009-10-01,MELBOURNE,670
488,0,"42/60 FLINDERS STREET, MELBOURNE",-37.815693,144.972659,2,2,1,$670,2008-10-01,MELBOURNE,670
489,0,"310/408 LONSDALE STREET, MELBOURNE",-37.81244001,144.96032001,1,1,0,$330_per_week,2022-08-01,MELBOURNE,330
490,0,"310/408 LONSDALE STREET, MELBOURNE",-37.81244001,144.96032001,1,1,0,$330_per_week,2022-08-01,MELBOURNE,330
494,0,"1103/120 A'BECKETT STREET, MELBOURNE",-37.8094134,144.9596804,1,1,1,$375_per_week,2022-08-01,MELBOURNE,375
495,0,"1103/120 A'BECKETT STREET, MELBOURNE",-37.8094134,144.9596804,1,1,1,$375_per_week,2021-02-01,MELBOURNE,375
496,0,"1103/120 A'BECKETT STREET, MELBOURNE",-37.8094134,144.9596804,1,1,1,$525_per_week,2019-07-01,MELBOURNE,525
497,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$650,2022-08-01,MELBOURNE,650
498,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$650,2022-08-01,MELBOURNE,650
499,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$630_pw,2019-08-01,MELBOURNE,630
501,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$625_pw,2016-12-01,MELBOURNE,625
502,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$470,2011-01-01,MELBOURNE,470
503,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$460_per_week,2010-01-01,MELBOURNE,460
504,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$420_pw,2007-12-01,MELBOURNE,420
505,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$1782,2007-07-01,MELBOURNE,1782
506,0,"8/410 QUEEN STREET, MELBOURNE",-37.809096,144.958276,2,2,1,$410,2007-07-01,MELBOURNE,410
507,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$450_per_week,2022-08-01,MELBOURNE,450
508,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$450_per_week,2022-08-01,MELBOURNE,450
509,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$455,2022-08-01,MELBOURNE,455
510,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$450_pw,2013-06-01,MELBOURNE,450
511,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$450_pw,2013-05-01,MELBOURNE,450
512,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$440_pw,2010-12-01,MELBOURNE,440
513,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$440_pw,2010-11-01,MELBOURNE,440
514,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$440_pw,2009-10-01,MELBOURNE,440
515,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$360_pw,2007-08-01,MELBOURNE,360
516,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$360,2007-08-01,MELBOURNE,360
517,0,"710 / 300 SWANSTON STREET, MELBOURNE",-37.81039047,144.96537781,2,1,1,$350,2006-11-01,MELBOURNE,350
518,0,"1416/35 ALBERT ROAD, MELBOURNE",-37.834695,144.9721117,2,2,1,$630_pw,2022-08-01,MELBOURNE,630
519,0,"1416/35 ALBERT ROAD, MELBOURNE",-37.834695,144.9721117,2,2,1,$630_pw,2022-08-01,MELBOURNE,630
520,0,"1416/35 ALBERT ROAD, MELBOURNE",-37.834695,144.9721117,2,2,1,$630,2022-08-01,MELBOURNE,630
521,0,"1416/35 ALBERT ROAD, MELBOURNE",-37.834695,144.9721117,2,2,1,$595_Week,2020-08-01,MELBOURNE,595
524,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
525,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
526,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$400_per_week,2020-10-01,MELBOURNE,400
527,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$400_per_week,2020-08-01,MELBOURNE,400
528,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$555_per_week,2016-03-01,MELBOURNE,555
529,0,"2802/568 COLLINS STREET, MELBOURNE",-37.818366,144.955424,2,1,1,$550_per_week,2015-03-01,MELBOURNE,550
530,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$500_per_week,2022-08-01,MELBOURNE,500
531,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$500_per_week,2022-08-01,MELBOURNE,500
532,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$500,2022-08-01,MELBOURNE,500
533,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$580_per_week,2020-08-01,MELBOURNE,580
534,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$570_per_week,2015-06-01,MELBOURNE,570
535,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$555_per_week,2014-06-01,MELBOURNE,555
536,0,"2302/200 SPENCER STREET, MELBOURNE",-37.816257,144.953288,2,1,1,$570_per_week,2014-05-01,MELBOURNE,570
537,0,"703/380 LITTLE LONSDALE STREET, MELBOURNE",-37.81226,144.958173,2,1,0,$550_per_week,2022-08-01,MELBOURNE,550
538,0,"703/380 LITTLE LONSDALE STREET, MELBOURNE",-37.81226,144.958173,2,1,0,$550_per_week,2022-08-01,MELBOURNE,550
539,0,"703/380 LITTLE LONSDALE STREET, MELBOURNE",-37.81226,144.958173,2,1,0,$450_per_week,2022-02-01,MELBOURNE,450
540,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$430_per_week,2022-08-01,MELBOURNE,430
541,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$430_per_week,2022-08-01,MELBOURNE,430
542,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$400_-_$450_Week,2020-11-01,MELBOURNE,450
543,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$400_-_$450_Week,2020-10-01,MELBOURNE,450
544,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$300_per_week,2020-09-01,MELBOURNE,300
545,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$400_-_$450_Week,2020-07-01,MELBOURNE,450
546,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390_Week,2015-06-01,MELBOURNE,390
547,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390_per_week,2015-06-01,MELBOURNE,390
548,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390_pw,2015-06-01,MELBOURNE,390
549,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390,2015-06-01,MELBOURNE,390
550,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$380,2014-03-01,MELBOURNE,380
551,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$380_per_week,2013-12-01,MELBOURNE,380
552,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$380_pw,2013-12-01,MELBOURNE,380
553,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$380_p.w.,2013-12-01,MELBOURNE,380
554,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$380,2013-12-01,MELBOURNE,380
555,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390_Weekly,2013-10-01,MELBOURNE,390
556,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$390_pw,2012-04-01,MELBOURNE,390
557,0,"1603/565 FLINDERS STREET, MELBOURNE",-37.821127,144.955764,1,1,1,$350_pw,2009-07-01,MELBOURNE,350
558,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$490_pw,2022-08-01,MELBOURNE,490
559,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$490_pw,2022-08-01,MELBOURNE,490
560,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$575,2018-07-01,MELBOURNE,575
561,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$505_pw,2015-01-01,MELBOURNE,505
562,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$485_per_week,2012-01-01,MELBOURNE,485
563,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$485,2012-01-01,MELBOURNE,485
564,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$485_pw,2012-01-01,MELBOURNE,485
565,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$485_p.w.,2010-11-01,MELBOURNE,485
566,0,"1901/31 A'BECKETT STREET, MELBOURNE",-37.8088043,144.9624766,2,1,1,$485,2010-11-01,MELBOURNE,485
567,0,"2013/350 WILLIAM STREET, MELBOURNE",-37.811243,144.956588,2,2,0,$600_per_week,2022-08-01,MELBOURNE,600
568,0,"2013/350 WILLIAM STREET, MELBOURNE",-37.811243,144.956588,2,2,0,$600_per_week,2022-08-01,MELBOURNE,600
569,0,"2013/350 WILLIAM STREET, MELBOURNE",-37.811243,144.956588,2,2,0,$550_pw,2014-02-01,MELBOURNE,550
570,0,"2013/350 WILLIAM STREET, MELBOURNE",-37.811243,144.956588,2,2,0,$500_pw,2014-02-01,MELBOURNE,500
571,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$400,2022-08-01,MELBOURNE,400
572,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$400,2022-08-01,MELBOURNE,400
573,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380,2018-09-01,MELBOURNE,380
574,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_per_week,2018-09-01,MELBOURNE,380
575,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_pw,2017-09-01,MELBOURNE,380
576,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_per_week,2017-09-01,MELBOURNE,380
577,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_pw,2017-08-01,MELBOURNE,380
578,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_per_week,2017-08-01,MELBOURNE,380
579,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_pw,2016-05-01,MELBOURNE,380
580,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$380_per_week,2016-05-01,MELBOURNE,380
581,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$370_pw,2015-04-01,MELBOURNE,370
582,0,"602/115 SWANSTON STREET, MELBOURNE",-37.815016,144.965968,1,1,0,$365_pw,2012-04-01,MELBOURNE,365
583,0,"2208/318 RUSSELL STREET, MELBOURNE",-37.809259,144.9665674,2,2,1,$650_pw,2022-08-01,MELBOURNE,650
584,0,"2208/318 RUSSELL STREET, MELBOURNE",-37.809259,144.9665674,2,2,1,$650_pw,2022-08-01,MELBOURNE,650
585,0,"2208/318 RUSSELL STREET, MELBOURNE",-37.809259,144.9665674,2,2,1,$650,2022-08-01,MELBOURNE,650
586,0,"2208/318 RUSSELL STREET, MELBOURNE",-37.809259,144.9665674,2,2,1,$550_per_week,2021-06-01,MELBOURNE,550
587,0,"2208/318 RUSSELL STREET, MELBOURNE",-37.809259,144.9665674,2,2,1,$700_per_week,2016-01-01,MELBOURNE,700
588,0,"2302/380 LITTLE LONSDALE STREET, MELBOURNE",-37.812099,144.958102,2,1,0,$500_per_week,2022-08-01,MELBOURNE,500
589,0,"2302/380 LITTLE LONSDALE STREET, MELBOURNE",-37.812099,144.958102,2,1,0,$500_per_week,2022-08-01,MELBOURNE,500
590,0,"2205/80 A'BECKETT STREET, MELBOURNE",-37.80895001,144.96116001,1,1,0,$310_per_week,2022-08-01,MELBOURNE,310
591,0,"2205/80 A'BECKETT STREET, MELBOURNE",-37.80895001,144.96116001,1,1,0,$310_per_week,2022-08-01,MELBOURNE,310
592,0,"4009/60 A'BECKETT STREET, MELBOURNE",-37.80888001,144.96156001,1,1,0,$420_per_week,2022-08-01,MELBOURNE,420
593,0,"4009/60 A'BECKETT STREET, MELBOURNE",-37.80888001,144.96156001,1,1,0,$420_per_week,2022-08-01,MELBOURNE,420
594,0,"4707/135 A'BECKETT STREET, MELBOURNE",-37.80989001,144.95976001,1,1,0,$500_per_week,2022-08-01,MELBOURNE,500
595,0,"4707/135 A'BECKETT STREET, MELBOURNE",-37.80989001,144.95976001,1,1,0,$500_per_week,2022-08-01,MELBOURNE,500
596,0,"4707/135 A'BECKETT STREET, MELBOURNE",-37.80989001,144.95976001,1,1,0,$330_per_week,2021-09-01,MELBOURNE,330
597,0,"4707/135 A'BECKETT STREET, MELBOURNE",-37.80989001,144.95976001,1,1,0,$330_per_week,2021-08-01,MELBOURNE,330
598,0,"3507/60 A'BECKETT STREET, MELBOURNE",-37.80888001,144.96156001,2,1,0,$600_pw,2022-08-01,MELBOURNE,600
599,0,"3507/60 A'BECKETT STREET, MELBOURNE",-37.80888001,144.96156001,2,1,0,$600_pw,2022-08-01,MELBOURNE,600
601,0,"1203/68 LATROBE STREET, MELBOURNE",-37.97451001,145.06121001,2,1,1,$525_per_week,2022-08-01,MELBOURNE,525
602,0,"1203/68 LATROBE STREET, MELBOURNE",-37.97451001,145.06121001,2,1,1,$525_per_week,2022-08-01,MELBOURNE,525
603,0,"1203/68 LATROBE STREET, MELBOURNE",-37.97451001,145.06121001,2,1,1,$525,2022-08-01,MELBOURNE,525
604,0,"1203/68 LATROBE STREET, MELBOURNE",-37.97451001,145.06121001,2,1,1,$425_per_week,2021-06-01,MELBOURNE,425
605,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$900_per_week,2022-08-01,MELBOURNE,900
606,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$900_per_week,2022-08-01,MELBOURNE,900
607,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$900,2022-08-01,MELBOURNE,900
608,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$850_per_week,2020-09-01,MELBOURNE,850
609,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$850_per_week,2020-07-01,MELBOURNE,850
610,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$1000_per_week,2019-11-01,MELBOURNE,1000
611,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$1000_per_week,2019-07-01,MELBOURNE,1000
612,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$1000_per_week,2019-06-01,MELBOURNE,1000
613,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$980_per_week,2017-05-01,MELBOURNE,980
614,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$970_per_week,2016-05-01,MELBOURNE,970
615,0,"3403/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,1,$1020_per_week,2016-05-01,MELBOURNE,1020
616,0,"4005/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,0,$800_per_week,2022-08-01,MELBOURNE,800
617,0,"4005/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,0,$800_per_week,2022-08-01,MELBOURNE,800
618,0,"4005/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,0,$800,2022-08-01,MELBOURNE,800
619,0,"4005/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,0,$560_per_week,2021-07-01,MELBOURNE,560
620,0,"4005/500 ELIZABETH STREET, MELBOURNE",-37.8071889,144.9603559,3,2,0,$850_per_week,2016-04-01,MELBOURNE,850
621,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$1350_pw,2022-08-01,MELBOURNE,1350
622,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$1350_pw,2022-08-01,MELBOURNE,1350
623,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$925_per_week,2020-04-01,MELBOURNE,925
624,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$880_per_week,2014-06-01,MELBOURNE,880
625,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$880_p.w.,2014-06-01,MELBOURNE,880
626,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$880_per_week,2013-08-01,MELBOURNE,880
628,0,"1203/1 ROY STREET, MELBOURNE",-37.84635925,144.97737122,3,2,2,$750,2006-11-01,MELBOURNE,750
629,0,"1308/8 DOWNIE STREET, MELBOURNE",-37.820134,144.955819,1,1,0,$400_pw,2022-08-01,MELBOURNE,400
630,0,"1308/8 DOWNIE STREET, MELBOURNE",-37.820134,144.955819,1,1,0,$400_pw,2022-08-01,MELBOURNE,400
631,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2022-08-01,MELBOURNE,500
632,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2022-08-01,MELBOURNE,500
633,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500,2022-08-01,MELBOURNE,500
634,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$420_per_week,2021-01-01,MELBOURNE,420
635,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2018-03-01,MELBOURNE,500
636,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2017-08-01,MELBOURNE,500
637,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2017-07-01,MELBOURNE,500
638,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2017-06-01,MELBOURNE,500
639,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$495_per_week,2015-06-01,MELBOURNE,495
640,0,"1008/31 SPRING STREET, MELBOURNE",-37.814545,144.974103,1,1,1,$500_per_week,2015-06-01,MELBOURNE,500
641,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$575_Week,2022-08-01,MELBOURNE,575
642,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$575_Week,2022-08-01,MELBOURNE,575
643,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$450_Week,2022-02-01,MELBOURNE,450
644,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$450,2022-02-01,MELBOURNE,450
645,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$400_Week,2021-08-01,MELBOURNE,400
646,0,"2901/11 ROSE LANE, MELBOURNE",-37.8148091002,144.9539615002,2,1,1,$480_Week,2020-10-01,MELBOURNE,480
647,0,"CARPARK/200 SPENCER STREET, MELBOURNE",-37.81613541,144.95289612,1,1,1,$60_Week,2022-08-01,MELBOURNE,60
648,0,"CARPARK/200 SPENCER STREET, MELBOURNE",-37.81613541,144.95289612,1,1,1,$60_Week,2022-08-01,MELBOURNE,60
649,0,"CARPARK/200 SPENCER STREET, MELBOURNE",-37.81613541,144.95289612,1,1,1,$51_Week,2019-02-01,MELBOURNE,51
650,0,"CARPARK/200 SPENCER STREET, MELBOURNE",-37.81613541,144.95289612,1,1,1,$50_per_week,2012-10-01,MELBOURNE,50
651,0,"CARPARK/200 SPENCER STREET, MELBOURNE",-37.81613541,144.95289612,1,1,1,$50_per_week,2012-09-01,MELBOURNE,50
652,0,"506/36 LA TROBE STREET, MELBOURNE",-37.810944002,144.9589427002,0,0,0,$470,2022-08-01,MELBOURNE,470
653,0,"506/36 LA TROBE STREET, MELBOURNE",-37.810944002,144.9589427002,0,0,0,$470,2022-08-01,MELBOURNE,470
654,0,"506/36 LA TROBE STREET, MELBOURNE",-37.810944002,144.9589427002,0,0,0,$305,2021-06-01,MELBOURNE,305
655,0,"506/36 LA TROBE STREET, MELBOURNE",-37.810944002,144.9589427002,0,0,0,$380_-_$1652_pw,2021-04-01,MELBOURNE,1652
