,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,postcode,weekly_rent
4672,3.0,2.0,2.0,,37 Osborne Street Flora Hill VIC 3550,-36.7823589,144.2923969,$470.00_per_week,129.8407,3550,470
4673,3.0,2.0,2.0,680.2,80 Gladstone Street Quarry Hill VIC 3550,-36.7686049,144.27993769999998,$510.00_Per_Week,131.7104,3550,510
4674,2.0,2.0,1.0,,33 Bayne Street North Bendigo VIC 3550,-36.74627479999999,144.2814737,$330.00_Per_Week,133.8624,3550,330
4675,4.0,2.0,1.0,,1 Greenwood Drive Kennington VIC 3550,-36.7818315,144.3035785,$550_weekly,129.4407,3550,550
4676,3.0,2.0,2.0,,10 Desmond Street Strathdale VIC 3550,-36.7659292,144.3085164,$440,130.828,3550,440
4677,3.0,2.0,3.0,217.0,2/15 Abbott Street Bendigo VIC 3550,-36.761403,144.2888044,$650_Per_week,132.0645,3550,650
4678,3.0,2.0,1.0,,3/213-215 McCrae Street Bendigo VIC 3550,-36.7525135,144.28749219999997,$435.00_Per_Week,133.0008,3550,435
4679,3.0,2.0,1.0,,63 Honeysuckle Street Bendigo VIC 3550,-36.7605991,144.2648357,$450_weekly,133.1223,3550,450
4680,3.0,2.0,1.0,,36 Nolan Street North Bendigo VIC 3550,-36.7461401,144.28599640000002,$420,133.6947,3550,420
4681,3.0,2.0,2.0,,99 Gladstone Street Quarry Hill VIC 3550,-36.7697386,144.2793831,$380.00_Per_Week,131.621,3550,380
4682,3.0,2.0,2.0,,42 Ellis Street Flora Hill VIC 3550,-36.7748941,144.2948719,$440_pw,130.4804,3550,440
4683,1.0,2.0,,,45 Retreat Road Flora Hill VIC 3550,-36.7826765,144.2883005,$160_Per_Week,129.9765,3550,160
4684,3.0,2.0,1.0,,137 Wattle Street Bendigo VIC 3550,-36.7578299,144.2717464,$450,133.1113,3550,450
4685,4.0,2.0,,,173 Williamson Street Kennington VIC 3550,-36.768637899999995,144.2918849,$380,131.2219,3550,380
4686,3.0,2.0,3.0,,28 Norfolk Street North Bendigo VIC 3550,-36.7438035,144.2769289,$380_per_week,134.2908,3550,380
4687,3.0,2.0,1.0,,1A Carola Court Kennington VIC 3550,-36.7600779,144.3018706,$580_Fully_Furnished,131.6746,3550,580
4688,4.0,2.0,3.0,,84 Sternberg Street Bendigo VIC 3550,-36.7664744,144.2920131,$780_-_Fully_Furnished,131.4316,3550,780
4689,3.0,2.0,2.0,,8/83-87 Arnold Street Bendigo VIC 3550,-36.7504781,144.2835094,$620_-_Fully_Furnished,133.3629,3550,620
4690,3.0,2.0,1.0,,11A Afton Street North Bendigo VIC 3550,-36.742079,144.2871645,$620_Fully_Furnished,134.0526,3550,620
4691,3.0,2.0,,,109 Hargreaves Street Bendigo VIC 3550,-36.755424600000005,144.28697780000002,$650_-_Fully_Furnished,132.732,3550,650
4692,3.0,2.0,2.0,,1/10 Farrington Street Kennington VIC 3550,-36.758607500000004,144.2908869,$600_Per_Week,132.2587,3550,600
4693,1.0,2.0,6.0,,"Room 5 45 Retreat Road, Flora Hill Flora Hill VIC 3550",-36.7826122,144.2883775,$160,129.9797,3550,160
4694,4.0,2.0,2.0,,3/78 Somerville Street Flora Hill VIC 3550,-36.7763742,144.288651,$680_-_Fully_Furnished,130.5859,3550,680
4695,2.0,2.0,1.0,,2/23 View Point Bendigo VIC 3550,-36.7591903,144.27761809999998,$770_-_Fully_Furnished,132.7369,3550,770
4696,3.0,2.0,2.0,,3/35 Sternberg Street Kennington VIC 3550,-36.76068529999999,144.292656,$640_-_Fully_Furnished,131.9812,3550,640
4697,4.0,2.0,2.0,,10 Norfolk Street North Bendigo VIC 3550,-36.7452156,144.2788284,$720_Fully_Furnished,134.0741,3550,720
4698,4.0,3.0,2.0,,106 Mollison Street Bendigo VIC 3550,-36.7618625,144.28457869999997,$790_-_Fully_Furnished,132.1895,3550,790
4699,3.0,2.0,1.0,,18 Anderson Street North Bendigo VIC 3550,-36.7488919,144.2754238,$630_-_Fully_Furnished,133.8467,3550,630
4700,3.0,2.0,1.0,,6B Heyington Place Kennington VIC 3550,-36.7640944,144.3045753,$580_-_Fully_Furnished,131.1669,3550,580
4701,2.0,2.0,1.0,,1/19 Creek Street Bendigo VIC 3550,-36.7628702,144.27514069999998,$590_Fully_Furnished,132.4739,3550,590
4702,2.0,2.0,2.0,291.0,101 Queen Street Bendigo VIC 3550,-36.7636911,144.27741310000002,$550.00_-_Fully_Furnished,132.2998,3550,550
4703,3.0,2.0,4.0,,41 Drought Street Bendigo VIC 3550,-36.7503331,144.2784018,$650_per_week,133.5832,3550,650
4705,2.0,2.0,1.0,,2/164 Arnold Street North Bendigo VIC 3550,-36.74777210000001,144.27999440000002,$560_-_Fully_Furnished,133.7732,3550,560
4706,2.0,2.0,1.0,,9B Holt Street Bendigo VIC 3550,-36.754001099999996,144.2877205,$490_-_Fully_Furnished,132.8437,3550,490
4707,2.0,2.0,1.0,,21A Smith Street North Bendigo VIC 3550,-36.744657600000004,144.2816255,$520_-_Fully_Furnished,134.0171,3550,520
4708,4.0,2.0,2.0,,1 Kent Place Strathfieldsaye VIC 3551,-36.8109975,144.34477230000002,$500.00_per_week,124.9005,3551,500
4709,4.0,2.0,2.0,,12 Namatjira Boulevard Bagshot VIC 3551,-36.6684939,144.40109569999998,$470_weekly,137.4367,3551,470
4710,4.0,2.0,2.0,,26 McConnachie Court Epsom VIC 3551,-36.704308399999995,144.3241083,$410.00_per_week,136.4308,3551,410
4711,5.0,2.0,2.0,,16 Perry Lane Ascot VIC 3551,-36.717367700000004,144.3163394,$550_PER_WEEK,135.4005,3551,550
4712,4.0,2.0,2.0,,50 McIvor Forest Drive Junortoun VIC 3551,-36.778650899999995,144.3445375,$550_Per_Week,128.1562,3551,550
4713,4.0,2.0,2.0,,16 Bolitho Terrace Maiden Gully VIC 3551,-36.7584377,144.2305533,$560.00_Per_Week,134.7778,3551,560
4714,4.0,2.0,2.0,,68 Patas Road Maiden Gully VIC 3551,-36.735232,144.22213680000002,$440,137.4053,3551,440
4715,3.0,2.0,2.0,,10 Bradfield Loop Strathfieldsaye VIC 3551,-36.8081066,144.35570149999998,$450_per_week,124.7673,3551,450
4716,3.0,2.0,2.0,,12 Clydebank Court Strathfieldsaye VIC 3551,-36.8100331,144.355448,$450_per_week,124.5836,3551,450
4717,3.0,2.0,2.0,,23 Hyatt Road Huntly VIC 3551,-36.6608544,144.3482121,$370_per_week,139.9975,3551,370
4718,4.0,2.0,2.0,,7 Nirimba Ct Ascot VIC 3551,-36.701102299999995,144.3243218,$470_weekly,136.7478,3551,470
4719,3.0,2.0,2.0,,46 Daisy St Huntly VIC 3551,-36.6602807,144.3486504,$425_weekly,140.0412,3551,425
4720,3.0,2.0,3.0,,75 Goynes Road Epsom VIC 3551,-36.7106787,144.3081444,$400_per_week,136.3847,3551,400
4721,4.0,2.0,2.0,,16 Whirrakee Parade Huntly VIC 3551,-36.6622565,144.3501116,$450_weekly,139.7878,3551,450
4722,4.0,2.0,2.0,,7 Windmill Street Huntly VIC 3551,-36.6629799,144.34879909999998,$480,139.7591,3551,480
4723,4.0,2.0,4.0,,28 Golf Links road Maiden Gully VIC 3551,-36.735752500000004,144.2275784,$530,137.1235,3551,530
4724,3.0,2.0,1.0,,652 Midland Highway Huntly VIC 3551,-36.663872999999995,144.33493810000002,$410_per_week,140.1537,3551,410
4725,4.0,2.0,2.0,,1 Elsworth Drive Strathfieldsaye VIC 3551,-36.812059999999995,144.35203159999998,$460_per_week,124.512,3551,460
4726,4.0,2.0,2.0,,9 Cobb Court Kangaroo Flat VIC 3555,-36.817016100000004,144.2348534,$540.00_per_week,128.905,3555,540
4727,3.0,2.0,2.0,,27 Howell Crescent Kangaroo Flat VIC 3555,-36.788924200000004,144.22986459999998,$470.00_per_week,131.8416,3555,470
4728,3.0,2.0,1.0,,1/48 Panton Street Golden Square VIC 3555,-36.7738146,144.2585014,$400.00_Per_Week,132.0861,3555,400
4729,3.0,2.0,2.0,,67 Church Street Kangaroo Flat VIC 3555,-36.803763399999994,144.2439674,$400_pw,129.7854,3555,400
4730,4.0,2.0,2.0,,14 Irrabella Place Kangaroo Flat VIC 3555,-36.8165128,144.2418042,$460.00_per_week,128.6454,3555,460
4731,4.0,2.0,2.0,,173-179 Lockwood Road Kangaroo Flat VIC 3555,-36.7989818,144.2255364,$500_per_week,131.0592,3555,500
4732,3.0,2.0,1.0,,342 High Street Golden Square VIC 3555,-36.7724939,144.2583634,$450.00_per_week,132.2215,3555,450
4733,3.0,2.0,1.0,,23 Grevillea Avenue Kangaroo Flat VIC 3555,-36.804949799999996,144.2265389,$470.00_Per_Week,130.4387,3555,470
4734,3.0,2.0,,,2/22a Emmett Street Golden Square VIC 3555,-36.7681625,144.2481525,$400_per_week_pw,133.0771,3555,400
4735,4.0,2.0,2.0,,134 Crusoe Road Kangaroo Flat VIC 3555,-36.8145554,144.2306392,$425_pw,129.3299,3555,425
4739,4.0,2.0,2.0,,23 Wisteria Street Echuca VIC 3564,-36.134043,144.7240055,$570,188.7011,3564,570
4745,4.0,2.0,2.0,630.0,30 Maker Parade Echuca VIC 3564,-36.1427812,144.7264687,$550,187.7096,3564,550
4746,4.0,2.0,2.0,,4 Cox Place Echuca VIC 3564,-36.1486904,144.75377659999998,$460_per_week,186.7942,3564,460
4748,3.0,2.0,3.0,,2/61 Edward Street Shepparton VIC 3630,-36.378680100000004,145.4076466,$420_pw,164.9402,3630,420
4749,3.0,2.0,2.0,,10 Shalimar Pl Shepparton VIC 3630,-36.3548383,145.368755,$440.00_Per_Week,166.7479,3630,440
4750,3.0,2.0,2.0,,16 Windsor Avenue Shepparton VIC 3630,-36.3570511,145.3725807,$500_pw,166.5803,3630,500
4751,5.0,2.0,2.0,,14 Orchard Circuit Shepparton VIC 3630,-36.359454,145.4083602,$530_pw,167.0361,3630,530
4752,3.0,2.0,2.0,,41 Kinchega Drive Shepparton VIC 3630,-36.3452287,145.406431,$465,168.5368,3630,465
4753,3.0,2.0,2.0,782.0,16 Orchard Circuit Shepparton VIC 3630,-36.359649499999996,145.4082737,$450,167.0131,3630,450
4754,3.0,2.0,1.0,,2/16 Welsford Street Shepparton VIC 3630,-36.37491079999999,145.3984759,$480_pw,165.1572,3630,480
4755,3.0,2.0,2.0,372.0,1/6 Nugent Street Shepparton VIC 3630,-36.3774394,145.411301,$520,165.1517,3630,520
4756,3.0,2.0,2.0,,74 Graham St Shepparton VIC 3630,-36.3626776,145.4095927,$430.00_Per_Week,166.7128,3630,430
4757,4.0,2.0,2.0,,3 Wantirna Street Shepparton VIC 3630,-36.355280900000004,145.3710029,$625,166.7426,3630,625
4758,3.0,2.0,2.0,671.0,4 Clydesdale Street Shepparton VIC 3630,-36.389371800000006,145.4176804,$350_per_week,163.9987,3630,350
4759,3.0,2.0,2.0,,105 Parkside Drive Shepparton VIC 3630,-36.3547225,145.37904369999998,$490_pw,166.9584,3630,490
4760,3.0,2.0,2.0,,18 Sunbury Road Shepparton VIC 3630,-36.4006539,145.4138743,$410_pw,162.6977,3630,410
4761,3.0,2.0,2.0,,42 Carson Street Shepparton VIC 3630,-36.3650854,145.410955,$450_p/w,166.4809,3630,450
4762,3.0,2.0,2.0,,28 Dalmahoy Court Shepparton VIC 3630,-36.353747999999996,145.3685605,$440,166.8628,3630,440
4763,2.0,2.0,1.0,,27 Beech Street Wodonga VIC 3690,-36.1364287,146.8843552,$400_per_week,253.2081,3690,400
4764,4.0,2.0,2.0,,15 Gurney Crescent Wodonga VIC 3690,-36.1443891,146.893079,$580_per_week,253.0721,3690,580
4765,3.0,2.0,2.0,,1 Stanger Court Wodonga VIC 3690,-36.1457002,146.8696582,$400_per_week,251.5585,3690,400
4766,3.0,2.0,2.0,,105 Brockley Street Wodonga VIC 3690,-36.127774200000005,146.8806429,$390_per_week,253.706,3690,390
4767,3.0,2.0,2.0,,80 Chapple Street Wodonga VIC 3690,-36.1284545,146.9058683,$410_per_week,255.1597,3690,410
4768,2.0,2.0,1.0,,28 Elmwood Circuit Wodonga VIC 3690,-36.1361294,146.88343759999998,$450_per_week,253.178,3690,450
4769,3.0,2.0,2.0,507.0,22 Maygar Avenue Wodonga VIC 3690,-36.142841600000004,146.8894974,$410_per_week,252.9848,3690,410
4770,3.0,2.0,2.0,,77 Nightingale Avenue West Wodonga VIC 3690,-36.12998579999999,146.8527003,$470_per_week,251.8607,3690,470
4771,3.0,2.0,2.0,512.0,63 Peter Thomson Circuit Yarrawonga VIC 3730,-36.0158729,146.0458882,$530_per_week,222.4135,3730,530
4772,4.0,2.0,2.0,595.0,11 Coco Crescent Yarrawonga VIC 3730,-36.0088597,146.0367206,$550,222.7699,3730,550
4773,4.0,2.0,2.0,,20 HAWKINS DRIVE Yarrawonga VIC 3730,-36.005441,146.0217323,$595,222.5489,3730,595
4774,3.0,2.0,2.0,,5 Rosella Place Yarrawonga VIC 3730,-36.0260723,146.0003241,$470_per_week,219.6591,3730,470
4775,2.0,2.0,1.0,,61 Jane Road Yarrawonga VIC 3730,-36.0064777,146.0306371,$370_per_week,222.7796,3730,370
4776,4.0,2.0,2.0,576.0,35 Oasis Crescent Yarrawonga VIC 3730,-36.015088,146.0463581,$530,222.5106,3730,530
4777,4.0,2.0,2.0,,35 Fairway Drive Yarrawonga VIC 3730,-36.0260723,146.0003241,$530,219.6591,3730,530
4778,4.0,2.0,2.0,,28 Oasis Crescent Yarrawonga VIC 3730,-36.015088,146.0463581,$530,222.5106,3730,530
4783,3.0,2.0,2.0,,9/78 Saltlake Boulevard Wollert VIC 3750,-37.6150915,145.0377319,$400,23.443,3750,400
4784,4.0,2.0,4.0,,27 Walkhill Drive Wollert VIC 3750,-37.6157,145.01252380000003,$550.00,22.8849,3750,550
4785,3.0,2.0,1.0,,56 Anglesea Drive Wollert VIC 3750,-37.6156673,145.0089487,$390_pw,22.8353,3750,390
4786,4.0,2.0,1.0,,55 Woodman Circuit Wollert VIC 3750,-37.6110581,145.0490979,$480_PER_WEEK,24.1573,3750,480
4787,4.0,2.0,2.0,,3 Shani Road Wollert VIC 3750,-37.614664399999995,144.99540969999998,$470,22.783,3750,470
4788,4.0,2.0,1.0,,148 Highpark Drive Wollert VIC 3750,-37.614171,145.0218011,$480_Per_Week,23.2091,3750,480
4789,3.0,2.0,2.0,,32 Kobe Crescent Wollert VIC 3750,-37.61626529999999,145.0038791,$400.00_per_week,22.7011,3750,400
4790,3.0,2.0,2.0,,38 Evolve Esplanade Wollert VIC 3750,-37.6076389,145.01478269999998,$420_Weekly,23.8033,3750,420
4791,4.0,2.0,1.0,,8 Leandon Avenue Wollert VIC 3750,-37.621249299999995,145.0319337,$430_per_week,22.6484,3750,430
4792,4.0,2.0,4.0,,11 Elk Way Wollert VIC 3750,-37.617851200000004,145.0382056,$550,23.1583,3750,550
4793,3.0,2.0,2.0,,68 Lehmanns Road Wollert VIC 3750,-37.609404,145.0380174,$450_pw,24.0605,3750,450
4794,3.0,2.0,2.0,,20 Mackenzie Drive Wollert VIC 3750,-37.610738399999995,145.0121379,$470.00_Per_Week,23.4231,3750,470
4795,2.0,2.0,1.0,,40a Macedon Parade Wollert VIC 3750,-37.609002000000004,145.003355,$360_PER_WEEK,23.4952,3750,360
4796,3.0,2.0,2.0,,150 Vearings Road Wollert VIC 3750,-37.5958561,144.991903,$400_per_week,24.8356,3750,400
4797,3.0,2.0,2.0,,8 Ava Terrace Wollert VIC 3750,-37.6168132,145.0408754,$400_per_week,23.3342,3750,400
4798,4.0,2.0,2.0,,4 Bendoc Street Wollert VIC 3750,-37.606942,145.008294,$500_per_week,23.7853,3750,500
4799,3.0,2.0,2.0,,5 Nivea Terrace South Morang VIC 3752,-37.6351295,145.06701809999998,$410_per_week,22.1943,3752,410
4800,3.0,2.0,1.0,344.0,38 St Claire Avenue South Morang VIC 3752,-37.6373141,145.0658982,$410_Per_Week_-_$1782_Per_Calendar_Month,21.9319,3752,410
4801,3.0,2.0,1.0,,13/40 Gorge Road South Morang VIC 3752,-37.6513274,145.09065269999996,$430_Per_Week_-_$1868_Per_Calendar_Mont_h,21.5272,3752,430
4802,4.0,2.0,2.0,,58 Le Page South Morang VIC 3752,-37.6377485,145.082419,$550_Per_Week,22.5069,3752,550
4803,3.0,2.0,2.0,,10/191 Gordons Road South Morang VIC 3752,-37.636364,145.08024369999998,$420_Per_Week,22.5591,3752,420
4804,3.0,2.0,2.0,,2/191 Gordons Road South Morang VIC 3752,-37.636106899999994,145.0808127,$400_Per_Week,22.6069,3752,400
4805,4.0,2.0,1.0,,11 St Leonard Drive South Morang VIC 3752,-37.617956400000004,145.0985983,$490.00,25.1183,3752,490
4806,2.0,2.0,1.0,,10/40 Gorge Road South Morang VIC 3752,-37.6513274,145.09065269999996,$400_Per_week,21.5272,3752,400
4807,3.0,2.0,2.0,,9 Eildon Circuit South Morang VIC 3752,-37.62253270000001,145.1008175,$520_p/w,24.76,3752,520
4808,4.0,2.0,1.0,350.0,35 Stagecoach Boulevard South Morang VIC 3752,-37.6424941,145.0988137,$350_per_week,22.7396,3752,350
4809,3.0,2.0,2.0,,9 Donnelly Circuit South Morang VIC 3752,-37.6171156,145.10066669999998,$450_per_week,25.2858,3752,450
4810,4.0,2.0,2.0,,20 Paringa Avenue South Morang VIC 3752,-37.6424437,145.08347450000002,$450_per_week,22.0849,3752,450
4811,3.0,2.0,2.0,,12 Wilton Court South Morang VIC 3752,-37.656543400000004,145.0878261,$420_Per_Week_-_$1825_Per_Calendar_Month,20.9005,3752,420
4812,2.0,2.0,1.0,,4/40 Gorge Road South Morang VIC 3752,-37.6513274,145.09065269999996,$400_per_week,21.5272,3752,400
4813,3.0,2.0,2.0,,12 Bonniebird Lane South Morang VIC 3752,-37.6388407,145.08657659999997,$450_per_week,22.5672,3752,450
4814,3.0,2.0,2.0,,43 Violet Vista South Morang VIC 3752,-37.6276258,145.0785315,$480.00,23.3716,3752,480
4815,3.0,2.0,1.0,107.0,2/194 Gordons Road South Morang VIC 3752,-37.6356925,145.08046090000002,$400,22.6346,3752,400
4816,3.0,2.0,2.0,,29 Senecio Drive Doreen VIC 3754,-37.5979752,145.1288323,$430pw,28.3533,3754,430
4817,4.0,2.0,2.0,,72 Wellington Street Mernda VIC 3754,-37.603098700000004,145.0679227,$425,25.5338,3754,425
4818,4.0,2.0,2.0,441.0,30 Eliot Avenue Doreen VIC 3754,-37.579656,145.1298884,$550,30.1779,3754,550
4819,5.0,2.0,2.0,,94 Langdon Drive Mernda VIC 3754,-37.5961079,145.0787823,$480_Per_Week,26.6042,3754,480
4820,3.0,2.0,3.0,,22 Sunridge Drive Mernda VIC 3754,-37.603480600000005,145.06753500000002,$420_per_week,25.482,3754,420
4821,3.0,2.0,2.0,,22 Scotchmer Crescent Mernda VIC 3754,-37.5997524,145.0701627,$400,25.9518,3754,400
4822,4.0,2.0,2.0,,12 Sukarna Court Doreen VIC 3754,-37.609825,145.1085961,$520.00,26.3306,3754,520
4823,3.0,2.0,2.0,,10 Calmos Avenue Mernda VIC 3754,-37.611017700000005,145.07965769999998,$410,25.1002,3754,410
4824,4.0,2.0,2.0,,10 Plough Street Mernda VIC 3754,-37.5863406,145.0795971,$450.00_per_week,27.6429,3754,450
4825,3.0,2.0,2.0,,80 Kerrabee Drive Mernda VIC 3754,-37.5914893,145.0806311,$410,27.1422,3754,410
4826,3.0,2.0,,,80 Kerrabee Drive Mernda VIC 3754,-37.5914893,145.0806311,$410,27.1422,3754,410
4827,4.0,2.0,2.0,,11 Greig Drive Mernda VIC 3754,-37.589736200000004,145.09933080000002,$540.00_per_week,27.9699,3754,540
4828,3.0,2.0,2.0,,47 Painted Hills Road Doreen VIC 3754,-37.585578999999996,145.12862919999998,$400_per_week,29.5458,3754,400
4829,4.0,3.0,4.0,,21 Mountain Way Doreen VIC 3754,-37.603156,145.1113112,$565,27.0983,3754,565
4830,4.0,2.0,2.0,,68 Cravens Road Mernda VIC 3754,-37.6040768,145.0808034,$480,25.8508,3754,480
4831,4.0,2.0,2.0,,16 Clancy Way Doreen VIC 3754,-37.60085,145.12251740000002,$440.00,27.7986,3754,440
4832,3.0,2.0,1.0,,44 Lincoln Way Doreen VIC 3754,-37.6121622,145.11118190000002,$420.00_per_week,26.2115,3754,420
4833,3.0,2.0,1.0,,20 Ladas Way Doreen VIC 3754,-37.5882521,145.130923,$445_Per_Week,29.3842,3754,445
4834,4.0,2.0,2.0,312.0,11 College Road Doreen VIC 3754,-37.602313200000005,145.11726230000002,$530_Per_Week,27.4304,3754,530
4835,4.0,2.0,2.0,,17 Subzero Drive Doreen VIC 3754,-37.60039329999999,145.111452,$430.00_per_week,27.376,3754,430
4836,3.0,2.0,1.0,,16 Homebush Avenue Mernda VIC 3754,-37.610894200000004,145.09126940000002,$385_Per_Week,25.5348,3754,385
4837,4.0,2.0,2.0,,32 Peterborough Drive Doreen VIC 3754,-37.578877,145.12605190000002,$450_per_week,30.0953,3754,450
4838,4.0,2.0,2.0,,31 Renaissance Boulevard Mernda VIC 3754,-37.6033635,145.08455159999997,$480_PER_WEEK,26.0536,3754,480
4839,4.0,2.0,2.0,,10 Macqueen Street Mernda VIC 3754,-37.6021507,145.0777015,$420_per_week,25.9445,3754,420
4840,4.0,2.0,2.0,,43 Fleetwood Drive Doreen VIC 3754,-37.6111882,145.1110095,$475_per_week,26.299,3754,475
4841,3.0,2.0,2.0,,11 Montville Street Doreen VIC 3754,-37.5846701,145.1256209,$470,29.508,3754,470
4842,4.0,2.0,2.0,,12 Strider Street Mernda VIC 3754,-37.6076679,145.0654111,$420.00_per_week,24.9799,3754,420
4843,4.0,2.0,2.0,,67 Orchard Road Doreen VIC 3754,-37.6123314,145.1301101,$400,27.0432,3754,400
4844,4.0,2.0,2.0,,35 Perry St Mernda VIC 3754,-37.5903086,145.1015716,$500_weekly,27.995,3754,500
4845,3.0,2.0,2.0,,16 Tallis Grove Doreen VIC 3754,-37.6106875,145.1358374,$420_weekly,27.4684,3754,420
4846,4.0,2.0,2.0,,9 Balvicar Way Mernda VIC 3754,-37.6036244,145.06568280000002,$405.00,25.4107,3754,405
4847,3.0,2.0,2.0,,52 Meander Road Doreen VIC 3754,-37.6104334,145.1147775,$440,26.534,3754,440
4848,4.0,2.0,2.0,,15 Stourhead Avenue Mernda VIC 3754,-37.595924,145.09334130000002,$450.00_per_week,27.1243,3754,450
4849,4.0,2.0,2.0,,3 Scuffam Street Mernda VIC 3754,-37.606235,145.0679114,$490,25.2065,3754,490
4850,3.0,2.0,2.0,,30 Towerhill Avenue Doreen VIC 3754,-37.6043722,145.1089408,$420pw/$1825pcm,26.8809,3754,420
4851,4.0,2.0,2.0,,27 Cassinias Grove Mernda VIC 3754,-37.58859169999999,145.08442240000002,$500_Per_week,27.566,3754,500
4852,4.0,2.0,2.0,,1/52 Waterway Boulevard Doreen VIC 3754,-37.5894856,145.12593130000002,$480_per_week,29.0501,3754,480
4853,4.0,2.0,2.0,,6 Scotchmer Crescent Mernda VIC 3754,-37.598968,145.070335,$440,26.0389,3754,440
4854,3.0,2.0,1.0,,7 Morinda Way Doreen VIC 3754,-37.5885772,145.130147,$410_per_week,29.3191,3754,410
4855,3.0,2.0,2.0,,7 Composites Lane Doreen VIC 3754,-37.6150969,145.1220677,$400.00_per_week,26.4094,3754,400
4856,4.0,2.0,4.0,,43 Garden Road Doreen VIC 3754,-37.6084665,145.131311,$450_per_week,27.4644,3754,450
4857,4.0,2.0,2.0,,6 Cattlemen Way Mernda VIC 3754,-37.59739039999999,145.0756948,$480_pw_/_$2086_pcm,26.3715,3754,480
4858,3.0,2.0,2.0,,48 Woorawa Drive Doreen VIC 3754,-37.578048100000004,145.12837969999998,$430,30.2729,3754,430
4859,3.0,2.0,2.0,,3 Brahman Walk Doreen VIC 3754,-37.592228799999994,145.12760369999998,$390.00_per_week,28.8549,3754,390
4860,3.0,2.0,1.0,,40 Plume Drive Mernda VIC 3754,-37.599613,145.092221,$440_per_week,26.7093,3754,440
4861,4.0,2.0,2.0,,11 Laurimar Boulevard Doreen VIC 3754,-37.585077500000004,145.12432769999998,$550,29.4142,3754,550
4862,4.0,2.0,4.0,,38 Regent Street Mernda VIC 3754,-37.605510100000004,145.0761506,$400_per_week,25.5465,3754,400
4863,4.0,2.0,2.0,400.0,12 Pittaway Street Mernda VIC 3754,-37.58919849999999,145.0977365,$520_PER_WEEK,27.9661,3754,520
4864,4.0,2.0,1.0,,43 Bagshot Circuit Mernda VIC 3754,-37.605832899999996,145.06559130000002,$450_per_week,25.177,3754,450
4865,4.0,2.0,2.0,,16/52 Waterway Boulevard Doreen VIC 3754,-37.5894856,145.12593130000002,$450.00,29.0501,3754,450
4866,4.0,2.0,3.0,,57 Barak Parade Doreen VIC 3754,-37.6135591,145.13441980000002,$535_per_week,27.1321,3754,535
4867,4.0,2.0,3.0,,37 Counthan Terrace Doreen VIC 3754,-37.6130939,145.13307360000002,$535_per_week,27.1114,3754,535
4868,3.0,2.0,2.0,,8 Falkirk Drive Mernda VIC 3754,-37.5883006,145.0914885,$390_Per_Week_-_$1695_Per_Calendar_Month,27.8356,3754,390
4869,4.0,2.0,2.0,,11 Solitaire Way Wallan VIC 3756,-37.42629470000001,144.99962549999998,$390_per_week,43.708,3756,390
4870,4.0,2.0,2.0,,24 Newbridge Boulevard Wallan VIC 3756,-37.4208894,145.00178400000001,$380_per_week,44.3213,3756,380
4871,4.0,2.0,2.0,,26 Newbridge Boulevard Wallan VIC 3756,-37.4208894,145.00178400000001,$380_per_week,44.3213,3756,380
4872,4.0,2.0,2.0,,31 Charles Street Wallan VIC 3756,-37.422562799999994,145.0013501,$400_per_week,44.1328,3756,400
4873,4.0,2.0,2.0,,95 Dudley Street Wallan VIC 3756,-37.4111189,144.973568,$580PW/$2530PCM,45.3054,3756,580
4874,4.0,2.0,2.0,,8 Indigo Street Wallan VIC 3756,-37.42106810000001,144.9632178,$460.00,44.1951,3756,460
4875,4.0,3.0,2.0,,65 Pretty Sally Drive Wallan VIC 3756,-37.3981581,144.97264109999998,$420.00_per_week,46.7471,3756,420
4876,3.0,2.0,2.0,,20 PAMELA COURT Wallan VIC 3756,-37.4118408,144.9726644,$400.00_per_week,45.2241,3756,400
4877,5.0,2.0,2.0,,38 MCCARTHY COURT Wallan VIC 3756,-37.4175763,144.9872801,$430_PER_WEEK,44.6192,3756,430
4878,4.0,3.0,2.0,,51 Siena Ridge Wallan VIC 3756,-37.3884081,144.988915,$500_wk,47.8693,3756,500
4879,4.0,2.0,2.0,,10 Mackinac Avenue Wallan VIC 3756,-37.424696000000004,144.9981886,$440,43.8775,3756,440
4880,4.0,2.0,2.0,,60 Hart Court Wallan VIC 3756,-37.419216,145.0133233,$700_per_week,44.5892,3756,700
4881,4.0,2.0,2.0,,4 Mackinac Avenue Wallan VIC 3756,-37.424696000000004,144.9981886,$390_per_week,43.8775,3756,390
4882,4.0,2.0,2.0,,21 Ross Parade Wallan VIC 3756,-37.4253784,144.9959969,$390_per_week,43.7899,3756,390
4883,4.0,2.0,2.0,,19 Mt Eliza Avenue Wallan VIC 3756,-37.4290394,144.98919730000003,$410._per_week,43.3516,3756,410
4884,4.0,2.0,2.0,,47 Newbridge Boulevard Wallan VIC 3756,-37.42629470000001,144.99962549999998,$400_per_week,43.708,3756,400
4885,4.0,2.0,3.0,,4 Astran Court Endeavour Hills VIC 3802,-37.9789943,145.27200180000003,$500_Per_Week,32.2419,3802,500
4886,3.0,2.0,6.0,,33 Monkhouse Drive Endeavour Hills VIC 3802,-37.976022799999996,145.254106,$480,30.7573,3802,480
4887,2.0,2.0,1.0,,5/13-15 Bailyana Drive Endeavour Hills VIC 3802,-37.965374100000005,145.2384584,$410,28.954,3802,410
