,SA2,SA2 NAME,2012,2013,2014,2015,2016,2017,2018,2019
182,208021426,Bentleigh East (North),55284.33469179827,59215.0437507835,60662.039332683875,62906.08978475443,65214.38112987769,66331.08535060802,68618.3382596228,70863.7668333156
183,208021427,Bentleigh East (South),54409.36486103233,57466.66882204104,58427.2298945061,60364.511023941566,62651.041948931736,64358.93701898409,67722.928765768,70943.7818070818
184,208031183,Aspendale Gardens - Waterways,55077.62954186414,57510.48852266039,59481.295160979374,60693.07739996243,61470.21935605347,63550.70082796688,64877.25591048547,67290.16714133143
185,208031184,Braeside,75205.01324503311,85136.27272727272,79920.5306122449,89883.51282051283,75364.80136986301,73973.25625,88033.0,79890.09420289854
186,208031185,Carrum - Patterson Lakes,59292.03381932963,60891.9422420193,60311.51447272727,63178.42567471084,64370.7342361405,65849.78391058369,68945.25047932073,70123.69005926725
187,208031186,Chelsea - Bonbeach,51686.499546220664,53625.47989031079,54938.444587463,57137.81659719591,59614.69519832986,61711.058949116356,65349.05725900116,66779.91558516136
188,208031187,Chelsea Heights,47880.34347231716,50699.778724855096,52422.479461756375,53030.188971082716,55103.686085219706,55673.21913380737,58104.23812539582,60259.300789889414
189,208031188,Cheltenham - Highett (East),51899.75755254872,54121.12750547414,56079.27648218098,57619.94824132682,59712.701426918626,62832.609033691224,64773.681485730674,66834.54058698192
190,208031189,Edithvale - Aspendale,56327.89254667237,58121.39064261556,61503.90565259249,63262.5821872079,65331.471064663616,67796.88828828829,71181.95818728092,74348.12350646184
191,208031190,Mentone,57504.82819921292,59735.37055636316,61707.46715328467,63452.3714000748,65598.03210952085,66944.51133501259,68078.91107461286,72210.70637505817
192,208031191,Moorabbin - Heatherton,54596.2009579342,56218.08785908996,57774.64765577431,59224.21417133707,61235.649156813335,62469.35533282904,64276.2921572179,67815.61337625179
194,208031193,Mordialloc - Parkdale,58285.90731840029,61091.606883093846,63309.94465072101,65706.02051109617,68029.1498465876,69800.01859637775,73482.26667192802,75133.47423392981
195,208041194,Malvern - Glen Iris,96937.28765625,98413.4229409957,104654.70922256098,107212.92795474843,110207.320180045,108872.74753183575,114117.63604756276,119391.62970146153
196,208041195,Malvern East,82678.00155051412,86103.41152760983,88952.90867210862,92444.91647767264,92240.14509190457,94520.92916944507,98625.29911069338,101672.6991627643
197,209011196,Bundoora - East,47331.99363916731,48925.174557351806,50037.832538622926,50595.728794642855,52573.207359705615,53354.97223237121,56074.46183745583,57561.595258546644
198,209011197,Greensborough,54123.79027629745,55862.40376160234,57504.60244897959,59493.46925670252,61861.467357758964,63308.16547721747,65341.692206790125,68139.38457410104
199,209011198,Heidelberg - Rosanna,58572.61408210501,60830.57772176209,62707.18008802189,64512.09483654846,65732.5633897545,64034.16491343414,71116.69111928534,75051.86068682726
200,209011199,Heidelberg West,46531.8289033901,48157.54970022089,49241.63822894169,50688.08720493159,52692.74989402289,54413.30385764738,56266.48184019371,58067.14622814525
201,209011200,Ivanhoe,70792.21143617021,74457.9024675135,75535.11656095843,81417.97961178607,81343.59144542772,83450.79948186528,88704.62107595715,91079.67704421563
202,209011201,Ivanhoe East - Eaglemont,88558.84639376219,89719.28549111502,94633.9237370782,99063.83257833145,101103.56645041706,105027.89412844037,109674.47042864894,111557.74922993296
203,209011202,Montmorency - Briar Hill,59761.636410574145,61082.48141979807,61854.85354738477,64249.224905351475,64582.845780697324,68611.63992425753,70819.8398191824,74701.26519823789
204,209011203,Viewbank - Yallambie,54837.44011918493,56793.707930367505,57896.7271158823,59525.57958526655,61468.09645852749,63093.796746464555,64717.52122148505,67141.98205709107
205,209011204,Watsonia,51748.470470869914,53839.273365423185,55158.14003164557,57136.893798449615,58455.53058510638,60045.002646502835,61632.734769687966,64366.43292240754
206,209021205,Kingsbury,52645.6821369637,54755.666940620504,55228.05909455128,56238.687028803404,57614.67677902622,56804.30467784643,56811.73895253683,57677.019910799616
207,209021207,Reservoir - East,44050.85414070936,45557.1923390383,46484.97867889613,47755.91829362029,49016.03092250923,50177.921981292515,51497.05643703555,53778.753372735446
208,209021208,Reservoir - West,46318.061229807194,47724.2749358426,48687.8689279732,50163.92370169825,51817.81993774443,53199.94660231364,55123.48608121149,57143.282588218244
209,209021428,Preston - East,47278.138239479566,50138.46514205118,51001.88287671233,52455.17243319269,53737.46219023324,56087.782258064515,58366.94376548307,61329.42808191888
210,209021429,Preston - West,50478.401162790695,53016.6163240068,54284.78387390118,57363.15658731332,59435.561324091104,60989.30632842335,63787.06881096757,65747.59803546371
211,209031209,Eltham,62005.19316697601,63798.645346029116,64881.35441815548,66669.71522908298,69362.04580566472,71145.1617279784,73533.68503676227,76104.591195795
212,209031210,Hurstbridge,54560.05073494547,54557.7072243346,56325.76420047733,55950.800938967135,58655.63492800743,59983.325822442544,64295.927601809955,64704.398633257406
213,209031211,Kinglake,46710.95256723717,50102.47149231532,49775.02026049204,50928.38468854018,52003.606700321245,54016.49889429456,55314.93356797184,57562.849720910264
214,209031212,Panton Hill - St Andrews,58735.08692767087,64101.148763020836,63186.64311299251,62116.73045136681,63572.033260119235,64442.787906411424,68166.24205158968,67835.13777509797
215,209031213,Plenty - Yarrambat,63831.84063470162,66137.74295161852,68118.19371639784,70181.61475953566,71079.02353522053,75060.85152979066,76597.67780240659,77352.82722099272
216,209031214,Research - North Warrandyte,71342.44207920792,71791.15414539266,72133.73618751495,74565.52945351313,77915.08458646617,79708.32779316713,80172.57742369839,82654.10563380281
217,209031215,Wattle Glen - Diamond Creek,57286.62846135324,60083.85145888594,61039.70900553816,62274.30855018587,64015.275424217936,65796.44176120409,67780.71273892387,71000.6291043962
218,209041216,Bundoora - North,49375.419906687406,52498.041951800056,53203.0662139219,53482.21530343008,54954.20942010636,56559.919177427066,57964.815458495315,59119.5788414225
219,209041217,Bundoora - West,44172.13152139956,45775.10834645669,46029.41025641026,47075.159048795555,48082.831280788174,48100.371310507675,49927.22003474233,51511.89292814541
220,209041219,Lalor,40445.2727477986,41906.07761392616,42567.37243686596,43994.98016851624,45108.81185669042,46444.99246562441,47815.44296698327,49054.77972027972
221,209041220,Mill Park - North,47237.42391093901,49353.02566111655,50156.55115801818,51817.232007759456,53221.91027131783,54718.91884521347,55736.73194819715,57394.5859431901
222,209041221,Mill Park - South,45925.31792921907,47892.178481574665,48881.74639855942,49782.50542428296,51092.19283175356,52078.83141147278,53472.14705456651,54840.82335935241
223,209041223,Thomastown,40702.214874217294,42459.32296731878,42619.98384221083,43347.42993079585,44276.02283302673,45131.31981471951,46807.626231465816,48638.30840223034
224,209041224,Wallan,50214.74780859319,52144.25179758513,52715.271347962385,54500.07525601333,56065.63917175832,56480.499012781875,58517.08792167507,60364.97843593414
225,209041225,Whittlesea,51324.10741190766,52045.16576620825,52943.04344712342,54707.928242870286,55653.66788571428,58420.09487918422,61101.18374259103,62589.98228630278
226,209041430,Doreen,55478.971341382516,56295.22566832542,56891.00307301049,57733.396876841485,58860.8638748191,59629.04279835391,62162.67600062054,64131.24337664223
227,209041431,Epping - East,45071.686280582224,46503.76468774094,47007.43574730354,47255.015620351085,49192.91168299459,50103.58523206751,52270.76075826761,54623.4732425368
228,209041432,Epping - South,42855.70734597156,44866.44951219512,44230.017909002905,45610.39583825964,46801.7868548947,47080.16879337363,48547.02776553548,49714.98054644809
229,209041433,Epping - West,49048.52003081664,50051.12172923777,50330.76442206839,51415.670216812476,52060.63076923077,52975.23246492986,54322.916314592134,55603.96329987453
230,209041434,Mernda,52616.84075487701,54038.0931924476,54654.37707920036,55757.73186842815,55815.61639841381,56599.564246369555,58608.57264325323,60825.55681433886
231,209041435,South Morang (North),51844.32290909091,53554.06844827586,54316.2901344565,56091.607032695865,57949.293443858325,59330.14842514023,61329.294117647056,62500.35484309197
232,209041436,South Morang (South),48801.123330074945,50840.06261122796,51652.75750798722,52377.96426914153,53625.16850321396,55537.44231619272,56997.51979913917,58516.778245614034
233,209041437,Wollert,51429.35519125683,52514.71918186844,52563.508468197215,52165.91799608173,52280.03725184029,53210.762434782606,55655.55409885473,57058.79812147777
234,210011226,Airport West,50526.816976803464,52510.48163161895,55197.17099461048,56237.67090096448,58808.647510469986,60758.3890625,63576.2565208019,65203.56918628666
236,210011228,Keilor,56479.82160077146,58509.06188737267,60503.05014299333,61572.60381593715,63480.52600074822,65531.639626168224,66759.49396709324,68758.20629891912
237,210011229,Keilor East,51527.409347908026,53186.51993067591,55044.69441369641,56196.31498711709,58595.80907546369,60288.69288852279,62901.77467361158,64732.18460013219
238,210011230,Niddrie - Essendon West,57441.067379679145,60293.17993713987,62172.21607278241,63811.650312650316,66536.89763779528,67446.64772727272,69815.95083446098,72021.27733154842
239,210011231,Strathmore,63796.41771244173,66346.5201426025,68569.98037153872,70354.17062012877,74102.58173238962,75025.65932811481,78306.4084640989,80320.02084305491
240,210021232,Gisborne,59012.39646123857,59479.64872812822,61949.582485875704,63791.056030389365,66530.36973356083,69010.82040919425,71286.60481778876,73269.1494489524
241,210021233,Macedon,66824.75718533201,68388.6153081511,74069.85355029585,76907.97683587974,75926.15515515515,82834.43867243867,84900.38305882353,86005.35490009515
242,210021234,Riddells Creek,53878.00413907285,55470.52635847526,57388.30932030932,60121.83159163987,61048.06443914081,62927.935722633425,65577.95663750476,66647.43373493975
243,210021235,Romsey,52333.671829822386,54008.3125,56306.81648089172,57397.40129133242,58011.772979170644,61204.12571009712,62830.211332042934,66049.09756926738
244,210031236,Coburg North,47110.53786523554,49784.53723558389,51114.28968466061,53726.903841325635,55705.72091346154,57651.253172725315,59755.7344235148,62421.72982040655
245,210031237,Fawkner,41444.53303880138,43156.01518844928,44045.52247497725,44824.08349080914,46888.29391275502,47834.61748977666,49406.52429059575,50645.64333666619
246,210031239,Pascoe Vale,52897.6764783411,55157.01737435376,56206.61857514639,57657.550683860885,60036.37831435776,61327.301789916564,64174.16878739941,66616.98355628058
247,210031438,Glenroy,43190.055561468864,45363.26665281098,45819.41958742239,47287.08111981655,48891.37158123528,50126.74822368971,51597.51031375958,52922.9689514635
248,210031439,Gowanbrae,56917.9501216545,60895.981370192305,61070.80725758477,62147.53618992472,63902.94114252741,65536.41736227045,69212.72599023332,71189.26904376013
249,210031440,Hadfield,44187.576,45781.59642147117,46871.576197957584,47417.829118773945,50758.654241156335,53617.117013639625,55674.20060585661,57747.20390524968
250,210041240,Sunbury,53330.37748893805,55428.691724137934,56559.887118923376,57627.56356557927,59326.53771836951,60472.884915059396,62312.64467952707,66105.90232953167
251,210041241,Sunbury - South,51694.482596959795,53351.981650071124,54449.61316671321,55399.960249781776,57265.519808787896,57770.50331623076,60086.26971202778,62354.872231395544
252,210051242,Broadmeadows,36815.103701945896,38095.71577205013,39141.148444647755,39138.70066853569,39778.159263050155,39928.862957937585,41320.37889210717,42127.795216741404
253,210051243,Campbellfield - Coolaroo,37648.155143957454,38406.33641575735,39456.232634457614,39539.093971631206,40884.02825637491,42681.60975203861,42703.16248223591,43784.46308310164
254,210051245,Gladstone Park - Westmeadows,47942.83904250929,49341.91716773792,50379.53536610662,51625.49515863205,52529.07027684819,54158.61720169594,55798.53002070393,58060.227798470885
255,210051246,Greenvale - Bulla,54218.470656520054,56746.055965021864,57731.7573202155,58806.9130719668,59686.99538082529,61184.39795144158,62772.89192345701,64890.367997229194
256,210051247,Meadow Heights,37557.84095274683,38745.075033842586,38363.50781845919,38786.50875273523,40621.12852435005,41252.152928416486,42233.255972101135,42973.208108108105
257,210051248,Melbourne Airport,43277.63461538462,44194.183673469386,63443.232142857145,60285.93220338983,54253.42,62576.296875,60465.54838709677,62742.8253968254
258,210051249,Roxburgh Park - Somerton,42677.551379990146,44638.41642512077,44761.53535705978,45638.41949104188,46364.17618198037,47044.17356980642,48045.33506731946,49417.79965224111
259,210051250,Tullamarine,47698.68550228311,48538.860125858126,48878.64405336361,50120.28815937149,52443.21174477696,53304.61736150771,55024.09900442478,57393.09421667119
260,210051441,Craigieburn - Central,44836.29328196484,46240.69007670182,46560.33262057496,47029.49964928688,48781.98447276941,49549.676369470544,50970.10298407,51786.18499554764
261,210051442,Craigieburn - North,49466.71945320715,51081.09988085782,51872.8849002849,52115.79696531792,52999.288411571106,53312.66524169681,55000.97804915752,56592.60445640796
262,210051443,Craigieburn - South,45591.584610421036,47552.98541862653,47298.358228397745,48720.1205380927,50048.87302167032,50650.90627092167,51742.6490718656,53242.83276115743
263,210051444,Craigieburn - West,47918.62727597287,49411.029800466444,49188.98349494533,49786.16704845815,50703.531699198065,51004.00600240096,52322.970823244556,53509.699560698595
264,210051445,Mickleham - Yuroke,55725.612040133776,55042.30973451328,52064.85578747628,55278.24262536873,56985.26495726496,57858.280949326494,56712.48392778511,57508.17395817885
265,211011251,Bayswater,47152.42163833076,48404.974961832064,49025.04761182714,49781.704464813716,51401.5654038599,52116.53639082752,53822.372309801234,55155.09006835545
266,211011254,Knoxfield - Scoresby,48689.387674714104,50300.75842276017,51216.453282517825,52430.148196643255,54480.983895088,55620.84885764499,57632.27391487569,59266.88937159022
267,211011255,Lysterfield,62413.574556069085,64144.6411722659,65968.48525595659,66993.64593967517,68254.74292826431,70468.04709821429,73149.34881161971,74330.60427218674
268,211011256,Rowville - Central,50792.683521004765,53825.13294607628,54601.929868435356,55373.983083719424,56748.746098692536,57341.731528127624,59140.577903975216,60538.35735309043
269,211011257,Rowville - North,54029.58969383355,56208.422049956935,57360.272982304705,57723.11016243232,59155.666666666664,59851.8802,62101.50593589236,63521.71448248721
270,211011258,Rowville - South,55538.02407407408,56743.54113289088,57383.06328538986,58504.95513296687,60338.28822055138,61936.99316363636,62929.19245717576,64507.65007132668
271,211011259,Wantirna,50844.672920065255,51885.24778552025,52518.97271972483,53130.91114245416,53554.65207775579,54897.65405914929,56387.005615402246,58058.513739681104
272,211011260,Wantirna South,51696.13871421868,53167.82107355865,54448.742719819056,56745.921422586354,56448.4304800516,57114.65341682548,58190.0239371204,59390.858657243814
273,211011446,Boronia,46695.14277355179,48237.242704685676,49322.10039177277,50384.51071889104,51692.494551817384,52485.41842982252,54522.11013249021,56941.87165178572
274,211011447,Ferntree Gully (North),47592.872933211824,48824.54057608839,49879.93933489218,50991.079649390245,53218.14873218115,54242.567963555775,56007.2673894506,58174.78694864048
275,211011448,Ferntree Gully (South) - Upper Ferntree Gully,48027.26745272006,49537.42606635071,50990.748972160225,52449.74968321622,54102.90543189943,55085.975692099935,56941.179616438356,59193.635059931505
276,211011449,The Basin,50903.742661075106,51128.700666928205,51956.94390338917,53884.23504273504,57055.656885758995,57941.44596651446,58701.038389160705,61091.32488653555
277,211021261,Donvale - Park Orchards,66069.02919107823,68950.84405940594,71817.4206316653,71993.26831218148,73650.82044418005,73971.70311581422,75885.69984700708,78219.41239377447
278,211021262,Warrandyte - Wonga Park,74095.2134516581,76164.51288738877,77847.42333333334,78958.78978534418,80970.26706143597,84299.87233102636,85193.42313302217,93733.35124816446
279,211031263,Bayswater North,49460.5435603201,51127.24125874126,51776.13669492786,53611.99008435696,55062.091253644314,56324.05692680839,58008.003370786515,59653.2897531375
280,211031265,Croydon Hills - Warranwood,55925.67540620384,57803.27511763078,59090.713922441195,60845.55265269728,62294.672732021594,63647.6042170757,65765.34655496666,67833.31027735239
281,211031266,Ringwood,48976.469789696224,51217.76676287744,51438.04465935021,52528.73405926081,53643.88375893769,54645.89028056112,57209.24097189138,59805.02019549981
282,211031267,Ringwood East,51449.24526447462,53089.28201904077,54787.08100484795,56319.34746351633,57598.088232784365,59037.752208006605,61541.57892176733,63755.41454632741
283,211031268,Ringwood North,56306.47865481791,57803.76847205399,59624.333102971665,61509.92308992563,63355.34242274005,64903.11643161692,66751.78439391461,68585.36964980545
284,211031450,Croydon - East,47630.09428534066,49286.15068852459,50610.84381806534,51900.15265950882,53083.540085898356,54370.36713528463,55945.998415034526,57836.29932723062
285,211031451,Croydon - West,48643.06633180677,50880.596894767106,53597.80931545519,54646.34272554863,56080.91737626397,57937.57223650385,58979.250093597904,62047.775951557094
286,211031452,Croydon South,48835.73753894081,50623.00690978887,51444.47143397654,52313.83531598513,54613.2883480826,56605.93591160221,58821.645021645025,59391.43026913667
287,211041269,Forest Hill,48345.56632290185,50117.958151700084,51864.903875968994,53046.90222521915,54660.529848229344,55584.73295081967,56685.20597062076,58771.66162010301
288,211041270,Mitcham (Vicnp),54322.538889507065,56169.925329587204,57919.1295033042,58693.67749275962,60799.880906016195,62011.86189207852,63593.02482785375,64867.65940183036
289,211041271,Nunawading,54302.78667736758,52672.2698741437,54844.92924826279,56511.5799031477,57595.889661426845,58876.32793928111,61161.54809032618,62970.081652257446
290,211041272,Vermont,51678.469824679705,53759.165790812,55103.999167637754,56209.03819784525,58028.74591236102,58903.03932762449,60317.079644638405,62731.90841927043
291,211041273,Vermont South,54755.08812154696,55674.588788927336,57661.67448639645,57296.5537619699,57347.5068266446,59614.63434151634,58813.41704394141,60989.37298148878
292,211051274,Belgrave - Selby,52547.785677574095,56827.072755417954,57724.45853242321,57829.41546942867,60101.24752641288,62727.35877491492,63939.00759166532,65761.89830508475
293,211051275,Chirnside Park,50596.798070175435,52005.489320728295,52654.12991512212,55581.7352393842,56400.658993752055,57777.75150486186,61025.0677314404,63007.73391230068
294,211051276,Healesville - Yarra Glen,45973.489344149595,47834.54524137931,48647.76477009142,50435.42572296316,51926.16565629942,52092.493045017705,54324.48367952522,57853.38645807871
295,211051277,Kilsyth,45555.67295980512,47446.69012345679,48831.079291607966,50554.65421115065,52338.58878135493,53600.62952488688,56374.01799962887,58563.84935543278
296,211051278,Lilydale - Coldstream,50522.37492920521,52146.38848650174,53860.34833550307,54572.03415069104,56679.69235577782,56658.17247097844,61265.76465494848,64198.631506138685
297,211051279,Monbulk - Silvan,46331.05918727915,48378.17462199822,49821.42878338279,51671.89163996505,54301.24745269287,56034.55590506148,57893.46495392348,59441.12472160356
298,211051280,Montrose,52049.703637751205,53787.710002584645,56147.28312798592,57432.66857142857,57487.01801579467,58636.62038621364,60518.274481427885,63959.965138956606
299,211051281,Mooroolbark,48407.23236822569,50190.37222267771,51585.8163315151,52451.452112120016,54536.70284197377,56125.200894549314,58240.03978878477,60458.05889272848
300,211051282,Mount Dandenong - Olinda,54979.97814300237,56056.924121541335,57642.701137714386,61502.418720852766,62165.99353448276,62514.4350254641,64484.96211872745,66833.35710764174
301,211051283,Mount Evelyn,48138.30860754787,49367.83336432955,50432.25263349074,51878.31585451977,54261.74300389656,55022.02605416524,57466.96235734969,59570.54467871486
302,211051284,Upwey - Tecoma,50182.9320799458,52680.0405634759,53928.24898989899,55757.01449758374,57484.01902854281,58940.21126074964,61181.95729250604,63843.034992842375
303,211051285,Wandin - Seville,50425.35986159169,50506.97537058153,52672.438942415414,54420.67885117493,55506.25306553911,56817.6589785832,59850.70203252033,62362.701254730135
304,211051286,Yarra Valley,43362.85470187597,45171.735088985086,45088.68639618139,46264.39981532779,47804.35342372109,49382.647970562,51519.08139661757,53040.93640937801
305,212011287,Beaconsfield - Officer,57401.45992217899,59539.994880234044,59640.40807776102,59703.82531089978,60094.30507394187,60919.61648627966,63819.287186337184,64565.98750209696
306,212011288,Bunyip - Garfield,46349.669484361795,47641.31773139363,48753.89584199584,50989.11768280332,52241.71326164874,53569.651203079884,55563.37368323785,58390.10023351895
307,212011289,Emerald - Cockatoo,53242.57198595396,54075.42436188036,55906.30752083737,57451.20659361421,58802.058773584904,60039.62204943071,62740.922479202854,64351.67998204668
308,212011290,Koo Wee Rup,44298.88009721847,45186.150191152374,45962.250536480686,48738.08691206544,50963.285957653934,52552.00626304802,52631.781125387686,55405.83725247525
309,212011291,Pakenham - North,46152.70986540863,47719.13455191673,48393.93594894824,50395.493415956626,51323.94542324828,52500.673944268885,54167.39154776955,56385.844739352935
310,212011292,Pakenham - South,46650.3441220862,48524.16926645868,49904.50266646351,50788.33108495981,51603.33468993585,52076.05724519701,53761.15733184965,55195.016467510846
311,212021293,Berwick - North,56841.020747520975,59053.503849378765,60244.66161424782,61252.9649408284,62276.829195048704,62973.78393011839,65385.60163876024,67503.54141990724
312,212021294,Berwick - South,52955.895488661125,54584.30417639012,55535.61381733021,56607.02221894146,58457.71154388936,59411.066662127196,62656.05016700504,62947.06907132569
313,212021295,Doveton,37326.41466922339,38218.74477791117,39453.77405759775,40217.59260089686,40422.297952361056,41075.2293977813,42826.74829545455,44332.86909753874
314,212021297,Hallam,44317.266818267955,45586.86325599087,44914.21860902256,45954.1693200974,46889.757647920866,48566.451314596554,48717.96091549296,49649.80918666897
315,212021299,Narre Warren North,64819.74759284732,64413.57696591668,66234.07391209272,66626.0,68147.11678535097,69623.81295530616,76892.79209284029,75165.8144989339
316,212021453,Endeavour Hills - North,47693.48926089703,49618.06010069226,51039.15923261391,52217.076092062,53409.30964467005,54143.58942337342,55216.97111375819,55831.83873833852
317,212021454,Endeavour Hills - South,45658.661441180346,47001.06565520945,48003.62551714934,48526.37766027759,50725.62215280489,51397.86548718616,52261.739230474246,53386.55195889531
318,212021455,Narre Warren - North East,46729.562491232995,48315.86099410278,49050.76418488791,50283.24315903549,51830.209139997365,51939.19040847984,54306.574144486694,55700.00850212553
319,212021456,Narre Warren - South West,43964.05998835178,45488.114361311185,46083.63436123348,47266.19885968572,48381.740811586285,49223.712310555704,49910.862413528055,51179.62781720832
320,212031300,Cranbourne,43390.82115998764,44982.72607157719,45304.800491350186,46225.38769414576,47212.440652111734,47947.78472024993,49556.4591780317,50926.06065262587
321,212031301,Cranbourne East,48838.4441373865,49908.61760124611,50485.572281086344,51666.2494000192,53034.53915208208,54499.589914910626,55599.40995249518,57299.05448147862
322,212031302,Cranbourne North,49871.98460401527,48516.75228402914,49293.544987988644,49856.80259424402,50871.30038741378,52311.79385850127,53835.44561231972,55382.33976744186
323,212031303,Cranbourne South,53387.901015828014,53876.96907675195,55208.68752633797,57294.72452229299,59078.74627435995,60547.6487544484,62305.38586345381,63115.41575610414
324,212031304,Cranbourne West,43922.0348468849,46420.378624218305,47553.48358059677,49097.185254653006,50281.53563446734,51172.94474527572,52341.95819604613,53614.77393617021
325,212031305,Hampton Park - Lynbrook,41757.57387907609,43202.97718663187,45464.04975238095,44866.37628407344,45537.0113150815,46355.624766209476,47768.8455932076,49343.287044564335
326,212031306,Lynbrook - Lyndhurst,49931.436096976955,50898.83335661405,52696.10796743628,53290.838021950294,54455.70429654591,57185.677315928086,56741.600984144345,58091.32274300094
327,212031308,Pearcedale - Tooradin,49640.64179104478,49862.93858231355,51341.27334851936,52513.73597506678,54312.45824223874,55724.99957264957,59045.43695698241,61899.960175145956
328,212031457,Narre Warren South (East),52750.59897683672,54595.082482993195,54771.92994895065,55380.465846994535,56947.7511686924,57894.35840649981,59237.164327108825,60031.80404551201
329,212031458,Narre Warren South (West),47239.97563055928,48648.45979837718,49193.34540560382,50206.29572349151,51743.58006460545,51862.4813437042,52889.32860781925,53875.683049917716
330,212041309,Clarinda - Oakleigh South,45838.59629981025,47923.16954250435,48416.53588143526,49361.122877431306,50894.210550458716,51783.46565230491,53359.17842323652,56551.72118847539
331,212041310,Clayton South,40443.91556130702,42365.37219371392,43179.387172284645,43562.480120030006,44841.49376299376,45684.53285816108,47345.20018822264,48608.17061611374
332,212041311,Dandenong,38538.5240705842,39944.83004552352,39412.94325265118,41083.380251620285,41195.279526154285,42501.58938244854,44205.284372990354,45907.6068488847
333,212041312,Dandenong North,41330.99102132436,42892.60126642094,43646.61608133087,44792.298810928565,45530.05909050458,47032.86014046649,48722.32242950847,50070.57784978398
334,212041313,Dingley Village,52974.40246601328,54069.46697659506,55056.84120651133,55913.060500475134,57114.40547772706,58625.50163525931,60171.53167701863,62320.338223938226
335,212041314,Keysborough,46107.26717902351,47573.62484921592,48890.513258353174,50346.80797266515,51544.07768839966,52990.490631000466,55822.62878883159,55645.71713362069
336,212041316,Noble Park North,42711.46331521739,44623.904867256635,44934.26581591094,45570.23341391351,46359.628556235046,47407.482072755825,48684.45123203286,49561.6647557328
337,212041317,Springvale,36381.5439837137,37805.45396007727,38964.543387321675,39915.27386831275,40074.67804356282,40441.95050959508,42139.07416990082,43017.45298935299
338,212041318,Springvale South,38269.38268485767,39248.741035856576,40108.973750631,41277.24437879534,42128.82949889694,42776.88243559719,43908.62701252236,44576.40971014493
339,212041459,Noble Park - East,39462.06651045422,41305.43857777778,42086.461444521985,42447.16729663106,43804.572789753205,43924.46091765058,45110.30728945506,46528.09923149522
340,212041460,Noble Park - West,37790.46146293569,39454.13431908549,40201.98488147073,40769.4435334873,41937.98627078915,42015.034938219,43145.11339071257,44169.80015226494
341,212051319,Ashwood - Chadstone,52994.18758085382,55781.467544684856,56493.939198195425,57887.37771520515,59965.81745953899,60464.257321790385,62564.012134632416,64346.27392232181
342,212051320,Clayton,39814.30463576159,42191.69632404589,43958.6843384651,44557.99587789661,45881.774724663475,45294.71406184705,44622.12049821377,44291.83484081042
343,212051321,Glen Waverley - East,52770.01951880178,54370.93223720967,56181.01101796407,57308.39528279562,57577.77817431993,57032.383418092155,58081.66839183919,59969.3697149204
344,212051322,Glen Waverley - West,49669.25166182942,52032.38440007464,53770.59901496144,54942.89345828405,55974.046839881325,56209.25615377925,57462.12366844208,58105.69780044629
345,212051323,Mount Waverley - North,54968.239663093416,57359.88716424483,59389.88818380744,60436.86817346166,61627.365579903795,62027.40492447755,62757.12689489007,65772.17935420743
346,212051324,Mount Waverley - South,54588.90219790767,57259.10578117535,58549.23168093312,60097.99242214213,61544.480597821195,62080.99505165379,63883.411387663364,66472.28784736624
347,212051325,Mulgrave,49837.03433022406,52205.93702143951,53412.743437764606,54180.15435684647,56305.79399576388,57227.81629522693,58047.43366530322,59298.84551148226
348,212051326,Oakleigh - Huntingdale,50413.84062360802,52560.952589223234,54252.374199134196,55849.601949152544,57566.18243466755,58785.260866116754,60602.47330152238,62619.201042278335
349,212051327,Wheelers Hill,58925.33264205724,61069.54973646783,61619.305899851264,63294.65175875296,64260.70554461942,64230.47476378907,66879.74299653762,68610.03240921516
350,213011328,Ardeer - Albion,41376.52008032129,42634.98408018868,42814.241912396225,44318.43449375498,45368.631287726355,46638.822282474735,48816.09306180441,50077.957803081044
351,213011329,Cairnlea,47665.08700345423,49575.252586206894,50440.4131661442,50220.955197132615,51355.74573018614,52139.94784071789,54391.44177516963,54470.17513921322
352,213011330,Deer Park - Derrimut,45926.676118626434,47450.60672070247,48189.86324926302,48828.71750788644,50357.759525825575,50950.33177048448,52634.338485091495,53965.72108215579
353,213011331,Delahey,43188.1858190709,44224.980315917375,45222.710038986355,46128.892581324595,46682.11848124428,48203.05115436849,50446.18445945946,50782.801801801805
354,213011332,Keilor Downs,46618.65226840533,47746.739754381124,49132.99403192227,50040.34801039245,51525.942135289326,52924.58187015108,53879.90513029316,55820.075274578085
355,213011333,Kings Park (Vicnp),40202.83392107473,41666.08971291866,42193.569580962234,43171.370128784074,43745.948169744086,44438.25251879098,45975.98707294552,46225.56023002421
356,213011334,St Albans - North,38431.740777791674,39255.44490254873,40023.54149224329,40164.134664797944,41248.12988872976,41718.59472729213,42113.09853059582,43681.61824971275
357,213011335,St Albans - South,38481.43634064081,39769.46789254418,39800.39087218256,40200.96321562333,40985.24921671018,41241.05036331747,42876.08793969849,43468.039493730226
358,213011336,Sunshine,41244.46966292135,42997.0842057351,43700.62434325744,44873.22860686234,45576.51803024428,46975.25706747079,48530.34945758492,50118.673923965835
359,213011337,Sunshine North,39924.5989615784,40835.443663427744,41047.92122408687,42069.25308056872,43410.82234332425,44155.077680140595,45527.61437583002,47322.425087108015
360,213011338,Sunshine West,41769.43057558673,43588.74067862211,43522.66642102678,44511.4004954583,45098.82894885401,46261.87952464021,47974.25988111378,49128.7336519882
