,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
3735,"104/196 ALBERT ROAD, SOUTH MELBOURNE",-37.837159,144.967178,2.0,2.0,2,$640_per_week,Unit/apmt,June 2014,3205,2014,6,MELBOURNE,640,213031352
3736,"104/196 ALBERT ROAD, SOUTH MELBOURNE",-37.837159,144.967178,2.0,2.0,2,$640,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,640,206051512
3737,"104/196 ALBERT ROAD, SOUTH MELBOURNE",-37.837159,144.967178,2.0,2.0,2,$640_per_week,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,640,206051512
3780,"501/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$430_pw,Unit/apmt,November 2014,3205,2014,11,MELBOURNE,430,206051512
3781,"501/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$430_per_week,Unit/apmt,November 2014,3205,2014,11,MELBOURNE,430,213031348
3782,"501/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$430,Unit/apmt,November 2014,3205,2014,11,MELBOURNE,430,213031348
3783,"501/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$495_per_week,Unit/apmt,September 2014,3205,2014,9,MELBOURNE,495,206051512
3822,"805/50 ALBERT ROAD, SOUTH MELBOURNE",-37.8342007,144.9713884,2.0,2.0,1,$600_pw,Unit/apmt,February 2014,3205,2014,2,MELBOURNE,600,206051512
3823,"805/50 ALBERT ROAD, SOUTH MELBOURNE",-37.8342007,144.9713884,2.0,2.0,1,$600_per_week,Unit/apmt,February 2014,3205,2014,2,MELBOURNE,600,206051512
3824,"805/50 ALBERT ROAD, SOUTH MELBOURNE",-37.8342007,144.9713884,2.0,2.0,1,$600,Unit/apmt,February 2014,3205,2014,2,MELBOURNE,600,212031303
3905,"51/39 DORCAS STREET, SOUTH MELBOURNE",-37.831303,144.968871,2.0,1.0,1,$490_-_$2129_pw,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,2129,206051512
3906,"51/39 DORCAS STREET, SOUTH MELBOURNE",-37.831303,144.968871,2.0,1.0,1,$490_p.w.,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,490,206051512
3907,"51/39 DORCAS STREET, SOUTH MELBOURNE",-37.831303,144.968871,2.0,1.0,1,$490_pw,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,490,211031450
3908,"51/39 DORCAS STREET, SOUTH MELBOURNE",-37.831303,144.968871,2.0,1.0,1,$490_Weekly,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,490,212031303
3909,"51/39 DORCAS STREET, SOUTH MELBOURNE",-37.831303,144.968871,2.0,1.0,1,$490,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,490,212031303
4170,"603/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,1.0,1.0,1,$370_pw,Unit/apmt,September 2014,3205,2014,9,MELBOURNE,370,216021413
4171,"603/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,1.0,1.0,1,$370,Unit/apmt,September 2014,3205,2014,9,MELBOURNE,370,216021413
4215,"259 MONTAGUE STREET, SOUTH MELBOURNE",-37.836881,144.954226,2.0,1.0,1,$610_pw,none,August 2014,3205,2014,8,MELBOURNE,610,206051512
4248,"1409/22 DORCAS STREET, SOUTH MELBOURNE",-37.83033,144.9697033,1.0,1.0,1,$395_pw,Apartment,May 2014,3205,2014,5,MELBOURNE,395,206041509
4303,"615/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,1.0,1.0,0,$420_pw,Unit/apmt,September 2014,3205,2014,9,MELBOURNE,420,206051512
4312,"306/38 BANK STREET, SOUTH MELBOURNE",-37.831858,144.968179,2.0,1.0,1,$500_pw,Apartment,November 2014,3205,2014,11,MELBOURNE,500,206051512
4313,"306/38 BANK STREET, SOUTH MELBOURNE",-37.831858,144.968179,2.0,1.0,1,$500_per_week,Apartment,November 2014,3205,2014,11,MELBOURNE,500,206051512
4314,"306/38 BANK STREET, SOUTH MELBOURNE",-37.831858,144.968179,2.0,1.0,1,$500,Apartment,November 2014,3205,2014,11,MELBOURNE,500,206051512
4315,"306/38 BANK STREET, SOUTH MELBOURNE",-37.831858,144.968179,2.0,1.0,1,$510_per_week,Apartment,September 2014,3205,2014,9,MELBOURNE,510,206051512
4336,"27/63 DORCAS STREET, SOUTH MELBOURNE",-37.831275,144.967968,1.0,1.0,1,$400_per_week,Unit/apmt,October 2014,3205,2014,10,MELBOURNE,400,211051286
4368,"413/52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,1.0,1.0,0,$380,Unit/apmt,May 2014,3205,2014,5,MELBOURNE,380,206051512
4369,"413/52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,1.0,1.0,0,$380_per_week,Unit/apmt,May 2014,3205,2014,5,MELBOURNE,380,206051512
4528,"104/211 DORCAS STREET, SOUTH MELBOURNE",-37.832952,144.962113,1.0,1.0,1,$390_pw,Rental_residential,November 2014,3205,2014,11,MELBOURNE,390,204011054
4529,"104/211 DORCAS STREET, SOUTH MELBOURNE",-37.832952,144.962113,1.0,1.0,1,$390_per_week,Rental_residential,October 2014,3205,2014,10,MELBOURNE,390,207011521
4575,"912/52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,2.0,1.0,1,$485,none,March 2014,3205,2014,3,MELBOURNE,485,206051512
4596,"408/144 CLARENDON STREET, SOUTH MELBOURNE",-37.8341035,144.9611296,1.0,1.0,1,$380,Unit/apmt,May 2014,3205,2014,5,MELBOURNE,380,206051512
4597,"408/144 CLARENDON STREET, SOUTH MELBOURNE",-37.8341035,144.9611296,1.0,1.0,1,$380_per_week,Unit/apmt,May 2014,3205,2014,5,MELBOURNE,380,217011422
4609,"2409/50 ALBERT ROAD, SOUTH MELBOURNE",-37.8342007,144.9713884,2.0,2.0,1,$550_pw,Unit/apmt,October 2014,3205,2014,10,MELBOURNE,550,213031348
4632,"36/333 COVENTRY STREET, SOUTH MELBOURNE",-37.833211,144.956257,1.0,1.0,1,$421_per_week,Rental_residential,September 2014,3205,2014,9,MELBOURNE,421,206051512
4678,"32/88 PARK STREET, SOUTH MELBOURNE",-37.832908,144.968167,3.0,1.0,1,$645_pw,none,July 2014,3205,2014,7,MELBOURNE,645,207011522
4693,"205/2-14 ALBERT ROAD, SOUTH MELBOURNE",-37.832864,144.971498,1.0,1.0,1,$450_pw,Rental_residential,May 2014,3205,2014,5,MELBOURNE,450,206051512
4726,"36 GLOVER STREET, SOUTH MELBOURNE",-37.839265,144.94853,2.0,1.0,1,$470_per_week,none,July 2014,3205,2014,7,MELBOURNE,470,217011422
4754,"190 FERRARS STREET, SOUTH MELBOURNE",-37.832477,144.954427,2.0,1.0,1,$450_per_week,House,November 2014,3205,2014,11,MELBOURNE,450,206051512
4755,"190 FERRARS STREET, SOUTH MELBOURNE",-37.832477,144.954427,2.0,1.0,1,$450_per_week,House,September 2014,3205,2014,9,MELBOURNE,450,210051544
4756,"190 FERRARS STREET, SOUTH MELBOURNE",-37.832477,144.954427,2.0,1.0,1,$570_per_week,House,May 2014,3205,2014,5,MELBOURNE,570,210051544
4812,"707/69-71 STEAD STREET, SOUTH MELBOURNE",-37.835842,144.969282,1.0,1.0,1,$375,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,375,206051512
4839,"308/69-71 STEAD STREET, SOUTH MELBOURNE",-37.835842,144.969282,1.0,1.0,1,$350_p.w.,none,March 2014,3205,2014,3,MELBOURNE,350,206051512
4840,"308/69-71 STEAD STREET, SOUTH MELBOURNE",-37.835842,144.969282,1.0,1.0,1,$350_per_week,none,March 2014,3205,2014,3,MELBOURNE,350,206051512
4841,"308/69-71 STEAD STREET, SOUTH MELBOURNE",-37.835842,144.969282,1.0,1.0,1,$350_pw,none,March 2014,3205,2014,3,MELBOURNE,350,206051512
4887,"3/294 FERRARS STREET, SOUTH MELBOURNE",-37.83613,144.956122,1.0,1.0,1,$320_per_week,none,May 2014,3205,2014,5,MELBOURNE,320,206051512
4888,"3/294 FERRARS STREET, SOUTH MELBOURNE",-37.83613,144.956122,1.0,1.0,1,$320,none,May 2014,3205,2014,5,MELBOURNE,320,206051512
4914,"359 DORCAS STREET, SOUTH MELBOURNE",-37.834928,144.954668,2.0,1.0,0,$450_per_week,Rental_residential,August 2014,3205,2014,8,MELBOURNE,450,205051101
4957,"404/338 KINGS WAY, SOUTH MELBOURNE",-37.8809817,145.1636811,1.0,1.0,1,$350_pw,House,October 2014,3205,2014,10,MELBOURNE,350,212051322
5010,"203/211 DORCAS STREET, SOUTH MELBOURNE",-37.832952,144.962113,2.0,1.0,1,$440_-_$1912_pw,Unit/apmt,June 2014,3205,2014,6,MELBOURNE,1912,206051512
5011,"203/211 DORCAS STREET, SOUTH MELBOURNE",-37.832952,144.962113,2.0,1.0,1,$450_-_$1955_pw,Unit/apmt,April 2014,3205,2014,4,MELBOURNE,1955,206051512
5012,"203/211 DORCAS STREET, SOUTH MELBOURNE",-37.832952,144.962113,2.0,1.0,1,$450_-_$1955_pw,Unit/apmt,March 2014,3205,2014,3,MELBOURNE,1955,206051512
5071,"817/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$460_pw,Rental_residential,August 2014,3205,2014,8,MELBOURNE,460,216011407
5100,"1015 / 52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,2.0,1.0,1,$2500,none,January 2014,3205,2014,1,MELBOURNE,2500,206051512
5101,"1015 / 52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,2.0,1.0,1,$420_pw,none,January 2014,3205,2014,1,MELBOURNE,420,206051512
5114,"269 MORAY STREET, SOUTH MELBOURNE",-37.834188,144.964231,2.0,1.0,0,$500,House,July 2014,3205,2014,7,MELBOURNE,500,206051512
5115,"269 MORAY STREET, SOUTH MELBOURNE",-37.834188,144.964231,2.0,1.0,0,$500_per_week,House,July 2014,3205,2014,7,MELBOURNE,500,216011407
5116,"269 MORAY STREET, SOUTH MELBOURNE",-37.834188,144.964231,2.0,1.0,0,$500_per_week,House,June 2014,3205,2014,6,MELBOURNE,500,206051512
5117,"269 MORAY STREET, SOUTH MELBOURNE",-37.834188,144.964231,2.0,1.0,0,$510_per_week,House,May 2014,3205,2014,5,MELBOURNE,510,207031163
5118,"269 MORAY STREET, SOUTH MELBOURNE",-37.834188,144.964231,2.0,1.0,0,$510,House,May 2014,3205,2014,5,MELBOURNE,510,207031163
5140,"1413/52 PARK STREET, SOUTH MELBOURNE",-37.8329632,144.9693083,1.0,1.0,1,$380_-_$1647_per_week,Unit/apmt,August 2014,3205,2014,8,MELBOURNE,1647,206051512
5152,"87 BANK STREET, SOUTH MELBOURNE",-37.832787,144.966547,4.0,3.0,0,$950_pw,none,November 2014,3205,2014,11,MELBOURNE,950,206051512
5157,"3/520 CITY ROAD, SOUTH MELBOURNE",-37.8324616,144.9520575,1.0,1.0,0,$240_pw,none,January 2014,3205,2014,1,MELBOURNE,240,216011407
5164,"704/38 ALBERT ROAD, SOUTH MELBOURNE",-37.833752,144.971216,2.0,2.0,1,$500_pw,Unit/apmt,January 2014,3205,2014,1,MELBOURNE,500,206051512
5170,"6 BOUNDARY STREET, SOUTH MELBOURNE",-37.83358,144.949431,2.0,1.0,0,$400_pw,House,January 2014,3205,2014,1,MELBOURNE,400,206051511
5186,"10 HEATHER STREET, SOUTH MELBOURNE",-37.834746,144.965227,2.0,1.0,0,$640_pw,House,September 2014,3205,2014,9,MELBOURNE,640,206051512
5210,"5/46-52 DOW STREET, SOUTH MELBOURNE",-37.835484,144.962604,3.0,2.0,1,$695_per_week,none,December 2014,3205,2014,12,MELBOURNE,695,206051512
5211,"5/46-52 DOW STREET, SOUTH MELBOURNE",-37.835484,144.962604,3.0,2.0,1,$695_per_week,none,November 2014,3205,2014,11,MELBOURNE,695,206051512
5212,"5/46-52 DOW STREET, SOUTH MELBOURNE",-37.835484,144.962604,3.0,2.0,1,$695_per_week,none,October 2014,3205,2014,10,MELBOURNE,695,206051512
5213,"5/46-52 DOW STREET, SOUTH MELBOURNE",-37.835484,144.962604,3.0,2.0,1,$695,none,May 2014,3205,2014,5,MELBOURNE,695,214021377
5239,"514/338 KINGS WAY, SOUTH MELBOURNE",-37.835035,144.970026,2.0,1.0,1,$500_pw,Rental_residential,May 2014,3205,2014,5,MELBOURNE,500,216031419
5252,"64/1 SANDILANDS STREET, SOUTH MELBOURNE",-37.836066,144.968227,2.0,2.0,2,$3300,none,May 2014,3205,2014,5,MELBOURNE,3300,207011522
5253,"64/1 SANDILANDS STREET, SOUTH MELBOURNE",-37.836066,144.968227,2.0,2.0,2,$550_pw,none,May 2014,3205,2014,5,MELBOURNE,550,207011522
5297,"2/5 OLD PLENTY ROAD, SOUTH MORANG",-37.645486,145.092369,2.0,1.0,1,$300_pw,Rental_residential,March 2014,3752,2014,3,MORANG,300,209041436
5305,"5/5 OLD PLENTY ROAD, SOUTH MORANG",-37.6463383,145.0925259,2.0,1.0,1,$320_per_week,Rental_residential,February 2014,3752,2014,2,MORANG,320,209041436
5306,"5/5 OLD PLENTY ROAD, SOUTH MORANG",-37.6463383,145.0925259,2.0,1.0,1,$320_pw,Rental_residential,February 2014,3752,2014,2,MORANG,320,209041436
5362,"11/868 PLENTY ROAD, SOUTH MORANG",-37.648211,145.092132,2.0,1.0,1,$315_pw,House,April 2014,3752,2014,4,MORANG,315,209041436
5383,"16 NEDDLETAIL CRESCENT, SOUTH MORANG",-37.632922,145.072364,3.0,2.0,2,$350_pw,House,July 2014,3752,2014,7,MORANG,350,209041435
5413,"7 JINDABYNE AVENUE, SOUTH MORANG",-37.641704,145.083624,3.0,2.0,2,$360_Weekly,House,July 2014,3752,2014,7,MORANG,360,205021086
5414,"7 JINDABYNE AVENUE, SOUTH MORANG",-37.641704,145.083624,3.0,2.0,2,$350_-_$1521_pw,House,June 2014,3752,2014,6,MORANG,1521,209041436
5427,"21 GRATTAN STREET, SOUTH MORANG",-37.6173107,145.0990817,3.0,2.0,2,$360_per_week,House,February 2014,3752,2014,2,MORANG,360,207011522
5441,"3 MAVORA PLACE, SOUTH MORANG",-37.6324178,145.0857068,2.0,1.0,1,$299,Townhouse,March 2014,3752,2014,3,MORANG,299,209041435
5481,"8 JELLIS AVENUE, SOUTH MORANG",-37.6209135,145.1079973,4.0,2.0,2,$380_per_week,House,June 2014,3752,2014,6,MORANG,380,216011410
5550,"99 VINCENT DRIVE, SOUTH MORANG",-37.63992,145.085313,4.0,2.0,2,$410_pw,House,September 2014,3752,2014,9,MORANG,410,209041436
5551,"99 VINCENT DRIVE, SOUTH MORANG",-37.63992,145.085313,4.0,2.0,2,$410,House,September 2014,3752,2014,9,MORANG,410,209041436
5553,"7 DELIZA WALK, SOUTH MORANG",-37.633028,145.084291,3.0,2.0,2,$310_pw,House,December 2014,3752,2014,12,MORANG,310,209041435
21,"51 PITCHER STREET, PORT CAMPBELL",-38.618818,143.000633,3.0,2.0,4,$350_pw,House,September 2014,3269,2014,9,CAMPBELL,350,212031300
28,"44 HENNESSY STREET, PORT CAMPBELL",-38.619647,142.997899,2.0,1.0,2,$280_pw,Rental_residential,July 2014,3269,2014,7,CAMPBELL,280,209041223
79,"10 CAIRNS STREET, PORT CAMPBELL",-38.621595,142.99554,3.0,1.0,2,$250_pw,House,May 2014,3269,2014,5,CAMPBELL,250,206031115
81,"2510 COBDEN PORT CAMPBELL ROAD, PORT CAMPBELL",-38.599564,143.00055,3.0,1.0,0,$250_p.w.,Available Now,April 2014,3269,2014,4,CAMPBELL,250,206031115
114,"29 HENNESSY STREET, PORT CAMPBELL",-38.620267,142.995787,2.0,1.0,1,$240_pw,House,August 2014,3269,2014,8,CAMPBELL,240,217031475
115,"29 HENNESSY STREET, PORT CAMPBELL",-38.620267,142.995787,2.0,1.0,1,$240_pw,House,July 2014,3269,2014,7,CAMPBELL,240,217031475
131,"66 HENNESSY STREET, PORT CAMPBELL",-38.618539,143.000138,2.0,1.0,1,$230_p.w.,House,July 2014,3269,2014,7,CAMPBELL,230,217031475
138,"54 PITCHER STREET, PORT CAMPBELL",-38.619369,143.001241,4.0,2.0,2,$540_p.w.,House,March 2014,3269,2014,3,CAMPBELL,540,216011409
139,"54 PITCHER STREET, PORT CAMPBELL",-38.619369,143.001241,4.0,2.0,2,$310_p.w.,House,March 2014,3269,2014,3,CAMPBELL,310,206031115
142,"87 HENNESSY STREET, PORT CAMPBELL",-38.617104,143.001572,3.0,1.0,2,$600_pw,none,September 2014,3269,2014,9,CAMPBELL,600,217031475
192,"2B OCEAN DRIVE, PORT FAIRY",-38.3910385,142.2272171,3.0,2.0,2,$545_per_week,House,November 2014,3284,2014,11,FAIRY,545,217041478
193,"2B OCEAN DRIVE, PORT FAIRY",-38.3910385,142.2272171,3.0,2.0,2,$545_pw,House,November 2014,3284,2014,11,FAIRY,545,217041478
194,"2B OCEAN DRIVE, PORT FAIRY",-38.3910385,142.2272171,3.0,2.0,2,$545,House,November 2014,3284,2014,11,FAIRY,545,217041478
195,"2B OCEAN DRIVE, PORT FAIRY",-38.3910385,142.2272171,3.0,2.0,2,$545,House,March 2014,3284,2014,3,FAIRY,545,209011203
310,"55 ESPLANADE WEST, PORT MELBOURNE",-37.842611,144.941155,2.0,2.0,0,$800_per_week,Townhouse,July 2014,3207,2014,7,MELBOURNE,800,201021010
315,"18/15 BEACH STREET, PORT MELBOURNE",-37.84341,144.939698,3.0,2.0,2,$750_per_week,Townhouse,October 2014,3207,2014,10,MELBOURNE,750,201021010
316,"18/15 BEACH STREET, PORT MELBOURNE",-37.84341,144.939698,3.0,2.0,2,$750_per_week,Townhouse,September 2014,3207,2014,9,MELBOURNE,750,206051130
351,"71/1 GRAHAM STREET, PORT MELBOURNE",-37.8429,144.944874,1.0,1.0,1,$430_per_week,Unit/apmt,June 2014,3207,2014,6,MELBOURNE,430,206051130
387,"214/232-242 ROUSE STREET, PORT MELBOURNE",-37.840604,144.937525,1.0,1.0,2,$390_per_week,Unit/apmt,January 2014,3207,2014,1,MELBOURNE,390,206051130
407,"7/2 GRAHAM STREET, PORT MELBOURNE",-37.842373,144.944868,1.0,1.0,1,$410_per_week,Unit/apmt,June 2014,3207,2014,6,MELBOURNE,410,204021067
427,"8 DERHAM STREET, PORT MELBOURNE",-37.833675,144.938944,2.0,1.0,0,$565_per_week,Rental_residential,August 2014,3207,2014,8,MELBOURNE,565,206051130
428,"8 DERHAM STREET, PORT MELBOURNE",-37.833675,144.938944,2.0,1.0,0,$565_pw,Rental_residential,August 2014,3207,2014,8,MELBOURNE,565,206051130
432,"19/15 LIARDET STREET, PORT MELBOURNE",-37.842374,144.944868,2.0,1.0,1,$520_per_week,Rental_residential,May 2014,3207,2014,5,MELBOURNE,520,204021067
433,"19/15 LIARDET STREET, PORT MELBOURNE",-37.842374,144.944868,2.0,1.0,1,$520_pw,Rental_residential,May 2014,3207,2014,5,MELBOURNE,520,204021067
468,"29 CRICHTON AVENUE, PORT MELBOURNE",-37.835241,144.930034,3.0,1.0,3,$750_per_week,Available Now,August 2014,3207,2014,8,MELBOURNE,750,204021067
469,"29 CRICHTON AVENUE, PORT MELBOURNE",-37.835241,144.930034,3.0,1.0,3,$750_per_week,Available Now,July 2014,3207,2014,7,MELBOURNE,750,204021067
470,"29 CRICHTON AVENUE, PORT MELBOURNE",-37.835241,144.930034,3.0,1.0,3,$750_per_week,Available Now,March 2014,3207,2014,3,MELBOURNE,750,204021067
496,"6/109 ROSS STREET, PORT MELBOURNE",-37.835216,144.937455,2.0,1.0,1,$390_per_week,Unit/apmt,July 2014,3207,2014,7,MELBOURNE,390,212031300
497,"6/109 ROSS STREET, PORT MELBOURNE",-37.835216,144.937455,2.0,1.0,1,$390_pw,Unit/apmt,July 2014,3207,2014,7,MELBOURNE,390,206031115
505,"334 BAY STREET, PORT MELBOURNE",-37.836514,144.944555,3.0,1.0,1,$750_per_week,House,August 2014,3207,2014,8,MELBOURNE,750,206051130
506,"334 BAY STREET, PORT MELBOURNE",-37.836514,144.944555,3.0,1.0,1,$750_pw,House,August 2014,3207,2014,8,MELBOURNE,750,206051130
558,"404/86 BAY STREET, PORT MELBOURNE",-37.8415844,144.939698,2.0,2.0,1,$780_per_week,none,November 2014,3207,2014,11,MELBOURNE,780,206051130
559,"404/86 BAY STREET, PORT MELBOURNE",-37.8415844,144.939698,2.0,2.0,1,$780_per_week,none,October 2014,3207,2014,10,MELBOURNE,780,206051130
571,"A708/57 BAY STREET, PORT MELBOURNE",-37.841522,144.939309,1.0,1.0,1,$420_per_week,Unit/apmt,August 2014,3207,2014,8,MELBOURNE,420,202021028
572,"A708/57 BAY STREET, PORT MELBOURNE",-37.841522,144.939309,1.0,1.0,1,$430_per_week,Unit/apmt,February 2014,3207,2014,2,MELBOURNE,430,205031089
594,"141 FARRELL STREET, PORT MELBOURNE",-37.833906,144.938492,2.0,1.0,1,$505_pw,Rental_residential,September 2014,3207,2014,9,MELBOURNE,505,210031535
622,"57 THE CRESCENT, PORT MELBOURNE",-37.837691,144.928492,3.0,2.0,1,$830_per_week,House,September 2014,3207,2014,9,MELBOURNE,830,206051130
623,"57 THE CRESCENT, PORT MELBOURNE",-37.837691,144.928492,3.0,2.0,1,$830_pw,House,September 2014,3207,2014,9,MELBOURNE,830,206051130
659,"3/181 BAY STREET, PORT MELBOURNE",-37.8393241,144.9414279,1.0,1.0,1,$400,Unit/apmt,August 2014,3207,2014,8,MELBOURNE,400,206051130
660,"3/181 BAY STREET, PORT MELBOURNE",-37.8393241,144.9414279,1.0,1.0,1,$400_Weekly,Unit/apmt,July 2014,3207,2014,7,MELBOURNE,400,206051130
661,"3/181 BAY STREET, PORT MELBOURNE",-37.8393241,144.9414279,1.0,1.0,1,$400_pw,Unit/apmt,July 2014,3207,2014,7,MELBOURNE,400,206051130
681,"G03/2 ROUSE STREET, PORT MELBOURNE",-37.844389,144.943844,2.0,1.0,1,$475_pw,Rental_residential,February 2014,3207,2014,2,MELBOURNE,475,206051130
744,"209/77 NOTT STREET, PORT MELBOURNE",-37.8406166,144.9381629,1.0,1.0,1,$390_per_week,Rental_residential,June 2014,3207,2014,6,MELBOURNE,390,206051130
745,"209/77 NOTT STREET, PORT MELBOURNE",-37.8406166,144.9381629,1.0,1.0,1,$410_per_week,Rental_residential,June 2014,3207,2014,6,MELBOURNE,410,206051130
779,"1/163 BRIDGE STREET, PORT MELBOURNE",-37.8361,144.942062,3.0,2.0,0,$825_per_week,House,June 2014,3207,2014,6,MELBOURNE,825,212031300
780,"1/163 BRIDGE STREET, PORT MELBOURNE",-37.8361,144.942062,3.0,2.0,0,$825_per_week,House,May 2014,3207,2014,5,MELBOURNE,825,212031300
790,"3/87 ROSS STREET, PORT MELBOURNE",-37.835685,144.936851,1.0,1.0,1,$340_per_week,Unit/apmt,January 2014,3207,2014,1,MELBOURNE,340,206051130
813,"128 BEACH STREET, PORT MELBOURNE",-37.839587,144.92899,3.0,2.0,2,$925_per_week,Townhouse,October 2014,3207,2014,10,MELBOURNE,925,209011198
827,"502/88 BEACH STREET, PORT MELBOURNE",-37.840685,144.935477,3.0,2.0,2,$1500_per_week,none,August 2014,3207,2014,8,MELBOURNE,1500,206051130
828,"502/88 BEACH STREET, PORT MELBOURNE",-37.840685,144.935477,3.0,2.0,2,$1500,none,July 2014,3207,2014,7,MELBOURNE,1500,206051130
829,"502/88 BEACH STREET, PORT MELBOURNE",-37.840685,144.935477,3.0,2.0,2,$1500_per_week,none,July 2014,3207,2014,7,MELBOURNE,1500,206051130
830,"502/88 BEACH STREET, PORT MELBOURNE",-37.840685,144.935477,3.0,2.0,2,$2300_per_week,none,May 2014,3207,2014,5,MELBOURNE,2300,206051130
852,"306 ESPLANADE EAST, PORT MELBOURNE",-37.836532,144.947668,2.0,1.0,1,$700_per_week,none,May 2014,3207,2014,5,MELBOURNE,700,206051130
853,"306 ESPLANADE EAST, PORT MELBOURNE",-37.836532,144.947668,2.0,1.0,1,$700_per_week,none,April 2014,3207,2014,4,MELBOURNE,700,206051130
904,"B202/19 PICKLES STREET, PORT MELBOURNE",-37.834305,144.94965,2.0,1.0,1,$490_per_week,Unit,July 2014,3207,2014,7,MELBOURNE,490,206051130
905,"B202/19 PICKLES STREET, PORT MELBOURNE",-37.834305,144.94965,2.0,1.0,1,$490_per_week,Unit,June 2014,3207,2014,6,MELBOURNE,490,206051130
924,"1.06/91 DOW STREET, PORT MELBOURNE",-37.840548,144.942207,1.0,1.0,1,$380_pw,none,November 2014,3207,2014,11,MELBOURNE,380,206051130
969,"406/15 PICKLES STREET, PORT MELBOURNE",-37.843952,144.943654,1.0,1.0,1,$385,Rental_residential,July 2014,3207,2014,7,MELBOURNE,385,213041360
970,"406/15 PICKLES STREET, PORT MELBOURNE",-37.843952,144.943654,1.0,1.0,1,$385_per_week,Rental_residential,June 2014,3207,2014,6,MELBOURNE,385,206031115
971,"406/15 PICKLES STREET, PORT MELBOURNE",-37.843952,144.943654,1.0,1.0,1,$385_pw,Rental_residential,June 2014,3207,2014,6,MELBOURNE,385,213041576
1056,"1/100 STOKES STREET, PORT MELBOURNE",-37.840685,144.935477,3.0,1.0,1,$595_pw,none,July 2014,3207,2014,7,MELBOURNE,595,213011328
1140,"31 BEACON VISTA, PORT MELBOURNE",-37.838793,144.929163,3.0,2.0,1,$800_per_week,House,February 2014,3207,2014,2,MELBOURNE,800,213041360
1141,"31 BEACON VISTA, PORT MELBOURNE",-37.838793,144.929163,3.0,2.0,1,$800_pw,House,February 2014,3207,2014,2,MELBOURNE,800,206051130
1153,"506/41 NOTT STREET, PORT MELBOURNE",-37.84156,144.937364,2.0,1.0,1,$495_pw,Rental_residential,October 2014,3207,2014,10,MELBOURNE,495,206051130
1189,"43/95 ROUSE STREET, PORT MELBOURNE",-37.8434248,144.9416713,1.0,1.0,1,$550,none,March 2014,3207,2014,3,MELBOURNE,550,206041121
1190,"43/95 ROUSE STREET, PORT MELBOURNE",-37.8434248,144.9416713,1.0,1.0,1,$550_per_week,none,January 2014,3207,2014,1,MELBOURNE,550,206051130
1240,"17 DRYSDALE STREET, PORT MELBOURNE",-37.8405943,144.9429876,3.0,2.0,1,$950_per_week,House,January 2014,3207,2014,1,MELBOURNE,950,209041223
1311,"7/229 DOW STREET, PORT MELBOURNE",-37.838787,144.943651,1.0,1.0,0,$295_per_week,Unit/apmt,January 2014,3207,2014,1,MELBOURNE,295,209041223
1335,"10 THE BEND, PORT MELBOURNE",-37.8384588,144.9185006,4.0,3.0,0,$1090_pw,House,November 2014,3207,2014,11,MELBOURNE,1090,209041223
1447,"7/3 LIARDET STREET, PORT MELBOURNE",-37.84085,144.946256,1.0,1.0,1,$440_per_week,Unit/apmt,October 2014,3207,2014,10,MELBOURNE,440,206051130
1448,"7/3 LIARDET STREET, PORT MELBOURNE",-37.84085,144.946256,1.0,1.0,1,$440_pw,Unit/apmt,October 2014,3207,2014,10,MELBOURNE,440,206051130
1518,"62/85 ROUSE STREET, PORT MELBOURNE",-37.844257,144.940721,2.0,2.0,1,$720,Unit/apmt,July 2014,3207,2014,7,MELBOURNE,720,206051130
1519,"62/85 ROUSE STREET, PORT MELBOURNE",-37.844257,144.940721,2.0,2.0,1,$720_per_week,Unit/apmt,June 2014,3207,2014,6,MELBOURNE,720,202011021
1539,"161A BAY STREET, PORT MELBOURNE",-37.8398003,144.9412352,2.0,2.0,1,$610_per_week,Townhouse,December 2014,3207,2014,12,MELBOURNE,610,206051130
