,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,SA2_CODE
515,"2/23 FOWLER STREET, BONBEACH",-38.056988,145.1246,3.0,2.0,2,$519_pw,Rental_residential,July 2016,3196,2016,7,BONBEACH,519,208031186
516,"2/23 FOWLER STREET, BONBEACH",-38.056988,145.1246,3.0,2.0,2,$575_p.w.,Rental_residential,May 2016,3196,2016,5,BONBEACH,575,208031186
549,"8/589 NEPEAN HIGHWAY, BONBEACH",-38.069136,145.120252,2.0,1.0,1,$295_Weekly,none,February 2016,3196,2016,2,BONBEACH,295,208031186
550,"8/589 NEPEAN HIGHWAY, BONBEACH",-38.069136,145.120252,2.0,1.0,1,$295,none,January 2016,3196,2016,1,BONBEACH,295,208031186
551,"8/589 NEPEAN HIGHWAY, BONBEACH",-38.069136,145.120252,2.0,1.0,1,$295_per_week,none,January 2016,3196,2016,1,BONBEACH,295,208031186
552,"8/589 NEPEAN HIGHWAY, BONBEACH",-38.069136,145.120252,2.0,1.0,1,$295_pw,none,January 2016,3196,2016,1,BONBEACH,295,208031186
606,"7/580 NEPEAN HIGHWAY, BONBEACH",-38.067742,145.120011,4.0,3.0,2,$665_per_week,Townhouse,March 2016,3196,2016,3,BONBEACH,665,208031186
607,"7/580 NEPEAN HIGHWAY, BONBEACH",-38.067742,145.120011,4.0,3.0,2,$700_per_week,Townhouse,March 2016,3196,2016,3,BONBEACH,700,211051276
608,"7/580 NEPEAN HIGHWAY, BONBEACH",-38.067742,145.120011,4.0,3.0,2,$740_per_week,Townhouse,March 2016,3196,2016,3,BONBEACH,740,208031186
689,"1/421 STATION STREET, BONBEACH",-38.064172,145.120512,2.0,2.0,1,$400,Townhouse,July 2016,3196,2016,7,BONBEACH,400,208031186
690,"1/421 STATION STREET, BONBEACH",-38.064172,145.120512,2.0,2.0,1,$400,Townhouse,June 2016,3196,2016,6,BONBEACH,400,211051276
723,"7/43 PATTERSON STREET, BONBEACH",-38.067967,145.122877,2.0,1.0,1,$300_per_week,Unit/apmt,November 2016,3196,2016,11,BONBEACH,300,208031186
728,"7/43 PATTERSON ST, BONBEACH",-38.067967,145.122877,2.0,1.0,1,$300_per_week,Unit/apmt,November 2016,3196,2016,11,BONBEACH,300,208031186
744,"5/29 BROADWAY, BONBEACH",-38.058971,145.122674,2.0,1.0,1,$320_per_week,none,July 2016,3196,2016,7,BONBEACH,320,208031186
752,"68 BROADWAY, BONBEACH",-38.057652,145.127529,2.0,1.0,2,$400_per_week,House,May 2016,3196,2016,5,BONBEACH,400,211051276
753,"68 BROADWAY, BONBEACH",-38.057652,145.127529,2.0,1.0,2,$400_pw,House,May 2016,3196,2016,5,BONBEACH,400,208031186
754,"68 BROADWAY, BONBEACH",-38.057652,145.127529,2.0,1.0,2,$400,House,May 2016,3196,2016,5,BONBEACH,400,208031186
788,"7/587 NEPEAN HIGHWAY, BONBEACH",-38.069003,145.120489,2.0,1.0,2,$490_per_week,none,September 2016,3196,2016,9,BONBEACH,490,208031186
824,"4/40A BROADWAY, BONBEACH",-38.05879,145.124274,2.0,1.0,1,$310_per_week,House,April 2016,3196,2016,4,BONBEACH,310,208031186
825,"4/40A BROADWAY, BONBEACH",-38.05879,145.124274,2.0,1.0,1,$310_pw,House,April 2016,3196,2016,4,BONBEACH,310,208031186
844,"1 BRIXTON STREET, BONBEACH",-38.065533,145.121075,2.0,1.0,1,$390_per_week,House,February 2016,3196,2016,2,BONBEACH,390,208031186
852,"2/599A NEPEAN HIGHWAY, BONBEACH",-38.070846,145.120712,4.0,3.0,2,$1200_per_week,House,February 2016,3196,2016,2,BONBEACH,1200,208031186
873,"44A TROY STREET, BONBEACH",-38.058338,145.130017,3.0,2.0,1,$485_per_week,Rental_residential,November 2016,3196,2016,11,BONBEACH,485,208031186
894,"8/446 STATION STREET, BONBEACH",-38.067693,145.120867,1.0,1.0,1,$250_per_week,Rental_residential,April 2016,3196,2016,4,BONBEACH,250,208031186
958,"1/43 YORK STREET, BONBEACH",-38.060255,145.124602,2.0,1.0,1,$320_pw,Townhouse,February 2016,3196,2016,2,BONBEACH,320,208031186
967,"3/435 STATION STREET, BONBEACH",-38.06604,145.120851,2.0,2.0,1,$400_per_week,Unit/apmt,January 2016,3196,2016,1,BONBEACH,400,208031186
1040,"3/11 BROADWAY, BONBEACH",-38.0592,145.120741,1.0,1.0,1,$255_Weekly,House,August 2016,3196,2016,8,BONBEACH,255,208031186
1041,"3/11 BROADWAY, BONBEACH",-38.0592,145.120741,1.0,1.0,1,$255_per_week,House,August 2016,3196,2016,8,BONBEACH,255,208031186
1042,"3/11 BROADWAY, BONBEACH",-38.0592,145.120741,1.0,1.0,1,$265_pw,House,July 2016,3196,2016,7,BONBEACH,265,208031186
1051,"1/5 LORD WEAVER GROVE, BONBEACH",-38.064622,145.11878,2.0,2.0,1,$410,Unit/apmt,January 2016,3196,2016,1,BONBEACH,410,208031186
1134,"18 CROWN ROAD, BONBEACH",-38.060008,145.128035,4.0,3.0,0,$450,House,October 2016,3196,2016,10,BONBEACH,450,208031186
1135,"18 CROWN ROAD, BONBEACH",-38.060008,145.128035,4.0,3.0,0,$450,House,September 2016,3196,2016,9,BONBEACH,450,208031186
1212,"7A GLENBROOK AVENUE, BONBEACH",-38.055021,145.127103,2.0,1.0,1,$400_per_week,House,April 2016,3196,2016,4,BONBEACH,400,208031186
1213,"7A GLENBROOK AVENUE, BONBEACH",-38.055021,145.127103,2.0,1.0,1,$400_per_week,House,March 2016,3196,2016,3,BONBEACH,400,208031186
1315,"274 BONEGILLA ROAD, BONEGILLA",-36.116436,147.014814,4.0,2.0,4,$540_per_week,House,March 2016,3691,2016,3,BONEGILLA,540,204031491
1368,"6 YOUNG STREET, BONNIE DOON",-37.024808,145.855464,3.0,1.0,2,$320_per_week,none,July 2016,3720,2016,7,DOON,320,204011057
1369,"23 DAWN CRESCENT, BONNIE DOON",-37.038697,145.876062,3.0,1.0,0,$999_-_$230_pw,none,October 2016,3720,2016,10,DOON,230,204011057
1370,"23 DAWN CRESCENT, BONNIE DOON",-37.038697,145.876062,3.0,1.0,0,$1086_-_$250_pw,none,June 2016,3720,2016,6,DOON,250,204011057
1372,"1 CHANRO COURT, BONNIE DOON",-37.027402,145.880398,4.0,2.0,1,$1433_-_$330_pw,House,September 2016,3720,2016,9,DOON,330,204011057
1373,"12 PHILLIP STREET, BONNIE DOON",-37.02489,145.854247,2.0,1.0,0,$869_-_$200_pw,House,June 2016,3720,2016,6,DOON,200,204011057
1374,"23. DAWN CRESCENT, BONNIE DOON",-37.0382467,145.8750697,3.0,1.0,0,$1086_-_$250_pw,House,June 2016,3720,2016,6,DOON,250,204011057
1500,"1430 DARLINGTON ROAD, BOOKAAR",-38.081522,143.093633,4.0,1.0,1,$220_per_week,House,May 2016,3260,2016,5,BOOKAAR,220,217031474
1505,"1430 GRANDRIDGE ROAD, BOOLARRA SOUTH",-38.4440581,146.2728848,4.0,1.0,4,$350_per_week,House,December 2016,3870,2016,12,SOUTH,350,205031090
1506,"1430 GRANDRIDGE ROAD, BOOLARRA SOUTH",-38.4440581,146.2728848,4.0,1.0,4,$350_per_week,House,November 2016,3870,2016,11,SOUTH,350,205031090
1527,"16 DUKE STREET, BOOLARRA",-38.377196,146.273312,3.0,1.0,6,$270_per_week,Available Now,December 2016,3870,2016,12,BOOLARRA,270,205041094
1528,"16 DUKE STREET, BOOLARRA",-38.377196,146.273312,3.0,1.0,6,$250_pw,Available Now,February 2016,3870,2016,2,BOOLARRA,250,205041094
1529,"16 DUKE STREET, BOOLARRA",-38.377196,146.273312,3.0,1.0,6,$250_pw,Available Now,January 2016,3870,2016,1,BOOLARRA,250,205041094
1600,"16 CHURCH STREET, BOOLARRA",-38.37992,146.273795,3.0,1.0,1,$210_per_week,House,April 2016,3870,2016,4,BOOLARRA,210,213031352
1601,"16 CHURCH STREET, BOOLARRA",-38.37992,146.273795,3.0,1.0,1,$210_pw,House,April 2016,3870,2016,4,BOOLARRA,210,205041094
1618,"20 YOUNG STREET, BOOLARRA",-38.384923,146.269974,4.0,1.0,1,$280_per_week,none,March 2016,3870,2016,3,BOOLARRA,280,205041094
1621,"13 FOSTER ROAD, BOOLARRA",-38.386435,146.273945,4.0,2.0,1,$350_pw,none,July 2016,3870,2016,7,BOOLARRA,350,205041094
1622,"8 GINA COURT, BOOLARRA",-38.384778,146.265866,3.0,2.0,1,$250_pw,House,February 2016,3870,2016,2,BOOLARRA,250,205041094
1624,"18 BASTIN STREET, BOOLARRA",-38.385659,146.273516,4.0,1.0,7,$300_pw,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1625,"LOT 9 PIGGERY ROAD, BOOLARRA",-38.3740757,146.2726582,3.0,2.0,2,$300_per_week,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1626,"LOT 9 PIGGERY ROAD, BOOLARRA",-38.3740757,146.2726582,3.0,2.0,2,$300_pw,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1627,"LOT 9 PIGGERY ROAD, BOOLARRA",-38.3740757,146.2726582,3.0,2.0,2,$300,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1628,"18 BASTIN ST, BOOLARRA",-38.385659,146.273516,4.0,1.0,4,$300_per_week,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1629,"18 BASTIN ST, BOOLARRA",-38.385659,146.273516,4.0,1.0,4,$300,House,February 2016,3870,2016,2,BOOLARRA,300,205041094
1694,"1 / 9 KINIRY STREET, BOORT",-36.11480209,143.72726348,1.0,1.0,1,$130_per_week,none,June 2016,3537,2016,6,BOORT,130,202031033
1707,"34 ARMSTRONG STREET, BOORT",-36.111789,143.731546,2.0,1.0,1,$220_per_week,House,May 2016,3537,2016,5,BOORT,220,202031033
1711,"2 WAIT STREET, BOORT",-36.110069,143.725944,3.0,1.0,2,$190_pw,House,July 2016,3537,2016,7,BOORT,190,202031033
1717,"17 COUTTS STREET, BOORT",-36.112674,143.732232,4.0,1.0,6,$245,none,July 2016,3537,2016,7,BOORT,245,202031033
1718,"26 KINIRY STREET, BOORT",-36.113356,143.728137,4.0,1.0,0,$170_pw,none,June 2016,3537,2016,6,BOORT,170,202031033
1737,"14 BUNA COURT, BORONIA",-37.841724,145.289884,3.0,2.0,2,$380_per_week,House,May 2016,3155,2016,5,BORONIA,380,211011446
1772,"4/8 ROSELLA AVENUE, BORONIA",-37.859244,145.287289,2.0,1.0,1,$295_per_week,none,October 2016,3155,2016,10,BORONIA,295,211011446
1773,"4/8 ROSELLA AVENUE, BORONIA",-37.859244,145.287289,2.0,1.0,1,$295_per_week,none,May 2016,3155,2016,5,BORONIA,295,211011446
1786,"1/134 SCORESBY ROAD, BORONIA",-37.8556082,145.2680308,3.0,2.0,2,$400_per_week,none,April 2016,3155,2016,4,BORONIA,400,211011251
1787,"1/134 SCORESBY ROAD, BORONIA",-37.8556082,145.2680308,3.0,2.0,2,$400_pw,none,April 2016,3155,2016,4,BORONIA,400,211011251
1802,"6/31 AUBREY GROVE, BORONIA",-37.872294,145.284017,3.0,2.0,2,$370_Weekly,Unit/apmt,July 2016,3155,2016,7,BORONIA,370,211011446
1803,"6/31 AUBREY GROVE, BORONIA",-37.872294,145.284017,3.0,2.0,2,$370,Unit/apmt,July 2016,3155,2016,7,BORONIA,370,211011446
1804,"6/31 AUBREY GROVE, BORONIA",-37.872294,145.284017,3.0,2.0,2,$370_per_week,Unit/apmt,July 2016,3155,2016,7,BORONIA,370,211011446
1805,"6/31 AUBREY GROVE, BORONIA",-37.872294,145.284017,3.0,2.0,2,$370_pw,Unit/apmt,July 2016,3155,2016,7,BORONIA,370,211011446
1835,"32 LEMAL AVENUE, BORONIA",-37.861059,145.255796,3.0,2.0,2,$390_pw,House,February 2016,3155,2016,2,BORONIA,390,211011446
1848,"6/31 AUBREY GR, BORONIA",-37.8723187,145.283823,3.0,2.0,2,$370_Weekly,Unit/apmt,July 2016,3155,2016,7,BORONIA,370,211011446
1868,"31 RATHMULLEN ROAD, BORONIA",-37.862113,145.262009,4.0,2.0,2,$425_per_week,House,August 2016,3155,2016,8,BORONIA,425,213031352
1918,"8/11 ALLANDALE ROAD, BORONIA",-37.861169,145.289473,2.0,2.0,1,$390_Wk,Available Now,August 2016,3155,2016,8,BORONIA,390,211011446
1919,"8/11 ALLANDALE ROAD, BORONIA",-37.861169,145.289473,2.0,2.0,1,$390_Wk,Available Now,July 2016,3155,2016,7,BORONIA,390,211011446
1941,"22 CROTTY ROAD, BORONIA",-37.860919,145.260975,3.0,1.0,3,$370_per_week,House,March 2016,3155,2016,3,BORONIA,370,211011446
2002,"1/40 BAMBURY STREET, BORONIA",-37.857746,145.293944,4.0,3.0,2,$400_pw,Unit/apmt,August 2016,3155,2016,8,BORONIA,400,211011446
2003,"1/40 BAMBURY STREET, BORONIA",-37.857746,145.293944,4.0,3.0,2,$400_Weekly,Unit/apmt,August 2016,3155,2016,8,BORONIA,400,211011446
2010,"5/6 ORCHID AVENUE, BORONIA",-37.860712,145.283145,3.0,2.0,2,$345,Unit/apmt,February 2016,3155,2016,2,BORONIA,345,211011446
2011,"5/6 ORCHID AVENUE, BORONIA",-37.860712,145.283145,3.0,2.0,2,$345_per_week,Unit/apmt,February 2016,3155,2016,2,BORONIA,345,211011446
2012,"5/6 ORCHID AVENUE, BORONIA",-37.860712,145.283145,3.0,2.0,2,$345_pw,Unit/apmt,February 2016,3155,2016,2,BORONIA,345,211011446
2013,"5/6 ORCHID AVENUE, BORONIA",-37.860712,145.283145,3.0,2.0,2,$345_Weekly,Unit/apmt,February 2016,3155,2016,2,BORONIA,345,211011446
2027,"1/40 BAMBURY ST, BORONIA",-37.8577341,145.2938927,4.0,3.0,2,$400_Weekly,Unit/apmt,August 2016,3155,2016,8,BORONIA,400,211011446
2036,"5/6 ORCHID AVE, BORONIA",-37.860712,145.283145,3.0,2.0,2,$345_Weekly,Unit/apmt,February 2016,3155,2016,2,BORONIA,345,213031352
2089,"2/11 PATON CRESCENT, BORONIA",-37.862571,145.270455,3.0,2.0,2,$500_Weekly,Unit/apmt,December 2016,3155,2016,12,BORONIA,500,211011446
2093,"2/11 PATON CRES, BORONIA",-37.862571,145.270455,3.0,2.0,2,$500,Unit/apmt,December 2016,3155,2016,12,BORONIA,500,211011446
2094,"2/11 PATON CRES, BORONIA",-37.862571,145.270455,3.0,2.0,2,$500_Weekly,Unit/apmt,December 2016,3155,2016,12,BORONIA,500,211011446
2095,"2/11 PATON CRES, BORONIA",-37.862571,145.270455,3.0,2.0,2,$500_per_week,Unit/apmt,December 2016,3155,2016,12,BORONIA,500,211011446
2096,"2/11 PATON CRES, BORONIA",-37.862571,145.270455,3.0,2.0,2,$500_pw,Unit/apmt,December 2016,3155,2016,12,BORONIA,500,211011446
2134,"4/22 SUNDEW AVENUE, BORONIA",-37.858244,145.282775,3.0,2.0,2,$425_p.w.,none,April 2016,3155,2016,4,BORONIA,425,211011446
2135,"4/22 SUNDEW AVENUE, BORONIA",-37.858244,145.282775,3.0,2.0,2,$425,none,April 2016,3155,2016,4,BORONIA,425,211011446
2217,"15 BLYTHE AVENUE, BORONIA",-37.848139,145.295957,3.0,1.0,2,$390_per_week,House,December 2016,3155,2016,12,BORONIA,390,211011446
2270,"1/223 FOREST ROAD, BORONIA",-37.8622509,145.2987205,3.0,1.0,1,$360_Wk,House,December 2016,3155,2016,12,BORONIA,360,211011446
2271,"1/223 FOREST ROAD, BORONIA",-37.8622509,145.2987205,3.0,1.0,1,$360_Wk,House,July 2016,3155,2016,7,BORONIA,360,211011446
2295,"2/4 GIRDWOOD ROAD, BORONIA",-37.85593,145.28691,2.0,1.0,1,$310_per_week,Unit/apmt,January 2016,3155,2016,1,BORONIA,310,211011446
2296,"2/4 GIRDWOOD ROAD, BORONIA",-37.85593,145.28691,2.0,1.0,1,$310_pw,Unit/apmt,January 2016,3155,2016,1,BORONIA,310,211011446
2401,"5/8 WOODVALE ROAD, BORONIA",-37.862853,145.276352,2.0,2.0,1,$350,Unit/apmt,October 2016,3155,2016,10,BORONIA,350,211011446
2402,"5/8 WOODVALE ROAD, BORONIA",-37.862853,145.276352,2.0,2.0,1,$350_per_week,Unit/apmt,October 2016,3155,2016,10,BORONIA,350,211011446
2403,"5/8 WOODVALE ROAD, BORONIA",-37.862853,145.276352,2.0,2.0,1,$350_pw,Unit/apmt,October 2016,3155,2016,10,BORONIA,350,211011446
2404,"5/8 WOODVALE ROAD, BORONIA",-37.862853,145.276352,2.0,2.0,1,$350_Weekly,Unit/apmt,October 2016,3155,2016,10,BORONIA,350,211011446
2483,"6/1 ROSELLA AVENUE, BORONIA",-37.858669,145.286593,2.0,2.0,1,$370_Weekly,Townhouse,February 2016,3155,2016,2,BORONIA,370,211011446
2484,"6/1 ROSELLA AVENUE, BORONIA",-37.858669,145.286593,2.0,2.0,1,$370,Townhouse,February 2016,3155,2016,2,BORONIA,370,211011446
2485,"6/1 ROSELLA AVENUE, BORONIA",-37.858669,145.286593,2.0,2.0,1,$370_per_week,Townhouse,February 2016,3155,2016,2,BORONIA,370,211011446
2486,"6/1 ROSELLA AVENUE, BORONIA",-37.858669,145.286593,2.0,2.0,1,$370_pw,Townhouse,February 2016,3155,2016,2,BORONIA,370,211011446
2498,"12B ALCHESTER CRESCENT, BORONIA",-37.844104,145.299036,2.0,1.0,0,$260_per_week,House,April 2016,3155,2016,4,BORONIA,260,211011446
2571,"15B GIRDWOOD ROAD, BORONIA",-37.855452,145.289089,3.0,1.0,2,$380_pw,House,May 2016,3155,2016,5,BORONIA,380,211011446
2572,"15B GIRDWOOD ROAD, BORONIA",-37.855452,145.289089,3.0,1.0,2,$390_pw,House,May 2016,3155,2016,5,BORONIA,390,211011446
2622,"1/6 MONCOE STREET, BORONIA",-37.861931,145.297626,2.0,1.0,1,$310_per_week,House,January 2016,3155,2016,1,BORONIA,310,211011446
2673,"3/17 TORRENS AVENUE, BORONIA",-37.865015,145.287769,2.0,1.0,1,$315_per_week,Unit/apmt,July 2016,3155,2016,7,BORONIA,315,211011446
2694,"4 CASUARINA AVE, BORONIA",-37.848823,145.299646,3.0,2.0,2,$400_Weekly,House,July 2016,3155,2016,7,BORONIA,400,211011446
2705,"4 CASUARINA AVENUE, BORONIA",-37.848823,145.299646,3.0,2.0,2,$400_Weekly,House,July 2016,3155,2016,7,BORONIA,400,211011446
2706,"4 CASUARINA AVENUE, BORONIA",-37.848823,145.299646,3.0,2.0,2,$400,House,July 2016,3155,2016,7,BORONIA,400,211011446
2707,"4 CASUARINA AVENUE, BORONIA",-37.848823,145.299646,3.0,2.0,2,$400_per_week,House,July 2016,3155,2016,7,BORONIA,400,211011446
2708,"4 CASUARINA AVENUE, BORONIA",-37.848823,145.299646,3.0,2.0,2,$400_pw,House,July 2016,3155,2016,7,BORONIA,400,211011446
2718,"1/25 NARCISSUS AVENUE, BORONIA",-37.865855,145.278296,2.0,1.0,2,$340_per_week,none,April 2016,3155,2016,4,BORONIA,340,211011446
2736,"ROOM 10/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$280_Weekly,Unit,July 2016,3155,2016,7,BORONIA,280,211011446
2737,"ROOM 10/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$300_Weekly,Unit,June 2016,3155,2016,6,BORONIA,300,211011446
2800,"182 DORSET ROAD, BORONIA",-37.866181,145.285592,3.0,1.0,1,$300_Wk,House,September 2016,3155,2016,9,BORONIA,300,211011446
2824,"ROOM 6/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$260_Weekly,Unit,July 2016,3155,2016,7,BORONIA,260,211011446
2825,"ROOM 6/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$260_Weekly,Unit,April 2016,3155,2016,4,BORONIA,260,211011446
2864,"ROOM 8/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$260_Weekly,Studio,August 2016,3155,2016,8,BORONIA,260,211011446
2865,"ROOM 8/184 DORSET ROAD, BORONIA",-37.865853,145.285889,1.0,1.0,0,$260_Weekly,Studio,July 2016,3155,2016,7,BORONIA,260,211011446
2968,"3 JAFFA COURT, BORONIA",-37.853996,145.270991,6.0,4.0,1,$680,House,June 2016,3155,2016,6,BORONIA,680,211011446
2969,"3 JAFFA COURT, BORONIA",-37.853996,145.270991,6.0,4.0,1,$680_per_week,House,June 2016,3155,2016,6,BORONIA,680,211011446
2970,"3 JAFFA COURT, BORONIA",-37.853996,145.270991,6.0,4.0,1,$680_pw,House,June 2016,3155,2016,6,BORONIA,680,211011446
2971,"3 JAFFA COURT, BORONIA",-37.853996,145.270991,6.0,4.0,1,$680_Weekly,House,June 2016,3155,2016,6,BORONIA,680,211011446
2991,"6/53 CHANDLER ROAD, BORONIA",-37.8599462,145.2918476,1.0,1.0,1,$300_Weekly,Rental_residential,June 2016,3155,2016,6,BORONIA,300,211011446
2992,"6/53 CHANDLER ROAD, BORONIA",-37.8599462,145.2918476,1.0,1.0,1,$300,Rental_residential,June 2016,3155,2016,6,BORONIA,300,211011446
2993,"6/53 CHANDLER ROAD, BORONIA",-37.8599462,145.2918476,1.0,1.0,1,$300_per_week,Rental_residential,June 2016,3155,2016,6,BORONIA,300,211011446
2994,"6/53 CHANDLER ROAD, BORONIA",-37.8599462,145.2918476,1.0,1.0,1,$300_pw,Rental_residential,June 2016,3155,2016,6,BORONIA,300,211011446
3014,"3 SHIRLEY COURT, BORONIA",-37.868318,145.292512,3.0,1.0,2,$370_per_week,House,January 2016,3155,2016,1,BORONIA,370,211011446
3076,"19 APPLETREE RISE, BOTANIC RIDGE",-38.1485158,145.2618348,4.0,2.0,2,$490_per_week,House,October 2016,3977,2016,10,RIDGE,490,212031303
3077,"19 APPLETREE RISE, BOTANIC RIDGE",-38.1485158,145.2618348,4.0,2.0,2,$490_pw,House,January 2016,3977,2016,1,RIDGE,490,212031303
3078,"19 APPLETREE RISE, BOTANIC RIDGE",-38.1485158,145.2618348,4.0,2.0,2,$490_per_week,House,January 2016,3977,2016,1,RIDGE,490,212031303
3141,"113 STATION CREEK WAY, BOTANIC RIDGE",-38.1450511,145.2582945,4.0,2.0,2,$480,none,January 2016,3977,2016,1,RIDGE,480,212031303
3142,"113 STATION CREEK WAY, BOTANIC RIDGE",-38.1450511,145.2582945,4.0,2.0,2,$480_Weekly,none,January 2016,3977,2016,1,RIDGE,480,212031303
3143,"113 STATION CREEK WAY, BOTANIC RIDGE",-38.1450511,145.2582945,4.0,2.0,2,$480_pw,none,January 2016,3977,2016,1,RIDGE,480,212031303
3253,"24 LONG STREET, BOTANIC RIDGE",-38.1433882,145.2479848,4.0,2.0,2,$470,House,October 2016,3977,2016,10,RIDGE,470,212031303
3254,"24 LONG STREET, BOTANIC RIDGE",-38.1433882,145.2479848,4.0,2.0,2,$470_pw,House,October 2016,3977,2016,10,RIDGE,470,212031303
3259,"24 LONG ST, BOTANIC RIDGE",-38.1433882,145.2479848,4.0,2.0,2,$470_Weekly,House,October 2016,3977,2016,10,RIDGE,470,212031303
3274,"267 SMITHS LANE, BOTANIC RIDGE",-38.1504278,145.263857,4.0,2.0,2,$460_p.w.,Rental_residential,March 2016,3977,2016,3,RIDGE,460,212031303
3275,"267 SMITHS LANE, BOTANIC RIDGE",-38.1504278,145.263857,4.0,2.0,2,$460_pw,Rental_residential,March 2016,3977,2016,3,RIDGE,460,212031303
3304,"49 ROYAL ST GEORGE CHASE, BOTANIC RIDGE",-38.138397,145.253962,3.0,2.0,2,$380_per_week,House,November 2016,3977,2016,11,RIDGE,380,212031303
3370,"8 HOLLOWAY CIRCUIT, BOTANIC RIDGE",-38.1366376,145.2584355,4.0,3.0,2,$580,none,June 2016,3977,2016,6,RIDGE,580,212031303
3371,"8 HOLLOWAY CIRCUIT, BOTANIC RIDGE",-38.1366376,145.2584355,4.0,3.0,2,$580_per_week,none,June 2016,3977,2016,6,RIDGE,580,212031303
3372,"8 HOLLOWAY CIRCUIT, BOTANIC RIDGE",-38.1366376,145.2584355,4.0,3.0,2,$580_pw,none,June 2016,3977,2016,6,RIDGE,580,212031303
3376,"8 HOLLOWAY CCT, BOTANIC RIDGE",-38.13650053,145.25833975,4.0,3.0,2,$580_Weekly,House,June 2016,3977,2016,6,RIDGE,580,212031303
3436,"17 MAIN TOP RIDGE, BOTANIC RIDGE",-38.1405347,145.252008,4.0,2.0,2,$525_per_week,Development,December 2016,3977,2016,12,RIDGE,525,212031303
3437,"17 MAIN TOP RIDGE, BOTANIC RIDGE",-38.1405347,145.252008,4.0,2.0,2,$525_pw,Development,December 2016,3977,2016,12,RIDGE,525,212031303
3438,"17 MAIN TOP RIDGE, BOTANIC RIDGE",-38.1405347,145.252008,4.0,2.0,2,$525,Development,December 2016,3977,2016,12,RIDGE,525,212031303
3505,"23 CALLISTA STREET, BOTANIC RIDGE",-38.144305,145.251925,4.0,2.0,2,$530_per_week,House,January 2016,3977,2016,1,RIDGE,530,212031303
3529,"21 LOTUS DRIVE, BOTANIC RIDGE",-38.143392,145.254813,4.0,2.0,2,$470,House,May 2016,3977,2016,5,RIDGE,470,212031303
3530,"21 LOTUS DRIVE, BOTANIC RIDGE",-38.143392,145.254813,4.0,2.0,2,$470_pw,House,May 2016,3977,2016,5,RIDGE,470,212031303
3531,"21 LOTUS DRIVE, BOTANIC RIDGE",-38.143392,145.254813,4.0,2.0,2,$470_per_week,House,May 2016,3977,2016,5,RIDGE,470,212031303
3534,"21 LOTUS DR, BOTANIC RIDGE",-38.143392,145.254813,4.0,2.0,2,$470_Weekly,House,May 2016,3977,2016,5,RIDGE,470,212031303
3559,"22 SHEARING SHED RISE, BOTANIC RIDGE",-38.1474247,145.2624916,4.0,2.0,2,$510,House,December 2016,3977,2016,12,RIDGE,510,212031303
3560,"22 SHEARING SHED RISE, BOTANIC RIDGE",-38.1474247,145.2624916,4.0,2.0,2,$510_per_week,House,December 2016,3977,2016,12,RIDGE,510,212031303
3561,"22 SHEARING SHED RISE, BOTANIC RIDGE",-38.1474247,145.2624916,4.0,2.0,2,$510_pw,House,December 2016,3977,2016,12,RIDGE,510,212031303
3563,"22 SHEARING SHED RSE, BOTANIC RIDGE",-38.1474247,145.2624916,4.0,2.0,2,$510_Weekly,House,December 2016,3977,2016,12,RIDGE,510,212031303
3616,"5 CALLISTA STREET, BOTANIC RIDGE",-38.145728,145.252304,4.0,2.0,2,$500_p.w.,House,June 2016,3977,2016,6,RIDGE,500,212031303
3617,"5 CALLISTA STREET, BOTANIC RIDGE",-38.145728,145.252304,4.0,2.0,2,$500_pw,House,June 2016,3977,2016,6,RIDGE,500,212031303
3618,"5 CALLISTA STREET, BOTANIC RIDGE",-38.145728,145.252304,4.0,2.0,2,$500_Weekly,House,June 2016,3977,2016,6,RIDGE,500,212031303
3623,"8 JASELLA DRIVE, BOTANIC RIDGE",-38.146601,145.2625635,4.0,2.0,2,$460_p.w.,House,January 2016,3977,2016,1,RIDGE,460,212031303
3624,"8 JASELLA DRIVE, BOTANIC RIDGE",-38.146601,145.2625635,4.0,2.0,2,$460_pw,House,January 2016,3977,2016,1,RIDGE,460,212031303
3683,"23 WATERHOUSE WAY, BOTANIC RIDGE",-38.1348797,145.25520135,4.0,2.0,2,$480_p.w.,House,June 2016,3977,2016,6,RIDGE,480,212031303
3684,"23 WATERHOUSE WAY, BOTANIC RIDGE",-38.1348797,145.25520135,4.0,2.0,2,$480_pw,House,June 2016,3977,2016,6,RIDGE,480,212031303
3685,"23 WATERHOUSE WAY, BOTANIC RIDGE",-38.1348797,145.25520135,4.0,2.0,2,$480_Weekly,House,June 2016,3977,2016,6,RIDGE,480,212031303
