,Unnamed: 0,Unnamed: 0.2,Unnamed: 0.1,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type,SA2_CODE
16,16,16,16,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4.0,2.0,2,$400_pw,House,May 2012,3116,2012,5,PARK,400,House,211051275
17,17,17,17,"56 MUIR ROAD, CHRISTMAS HILLS",-37.657453,145.338221,2.0,1.0,0,$340_per_week,Rental_residential,May 2012,3775,2012,5,HILLS,340,Other,209031212
18,18,18,18,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4.0,2.0,2,$400_per_week,none,July 2012,3775,2012,7,HILLS,400,Other,209031212
19,19,19,19,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4.0,2.0,2,$400_per_week,none,May 2012,3775,2012,5,HILLS,400,Other,209031212
20,20,20,20,"1251 SKYLINE ROAD, CHRISTMAS HILLS",-37.626424,145.352993,4.0,2.0,2,$600_per_week,House,June 2012,3775,2012,6,HILLS,600,House,209031212
21,21,21,21,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$950,House,April 2012,3775,2012,4,HILLS,950,House,209031212
22,22,22,22,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$950,House,February 2012,3775,2012,2,HILLS,950,House,209031212
23,23,23,23,"17 AUCHTERLONIE CRESCENT, CHURCHILL",-38.316505,146.414675,3.0,2.0,1,$260_per_week,House,July 2012,3842,2012,7,CHURCHILL,260,House,205041094
24,24,24,24,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3.0,1.0,0,$210_pw,House,November 2012,3842,2012,11,CHURCHILL,210,House,205041094
25,25,25,25,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3.0,1.0,1,$195_per_week,House,August 2012,3842,2012,8,CHURCHILL,195,House,205041094
26,26,26,26,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3.0,1.0,1,$195_pw,Rental_residential,December 2012,3842,2012,12,CHURCHILL,195,Other,205041094
27,27,27,27,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$360_per_week,House,April 2012,3169,2012,4,CLARINDA,360,House,212041309
28,28,28,28,"UNIT 1/19 ELDER STREET, CLARINDA",-37.928967,145.103913,2.0,1.0,1,$290_pw,Unit,August 2012,3169,2012,8,CLARINDA,290,Apartment,212041309
29,29,29,29,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$315_pw,House,July 2012,3169,2012,7,CLARINDA,315,House,212041309
30,30,30,30,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$315_per_week,House,June 2012,3169,2012,6,CLARINDA,315,House,212041309
31,31,31,31,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$315_per_week,House,April 2012,3169,2012,4,CLARINDA,315,House,212041309
32,32,32,32,"554 HEATHS LANE, CLARKEFIELD",-37.460714,144.804313,3.0,1.0,2,$250_pw,House,February 2012,3430,2012,2,CLARKEFIELD,250,House,210021235
33,33,33,33,"554 HEATHS LANE, CLARKEFIELD",-37.460714,144.804313,3.0,1.0,2,$250_pw,House,January 2012,3430,2012,1,CLARKEFIELD,250,House,210021235
34,34,34,34,"2/29 GLENBROOK AVENUE, CLAYTON NORTH",-37.908932,145.123434,4.0,3.0,1,$570_per_week,House,July 2012,3168,2012,7,NORTH,570,House,212051567
35,35,35,35,"650 BLACKBURN ROAD, CLAYTON NORTH",-37.9037544,145.1426657,3.0,1.0,2,$310_Weekly,none,November 2012,3168,2012,11,NORTH,310,Other,212051567
36,36,36,36,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$350_per_week,House,August 2012,3169,2012,8,SOUTH,350,House,212041310
37,37,37,37,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$350_per_week,House,July 2012,3169,2012,7,SOUTH,350,House,212041310
38,38,38,38,"12 BOTANIC DRIVE, CLAYTON SOUTH",-37.939354,145.13641,3.0,2.0,2,$450,none,November 2012,3169,2012,11,SOUTH,450,Other,212041310
39,39,39,39,"3 GLENN COURT, CLAYTON SOUTH",-37.955304,145.136471,3.0,1.0,2,$365,House,November 2012,3169,2012,11,SOUTH,365,House,212041310
40,40,40,40,"5C TENNYSON AVENUE, CLAYTON SOUTH",-37.9333826,145.1302077,3.0,2.0,1,$409_per_week,Townhouse,April 2012,3169,2012,4,SOUTH,409,House,212041310
41,41,41,41,"3/44 OAKES AVENUE, CLAYTON SOUTH",-37.935969,145.133936,2.0,1.0,1,$260_p.w.,House,September 2012,3169,2012,9,SOUTH,260,House,212041310
42,42,42,42,"3/44 OAKES AVENUE, CLAYTON SOUTH",-37.935969,145.133936,2.0,1.0,1,$260_p.w.,House,August 2012,3169,2012,8,SOUTH,260,House,212041310
43,43,43,43,"13 SPRING VALLEY DRIVE, CLAYTON SOUTH",-37.947671,145.137097,3.0,2.0,2,$350,House,March 2012,3169,2012,3,SOUTH,350,House,212041310
44,44,44,44,"4/15 OAKES AVENUE, CLAYTON SOUTH",-37.935135,145.129653,3.0,2.0,1,$370_pw,House,April 2012,3169,2012,4,SOUTH,370,House,212041310
45,45,45,45,"4/15 OAKES AVENUE, CLAYTON SOUTH",-37.935135,145.129653,3.0,2.0,1,$370_p.w.,House,March 2012,3169,2012,3,SOUTH,370,House,212041310
46,46,46,46,"10 EVERGREEN BOULEVARD, CLAYTON SOUTH",-37.93957,145.137404,3.0,2.0,2,$460,House,December 2012,3169,2012,12,SOUTH,460,House,212041310
47,47,47,47,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1.0,1.0,1,$300_p.w.,Rental_residential,July 2012,3169,2012,7,SOUTH,300,Other,212041310
48,48,48,48,"10 WARRAWEENA ROAD, CLAYTON SOUTH",-37.941496,145.11352,3.0,1.0,2,$380,House,August 2012,3169,2012,8,SOUTH,380,House,212041310
49,49,49,49,"10 WARRAWEENA ROAD, CLAYTON SOUTH",-37.941496,145.11352,3.0,1.0,2,$350,House,May 2012,3169,2012,5,SOUTH,350,House,212041310
50,50,50,50,"UNIT 11/38 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.939192,145.132069,2.0,1.0,1,$300_per_week,Unit,July 2012,3169,2012,7,SOUTH,300,Apartment,212041310
51,51,51,51,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2.0,1.0,1,$270_Weekly,Unit,June 2012,3169,2012,6,SOUTH,270,Apartment,212041310
52,52,52,52,"4/31 MILTON AVENUE, CLAYTON SOUTH",-37.93671799,145.13082886,2.0,1.0,1,$270_p.w.,Unit,May 2012,3169,2012,5,SOUTH,270,Apartment,212041310
53,53,53,53,"1/60 OAKES AVENUE, CLAYTON SOUTH",-37.93713,145.136159,3.0,2.0,2,$280_p.w.,Townhouse,January 2012,3169,2012,1,SOUTH,280,House,212041310
54,54,54,54,"2/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,3.0,3.0,1,$480_p.w.,Townhouse,June 2012,3168,2012,6,CLAYTON,480,House,212051567
55,55,55,55,"6/58 KANOOKA GROVE, CLAYTON",-37.92192,145.125966,2.0,1.0,1,$350_p.w.,Townhouse,August 2012,3168,2012,8,CLAYTON,350,House,212051568
56,56,56,56,"6/58 KANOOKA GROVE, CLAYTON",-37.92192,145.125966,2.0,1.0,1,$350_pw,Townhouse,July 2012,3168,2012,7,CLAYTON,350,House,212051568
57,57,57,57,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$390,Unit,October 2012,3168,2012,10,CLAYTON,390,Apartment,212051568
58,58,58,58,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$300_per_week,House,May 2012,3168,2012,5,CLAYTON,300,House,212041310
59,59,59,59,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$310_per_week,House,May 2012,3168,2012,5,CLAYTON,310,House,212041310
60,60,60,60,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$310_Weekly,House,March 2012,3168,2012,3,CLAYTON,310,House,212041310
61,61,61,61,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$310_per_week,House,February 2012,3168,2012,2,CLAYTON,310,House,212041310
62,62,62,62,"UNIT 3/10 DENNIS STREET, CLAYTON",-37.9181978,145.1365816,2.0,1.0,1,$290_per_week,Unit,June 2012,3168,2012,6,CLAYTON,290,Apartment,212051567
63,63,63,63,"33 ALICE STREET, CLAYTON",-37.917622,145.115287,4.0,2.0,1,$400_per_week,House,January 2012,3168,2012,1,CLAYTON,400,House,212051568
64,64,64,64,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$500_Weekly,Townhouse,February 2012,3168,2012,2,CLAYTON,500,House,212051567
65,65,65,65,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2.0,1.0,1,$330_per_week,Unit,July 2012,3168,2012,7,CLAYTON,330,Apartment,212051568
66,66,66,66,"2/10 RENVER ROAD, CLAYTON",-37.918093,145.14382,3.0,2.0,1,$450_p.w.,Unit,July 2012,3168,2012,7,CLAYTON,450,Apartment,212051567
67,67,67,67,"2/10 RENVER ROAD, CLAYTON",-37.918093,145.14382,3.0,2.0,1,$450_per_week,Unit,June 2012,3168,2012,6,CLAYTON,450,Apartment,212051567
68,68,68,68,"UNIT 6/1927 DANDENONG ROAD, CLAYTON",-37.911756,145.123934,2.0,1.0,1,$300_per_week,Unit,April 2012,3168,2012,4,CLAYTON,300,Apartment,212051567
69,69,69,69,"UNIT 6/1927 DANDENONG ROAD, CLAYTON",-37.911756,145.123934,2.0,1.0,1,$320_Weekly,Unit,March 2012,3168,2012,3,CLAYTON,320,Apartment,212051567
70,70,70,70,"UNIT 6/1927 DANDENONG ROAD, CLAYTON",-37.911756,145.123934,2.0,1.0,1,$320_pw,Unit,February 2012,3168,2012,2,CLAYTON,320,Apartment,212051567
71,71,71,71,"3/6 OLIVE STREET, CLAYTON",-37.930011,145.119843,2.0,1.0,2,$350_per_week,Unit,July 2012,3168,2012,7,CLAYTON,350,Apartment,212041310
72,72,72,72,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3.0,1.0,1,$420_Weekly,Townhouse,February 2012,3168,2012,2,CLAYTON,420,House,212051567
73,73,73,73,"6/13-15 ARNOTT STREET, CLAYTON",-37.917233,145.134413,3.0,1.0,1,$440_pw,Townhouse,January 2012,3168,2012,1,CLAYTON,440,House,212051567
74,74,74,74,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3.0,2.0,2,$445_Weekly,Townhouse,March 2012,3168,2012,3,CLAYTON,445,House,212051568
75,75,75,75,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3.0,2.0,2,$450_pw,Townhouse,March 2012,3168,2012,3,CLAYTON,450,House,212051568
76,76,76,76,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1.0,2.0,0,$135_Weekly,House,May 2012,3168,2012,5,CLAYTON,135,House,212051567
77,77,77,77,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1.0,2.0,0,$135_pw,House,April 2012,3168,2012,4,CLAYTON,135,House,212051567
78,78,78,78,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1.0,2.0,0,$600_Weekly,House,April 2012,3168,2012,4,CLAYTON,600,House,212051567
79,79,79,79,"16 WELLINGTON ROAD, CLAYTON",-37.915481,145.130845,1.0,2.0,0,$600_pw,House,March 2012,3168,2012,3,CLAYTON,600,House,212051567
80,80,80,80,"5/645 BLACKBURN ROAD, CLAYTON",-37.917981,145.139598,1.0,1.0,1,$230_p.w.,Unit,June 2012,3168,2012,6,CLAYTON,230,Apartment,212051567
81,81,81,81,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$310_per_week,House,March 2012,3168,2012,3,CLAYTON,310,House,212051568
82,82,82,82,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$330_Weekly,House,March 2012,3168,2012,3,CLAYTON,330,House,212051568
83,83,83,83,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$350_pw,House,February 2012,3168,2012,2,CLAYTON,350,House,212051568
84,84,84,84,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$375_per_week,House,January 2012,3168,2012,1,CLAYTON,375,House,212051568
85,85,85,85,"UNIT 1/40 ALICE STREET, CLAYTON",-37.9180741,145.1159047,2.0,1.0,2,$340_per_week,Unit,May 2012,3168,2012,5,CLAYTON,340,Apartment,212051568
86,86,86,86,"UNIT 1/40 ALICE STREET, CLAYTON",-37.9180741,145.1159047,2.0,1.0,2,$350_per_week,Unit,May 2012,3168,2012,5,CLAYTON,350,Apartment,212051568
87,87,87,87,"UNIT 1/40 ALICE STREET, CLAYTON",-37.9180741,145.1159047,2.0,1.0,2,$350_pw,Unit,March 2012,3168,2012,3,CLAYTON,350,Apartment,212051568
88,88,88,88,"25 STOCKDALE AVENUE, CLAYTON",-37.90903,145.125797,3.0,1.0,2,$330_Weekly,House,November 2012,3168,2012,11,CLAYTON,330,House,212051567
89,89,89,89,"2/1 EVA STREET, CLAYTON",-37.920577,145.113735,4.0,2.0,1,$580_pw,House,November 2012,3168,2012,11,CLAYTON,580,House,212051568
90,90,90,90,"2/1 EVA STREET, CLAYTON",-37.920577,145.113735,4.0,2.0,1,$580_pw,House,October 2012,3168,2012,10,CLAYTON,580,House,212051568
91,91,91,91,"2/1 EVA STREET, CLAYTON",-37.920577,145.113735,4.0,2.0,1,$620_per_week,House,September 2012,3168,2012,9,CLAYTON,620,House,212051568
92,92,92,92,"2/1 EVA STREET, CLAYTON",-37.920577,145.113735,4.0,2.0,1,$600_pw,House,September 2012,3168,2012,9,CLAYTON,600,House,212051568
93,93,93,93,"2/1 EVA STREET, CLAYTON",-37.920577,145.113735,4.0,2.0,1,$620_pw,House,August 2012,3168,2012,8,CLAYTON,620,House,212051568
94,94,94,94,"UNIT 4/6 ARNOTT STREET, CLAYTON",-37.916706,145.135221,1.0,1.0,1,$330_Weekly,Unit,August 2012,3168,2012,8,CLAYTON,330,Apartment,212051567
95,95,95,95,"1/67 MADELEINE ROAD, CLAYTON",-37.919718,145.118887,2.0,1.0,1,$310_per_week,none,November 2012,3168,2012,11,CLAYTON,310,Other,212051568
96,96,96,96,"1/67 MADELEINE ROAD, CLAYTON",-37.919718,145.118887,2.0,1.0,1,$310_per_week,none,October 2012,3168,2012,10,CLAYTON,310,Other,212051568
97,97,97,97,"6/10 HILLTOP AVENUE, CLAYTON",-37.905826,145.127234,2.0,1.0,1,$320_per_week,none,September 2012,3168,2012,9,CLAYTON,320,Other,212051567
98,98,98,98,"4/22 WRIGHT STREET, CLAYTON",-37.922062,145.124729,2.0,1.0,1,$280_Weekly,House,January 2012,3168,2012,1,CLAYTON,280,House,212051568
99,99,99,99,"4/22 WRIGHT STREET, CLAYTON",-37.922062,145.124729,2.0,1.0,1,$290_pw,House,January 2012,3168,2012,1,CLAYTON,290,House,212051568
100,100,100,100,"1/56 PANORAMA STREET, CLAYTON",-37.921779,145.129744,1.0,1.0,1,$250_pw,Available Now,January 2012,3168,2012,1,CLAYTON,250,Other,212051568
101,101,101,101,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$215,none,March 2012,3168,2012,3,CLAYTON,215,Other,212051567
102,102,102,102,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$215,none,February 2012,3168,2012,2,CLAYTON,215,Other,212051567
103,103,103,103,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$230,none,February 2012,3168,2012,2,CLAYTON,230,Other,212051567
104,104,104,104,"9/34 WELLINGTON ROAD, CLAYTON",-37.915995,145.133951,1.0,1.0,1,$240,none,January 2012,3168,2012,1,CLAYTON,240,Other,212051567
105,105,105,105,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$365_per_week,Rental_residential,November 2012,3168,2012,11,CLAYTON,365,Other,212051568
106,106,106,106,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$365_pw,Rental_residential,October 2012,3168,2012,10,CLAYTON,365,Other,212051568
107,107,107,107,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$370_per_week,Rental_residential,March 2012,3168,2012,3,CLAYTON,370,Other,212051568
108,108,108,108,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4.0,1.0,1,$450_Weekly,House,February 2012,3168,2012,2,CLAYTON,450,House,212051568
109,109,109,109,"24 PRINCE CHARLES STREET, CLAYTON",-37.923408,145.114968,4.0,1.0,1,$450_pw,House,January 2012,3168,2012,1,CLAYTON,450,House,212051568
110,110,110,110,"42 STOCKDALE AVENUE, CLAYTON",-37.910502,145.126035,4.0,2.0,1,$295_per_week,House,June 2012,3168,2012,6,CLAYTON,295,House,212051567
111,111,111,111,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$400_pw,none,September 2012,3168,2012,9,CLAYTON,400,Other,212051567
112,112,112,112,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$420_pw,none,August 2012,3168,2012,8,CLAYTON,420,Other,212051567
113,113,113,113,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$420_pw,none,July 2012,3168,2012,7,CLAYTON,420,Other,212051567
114,114,114,114,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$350_per_week,Available Now,August 2012,3168,2012,8,CLAYTON,350,Other,212051568
115,115,115,115,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$350_per_week,Available Now,July 2012,3168,2012,7,CLAYTON,350,Other,212051568
116,116,116,116,"3/320 HAUGHTON ROAD, CLAYTON",-37.919046,145.111712,2.0,1.0,2,$350_per_week,Available Now,June 2012,3168,2012,6,CLAYTON,350,Other,212051568
117,117,117,117,"2B HOURIGAN AVENUE, CLAYTON",-37.917265,145.121913,3.0,2.0,2,$430_Weekly,Townhouse,January 2012,3168,2012,1,CLAYTON,430,House,212051568
118,118,118,118,"3/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,4.0,4.0,2,$620_pw,Townhouse,June 2012,3168,2012,6,CLAYTON,620,House,212051567
119,119,119,119,"1/1440 NORTH ROAD, CLAYTON",-37.913904,145.118858,3.0,1.0,1,$480_pw,Townhouse,November 2012,3168,2012,11,CLAYTON,480,House,212051568
120,120,120,120,"1/70 EDINBURGH STREET, CLAYTON",-37.916705,145.117864,3.0,1.0,2,$400,House,February 2012,3168,2012,2,CLAYTON,400,House,212051568
121,121,121,121,"1/70 EDINBURGH STREET, CLAYTON",-37.916705,145.117864,3.0,1.0,2,$370_pw,House,January 2012,3168,2012,1,CLAYTON,370,House,212051568
122,122,122,122,"6 BANKSIA STREET, CLAYTON",-37.914523,145.119282,3.0,1.0,2,$385_per_week,none,March 2012,3168,2012,3,CLAYTON,385,Other,212051568
123,123,123,123,"9 PRINCE CHARLES STREET, CLAYTON",-37.921871,145.114627,3.0,1.0,2,$330_per_week,House,September 2012,3168,2012,9,CLAYTON,330,House,212051568
124,124,124,124,"9 PRINCE CHARLES STREET, CLAYTON",-37.921871,145.114627,3.0,1.0,2,$340_pw,House,August 2012,3168,2012,8,CLAYTON,340,House,212051568
125,125,125,125,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$365_per_week,Townhouse,July 2012,3168,2012,7,CLAYTON,365,House,212051568
126,126,126,126,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$385_per_week,Townhouse,June 2012,3168,2012,6,CLAYTON,385,House,212051568
127,127,127,127,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$385_per_week,Townhouse,May 2012,3168,2012,5,CLAYTON,385,House,212051568
128,128,128,128,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$385_per_week,Townhouse,February 2012,3168,2012,2,CLAYTON,385,House,212051568
129,129,129,129,"3/7 MARY STREET, CLAYTON",-37.922061,145.12127,2.0,2.0,2,$395_pw,Townhouse,April 2012,3168,2012,4,CLAYTON,395,House,212051568
130,130,130,130,"2/53 ALICE STREET, CLAYTON",-37.917891,145.117465,3.0,2.0,2,$410_per_week,Townhouse,August 2012,3168,2012,8,CLAYTON,410,House,212051568
131,131,131,131,"2/53 ALICE STREET, CLAYTON",-37.917891,145.117465,3.0,2.0,2,$410_per_week,Townhouse,July 2012,3168,2012,7,CLAYTON,410,House,212051568
132,132,132,132,"1/25 HOURIGAN AVENUE, CLAYTON",-37.917441,145.12482,3.0,2.0,1,$400_Weekly,Townhouse,February 2012,3168,2012,2,CLAYTON,400,House,212051568
133,133,133,133,"1/17 BEDDOE AVENUE, CLAYTON",-37.90863,145.128127,3.0,2.0,1,$495_pw,Townhouse,March 2012,3168,2012,3,CLAYTON,495,House,212051567
134,134,134,134,"1/17 BEDDOE AVENUE, CLAYTON",-37.90863,145.128127,3.0,2.0,1,$510_pw,Townhouse,February 2012,3168,2012,2,CLAYTON,510,House,212051567
135,135,135,135,"1/17 BEDDOE AVENUE, CLAYTON",-37.90863,145.128127,3.0,2.0,1,$510_pw,Townhouse,January 2012,3168,2012,1,CLAYTON,510,House,212051567
136,136,136,136,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$300_per_week,none,July 2012,3782,2012,7,CLEMATIS,300,Other,212011289
137,137,137,137,"278 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.928421,145.421523,4.0,2.0,2,$390_pw,House,October 2012,3782,2012,10,CLEMATIS,390,House,212011289
138,138,138,138,"260 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.9292827,145.4253821,4.0,2.0,5,$400_per_week,House,April 2012,3782,2012,4,CLEMATIS,400,House,212011289
139,139,139,139,"260 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.9292827,145.4253821,4.0,2.0,5,$400_per_week,House,March 2012,3782,2012,3,CLEMATIS,400,House,212011289
140,140,140,140,"260 BELGRAVE GEMBROOK ROAD, CLEMATIS",-37.9292827,145.4253821,4.0,2.0,5,$450_per_week,House,March 2012,3782,2012,3,CLEMATIS,450,House,212011289
141,141,141,141,"260A BELLBIRD ROAD, CLIFTON CREEK",-37.721096,147.703205,3.0,1.0,0,$255_per_week,House,January 2012,3875,2012,1,CREEK,255,House,205021082
142,142,142,142,"29 FENWICK STREET, CLIFTON HILL",-37.789226,144.999862,2.0,1.0,0,$450_per_week,none,November 2012,3068,2012,11,HILL,450,Other,206071145
143,143,143,143,"6/32 THE ESPLANADE, CLIFTON HILL",-37.787185,145.005992,2.0,1.0,1,$335_p.w.,Rental_residential,February 2012,3068,2012,2,HILL,335,Other,206071145
144,144,144,144,"8/32 DWYER STREET, CLIFTON HILL",-37.787239,145.002994,1.0,1.0,1,$300_per_week,none,August 2012,3068,2012,8,HILL,300,Other,206071145
145,145,145,145,"32 NOONE STREET, CLIFTON HILL",-37.793155,144.990768,3.0,2.0,1,$750_pw,House,March 2012,3068,2012,3,HILL,750,House,206071145
146,146,146,146,"128 NOONE ST, CLIFTON HILL",-37.793754,144.996451,2.0,1.0,0,$465_p.w.,Rental_residential,February 2012,3068,2012,2,HILL,465,Other,206071145
147,147,147,147,"128 NOONE STREET, CLIFTON HILL",-37.793818,144.996434,2.0,1.0,0,$465_pw,none,February 2012,3068,2012,2,HILL,465,Other,206071145
148,148,148,148,"3/165 NOONE STREET, CLIFTON HILL",-37.7943443,145.0001585,2.0,2.0,1,$490_pw,Rental_residential,October 2012,3068,2012,10,HILL,490,Other,206071145
149,149,149,149,"3/165 NOONE STREET, CLIFTON HILL",-37.7943443,145.0001585,2.0,2.0,1,$490_pw,Rental_residential,September 2012,3068,2012,9,HILL,490,Other,206071145
150,150,150,150,"2/3 BARRIES PLACE, CLIFTON HILL",-37.7945179,144.9987711,1.0,1.0,1,$350_pw,none,May 2012,3068,2012,5,HILL,350,Other,206071145
