,address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,SA2_CODE_2016
885,"1/77 CLARKE AVENUE, ST ALBANS",-37.746129,144.820295,2014,6,3.0,1.0,1,3021,213011334,House,21.13528,0.46726,2.6446,2.62318,4.4522,,2.31158,,310.0,213011334
886,"1/77 CLARKE AVENUE, ST ALBANS",-37.746129,144.820295,2014,7,3.0,1.0,1,3021,213011334,House,21.13528,0.46726,2.6446,2.62318,4.4522,,2.31158,,280.0,213011334
887,"1/77 FRASER STREET, RICHMOND",-37.822844,145.00593,2014,5,2.0,1.0,1,3121,206071517,Apartment,5.0722700000000005,0.93345,1.43116,1.44015,1.17712,,,,480.0,206071144
888,"1/8 CARMICHAEL COURT, SEBASTOPOL",-37.608227,143.831998,2014,2,3.0,2.0,2,3356,201011484,House,121.49859,2.43998,1.8414,3.33308,,,,,300.0,201011004
889,"1/8 GAYER AVENUE, WANGARATTA",-36.366025,146.325741,2014,8,2.0,1.0,1,3677,204021066,Apartment,241.65795,1.71016,0.99121,1.12972,2.0835100000000004,2.7452,1.54935,,185.0,204021066
890,"1/8 GAYER AVENUE, WANGARATTA",-36.366025,146.325741,2014,9,2.0,1.0,1,3677,204021066,Apartment,241.65795,1.71016,0.99121,1.12972,2.0835100000000004,2.7452,1.54935,,180.0,204021066
891,"1/8 GIBSON COURT, ALTONA MEADOWS",-37.87741,144.771883,2014,5,3.0,1.0,1,3028,213021342,House,24.3456,1.61619,1.82266,,,,,,285.0,213021342
892,"1/8 GORDON CRESCENT, BORONIA",-37.866116,145.264769,2014,2,3.0,1.0,2,3155,211011446,House,34.957370000000004,1.21513,1.99654,2.2785900000000003,2.59066,4.79074,2.64966,2.86794,380.0,211011446
893,"1/8 GORDON CRESCENT, BORONIA",-37.866116,145.264769,2014,6,3.0,1.0,2,3155,211011446,House,34.957370000000004,1.21513,1.99654,2.2785900000000003,2.59066,4.79074,2.64966,2.86794,380.0,211011446
894,"1/8 HIGHETT ROAD, HAMPTON",-37.944909,145.011306,2014,3,2.0,1.0,1,3188,208011172,Apartment,17.68805,1.13518,2.16813,4.02789,1.77693,2.15137,,,425.0,208011172
895,"1/8 KINGSFORD STREET, LAVERTON",-37.859637,144.768912,2014,8,3.0,2.0,2,3028,213051363,House,21.639830000000003,0.24104,0.5537799999999999,,1.1063900000000002,,0.74063,,350.0,213051363
896,"1/8 LATIMER, NOBLE PARK",-37.974621,145.169639,2014,4,1.0,1.0,1,3174,212041460,Apartment,35.42999,0.27405,0.6194500000000001,,2.99416,,,,210.0,212041460
897,"1/8 MARSHALL AVENUE, CLAYTON",-37.907741,145.127956,2014,8,4.0,2.0,1,3168,212051567,House,21.60225,2.08152,1.02228,2.3127600000000004,,,,,500.0,212051320
898,"1/8 MILL STREET, ST ARNAUD",-36.611594,143.255313,2014,9,4.0,2.0,1,3478,215011391,House,239.59764,0.58285,0.26169,0.6493,1.63365,1.00245,0.83215,,225.0,215011391
899,"1/8 MILL STREET, ST ARNAUD",-36.611594,143.255313,2014,11,4.0,2.0,1,3478,215011391,House,239.59764,0.58285,0.26169,0.6493,1.63365,1.00245,0.83215,,225.0,215011391
900,"1/8 MOUNT VIEW AVENUE, HALLAM",-37.999155,145.269924,2014,1,2.0,1.0,1,3803,212021297,Apartment,38.77589,1.0243,1.4465899999999998,0.98983,2.77389,,,,300.0,212021297
901,"1/8 MURRELL STREET, GLENROY",-37.703926,144.92074,2014,10,2.0,1.0,1,3046,210031535,House,13.7892,1.37891,0.52447,0.59603,,,,,350.0,210031438
902,"1/8 MURRELL STREET, GLENROY",-37.703926,144.92074,2014,11,2.0,1.0,1,3046,210031535,House,13.7892,1.37891,0.52447,0.59603,,,,,350.0,210031438
903,"1/8 NEILL STREET, BEAUFORT",-37.429295,143.38851,2014,8,2.0,1.0,1,3373,201031014,Apartment,160.29878,1.607,1.63328,1.66049,0.97577,0.81074,0.8716499999999999,,140.0,201031014
904,"1/8 STEWART STREET, PASCOE VALE",-37.7278692,144.9262655,2014,7,3.0,1.0,2,3044,210031537,House,10.88755,1.58609,1.3375899999999998,3.16577,0.52143,,,,400.0,210031239
905,"1/8 THE FAIRWAY, NORTH GEELONG",-38.128941,144.344424,2014,9,3.0,1.0,1,3215,203021047,House,76.15102,0.23382,2.51827,2.88868,1.93584,,,,275.0,203021047
906,"1/8 VALERIE STREET, NOBLE PARK",-37.976259,145.178818,2014,3,3.0,2.0,2,3174,212041460,House,34.57617,0.94592,1.1091300000000002,,1.66808,,,,430.0,212041460
907,"1/8 VALERIE STREET, NOBLE PARK",-37.976259,145.178818,2014,12,3.0,2.0,2,3174,212041460,House,34.57617,0.94592,1.1091300000000002,,1.66808,,,,430.0,212041460
908,"1/80 ANACONDA ROAD, NARRE WARREN",-38.002275,145.310874,2014,3,2.0,1.0,1,3805,212021455,Apartment,42.24611,1.81892,0.7974,,,,,,275.0,212021455
909,"1/81 OSBORNE STREET, FLORA HILL",-36.78598,144.292792,2014,1,2.0,1.0,1,3550,202011021,House,152.60610999999997,,1.79213,1.7857,,,,,240.0,202011021
910,"1/81A SUSSEX STREET, COBURG",-37.7308282,144.9498661,2014,3,4.0,1.0,2,3058,210031236,House,11.16586,0.17684,2.0217,1.14462,1.50261,,,,430.0,210031236
911,"1/82 TORBAY STREET, MACLEOD",-37.719884,145.079372,2014,3,2.0,1.0,1,3085,209011203,Apartment,18.84698,0.45219,0.25927,0.87948,1.60968,,,,340.0,209011203
912,"1/82 TORBAY STREET, MACLEOD",-37.719884,145.079372,2014,4,2.0,1.0,1,3085,209011203,Apartment,18.84698,0.45219,0.25927,0.87948,1.60968,,,,330.0,209011203
913,"1/834 POINT NEPEAN ROAD, ROSEBUD",-38.353102,144.912413,2014,12,2.0,1.0,0,3939,214021384,House,89.29264,2.65087,0.74976,2.85291,,2.95163,3.51954,,240.0,214021384
914,"1/84 CHAMBERLAIN ROAD, NEWBOROUGH",-38.182231,146.294249,2014,2,1.0,1.0,1,3825,205041095,Apartment,139.31304999999998,0.7322799999999999,0.44187,0.67938,3.61659,2.38218,3.68256,,120.0,205041095
915,"1/84 DAREBIN STREET, HEIDELBERG",-37.753113,145.060628,2014,7,3.0,2.0,3,3084,209011198,House,15.33201,1.06003,1.08433,1.3291400000000002,0.69071,0.57238,1.31053,,480.0,209011198
916,"1/84 PARROTT STREET, COBDEN",-38.328608,143.068643,2014,3,3.0,1.0,1,3266,217031475,House,201.53045,1.31529,1.04996,1.16523,0.79532,32.13337,0.72738,,210.0,217031475
917,"1/85 ANDERSON STREET, WARRACKNABEAL",-36.257933,142.39247,2014,3,1.0,1.0,0,3393,215011394,Apartment,335.30378,2.92745,0.12972,0.72266,1.6003900000000002,1.46986,0.88052,,125.0,215011394
918,"1/85 LAKE BUNGA BEACH ROAD, LAKE BUNGA",-37.862685,148.038463,2014,3,2.0,2.0,1,3909,205021084,House,322.57663,4.02068,2.95651,5.05504,,,4.99814,,250.0,205021084
919,"1/85 MAIN ROAD, CHEWTON",-37.088043,144.204874,2014,10,1.0,1.0,1,3451,202021027,House,131.80660999999998,0.88299,0.53574,0.14878,3.6768,4.98641,3.5774,,195.0,202021027
920,"1/854 NICHOLSON STREET, FITZROY NORTH",-37.778498,144.978357,2014,8,2.0,2.0,1,3068,206071143,House,4.56555,1.39123,0.44812,1.5210899999999998,1.50153,,,,560.0,206071143
921,"1/859 PARK STREET, BRUNSWICK WEST",-37.7759372,144.9432003,2014,7,1.0,1.0,1,3055,206011107,Apartment,5.00933,1.07951,1.02974,2.49863,,,,,320.0,206011107
922,"1/86 HEYINGTON AVENUE, THOMASTOWN",-37.683211,145.02455,2014,3,2.0,1.0,1,3074,209041223,Apartment,17.36581,,0.6075499999999999,2.42963,1.36377,,1.42508,,300.0,209041223
923,"1/87 LAKE BUNGA BEACH ROAD, LAKE BUNGA",-37.862791,148.038626,2014,1,2.0,1.0,1,3909,205021084,House,322.59241,4.03647,2.9723,5.07083,,,5.01393,,280.0,205021084
924,"1/87 MAIN STREET, GEMBROOK",-37.9529742,145.5514064,2014,7,2.0,1.0,3,3783,212011289,House,69.362,1.06074,0.63082,11.09799,12.05747,,12.65719,,280.0,212011289
925,"1/88 FERGUSON STREET, WILLIAMSTOWN",-37.858607,144.897284,2014,7,1.0,1.0,1,3016,213021346,House,12.43,1.24949,0.66034,1.16753,1.56498,1.52784,1.17924,,385.0,213021346
926,"1/88 FERGUSON STREET, WILLIAMSTOWN",-37.858607,144.897284,2014,8,1.0,1.0,1,3016,213021346,House,12.43,1.24949,0.66034,1.16753,1.56498,1.52784,1.17924,,375.0,213021346
927,"1/88 SPRING GULLY ROAD, BENDIGO",-36.790845,144.284456,2014,10,2.0,1.0,1,3550,202011021,House,152.00541,,0.26544,3.02094,,,,,185.0,202011021
928,"1/89 BERNARD STREET, CHELTENHAM",-37.954063,145.071417,2014,9,4.0,2.0,1,3192,208031188,House,27.01141,1.06062,1.1796099999999998,0.3030199999999999,,,2.9137600000000003,2.60558,300.0,208031188
929,"1/89 NORTH ROAD, WARRAGUL",-38.161902,145.948449,2014,11,2.0,1.0,1,3820,205011079,House,107.30605,1.62324,2.0437,2.79578,1.98045,3.0209200000000003,1.6303800000000002,,240.0,205011079
930,"1/9 CALLANDER ROAD, PASCOE VALE",-37.718949,144.931393,2014,12,2.0,1.0,1,3044,210031538,Apartment,12.46677,0.52667,0.73177,0.6599299999999999,,,,,320.0,210031239
931,"1/9 CARWARDINE STREET, BENDIGO",-36.7502322,144.294291,2014,12,3.0,1.0,1,3550,202011018,House,152.79157999999998,2.1855100000000003,0.77918,1.1441,2.69765,1.50033,3.37722,2.2669200000000003,260.0,202011018
932,"1/9 FERNLEA AVENUE, ROWVILLE",-37.909894,145.265475,2014,1,3.0,2.0,2,3178,211011257,House,37.63469,1.68123,0.8844500000000001,,,,,,380.0,211011257
933,"1/9 HELEN AVENUE, CROYDON SOUTH",-37.815061,145.285378,2014,2,3.0,1.0,1,3136,211031452,House,32.65143,,1.84063,,,,,,350.0,211031452
934,"1/9 HELEN AVENUE, CROYDON SOUTH",-37.815061,145.285378,2014,9,3.0,1.0,1,3136,211031452,House,32.65143,,1.84063,,,,,,380.0,211031452
935,"1/9 LAWSON DRIVE, COBRAM",-35.929376,145.655264,2014,4,2.0,1.0,1,3644,216021411,House,251.42575,3.29462,0.72302,2.34766,1.81661,1.89637,1.249,,240.0,216021411
936,"1/9 NEWMAN STREET, BALLARAT",-37.556956,143.872308,2014,6,3.0,1.0,1,3350,201011481,House,113.79225,1.1435799999999998,1.1162,1.59044,2.98488,,,,265.0,201011003
937,"1/9 NEWMAN STREET, BALLARAT",-37.556956,143.872308,2014,7,3.0,1.0,1,3350,201011481,House,113.79225,1.1435799999999998,1.1162,1.59044,2.98488,,,,265.0,201011003
938,"1/9 ST JAMES STREET, MOONEE PONDS",-37.759843,144.91883,2014,2,2.0,1.0,1,3039,206031116,Apartment,7.86671,0.78627,0.61745,,1.1596,1.81726,0.96747,,260.0,206031116
939,"1/9 TOWARD STREET, MURRUMBEENA",-37.89234,145.069546,2014,8,1.0,1.0,1,3163,208021181,Apartment,16.09892,0.83289,1.2191,1.91253,0.62946,,0.39211,,260.0,208021181
940,"1/9-13 ASHTED ROAD, BOX HILL",-37.822826,145.124461,2014,12,2.0,1.0,1,3128,207031163,Apartment,20.31535,1.12138,1.29787,0.74287,1.0482,1.52003,1.0319,1.02188,360.0,207031163
941,"1/91 MATTHEWS ROAD, LOVELY BANKS",-38.0755592,144.338339,2014,7,2.0,1.0,1,3221,203021486,Apartment,69.99873,3.29742,1.6633,2.27857,4.95649,,,,280.0,203021038
942,"1/91 MATTHEWS ROAD, LOVELY BANKS",-38.0755592,144.338339,2014,12,2.0,1.0,1,3221,203021486,Apartment,69.99873,3.29742,1.6633,2.27857,4.95649,,,,275.0,203021038
943,"1/91 OLD ELTHAM ROAD, LOWER PLENTY",-37.729807,145.119525,2014,9,3.0,2.0,2,3093,209011202,House,20.65888,1.19553,0.6477999999999999,2.65822,2.51149,,,,460.0,209011202
944,"1/913 CANTERBURY ROAD, BOX HILL",-37.828588,145.124293,2014,3,2.0,1.0,1,3128,207031163,Apartment,21.046740000000003,0.86809,0.7864099999999999,0.87588,1.77959,2.25142,1.76329,1.75327,335.0,207031163
945,"1/92 APHRASIA STREET, NEWTOWN",-38.149436,144.337162,2014,4,3.0,3.0,2,3220,203021046,House,77.91911,1.05174,0.46262,0.5941799999999999,,,,,380.0,203021046
946,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,2014,7,1.0,1.0,1,3018,213021341,Apartment,18.16206,0.25006,1.06594,2.25666,0.67711,0.44412,,,230.0,213021341
947,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,2014,9,1.0,1.0,1,3018,213021341,Apartment,18.16206,0.25006,1.06594,2.25666,0.67711,0.44412,,,230.0,213021341
948,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,2014,10,1.0,1.0,1,3018,213021341,Apartment,18.16206,0.25006,1.06594,2.25666,0.67711,0.44412,,,230.0,213021341
949,"1/94 HICKFORD PARADE, WARRNAMBOOL",-38.393236,142.50135,2014,12,2.0,1.0,1,3280,217041480,Apartment,257.29981,1.05785,1.25246,4.38019,4.257020000000001,5.10887,3.71892,,190.0,217041480
950,"1/94-96 PARKER STREET, TEMPLESTOWE",-37.7571117,145.1219924,2014,5,3.0,2.0,2,3106,207021160,House,17.29872,1.03967,0.62741,2.00134,,,,,470.0,207021160
951,"1/94-96 PARKER STREET, TEMPLESTOWE",-37.7571117,145.1219924,2014,8,3.0,2.0,2,3106,207021160,House,17.29872,1.03967,0.62741,2.00134,,,,,470.0,207021160
952,"1/96 MARLEY STREET, SALE",-38.103681,147.070996,2014,10,2.0,1.0,1,3850,205051103,Apartment,214.59422,0.79801,0.5662200000000001,0.91796,1.79278,,1.78843,,205.0,205051103
953,"1/96 REEVE STREET, SALE",-38.103917,147.061207,2014,10,2.0,1.0,1,3850,205051103,Apartment,213.75428,0.75309,0.89089,1.00553,0.95284,,0.94849,,225.0,205051103
954,"1/98 MOUNTAINVIEW ROAD, MONTMORENCY",-37.709868,145.120983,2014,10,3.0,2.0,1,3094,209011202,House,22.752740000000003,0.98453,0.47948,1.24711,1.26378,,,,395.0,209011202
955,"1/98-100 CHUTE STREET, MORDIALLOC",-38.000613,145.094708,2014,10,3.0,2.0,2,3195,208031193,House,33.684940000000005,0.4866499999999999,0.83541,1.32557,1.15821,1.30024,1.04947,0.98408,450.0,208031193
956,"10 / 11 LISSON GROVE, HAWTHORN",-37.825664,145.027287,2014,8,1.0,1.0,1,3122,207011520,Apartment,7.09287,1.82679,0.3837799999999999,1.26878,1.88707,,1.23599,,430.0,207011151
957,"10 / 22 MITFORD STREET, ST KILDA",-37.872127,144.982013,2014,8,2.0,1.0,1,3182,206051513,Apartment,8.033859999999999,0.53742,1.4316,0.5494,,,,,440.0,206051133
958,"10 / 24 ROSELLA STREET, MURRUMBEENA",-37.894385,145.073347,2014,1,1.0,1.0,1,3163,208021181,Apartment,19.02402,0.70824,1.92719,2.22041,0.42735,,0.81268,,270.0,208021181
959,"10 / 637 MALVERN ROAD, TOORAK",-37.848573,145.008101,2014,12,3.0,1.0,0,3142,206061138,House,7.82727,0.54261,1.07729,2.85973,2.76815,,,,545.0,206061138
960,"10 AGG STREET, NEWPORT",-37.84338,144.878658,2014,8,3.0,2.0,1,3015,213021344,House,12.11271,0.5489700000000001,0.68713,1.51966,1.1885599999999998,,1.0483,,500.0,213021344
961,"10 ALLCHIN AVENUE, MORNINGTON",-38.246526,145.05431,2014,2,3.0,2.0,2,3931,214021591,House,72.38859,4.49085,3.93306,1.19278,2.96904,,,,420.0,214021380
962,"10 BAILLIE STREET, NORTH MELBOURNE",-37.801311,144.947473,2014,12,2.0,1.0,0,3051,206041506,House,2.30949,,0.7866599999999999,0.18375,1.97305,,,,260.0,206041123
963,"10 BARRETT STREET, CHELTENHAM",-37.97036,145.0562,2014,8,3.0,1.0,3,3192,208031188,House,27.84311,2.02848,1.29606,2.99443,,,0.92131,1.14545,410.0,208031188
964,"10 BEDFORD COURT, HOPPERS CROSSING",-37.882972,144.697596,2014,4,4.0,2.0,1,3029,213051362,House,28.74216,1.3612,1.02218,2.01676,,,,,330.0,213051362
965,"10 BEDFORD COURT, HOPPERS CROSSING",-37.882972,144.697596,2014,6,4.0,2.0,1,3029,213051362,House,28.74216,1.3612,1.02218,2.01676,,,,,330.0,213051362
966,"10 BEDFORD COURT, HOPPERS CROSSING",-37.882972,144.697596,2014,7,4.0,2.0,1,3029,213051362,House,28.74216,1.3612,1.02218,2.01676,,,,,330.0,213051362
967,"10 BEDFORD CT, HOPPERS CROSSING",-37.882878,144.697608,2014,6,4.0,2.0,1,3029,213051362,House,28.74216,1.3612,1.02218,2.01676,,,,,330.0,213051362
968,"10 BELMONT ROAD, GLEN WAVERLEY",-37.861799,145.158415,2014,10,3.0,1.0,1,3150,212051322,House,20.56339,1.86518,1.01659,2.97864,2.92383,,,3.97824,360.0,212051322
969,"10 BENNETT STREET, SUNSHINE WEST",-37.802178,144.815844,2014,11,3.0,1.0,1,3020,213011338,House,19.49828,0.8479500000000001,0.58413,1.56725,3.47645,,,,300.0,213011338
970,"10 BINDA COURT, PATTERSON LAKES",-38.073279,145.146227,2014,6,4.0,2.0,2,3197,208031185,House,47.0689,1.20164,0.59642,,2.6480300000000003,,,,490.0,208031185
971,"10 BINDA COURT, PATTERSON LAKES",-38.073279,145.146227,2014,7,4.0,2.0,2,3197,208031185,House,47.0689,1.20164,0.59642,,2.6480300000000003,,,,490.0,208031185
972,"10 BLAIR STREET, MARIBYRNONG",-37.77453232,144.87948608,2014,3,3.0,2.0,2,3032,213031349,House,10.65866,0.91227,2.06651,1.3231400000000002,,,,1.43879,440.0,213031349
973,"10 BOLIVAR STREET, TERANG",-38.239839,142.908369,2014,10,3.0,1.0,1,3264,217031474,House,219.73859,0.77183,0.13718,0.65885,0.7070700000000001,0.53171,1.02111,,200.0,217031474
974,"10 BRADY STREET, PORTLAND",-38.363008,141.60945,2014,9,3.0,1.0,1,3305,217011422,House,364.13309,1.53559,0.28563,1.90389,2.26657,3.5941300000000003,1.97243,,190.0,217011422
975,"10 BRADY STREET, PORTLAND",-38.363008,141.60945,2014,11,3.0,1.0,1,3305,217011422,House,364.13309,1.53559,0.28563,1.90389,2.26657,3.5941300000000003,1.97243,,185.0,217011422
976,"10 BRUCE STREET, INVERLOCH",-38.630487,145.731678,2014,5,3.0,2.0,2,3996,205031093,House,148.17817000000002,0.7432000000000001,0.438,13.32832,13.78437,14.34057,0.53801,,300.0,205031093
977,"10 CAIRNS STREET, PORT CAMPBELL",-38.621595,142.99554,2014,5,3.0,1.0,2,3269,217031475,House,229.75964,20.39838,32.95767,39.16965,17.78086,18.19475,0.66786,,250.0,217031475
978,"10 CAMBERWELL DRIVE, NARRE WARREN",-38.034193,145.309676,2014,3,4.0,2.0,2,3805,212021456,House,44.22846,0.22597,1.21409,4.95003,1.912,,,2.95821,375.0,212021456
979,"10 CANADIAN PARADE, CORIO",-38.076496,144.364674,2014,4,3.0,1.0,1,3214,203021486,House,65.71753,1.93836,0.68232,2.13322,2.33471,,,,245.0,203021038
980,"10 CASHMERE CLOSE, PEARSONDALE",-38.1265562,147.0390284,2014,5,4.0,1.0,2,3851,205051103,House,213.30552,4.05484,2.98878,4.57467,5.49701,,4.09373,,390.0,205051103
981,"10 CAULFIELD DRIVE, ASCOT",-37.8552199,145.0373747,2014,11,4.0,2.0,2,3551,208041194,House,11.0224,0.22882,0.39374,0.74211,1.19505,,1.1005699999999998,,350.0,208041194
982,"10 CHAPMAN AVENUE, GLENROY",-37.711523,144.916229,2014,8,2.0,1.0,1,3046,210031536,House,12.70786,1.09045,1.11848,1.1044200000000002,1.16598,,1.22833,,450.0,210031438
983,"10 CHAUVEL STREET, MELTON SOUTH",-37.711802,144.578193,2014,9,3.0,1.0,1,3338,213041578,House,48.67636,,0.6693,1.1591900000000002,1.46959,,,,270.0,213041357
984,"10 CHURCHILL COURT, BRIGHTON EAST",-37.929149,145.014706,2014,7,4.0,2.0,3,3187,208011170,House,16.834,2.11108,2.04659,1.50772,,,,,1100.0,208011170
985,"10 CIMMARON WAY, KIALLA",-36.4137615,145.3885115,2014,8,4.0,2.0,2,3631,216031593,House,177.683,,6.69814,,,,,,330.0,216031417
986,"10 COLEY PLACE, STRATHFIELDSAYE",-36.810007,144.35427,2014,11,3.0,2.0,2,3551,202011024,House,154.9267,,1.13603,7.03455,,,,,320.0,202011024
987,"10 COMO GLEN, CAROLINE SPRINGS",-37.723812,144.742079,2014,7,3.0,1.0,1,3023,213041463,House,31.75787,,3.04194,1.00664,,,,,355.0,213041463
988,"10 CUMING STREET, YARRAVILLE",-37.815392,144.886605,2014,2,2.0,1.0,0,3013,213031352,House,8.39008,0.3352,0.17034,2.23243,0.83426,,0.6430800000000001,,450.0,213031352
989,"10 CUSDIN STREET, GLEN IRIS",-37.850919,145.069388,2014,11,5.0,2.0,2,3146,207011150,House,12.94354,0.50769,0.61307,,1.85389,,,2.83547,700.0,207011150
990,"10 CUSDIN STREET, GLEN IRIS",-37.850919,145.069388,2014,12,5.0,2.0,2,3146,207011150,House,12.94354,0.50769,0.61307,,1.85389,,,2.83547,700.0,207011150
991,"10 DAYBREAK AVENUE, CONNEWARRE",-38.2361351,144.3666933,2014,2,4.0,2.0,2,3228,203031489,House,93.81473,5.34915,13.73368,1.54123,,,13.68744,,380.0,203031050
992,"10 DEAN STREET, MOONEE PONDS",-37.767538,144.926089,2014,3,2.0,1.0,2,3039,206031116,House,6.497319999999999,0.91888,1.07154,,0.70631,1.36396,0.51734,,420.0,206031116
993,"10 DEHARL COURT, ASCOT",-37.400879,143.8025117,2014,5,3.0,2.0,2,3551,201021010,House,133.28647,8.07231,0.2154499999999999,,4.12268,11.57414,12.56148,,305.0,201021010
994,"10 DICK STREET, WODONGA",-36.116556,146.882282,2014,8,3.0,1.0,2,3690,204031492,House,312.22525,0.54102,0.72638,0.62099,0.90559,2.43844,1.2667,,320.0,204031074
995,"10 DORMAN STREET, LORNE",-38.529436,143.98013,2014,6,4.0,2.0,2,3232,203031049,House,140.6615,0.49921,28.93302,,,2.39396,1.75639,,500.0,203031049
996,"10 DORMAN STREET, LORNE",-38.529436,143.98013,2014,7,4.0,2.0,2,3232,203031049,House,140.6615,0.49921,28.93302,,,2.39396,1.75639,,500.0,203031049
997,"10 DUNBAR AVENUE, CRANBOURNE",-38.10358,145.276191,2014,12,3.0,1.0,1,3977,212031300,House,53.70509,3.09155,0.52583,1.75759,1.2397,,2.05619,1.2587000000000002,300.0,212031300
998,"10 DURACK CIRCUIT, TAYLORS HILL",-37.715483,144.755603,2014,3,3.0,2.0,2,3037,213041360,House,28.912560000000003,,0.5195,1.74052,,,,,315.0,213041360
999,"10 EASTVIEW COURT, SEBASTOPOL",-37.590427,143.844579,2014,4,3.0,2.0,2,3356,201011484,House,118.6073,1.20443,1.35174,0.92064,,,,,300.0,201011004
1000,"10 EDZELL AVENUE, TOORAK",-37.833348,145.017774,2014,3,4.0,2.0,1,3142,206061138,House,7.10195,2.09676,1.55151,0.5298099999999999,0.80404,,,,795.0,206061138
1001,"10 EDZELL AVENUE, TOORAK",-37.833348,145.017774,2014,4,4.0,2.0,1,3142,206061138,House,7.10195,2.09676,1.55151,0.5298099999999999,0.80404,,,,795.0,206061138
1002,"10 ELIZABETH STREET, NYAH WEST",-35.189485,143.348432,2014,12,3.0,1.0,2,3595,215031405,House,371.96369,19.07336,0.85373,,0.72894,56.14684,0.83566,,230.0,215031405
1003,"10 ERSKINE STREET, MIDDLE PARK",-37.847135,144.958428,2014,7,3.0,1.0,1,3206,206051128,House,5.57771,0.9293,0.15102,1.26754,1.01256,,3.58258,,750.0,206051128
1004,"10 FESCUE PLACE, DELAHEY",-37.719639,144.765842,2014,3,3.0,2.0,1,3037,213011331,House,27.89186,1.27343,1.3379100000000002,0.7738700000000001,,,,,320.0,213011331
1005,"10 FIDDLERS LANE, JACKASS FLAT",-36.7215449,144.2878127,2014,7,3.0,2.0,2,3556,202011019,House,158.28691,2.14264,3.79527,3.32646,4.77259,,4.04115,,315.0,202011019
1006,"10 FITZGIBBON STREET, BRIAGOLONG",-37.839136,147.070138,2014,10,3.0,2.0,2,3860,205051101,House,244.81398,0.52506,0.56262,19.83623,15.89394,19.48144,0.6234299999999999,,290.0,205051101
1007,"10 FLOCKHART STREET, MOUNT PLEASANT",-37.583386,143.854079,2014,12,3.0,1.0,2,3350,201011483,House,116.83018,2.72197,1.31998,2.7742600000000004,,,,,260.0,201011004
1008,"10 FOAM STREET, CAPE PATERSON",-38.672037,145.611544,2014,8,3.0,2.0,1,3995,205031093,House,144.73716000000002,0.6569400000000001,8.957120000000002,8.51417,9.74265,10.06171,9.10203,,260.0,205031093
1009,"10 GENTLE ROAD, TANGAMBALANGA",-36.253644,147.036907,2014,10,4.0,2.0,2,3691,204031075,House,334.65363,14.39763,0.30931,,8.956620000000001,24.69128,0.62241,,330.0,204031075
1010,"10 GEORGES TERRACE, SWAN REACH",-37.821228,147.857173,2014,6,3.0,2.0,2,3903,205021084,House,301.94731,10.13969,1.3143,17.40694,,,16.40543,,330.0,205021084
1011,"10 GEORGES TERRACE, SWAN REACH",-37.821228,147.857173,2014,12,3.0,2.0,2,3903,205021084,House,301.94731,10.13969,1.3143,17.40694,,,16.40543,,330.0,205021084
1012,"10 GRIFFITH STREET, WODONGA",-36.133397,146.884661,2014,2,2.0,1.0,1,3690,204031492,House,313.41213,1.08538,1.00408,0.85612,2.29755,1.07468,1.73844,,240.0,204031074
1013,"10 GUTHRIE AVENUE, NORTH GEELONG",-38.131004,144.349555,2014,10,4.0,1.0,1,3215,203021047,House,76.45316,0.78523,1.9604,3.66563,1.37797,,,,400.0,203021047
1014,"10 HALLWAY DRIVE, WIMBLEDON HEIGHTS",-38.480924,145.236764,2014,9,3.0,1.0,2,3922,205031091,House,137.46876999999998,4.246149999999999,3.59393,3.78877,,,4.25705,,240.0,205031091
1015,"10 HANSFORD COURT, NARRE WARREN",-38.037652,145.311356,2014,7,2.0,2.0,0,3805,212021456,House,44.75985,0.93314,0.80792,5.48142,2.44339,,,3.4896,310.0,212021456
1016,"10 HAWTHORN STREET, YARRAVILLE",-37.81923,144.887321,2014,5,3.0,1.0,2,3013,213031352,House,9.09698,0.70566,0.7186699999999999,1.91141,1.06249,,0.8713099999999999,,420.0,213031352
1017,"10 HEATHER STREET, SOUTH MELBOURNE",-37.834746,144.965227,2014,9,2.0,1.0,0,3205,206051512,House,4.10425,0.5077200000000001,1.14483,,1.11551,,0.6689400000000001,,640.0,206051132
1018,"10 HELMSDALE COURT, CRANBOURNE",-38.094009,145.26451,2014,1,3.0,1.0,2,3977,212031304,House,49.78577,,,2.63286,,,,,350.0,212031304
1019,"10 HELMSDALE COURT, CRANBOURNE",-38.094009,145.26451,2014,3,3.0,1.0,2,3977,212031304,House,49.78577,,,2.63286,,,,,350.0,212031304
1020,"10 HENRY COURT, STRATHFIELDSAYE",-36.809867,144.3543,2014,6,4.0,2.0,2,3551,202011024,House,154.91652,,1.12585,7.02437,,,,,420.0,202011024
1021,"10 HENRY COURT, STRATHFIELDSAYE",-36.809867,144.3543,2014,7,4.0,2.0,2,3551,202011024,House,154.91652,,1.12585,7.02437,,,,,395.0,202011024
