address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"60 OSBORNE STREET, NORTH GEELONG",3.0,1.0,2,3215,203021047,House,71.24719999999999,0.1656699999999999,1.33794,0.95941,2.24066,330.0
"60 PURVIS ROAD, TANJIL SOUTH",3.0,1.0,2,3825,205011077,House,142.37655999999998,7.11773,4.59857,45.99686,,240.0
"60 RUTHERGLEN WAY, TAYLORS LAKES",4.0,2.0,3,3038,213011340,Other,22.93026,1.09924,1.61954,1.1508699999999998,3.42079,550.0
"60 RUTLEDGE BOULEVARD, NORTH GEELONG",3.0,2.0,1,3215,203021047,House,69.46174,1.74678,1.70146,1.7841900000000002,1.96486,390.0
"60 SPRINGHILL DRIVE, CRANBOURNE",3.0,2.0,1,3977,212031300,Other,50.1392,7.50819,0.19651,4.493510000000001,3.56797,330.0
"60 STOCKDALE ROAD, DARRAWEIT GUIM",4.0,2.0,2,3756,210021235,House,62.47054,,0.62759,27.40859,22.36346,350.0
"60 WESTON DRIVE, TOOLLEEN",3.0,1.0,8,3551,202021029,House,142.22469,27.90782,12.398790000000002,,,285.0
"60 WHITE STREET, TORQUAY",3.0,2.0,4,3228,203031053,Other,101.22188,0.8121,2.2770900000000003,0.52938,,500.0
"60/390 BURWOOD HIGHWAY, BURWOOD",1.0,1.0,0,3125,207031165,Other,17.630689999999998,1.73778,0.44424,1.72754,,210.0
"600 WAVERLEY ROAD, GLEN WAVERLEY",3.0,1.0,1,3150,212051322,Other,22.67568,1.33001,1.47341,2.6,1.86092,420.0
"601/30-32 LILYDALE GROVE, HAWTHORN EAST",1.0,1.0,1,3123,207011152,Other,8.438540000000001,0.42777,0.5252899999999999,2.41837,0.43087,390.0
"601/45 VICTORIA PARADE, COLLINGWOOD",2.0,1.0,0,3066,206071141,House,2.32505,,0.18028,0.99524,,400.0
"6015 PRINCES HIGHWAY, IRREWARRA",3.0,1.0,2,3249,217031473,House,146.19356,8.44957,3.3330100000000003,,14.37453,420.0
"602 NEILL STREET, SOLDIERS HILL",3.0,1.0,1,3350,201011482,House,115.04548,1.74498,0.61909,4.80754,1.36727,320.0
"602A/640 SWANSTON STREET, CARLTON",2.0,1.0,1,3053,206041117,Other,1.44782,0.26996,1.16271,0.8340299999999999,,635.0
"603 PASCOE VALE ROAD, OAK PARK",4.0,1.0,1,3046,210031537,Other,11.79572,0.44499,0.02112,1.6459,0.84286,557.5
"603/25-33 WILLS STREET, MELBOURNE",1.0,1.0,0,3000,206041504,Other,0.94552,0.36183,,,0.7606799999999999,410.0
"603/525 MOUNT ALEXANDER ROAD, MOONEE PONDS",2.0,1.0,1,3039,206031116,Other,6.02553,1.19404,1.34758,,0.98146,440.0
"603/58 JEFFCOTT STREET, WEST MELBOURNE",1.0,1.0,1,3003,206041510,Apartment,1.41586,0.66585,0.86213,0.38712,,435.0
"603/770D TOORAK ROAD, GLEN IRIS",2.0,1.0,1,3146,207011150,Other,10.29244,1.40912,1.73505,,3.69641,495.0
"603/8 MONTROSE STREET, HAWTHORN EAST",2.0,2.0,1,3123,207011152,Other,8.295110000000001,0.49073,1.09692,2.27495,0.49217,520.0
"604/268 FLINDERS STREET, MELBOURNE",1.0,1.0,0,3000,206041503,Other,1.44819,1.08145,,0.61263,1.50704,310.0
"604/770D TOORAK ROAD, GLEN IRIS",2.0,1.0,1,3146,207011150,Other,10.08632,1.50304,1.82898,,3.79034,520.0
"605A GLENHUNTLY ROAD, ELSTERNWICK",2.0,2.0,2,3185,208021179,House,12.21188,,1.21512,1.12907,1.3376400000000002,690.0
"606 LAURIE STREET, GOLDEN POINT",4.0,2.0,2,3451,201011483,House,115.58813,1.03976,1.00702,1.53254,,460.0
"606/10 BURNLEY STREET, RICHMOND",2.0,2.0,1,3121,206071518,Other,4.35312,1.0402,0.34508,1.12917,0.60615,600.0
"606/50 BARRY STREET, CARLTON",1.0,1.0,0,3053,206041117,Other,1.55948,0.63591,1.27438,0.94569,,280.0
"607 GRANT STREET, GOLDEN POINT",3.0,2.0,2,3451,201011483,House,115.05925,0.5147999999999999,0.77752,1.00366,,290.0
"607 SOUTH ROAD, BENTLEIGH EAST",3.0,1.0,3,3165,208021427,House,20.92395,2.44218,0.53503,1.49546,,470.0
"609 WINDERMERE SOUTH STREET, BALLARAT",3.0,2.0,2,3350,201011484,House,117.25872,1.82299,0.95268,2.51773,,270.0
"609 WINDERMERE STREET SOUTH, BALLARAT",3.0,2.0,2,3350,201011484,House,117.25872,1.82299,0.95268,2.51773,,270.0
"609/14-20 NICHOLSON STREET, COBURG",1.0,1.0,1,3058,206011497,Apartment,6.4722,0.28568,1.01742,1.0731700000000002,,350.0
"60A BROUGHAM STREET, KEW",2.0,1.0,1,3101,207011522,Other,9.07467,0.84784,0.98929,2.23562,,550.0
"60A WHITEHALL STREET, FOOTSCRAY",2.0,1.0,2,3011,213031348,House,6.28125,0.3591,0.3591499999999999,1.35316,0.66552,450.0
"61 ALBERT AVENUE, BORONIA",4.0,2.0,2,3155,211011446,Other,37.407160000000005,1.61097,1.60115,0.51837,1.50276,380.0
"61 BALLADONIA ROAD, ROWVILLE",3.0,1.0,2,3178,211011257,House,37.54724,1.91444,1.11766,,,425.0
"61 BARRETT STREET, ALBERT PARK",2.0,1.0,1,3206,206051128,House,5.56086,0.22958,0.3737,0.36105,2.09198,650.0
"61 DOCKER STREET, WANGARATTA",3.0,2.0,1,3677,204021066,Other,241.32042,0.84684,1.01338,1.42701,1.42815,370.0
"61 EAGLEHAWK ROAD, BENDIGO",2.0,1.0,1,3550,202011018,House,151.77645,0.5046499999999999,0.72009,1.36065,3.37572,230.0
"61 FERRIS STREET, THOONA",3.0,1.0,0,3726,204021064,House,239.97089000000005,0.98972,0.1759399999999999,6.574020000000001,19.0798,220.0
"61 GELLIBRAND STREET, CORONET BAY",3.0,3.0,1,3984,205031093,House,111.94038,1.44852,3.58919,29.95232,11.13278,320.0
"61 GLASS STREET, ESSENDON",3.0,3.0,2,3040,206031502,House,9.21879,0.78422,1.29731,1.44887,1.06302,557.5
"61 GRAHAM AVENUE, BUNDALONG",3.0,1.0,2,3730,216021412,House,281.38753,41.9121,32.832089999999994,,30.54487,330.0
"61 GUELPH STREET, SOMERVILLE",3.0,2.0,2,3912,214021385,House,64.41744,0.37055,0.43718,1.86749,1.39858,430.0
"61 HOMEBUSH ROAD, AVOCA",2.0,1.0,2,3467,201031013,House,183.9225,1.92887,0.9123,7.4153,1.09398,240.0
"61 LEANE DRIVE, ELTHAM",4.0,3.0,2,3095,209031209,Other,27.08156,2.91414,2.27747,3.29413,2.97116,800.0
"61 LINCOLN DRIVE, SHEPPARTON",3.0,1.0,2,3630,216031594,House,178.92882999999998,4.119020000000001,0.23095,2.26247,3.6621,330.0
"61 LYDIA AVENUE, CAMPBELLFIELD",5.0,5.0,0,3061,210051243,Other,17.281509999999997,1.29838,0.67028,2.84384,0.59934,420.0
"61 MCIVOR FOREST DRIVE, JUNORTOUN",4.0,2.0,2,3551,202011024,House,157.89947,4.62026,4.56411,2.3690100000000003,,420.0
"61 MILLS STREET, ALBERT PARK",3.0,2.0,0,3206,206051128,House,5.5029200000000005,0.95761,0.17934,1.19275,0.93777,810.0
"61 O'SHANNASSY PARADE, LUCAS",3.0,2.0,2,3350,201011001,House,125.75691,2.95967,2.55528,,,330.0
"61 PALMER STREET, WOORINEN SOUTH",3.0,1.0,2,3588,215031405,House,353.62106,3.14566,0.18561,,1.282,245.0
"61 PASCOE AVENUE, KILSYTH",3.0,1.0,1,3137,211031450,House,34.77338,0.6131599999999999,1.30873,2.69725,,410.0
"61 PURRUMBETE ESTATE ROAD, KOALLAH",3.0,1.0,1,3260,217031475,House,190.59558,10.94575,10.79383,25.77793,11.64642,220.0
"61 SCHUTT STREET, NEWPORT",3.0,1.0,1,3015,213021344,House,11.1831,0.07119,0.37048,2.56233,1.29692,420.0
"61 STANLEY STREET, ORBOST",4.0,1.0,2,3888,205021085,Other,371.40991,0.5709,1.27098,0.70775,2.9351700000000003,240.0
"61 THE ESPLANADE, NORTH SHORE",3.0,1.0,1,3214,203021488,Other,69.14027,1.65017,2.22512,4.99952,1.30965,410.0
"61 VERONICA CRESCENT, MILL PARK",3.0,2.0,1,3082,209041221,House,22.05934,,1.50686,,,390.0
"61 VIEW ROAD, THE PATCH",3.0,1.0,1,3792,211051282,House,52.51124,2.59816,1.39261,,,400.0
"61 WARRAWEE AVENUE, BEACONSFIELD UPPER",3.0,2.0,0,3808,212011546,Other,50.29245,3.00986,4.1309700000000005,4.69069,4.31027,500.0
"61 WILLORA CRESCENT, CRANBOURNE WEST",3.0,1.0,2,3977,212031304,House,52.04553,3.22833,3.41599,0.61986,,350.0
"61/124-136 MASON STREET, NEWPORT",3.0,2.0,1,3015,213021344,House,12.58589,0.2465099999999999,0.98166,1.72195,1.66174,485.0
"610 SEBASTOPOL STREET, BALLARAT CENTRAL",3.0,1.0,2,3350,201011002,Other,117.00579,2.29791,1.00597,1.99118,6.62838,275.0
"610 TRESS STREET, GOLDEN POINT",4.0,2.0,2,3451,201011483,House,115.25573,0.9387,0.60573,1.2001400000000002,,360.0
"610/1 FOUNDRY ROAD, SUNSHINE",2.0,1.0,1,3020,213011336,Other,14.1485,0.62338,0.97167,1.5231400000000002,1.47676,370.0
"610/528 SWANSTON STREET, CARLTON",1.0,1.0,0,3053,206041117,Other,1.17324,0.29895,0.88813,0.55945,,375.0
"610/85 MARKET STREET, SOUTH MELBOURNE",2.0,1.0,1,3205,206051512,Other,3.44431,0.78028,1.05907,,0.81355,500.0
"612 BOND STREET, GOLDEN POINT",3.0,1.0,5,3451,201011483,House,115.0642,1.0491700000000002,0.78247,1.00861,,370.0
"614 DARLING STREET, REDAN",3.0,1.0,2,3350,201011484,Other,117.91062,0.9529,0.67048,2.84473,,275.0
"614/15 CLIFTON STREET, PRAHRAN",2.0,2.0,2,3181,206061136,Other,7.22654,,0.93014,0.5751900000000001,0.7045,650.0
"614/54 NOTT STREET, PORT MELBOURNE",1.0,1.0,0,3207,206051130,Other,5.91147,0.74146,0.85073,,0.69338,420.0
"615 HUMFFRAY STREET SOUTH, BALLARAT",2.0,1.0,1,3350,201011483,House,115.20212,1.18709,0.9536,1.14653,,255.0
"615 HUMFFRAY STREET SOUTH, GOLDEN POINT",2.0,1.0,1,3451,201011483,House,115.20355,1.18853,0.95504,1.14797,,255.0
"615A HAVELOCK STREET, BALLARAT",3.0,2.0,1,3350,201011482,House,115.2522,1.9517,0.60413,4.26836,1.91002,360.0
"6160 SOUTH GIPPSLAND HIGHWAY, LONGFORD",5.0,2.0,4,3851,205051100,House,217.3748,3.32031,2.20953,,,380.0
"617 ABBOTTS ROAD, AXE CREEK",3.0,1.0,4,3551,202021026,Other,144.54688000000002,15.02887,7.30066,,38.70068,300.0
"617/613 SWANSTON STREET, CARLTON",1.0,1.0,0,3053,206041117,Other,1.44124,0.26338,1.15613,0.82745,,470.0
"617A SKIPTON STREET, REDAN",3.0,1.0,2,3350,201011484,Other,117.2768,1.87987,0.77458,2.0868200000000003,,245.0
"618 OLD TELEGRAPH ROAD, CROSSOVER",3.0,1.0,2,3821,205011077,Other,110.64878,8.305040000000002,8.52332,8.438649999999999,,350.0
"619 BOND STREET, GOLDEN POINT",2.0,1.0,0,3451,201011483,Other,115.12295,1.10792,0.8412200000000001,1.06736,,230.0
"61A SWANWALK, CHELSEA",2.0,1.0,2,3196,208031186,Other,46.9288,1.89904,1.34496,3.29435,1.15637,400.0
"62 BIRKENHEAD STREET, FITZROY NORTH",2.0,1.0,1,3068,206071143,House,4.78769,0.83723,0.72921,0.8528,1.46736,750.0
"62 CARRAMAR DRIVE, FRANKSTON",3.0,1.0,3,3199,214011372,Other,53.7978,0.3575,0.2362199999999999,0.90291,,340.0
"62 COOMOORA SCHOOL ROAD, COOMOORA",4.0,1.0,2,3461,201021011,Other,117.44824,7.2604,0.57005,4.90424,4.02102,440.0
"62 DONNA BUANG ROAD, WARBURTON",3.0,1.0,4,3799,211051286,House,77.66688,5.660399999999999,2.60305,7.13369,,390.0
"62 GARDINER STREET, BERWICK",4.0,2.0,2,3806,212021293,House,46.51467,0.43161,1.81566,2.48798,2.4630300000000003,400.0
"62 HAMILTON STREET, GISBORNE",2.0,2.0,1,3437,210021232,House,53.67224,0.5779500000000001,0.73853,1.98508,3.91152,355.0
"62 HARDING STREET, COBURG",2.0,1.0,0,3058,206011497,House,7.98079,0.2991499999999999,0.24092,0.8471000000000001,,490.0
"62 HILTON STREET, MOUNT WAVERLEY",2.0,2.0,1,3149,212051323,House,22.88546,2.07059,0.17285,1.23019,2.11337,430.0
"62 KILBURN GROVE, MOUNT MARTHA",4.0,2.0,2,3934,214021382,Other,78.89133,0.42437,0.38349,,,825.0
"62 MAIN ROAD, TYERS",3.0,2.0,4,3844,205041098,House,160.04344,0.15086,0.14881,,9.977379999999998,1173.0
"62 MAIN STREET, MAINDAMPLE",3.0,1.0,2,3722,204011057,Other,192.39267,9.3186,8.23686,15.65598,0.57486,300.0
"62 MCSWAINS ROAD, ECHUCA",3.0,2.0,2,3564,216011406,House,208.70725,1.44702,2.19094,0.86299,4.54368,430.0
"62 MORRIS STREET, WILLIAMSTOWN",3.0,1.0,2,3016,213021346,Other,14.26822,0.50043,1.05072,2.08365,0.85173,490.0
"62 OLINDA STREET, QUARRY HILL",3.0,1.0,1,3550,202011021,House,151.17123,0.96864,0.51332,2.29648,,330.0
"62 PINNACLE DRIVE, RAWSON",3.0,1.0,2,3825,205011077,House,187.13772,0.52,0.33155,75.52364,,220.0
"62 RICHMOND TERRACE, RICHMOND",2.0,1.0,0,3121,206071517,House,3.90832,1.21171,0.70584,1.04342,0.3957699999999999,550.0
"62 ROBINSON STREET, MURCHISON",3.0,2.0,2,3610,216031419,House,152.45403,2.63665,0.90559,22.037830000000003,0.54828,350.0
"62 SKYE ROAD, FRANKSTON",3.0,1.0,1,3199,214011372,House,52.30964,0.50397,0.9338,0.66946,,275.0
"62 WEAVERS STREET, MANOR LAKES",3.0,2.0,1,3024,213051579,House,39.07414,,2.2891,,,350.0
"62 WELLESLEY DRIVE, TAYLORS LAKES",4.0,2.0,2,3038,213011340,House,24.37506,0.29331,3.99736,1.77575,2.20086,470.0
"625 NORTONS ROAD, PARAPARAP",3.0,1.0,0,3240,203011036,House,107.49648,10.69161,10.55917,,10.80597,450.0
"626 CARBOOR - EVERTON ROAD, CARBOOR",3.0,1.0,1,3678,204021067,Other,256.90056,32.42892,3.90895,,13.72084,280.0
"626 DOCKER CARBOOR ROAD, BOBINAWARRAH",3.0,1.0,1,3678,204021067,Other,254.87188,30.40024,6.34198,,20.49522,280.0
"626 STATION STREET, CARLTON NORTH",3.0,1.0,0,3054,206071140,House,4.10103,3.2910100000000004,0.93597,1.28598,,750.0
"6270 SINGER RD, BAMAWM",4.0,1.0,2,3561,216011408,House,198.23948,6.55433,10.92896,,11.40085,220.0
"6270 SINGER ROAD, BAMAWM",4.0,1.0,2,3561,216011408,House,197.80641,6.98742,11.36205,,11.83393,220.0
"62A CHRISTOWEL STREET, CAMBERWELL",3.0,1.0,1,3124,207011149,House,10.77251,0.59535,1.10966,2.16545,1.2148800000000002,695.0
"62A WOODS STREET, DONALD",2.0,1.0,0,3480,215031400,Apartment,277.54741,1.55832,0.4695299999999999,1.09306,0.6589400000000001,175.0
"62B LAWRENCE STREET, MYRTLEFORD",2.0,1.0,2,3737,204031071,Other,285.84481,0.3188399999999999,0.37407,0.45724,1.61239,185.0
"62B YUILLE STREET, FRANKSTON SOUTH",3.0,2.0,2,3199,214011371,Other,55.77093,0.60277,0.6073200000000001,0.89822,1.9175,470.0
"63 BATMAN STREET, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,32.07001,,0.64455,,,420.0
"63 BELSAY CHASE, CHIRNSIDE PARK",2.0,1.0,2,3116,211051275,House,37.01189,0.8756499999999999,0.99768,1.46876,,400.0
"63 BROUGHAM AVENUE, WYNDHAM VALE",4.0,2.0,4,3024,213051590,House,42.36738,1.0895899999999998,0.88058,,,420.0
"63 CAMBRIDGE STREET, WENDOUREE",3.0,1.0,2,3355,201011008,House,121.2399,1.51624,0.8615900000000001,1.18095,,270.0
"63 CHARLES GREEN AVENUE, ENDEAVOUR HILLS",4.0,2.0,2,3802,212021454,House,35.96975,0.65124,0.99857,3.38858,,440.0
"63 CHESSWAS STREET, PENSHURST",3.0,1.0,2,3289,217011423,House,273.31034000000005,0.4790899999999999,1.06029,22.02273,0.70226,200.0
"63 CLIFTON STREET, BALWYN NORTH",3.0,1.0,1,3104,207011148,Other,15.87734,1.32488,0.36885,1.2211,,375.0
"63 GEORGE STREET, PORTLAND",3.0,1.0,2,3305,217011422,House,365.22219,0.74581,1.09743,2.68697,3.2124200000000003,350.0
"63 GLADSTONE STREET, QUARRY HILL",2.0,1.0,1,3550,202011021,House,151.02554999999998,0.96033,0.28201,2.4590300000000003,,307.5
"63 HIGHLANDER DRIVE, CRAIGIEBURN",4.0,2.0,2,3064,210051543,House,36.4819,2.30894,1.76012,,,480.0
"63 MAINTOP RIDGE, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,56.0592,2.3894,1.31553,7.15268,12.11048,570.0
"63 NORTH ROAD, WARRAGUL",3.0,2.0,2,3820,205011079,House,107.92275,1.86394,2.14407,3.41248,2.59715,335.0
"63 O'SHANNASSY PARADE, LUCAS",3.0,2.0,2,3350,201011001,Other,125.96045,2.90208,2.49769,,,330.0
"63 OU0027SHANNASSY PARADE, LUCAS",3.0,2.0,2,3350,201011001,House,125.96045,2.90208,2.49769,,,330.0
"63 PHILLIPS STREET, COBURG",3.0,1.0,3,3058,206011498,Other,9.18823,0.44544,0.62861,2.20629,1.53113,510.0
"63 ROSEBANK AVENUE, CLAYTON SOUTH",3.0,2.0,2,3169,212041310,Other,27.02558,1.2923,0.7291,0.07545,1.27767,520.0
"63 SAN REMO PDE, SAN REMO",3.0,1.0,2,3925,205031093,House,123.30214,12.46678,1.1974200000000002,22.11638,17.93083,400.0
"63 SOVEREIGN MANORS CRESCENT, ROWVILLE",3.0,2.0,3,3178,211011257,House,38.63575,0.3024,0.8709199999999999,,,490.0
"63 STANLEY STREET, TARNAGULLA",1.0,2.0,0,3551,202031033,House,180.51191,0.43267,0.13003,51.14002,1.58181,190.0
"63 STREETS ROAD, LENEVA",3.0,2.0,2,3691,204031491,House,314.55419,0.8927999999999999,3.40382,5.81019,15.97267,390.0
"63 TAMBET STREET, BENTLEIGH EAST",3.0,1.0,2,3165,208021426,House,20.96886,2.09911,0.98317,1.78662,,500.0
"63 VANNAM DRIVE, ASHWOOD",4.0,2.0,1,3147,212051319,House,16.37125,0.35135,0.5285599999999999,0.00139,,650.0
"63 WALES STREET, THORNBURY",2.0,1.0,2,3071,206021112,Other,9.19625,0.7350800000000001,0.38812,0.39422,1.3593,485.0
"63 WALSGOTT STREET, NORTH GEELONG",3.0,1.0,1,3215,203021047,Other,71.01077000000001,0.28782,1.48905,1.11052,2.02989,270.0
"63 WARBURTON DRIVE, LUCAS",3.0,2.0,2,3350,201011001,House,125.96213,2.80164,2.39725,,,360.0
"630 BARKLY STREET, GOLDEN POINT",2.0,1.0,2,3451,201011483,House,115.06077,1.04575,0.77904,1.00518,,220.0
"630 PARK ROAD, PARK ORCHARDS",4.0,2.0,4,3114,211021261,House,28.557740000000003,0.50796,0.39282,3.23273,,850.0
"631 HUMFFRAY STREET SOUTH, GOLDEN POINT",4.0,1.0,1,3451,201011483,House,115.33815,1.32313,0.98169,1.28256,,330.0
"6320 MIDLAND HIGHWAY, CLARENDON",5.0,2.0,2,3352,201021012,House,128.35406,16.500700000000002,0.48317,,4.65365,335.0
"6370 MIDLAND HIGHWAY, CLARENDON",3.0,1.0,6,3352,201021012,Other,119.16445,16.35914,0.8376399999999999,,4.1340200000000005,430.0
"639 KILLINGWORTH WEST ROAD, KILLINGWORTH",3.0,2.0,1,3717,204011062,Other,135.49202,3.61766,7.07395,8.23501,9.88932,400.0
"639 KILLINGWORTH WEST ROAD,, KILLINGWORTH",3.0,2.0,1,3717,204011062,House,135.49202,3.61766,7.07395,8.23501,9.88932,400.0
"63A DELBRIDGE DRIVE, SYDENHAM",3.0,1.0,1,3037,213011339,House,26.3028,1.00071,0.82199,0.7350599999999999,2.0597800000000004,360.0
"63A WESTMORELAND ROAD, SUNSHINE NORTH",3.0,2.0,2,3020,213011337,Other,14.31617,0.8070900000000001,0.14448,0.88344,,360.0
"64 / 73 RIVER STREET, RICHMOND",2.0,2.0,1,3121,206071518,Other,5.42272,0.46774,0.69667,1.1679000000000002,1.60061,515.0
"64 AUSTIN STREET, SEDDON",3.0,1.0,0,3011,213031350,Other,7.411770000000001,0.39423,,,1.36299,495.0
"64 ELIZABETH AVE, CAPEL SOUND",3.0,1.0,4,3940,214021384,House,94.02545,0.07332,2.35583,2.05085,,380.0
"64 ELIZABETH AVENUE, CAPEL SOUND",3.0,1.0,4,3940,214021384,House,94.02545,0.07332,2.35583,2.05085,,380.0
"64 EVERETT STREET, BRUNSWICK WEST",3.0,1.0,1,3055,206011107,House,8.275799999999998,0.62454,0.52879,1.15424,,590.0
"64 HIGH STREET, MALDON",3.0,1.0,2,3463,202021028,House,143.57164,0.60081,0.62674,25.08783,1.35987,320.0
"64 HORACE STREET, MALVERN",3.0,1.0,1,3144,208041194,Other,11.648219999999998,0.44014,0.8904,0.90428,1.40103,650.0
"64 HUXLEY AVENUE, MULGRAVE",3.0,1.0,1,3170,212051325,House,29.20296,6.418819999999999,0.74137,1.10812,,360.0
"64 KELSO ROAD, YALLOURN NORTH",4.0,1.0,1,3825,205041098,House,150.27189,0.98971,1.12372,,21.631,260.0
"64 MAIN STREET, MALDON",3.0,1.0,0,3463,202021028,House,142.90105,0.78073,0.8066599999999999,24.889830000000003,0.68929,375.0
"64 MARGARET STREET, NEWPORT",2.0,1.0,2,3015,213021344,Other,13.09958,0.6440499999999999,0.84012,2.2435500000000004,2.17543,450.0
"64 MURRAY STREET, RYE",4.0,2.0,1,3941,214021383,House,101.69145,0.31583,4.89374,,,430.0
"64 PAGE STREET, ALBERT PARK",3.0,2.0,0,3206,206051128,Other,5.79799,0.82913,0.6007100000000001,1.09812,1.93063,1275.0
"64 QUEEN CIRCUIT, SUNSHINE",2.0,2.0,1,3020,213011336,House,13.00317,0.4945199999999999,0.94238,1.17102,1.77754,400.0
"64 ROWAN DRIVE, KEALBA",3.0,2.0,1,3021,213011332,House,22.18368,0.21223,1.69759,1.01017,,451.0
"64 SABEL DRIVE, CRANBOURNE NORTH",4.0,2.0,2,3977,212031559,House,51.38077,,2.10598,1.20524,,470.0
"64 ST DAVID STREET, FITZROY",2.0,1.0,0,3065,206071142,House,2.52096,0.7316699999999999,0.31403,0.8448300000000001,1.34419,760.0
"64 STEWART STREET, GRANTVILLE",3.0,2.0,2,3984,205031093,Other,101.09381,6.670520000000001,6.756810000000001,32.99763,7.754,350.0
"64 STROUD STREET, BALWYN",3.0,1.0,4,3103,207011147,House,14.55526,0.7826000000000001,1.10568,1.27562,,485.0
"64 TEAGUE STREET, NIDDRIE",3.0,2.0,1,3042,210011230,Other,12.36866,1.04552,0.22763,0.88254,,595.0
"64 WARBURTON DRIVE, LUCAS",3.0,2.0,2,3350,201011001,House,125.96858,2.7952,2.39081,,,310.0
"64A BADEN POWELL DRIVE, FRANKSTON SOUTH",4.0,2.0,2,3199,214011373,House,56.66168,0.74912,0.53086,2.75659,,495.0
"64A WOOD STREET, DONALD",4.0,1.0,0,3480,215031400,Other,277.52031,1.58543,0.44241,1.12017,0.63183,200.0
"64A WOODS STREET, DONALD",4.0,1.0,0,3480,215031400,Other,277.52559,1.58012,0.44772,1.11486,0.63714,200.0
"65 BAKERS ROAD, COBURG NORTH",2.0,1.0,2,3058,210031236,Other,10.76276,0.76574,1.21148,0.09974,1.32856,450.0
"65 BEVERIDGE STREET, SWAN HILL",3.0,1.0,0,3585,215031404,House,341.97781,0.54418,1.28464,0.47534,1.00779,220.0
"65 BORG CRESCENT, SCORESBY",3.0,1.0,1,3179,211011254,Other,35.32218,0.60875,0.78798,2.35114,,370.0
"65 BROUGHTON ROAD, SURREY HILLS",3.0,1.0,1,3127,207031167,Other,14.21923,0.77251,1.10467,,2.02981,550.0
"65 BRUCE STREET, MACEDON",3.0,1.0,2,3440,210021233,House,61.18619,0.88889,0.97992,5.042859999999999,0.61954,580.0
"65 CHETWYND STREET, NORTH MELBOURNE",3.0,2.0,0,3051,206041506,Other,1.68506,0.48617,1.1187,0.71263,2.67306,850.0
"65 CHURCH STREET, GEELONG WEST",3.0,1.0,1,3218,203021040,House,75.85150999999999,1.30659,0.5550700000000001,1.30553,,300.0
"65 CLAUSCEN DRIVE, ROWVILLE",4.0,2.0,2,3178,211011258,House,35.095800000000004,1.18042,0.86391,,,450.0
"65 DUKE STREET, SUNSHINE",3.0,1.0,2,3020,213011336,Other,12.66189,0.8005800000000001,0.63247,1.98922,1.39471,350.0
"65 EDGERTON ROAD, LOVELY BANKS",4.0,1.0,8,3221,203021486,Other,71.51964,0.29851,2.3913800000000003,2.9094,4.15664,500.0
"65 GLASTONBURY CIRCUIT, POINT COOK",4.0,2.0,2,3030,213051580,House,26.21539,,0.60245,1.24229,,405.0
"65 GOLF ROAD, OAKLEIGH SOUTH",3.0,1.0,3,3167,212051326,Other,20.36452,2.5750900000000003,2.01107,0.96499,1.77499,500.0
"65 HARGREAVES CRESCENT, BRAYBROOK",3.0,1.0,0,3019,213031347,House,11.93101,0.3616999999999999,0.99937,0.86346,2.9588,330.0
"65 HOTHAM ROAD, NIDDRIE",3.0,1.0,2,3042,210011230,House,12.49369,3.40296,2.21267,3.10769,,365.0
"65 KENT AVENUE, CROYDON",2.0,1.0,2,3136,211031451,House,32.6165,1.34503,0.82499,0.7284299999999999,0.82884,390.0
"65 LILY STREET, BRAYBROOK",3.0,1.0,2,3019,213031347,House,12.8565,0.89286,1.51518,0.59221,3.77695,350.0
"65 LOWAN AVENUE, TEMPLESTOWE LOWER",3.0,2.0,3,3107,207021160,Other,16.17685,0.96709,1.88672,2.47985,,530.0
"65 MAIN STREET, CHILTERN",3.0,2.0,2,3683,204031070,House,281.92463,6.95345,0.5302100000000001,,1.31948,310.0
"65 MCKENZIE KING DRIVE, MILLGROVE",3.0,1.0,0,3799,211051286,House,73.10246000000001,0.77615,1.72299,2.16412,,320.0
"65 MILLICENT PARADE, OFFICER",3.0,2.0,2,3809,212011546,Other,52.71141,4.04444,3.02436,2.46122,3.48846,400.0
"65 MOSSFIEL DR, HOPPERS CROSSING",4.0,1.0,0,3029,213051362,House,29.729740000000003,2.00977,0.6786,0.7037,,380.0
"65 MOSSFIEL DRIVE, HOPPERS CROSSING",4.0,1.0,2,3029,213051362,House,29.729740000000003,2.00977,0.6786,0.7037,,380.0
"65 MOUNTVIEW PARADE, CROYDON",4.0,2.0,1,3136,211031450,House,35.53718,1.13269,2.53841,3.75165,,420.0
"65 MURPHY RD, PAKENHAM",3.0,1.0,0,3810,212011549,House,62.2543,1.82664,0.7025800000000001,,,310.0
"65 MURPHY ROAD, PAKENHAM",3.0,1.0,1,3810,212011549,Other,62.2543,1.82664,0.7025800000000001,,,310.0
"65 MURPHY STREET, YARRAWONGA",3.0,2.0,2,3730,216021414,Other,273.58822,3.82207,0.4657,0.68696,1.53642,330.0
"65 POLARIS DRIVE, DONCASTER EAST",4.0,2.0,2,3109,207021424,House,23.67396,0.71031,0.94575,,,550.0
"65 RAILWAY AVENUE, STANHOPE",3.0,1.0,1,3623,216011410,House,188.20411,1.86615,1.64966,36.40783999999999,0.47304,260.0
