address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,weekly_rent
"61 GIDDINGS STREET, NORTH GEELONG",3.0,1.0,2,3215,203021047,House,70.81386,1.54774,1.5248,1.14627,1.83297,300.0
"61 GLASS STREET, ESSENDON",3.0,3.0,2,3040,206031502,House,9.21879,0.78422,1.29731,1.44887,1.06282,452.5
"61 GRAHAM AVENUE, BUNDALONG",3.0,1.0,2,3730,216021412,House,281.38753,41.9121,32.832089999999994,,30.54487,270.0
"61 KIEWA EAST ROAD, TANGAMBALANGA",4.0,1.0,2,3691,204031075,House,334.03644,13.78042,0.58917,,5.19745,260.0
"61 MERRICKS BEACH ROAD, MERRICKS BEACH",4.0,2.0,0,3926,214021379,House,87.69217,0.86161,4.389609999999999,13.94279,10.35453,450.0
"61 SCHUTT STREET, NEWPORT",3.0,1.0,1,3015,213021344,House,11.1831,0.23842,0.37048,2.56233,1.29692,450.0
"61 SKENE STREET, BIRREGURRA",3.0,1.0,2,3242,217031473,House,137.43353,21.02547,0.64771,,1.27583,250.0
"61 SPEIGHT STREET, NEWPORT",2.0,1.0,0,3015,213021344,House,12.33741,0.4271399999999999,0.80434,1.5649300000000002,1.41326,420.0
"610 TRESS STREET, GOLDEN POINT",4.0,2.0,2,3451,201011483,House,115.25593,1.2409,0.60573,1.2,,335.0
"614A DARLING STREET, BALLARAT",3.0,1.0,1,3350,201011484,House,117.91026,0.95326,0.67084,2.8450900000000003,,260.0
"615 HUMFFRAY STREET SOUTH, BALLARAT",2.0,1.0,1,3350,201011483,House,115.2021,1.18708,0.95359,1.14618,,245.0
"617 / 2 PLENTY ROAD, PRESTON",1.0,1.0,1,3072,209021428,Apartment,8.84435,3.10199,0.89638,0.80731,1.17478,330.0
"617/613 SWANSTON STREET, CARLTON",1.0,1.0,0,3053,206041117,Apartment,1.44124,0.26338,1.15613,0.82745,,390.0
"61A MADDEN STREET, MAIDSTONE",3.0,2.0,1,3012,213031347,House,9.71894,0.34418,0.7869700000000001,1.65741,2.9682600000000003,400.0
"61A SWANWALK, CHELSEA",2.0,1.0,2,3196,208031186,Apartment,46.9288,1.89904,1.34496,3.29435,1.15637,375.0
"61B WHEATSHEAF ROAD, GLENROY",2.0,1.0,1,3046,210031535,House,13.90342,0.59,1.08769,1.15925,,360.0
"62 CARRAMAR DRIVE, FRANKSTON",3.0,1.0,3,3199,214011372,House,53.7978,0.3575,0.2362199999999999,0.90211,,300.0
"62 CARRUMWOODS DRIVE, CARRUM DOWNS",3.0,2.0,2,3201,214011370,House,47.59818,0.98783,0.83633,0.92882,,350.0
"62 COLERAINE ROAD, HAMILTON",3.0,1.0,2,3300,217011421,House,311.30631,1.56787,0.90734,0.83716,1.71386,200.0
"62 GARDINER STREET, BERWICK",4.0,2.0,2,3806,212021293,House,46.51467,0.43161,1.81566,2.48798,2.4630300000000003,380.0
"62 GLADESWOOD DRIVE, MULGRAVE",4.0,3.0,2,3170,212051325,House,28.68705,6.01285,0.41816,3.84759,,550.0
"62 HAMILTON STREET, GISBORNE",2.0,2.0,1,3437,210021232,House,53.67224,0.5779500000000001,0.73853,1.98508,3.91152,340.0
"62 HILL STREET, BENTLEIGH EAST",3.0,2.0,1,3165,208021427,House,19.75293,1.07213,0.91996,1.07373,,595.0
"62 HOWARD STREET, ASCOT",2.0,1.0,2,3551,202011025,Apartment,158.68313,0.71474,1.11661,5.06007,3.94476,260.0
"62 KILBURN GROVE, MOUNT MARTHA",4.0,2.0,2,3934,214021382,House,78.89133,1.05808,0.38349,,,800.0
"62 LOFVEN STREET, NERRINA",4.0,2.0,4,3350,201011482,House,113.737,1.12768,0.99083,2.3161,3.60139,380.0
"62 MAINTOP RIDGE, BOTANIC RIDGE",4.0,3.0,2,3977,212031303,House,56.01056,2.34075,1.26689,7.20165,12.15946,475.0
"62 MCMAHON ROAD, RESERVOIR",4.0,1.0,1,3073,209021523,House,13.84052,0.68337,0.17687,,1.57032,340.0
"62 MILLICENT AVENUE, BULLEEN",3.0,1.0,1,3105,207021156,House,14.44209,1.36941,1.3965,1.92233,,440.0
"62 MYRTLE STREET, ALEXANDRA",3.0,1.0,1,3714,204011054,House,163.33406,1.55832,0.8058200000000001,2.43494,1.87248,240.0
"62 NARR MAEN DRIVE, CROYDON HILLS",2.0,1.0,1,3136,211031265,Apartment,33.12761,0.3532099999999999,1.16522,1.77607,,320.0
"62 PINNACLE DRIVE, RAWSON",3.0,1.0,2,3825,205011077,House,187.13772,0.52,0.33155,75.52364,,210.0
"62 SKYE ROAD, FRANKSTON",3.0,1.0,1,3199,214011372,House,52.30964,0.50397,0.9338,0.66946,,275.0
"62 WELLESLEY DRIVE, TAYLORS LAKES",4.0,2.0,2,3038,213011340,House,24.37506,0.29331,3.99736,1.77575,2.20086,420.0
"62 WENTWORTH AVENUE, CANTERBURY",4.0,2.0,2,3126,207011155,House,9.96598,1.72092,0.98942,0.57536,1.8829,1020.0
"62 WIMBLEDON AVENUE, MOUNT ELIZA",4.0,3.0,2,3930,214021381,House,59.90468,2.43321,1.92583,1.27898,7.0632,450.0
"62-64 SMITHS ROAD, TEMPLESTOWE",5.0,3.0,6,3106,207021159,House,20.05727,0.93286,0.67733,,,800.0
"622 BOND STREET, GOLDEN POINT",3.0,1.0,0,3451,201011483,House,115.18525,1.17022,0.90352,1.12933,,260.0
"623 MACCLESFIELD ROAD, MACCLESFIELD",4.0,3.0,2,3782,211051279,House,65.401,,2.17481,9.53583,,450.0
"623 PRAIRIE - ROCHESTER S&HELLIP, BALLENDELLA",4.0,1.0,0,3561,216011408,House,195.43259,9.64567,11.67046,,8.952129999999999,250.0
"623 PRAIRIE - ROCHESTER, BALLENDELLA",4.0,1.0,0,3561,216011408,House,195.43259,9.64567,11.67046,,8.952129999999999,250.0
"623 PRAIRIE ROCHESTER, BALLENDELLA",4.0,1.0,0,3561,216011408,House,195.43259,9.64567,11.67046,,8.952129999999999,250.0
"623 PRAIRIE-ROCHESTER ROAD, BALLENDELLA",4.0,1.0,4,3561,216011408,House,195.43259,9.64567,11.67046,,8.952129999999999,250.0
"626 STATION STREET, CARLTON NORTH",3.0,1.0,0,3054,206071140,House,4.10103,3.2910100000000004,0.93597,1.28598,,580.0
"6270 SINGER ROAD, BAMAWM",4.0,1.0,2,3561,216011408,House,197.80641,6.98742,11.36205,,11.83393,160.0
"62B SECOND AVENUE, ALTONA NORTH",2.0,1.0,1,3025,213021343,Apartment,14.3097,0.96687,0.39513,0.98947,2.15149,320.0
"63 BATMAN STREET, BURNSIDE HEIGHTS",4.0,2.0,2,3023,213041462,House,32.07047,,0.64501,,,395.0
"63 BRACKEN GROVE, ALTONA",3.0,2.0,1,3018,213021341,House,21.04483,0.99427,1.3353499999999998,1.10455,1.1547,600.0
"63 CLIFTON STREET, BALWYN NORTH",3.0,1.0,1,3104,207011148,House,15.87734,1.32488,0.36885,1.2211,,400.0
"63 DOVER STREET, FLEMINGTON",2.0,1.0,0,3031,206031115,House,6.05574,0.10085,1.51244,1.49554,1.47928,440.0
"63 ENDEAVOUR DRIVE, CRANBOURNE NORTH",3.0,1.0,2,3977,212031560,House,48.42377,0.37881,0.95017,1.68619,,305.0
"63 FIRST STREET, NICHOLS POINT",5.0,2.0,2,3501,215021395,House,540.88613,2.37149,2.07737,7.00471,5.97384,450.0
"63 FLETCHER STREET, HAWTHORN EAST",3.0,1.0,1,3123,207011152,House,8.67191,0.97567,1.47372,1.82786,0.86897,510.0
"63 KINGSCLERE AVENUE, KEYSBOROUGH",3.0,1.0,2,3173,212041565,House,37.06841,1.20949,1.6315,1.58427,,307.5
"63 KULIN DRIVE, KILMORE",3.0,2.0,2,3764,204011056,House,66.22416,,1.2148599999999998,2.18173,5.51442,315.0
"63 LAMBETH STREET, KENSINGTON",2.0,2.0,2,3031,206041121,House,4.35257,1.67951,1.30761,1.04086,1.0420999999999998,530.0
"63 MAINTOP RIDGE, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,56.05955,2.38974,1.3158800000000002,7.15267,12.11047,475.0
"63 ST BERNARD DRIVE, TAWONGA SOUTH",2.0,1.0,2,3698,204031069,Apartment,348.37538,2.60019,1.12566,2.64723,29.846490000000003,185.0
"63 STANLEY STREET, TARNAGULLA",1.0,2.0,0,3551,202031033,House,180.51191,0.43267,0.13003,51.14002,1.58181,210.0
"63 SWANSTON STREET, HEIDELBERG HEIGHTS",3.0,1.0,2,3081,209011199,House,14.54918,0.57259,0.7892100000000001,0.76775,,330.0
"63 WALES STREET, THORNBURY",2.0,1.0,2,3071,206021112,Apartment,9.19625,0.7350800000000001,0.38812,0.39422,1.35945,460.0
"63 WILLS STREET, LANDSBOROUGH",3.0,1.0,0,3384,201031013,House,213.33406,25.2469,0.6475299999999999,52.41572,25.04784,190.0
"63/115 NEERIM ROAD, GLEN HUNTLY",2.0,1.0,1,3163,208021182,Apartment,14.03918,1.89935,2.76907,,0.79608,399.0
"63/3 ALFRED SQUARE, ST KILDA",1.0,1.0,0,3182,206051514,Apartment,8.35765,0.77737,1.17931,1.85586,0.49509,450.0
"630 AITKENS RD, BENGWORDEN",3.0,1.0,2,3875,205021086,House,275.0825,34.72404,30.69316,,,320.0
"634 DRUMMOND STREET, CARLTON NORTH",3.0,2.0,2,3054,206071140,House,2.67798,1.86796,0.56333,1.29218,,650.0
"635 BUNYIP RIVER ROAD, CORA LYNN",3.0,1.0,2,3814,212011547,House,79.90688,10.05507,6.07954,7.60403,7.85564,395.0
"63A DELBRIDGE DRIVE, SYDENHAM",3.0,1.0,1,3037,213011339,House,26.3028,1.00071,0.82199,0.7350599999999999,2.0597800000000004,330.0
"64 / 73 RIVER STREET, RICHMOND",2.0,2.0,1,3121,206071518,House,5.42272,0.46774,0.69667,1.16791,1.60062,480.0
"64 AUSTIN STREET, SEDDON",3.0,1.0,0,3011,213031350,House,7.411770000000001,0.39422,,,1.36299,445.0
"64 BACK BEACH ROAD, PORTSEA",4.0,2.0,4,3944,214021383,House,115.69943,1.07565,4.0683,,,260.0
"64 EDEYS RUN, HAMPTON PARK",3.0,2.0,2,3976,212031561,House,43.33198,,0.6029500000000001,,,295.0
"64 FOURTH AVENUE, CHELSEA HEIGHTS",3.0,1.0,2,3196,208031187,House,46.18473,,0.79863,,,340.0
"64 HORACE STREET, MALVERN",3.0,1.0,1,3144,208041194,House,11.648219999999998,0.44014,0.8904,0.90428,1.40103,640.0
"64 MAIN ROAD, TYERS",2.0,1.0,1,3844,205041098,House,160.06144,0.13298,0.13093,,9.9595,215.0
"64 MARGARET STREET, NEWPORT",2.0,1.0,2,3015,213021344,House,13.09958,0.6440499999999999,0.84012,2.2435500000000004,2.17543,400.0
"64 MAWBY ROAD, BENTLEIGH EAST",4.0,2.0,2,3165,208021427,House,20.62842,2.30546,1.04106,0.55486,,600.0
"64 MURRAY STREET, RYE",4.0,2.0,1,3941,214021383,House,101.69145,1.725,4.89374,,,405.0
"64 NEVILLE STREET, CARNEGIE",2.0,1.0,2,3163,208021176,House,16.73642,0.95942,0.93003,,1.8622,480.0
"64 PURCHES STREET, MITCHAM",3.0,1.0,0,3132,211041270,House,29.14432,0.92496,0.17047,4.05951,1.45649,355.0
"64 RAILWAY CRESCENT, BENTLEIGH",2.0,2.0,1,3204,208021174,House,18.710330000000003,,0.83549,0.49617,0.12929,360.0
"64 STROUD STREET, BALWYN",3.0,1.0,4,3103,207011147,House,14.55526,1.28528,1.10568,1.27562,,460.0
"64 TEAGUE STREET, NIDDRIE",3.0,2.0,1,3042,210011230,House,12.36866,1.04552,0.22763,0.88254,,300.0
"64 THE ESPLANADE, NARRAWONG",2.0,1.0,2,3285,217011420,House,343.47456,3.75701,0.91501,31.51864,31.04318,320.0
"64 WALSH STREET, BROADMEADOWS",3.0,1.0,2,3047,210051242,House,16.1136,0.95869,0.1976399999999999,1.2621600000000002,0.71063,330.0
"64/1 SANDILANDS STREET, SOUTH MELBOURNE",2.0,2.0,2,3205,206051512,House,4.14181,0.36866,1.47772,,1.4484,550.0
"640 OLD MELBOURNE ROAD, LITTLE RIVER",3.0,1.0,5,3211,203021043,House,51.48643,2.34547,8.40316,8.230709999999998,8.06799,285.0
"645 SOBEYS ROAD, ROSS CREEK",4.0,2.0,3,3351,201011007,House,132.08838,14.26964,3.29677,,14.42175,450.0
"646 SPENCER STREET, NORTH MELBOURNE",3.0,2.0,0,3051,206041510,House,2.4187800000000004,1.72997,0.89113,1.08984,,650.0
"65 ASPINALL STREET, BIG HILL",4.0,2.0,2,3555,203031049,House,125.32476,19.4001,13.59628,,,350.0
"65 BEVERIDGE STREET, SWAN HILL",3.0,1.0,0,3585,215031404,House,341.97781,0.69162,1.28464,0.47534,1.00779,220.0
"65 CHURCHILL AVENUE, TULLAMARINE",4.0,3.0,2,3043,210051250,House,20.17435,0.59185,0.8694,,,380.0
"65 CUNNINGHAMS LANE, TYAAK",3.0,2.0,0,3658,204011056,House,83.79361,,9.23283,9.92051,9.54967,420.0
"65 ENDEAVOUR DRIVE, OCEAN GROVE",3.0,1.0,2,3226,203031490,House,105.4463,4.52222,2.0159,1.90662,,320.0
"65 ESSEX PARK DRIVE, ENDEAVOUR HILLS",3.0,1.0,2,3802,212021453,House,34.46375,0.59435,0.7154299999999999,3.92823,,300.0
"65 FORDYCE STREET, SHEPPARTON",4.0,2.0,2,3630,216031594,House,181.58355,6.97537,1.18422,1.56462,2.6558200000000003,400.0
"65 FRANCIS STREET, YARRAVILLE",3.0,1.0,2,3013,213031352,House,8.392040000000001,0.86391,0.1076299999999999,2.21049,1.06084,460.0
"65 GARDENHILL ROAD, LAUNCHING PLACE",3.0,1.0,0,3139,211051286,House,65.54428999999999,6.29199,2.5242,4.81711,,400.0
"65 GLASTONBURY CIRCUIT, POINT COOK",4.0,2.0,2,3030,213051580,House,26.21539,,0.60245,1.24229,,370.0
"65 HOMEBUSH ROAD, AVOCA",2.0,1.0,4,3467,201031013,House,183.959,1.96536,0.94879,7.37881,1.13047,195.0
"65 MAIN STREET, CHILTERN",3.0,2.0,2,3683,204031070,House,281.92463,6.95345,0.5302100000000001,,1.31948,290.0
"65 MONARO DRIVE, TYERS",4.0,2.0,3,3844,205041098,House,162.64866,2.4545100000000004,2.70754,,9.86628,390.0
"65 OAKLANDS WAY, PAKENHAM",4.0,2.0,2,3810,212011552,House,57.89297,,1.55561,1.20472,3.188,350.0
"65 POLARIS DRIVE, DONCASTER EAST",4.0,2.0,2,3109,207021424,House,23.67396,0.71031,0.94575,,,500.0
"65 RALEIGH STREET, PRAHRAN",3.0,2.0,0,3181,206061136,House,6.4213000000000005,,0.53759,0.45299,0.75048,850.0
"65 TOWONG ROAD, CORRYONG",3.0,1.0,2,3707,204031072,House,434.95041,2.4151100000000003,1.47994,0.18633,14.88489,210.0
"650 SMITH STREET, CLIFTON HILL",3.0,2.0,1,3068,206071145,House,3.96947,1.02647,0.61288,5.89543,1.68885,778.3333333333334
"650 STUD ROAD, SCORESBY",3.0,2.0,2,3179,211011254,House,35.969300000000004,0.5409400000000001,0.7618400000000001,0.8565900000000001,,370.0
"651 KOORLONG AVENUE, IRYMPLE",3.0,2.0,1,3498,215021395,House,535.9058100000001,7.70885,1.76675,0.98208,1.23228,260.0
"651A SYDNEY ROAD, BRUNSWICK",3.0,1.0,0,3056,206011495,House,6.89606,0.43609,1.2715,,0.17325,500.0
"655 BOGGY CREEK ROAD, MELWOOD",3.0,1.0,0,3875,205021082,House,285.35197,18.6831,14.00777,109.31441,13.76777,230.0
"656 CANNING STREET, CARLTON NORTH",2.0,1.0,0,3054,206071140,Apartment,4.07516,3.26514,0.91011,1.2601099999999998,,580.0
"657 WHITEHORSE ROAD, MITCHAM",4.0,3.0,2,3132,211041270,House,26.95932,1.03898,1.4907,3.07684,0.64078,355.0
"659 CANNING STREET, CARLTON NORTH",2.0,1.0,0,3054,206071140,Apartment,4.2523800000000005,3.4423600000000003,0.83624,1.41743,,560.0
"659 DRUMMOND STREET, CARLTON NORTH",2.0,1.0,1,3054,206071140,Apartment,2.77285,1.96283,0.66076,1.18651,,550.0
"659 MYALL STREET, CARDROSS",3.0,1.0,2,3496,215021399,House,533.19506,5.74299,3.0895900000000003,7.122739999999999,6.39754,150.0
"66 APPLETON STREET, RICHMOND",2.0,1.0,0,3121,206071518,Apartment,5.00459,0.39754,0.46676,1.05595,1.14106,500.0
"66 BRIDGE ROAD, BUSHFIELD",3.0,1.0,2,3281,217041479,House,260.01013,5.77963,1.55608,5.8944600000000005,9.82404,300.0
"66 CLARENDON STREET, CRANBOURNE",3.0,1.0,2,3977,212031300,House,51.66507,3.20625,0.23134,1.15728,1.0459,280.0
"66 ELLIOTT AVENUE, BALWYN",3.0,1.0,1,3103,207011147,House,13.60448,1.65658,1.80352,2.17262,,465.0
"66 FRASER STREET, GLEN WAVERLEY",3.0,1.0,2,3150,212051322,House,23.97672,1.3144,0.63525,2.74568,2.50752,380.0
"66 GALVIN STREET, BENDIGO",3.0,1.0,2,3550,202011018,House,152.05232999999998,1.99183,0.8337,0.8949400000000001,0.37245,430.0
"66 HARGRAVE AVENUE, POINT COOK",4.0,2.0,2,3030,213051466,House,28.75203,,5.57176,3.3820900000000003,,380.0
"66 HENNESSY STREET, PORT CAMPBELL",2.0,1.0,1,3269,217031475,House,229.28784,20.16285,32.48586,38.69785,17.30905,230.0
"66 HINKLER ROAD, GLEN WAVERLEY",4.0,2.0,1,3150,212051321,House,25.55792,1.67948,1.13821,2.6737100000000003,,480.0
"66 KALLAY DRIVE, PIONEER BAY",3.0,1.0,2,3984,205031093,House,99.05216,9.02098,9.10727,35.34809,10.10446,250.0
"66 KATRINA STREET, BLACKBURN NORTH",3.0,1.0,1,3130,207031161,House,19.75431,1.81787,0.83209,0.57123,2.89104,370.0
"66 MCKINNON TERRACE, CHRISTMAS HILLS",1.0,1.0,1,3775,209031212,House,45.91461,1.48899,3.30062,25.40783,,285.0
"66 ROSEMAN ROAD, CHIRNSIDE PARK",3.0,1.0,1,3116,211051275,House,40.670300000000005,3.2987100000000003,3.19225,5.12717,,300.0
"66 SPRING STREET, PRAHRAN",2.0,1.0,0,3181,206061136,House,7.93534,,0.78746,1.65304,1.97405,550.0
"66 VALENTINE STREET, IVANHOE",3.0,1.0,2,3079,209011200,House,11.49049,0.45936,0.44681,,2.18964,370.0
"66 WANDANA DRIVE, WANDANA HEIGHTS",4.0,2.0,2,3216,203021042,House,83.34208,1.95812,1.4738399999999998,2.76008,,510.0
"660 CANNING STREET, CARLTON NORTH",2.0,1.0,1,3054,206071140,Apartment,4.07427,3.26426,0.90922,1.25922,,775.0
"662 HANSEN ROAD, BAMAWM",4.0,2.0,2,3561,216011408,House,197.79931,6.79138,10.24724,,10.05617,260.0
"6650 MIDLAND HIGHWAY, SCOTSBURN",3.0,1.0,2,3352,201021012,House,125.11371,13.26035,2.73523,,7.34184,300.0
"669 BUNGAREE WALLACE ROAD, BUNGAREE",3.0,1.0,4,3352,201021012,House,98.64888,1.39276,3.38961,,0.09928,290.0
"66A CHEDDAR ROAD, RESERVOIR",3.0,2.0,1,3073,209021523,House,14.11285,0.6305599999999999,0.33361,,1.173,340.0
"66A FOURTH AVENUE, ALTONA NORTH",4.0,2.0,1,3025,213021343,House,14.10939,1.34219,0.45292,1.01101,2.17304,500.0
"66A JAMES STREET, NORTHCOTE",2.0,2.0,1,3070,206021499,House,6.4224,1.1056,0.57178,1.15867,1.07554,540.0
"67 CHARLOTTE STREET, NEWPORT",4.0,2.0,4,3015,213021344,House,12.03017,1.01198,1.64115,3.04458,2.97646,500.0
"67 CHUM STREET, GOLDEN SQUARE",3.0,1.0,1,3555,202011022,House,149.92620000000002,,0.99375,3.50806,2.6684,260.0
"67 CHURCH STREET, KANGAROO FLAT",3.0,2.0,2,3555,202011022,House,144.8138,,0.96547,2.21923,1.5693,180.0
"67 DIAMOND PARADE, SKYE",3.0,2.0,2,3977,214011376,House,54.2519,,1.2066199999999998,,,400.0
"67 FRASER STREET, SUNSHINE",3.0,1.0,2,3020,213011336,House,14.66323,0.83409,1.41124,1.25223,1.6988,280.0
"67 GLENAIR STREET, LOWER TEMPLESTOWE",3.0,1.0,2,3107,207021160,House,16.63331,1.31244,0.9846,1.62159,,480.0
"67 HIGH STREET, LANCEFIELD",3.0,1.0,1,3435,210021235,House,75.11298,,0.31033,16.34202,25.07046,335.0
"67 PARK ROAD, CHELTENHAM",4.0,2.0,4,3192,208011171,House,23.71739,0.44136,1.39427,3.37722,1.05255,670.0
"67 PORTER STREET, WOOLSTHORPE",4.0,1.0,1,3276,217041477,House,261.04323,6.20343,1.30994,45.192980000000006,41.63775,260.0
"67 SMITH STREET, KENSINGTON",3.0,1.0,1,3031,206041121,House,4.199409999999999,1.5263399999999998,1.15444,1.31535,0.8889400000000001,475.0
"67 STEVENSON STREET, MURCHISON",3.0,1.0,1,3610,216031419,House,151.81981,2.00242,0.6891,21.41346,0.6231,240.0
"67 TINNING STREET, BRUNSWICK",3.0,1.0,0,3056,206011495,House,7.05884,0.59888,0.99791,,0.54343,550.0
"67 VAUCLUSE BOULEVARD, COCOROC",4.0,2.0,2,3030,213051368,House,45.15048,12.38415,12.90553,13.41312,12.88061,410.0
"67 WILLIAM STREET, LISMORE",3.0,2.0,0,3324,217031474,House,166.27017,32.90159,0.14489,11.102,2.44999,160.0
"67 WOOD STREET, CALIFORNIA GULLY",1.0,1.0,1,3556,202011019,House,154.4585,3.52102,0.6517000000000001,2.10957,2.87896,320.0
"67/50 KING WILLIAM STREET, FITZROY",1.0,1.0,1,3065,206071142,Apartment,1.92703,0.18372,0.17159,0.3823399999999999,0.98638,380.0
"67/93-103 HIGH STREET, PRESTON",2.0,1.0,0,3072,209021428,Apartment,9.40278,2.84331,0.56829,0.6835399999999999,0.79506,415.0
"670 ARMSTRONG ROAD, WYNDHAM VALE",4.0,2.0,2,3024,213051590,House,37.66626,4.03414,3.59611,,,305.0
"671 LYGON STREET, CARLTON NORTH",3.0,1.0,2,3054,206071140,House,3.71255,2.90253,0.1289199999999999,0.71825,,650.0
"674 COBDEN TERANG ROAD, COBRICO",4.0,2.0,3,3266,217031475,House,209.11877,9.48474,0.7126699999999999,8.10284,8.08273,280.0
"674 COBDEN-TERANG ROAD, COBRICO",4.0,2.0,3,3266,217031475,House,208.14316,8.509120000000001,0.26294,7.12723,7.10712,280.0
"68 BENJAMIN STREET, SUNSHINE",3.0,1.0,3,3020,213011336,House,13.08529,0.3882,0.46912,0.69777,1.30428,280.0
"68 CASTLEMAINE STREET, YARRAVILLE",2.0,1.0,0,3013,213031352,House,8.60942,0.90199,0.61339,2.77105,0.98068,450.0
"68 CEMETERY ROAD, ELPHINSTONE",3.0,2.0,2,3448,202021028,House,112.34909,15.82819,0.8284600000000001,23.10845,1.20046,300.0
"68 EVERARD STREET, FOOTSCRAY",3.0,1.0,1,3011,213031348,House,8.52097,0.29728,0.24527,0.8129299999999999,1.27283,382.5
"68 FRANCIS STREET, ASCOT VALE",2.0,1.0,1,3032,206031113,Apartment,6.26154,0.7222999999999999,0.94635,,0.55831,495.0
"68 HIGH STREET, AXEDALE",3.0,2.0,2,3551,202021029,House,139.75259,25.43573,0.193,,,200.0
"68 MCMURRAY CRESCENT, HOPPERS CROSSING",3.0,2.0,1,3029,213051362,House,31.72189,3.03553,0.45521,2.97177,,295.0
"68 MEMORIAL DRIVE, PLENTY",4.0,1.0,2,3090,209031213,House,27.4711,0.21577,0.6582100000000001,,,328.3333333333333
"68 NARRACAN CONNECTION ROAD, THORPDALE",3.0,1.0,2,3835,205011078,House,133.90806,8.58982,4.14809,7.41196,9.45185,250.0
"68 NEWRY STREET, CARLTON NORTH",2.0,2.0,0,3054,206071140,House,2.93016,2.12014,0.57004,1.35674,,650.0
"68 PALMERSTON STREET, CARLTON",3.0,2.0,1,3053,206041117,House,2.33997,0.50881,1.11242,1.7781600000000002,,850.0
"68 PARKER ROAD, WANDIN EAST",2.0,1.0,1,3139,211051285,Apartment,54.45815,,0.8703,,,275.0
"68 PATAS ROAD, MAIDEN GULLY",4.0,2.0,2,3551,202011023,House,153.75705,,1.76073,,,290.0
"68 ROSENEATH STREET, CLIFTON HILL",3.0,2.0,1,3068,206071145,House,4.832529999999999,0.3877,0.64671,5.364310000000001,0.57313,790.0
"68 STANLEY STREET, IVANHOE",3.0,1.0,1,3079,209011200,House,11.3818,0.7211900000000001,0.00369,,2.08096,590.0
"68 SWEENEY DRIVE, NARRE WARREN",3.0,1.0,2,3805,212021456,House,44.20793,0.69921,1.42955,4.41536,1.53798,300.0
"68 THE CRESCENT, SASSAFRAS",2.0,2.0,0,3787,211051282,House,48.56382,1.0382,2.43384,,,325.0
"680 PRINCES HIGHWAY, NICHOLSON",4.0,1.0,1,3882,205021082,House,288.86725,2.39196,3.09748,90.96569,2.51386,240.0
"681 LANG LANG POOWONG ROAD, NYORA",4.0,2.0,0,3987,205031089,House,99.86892,1.98086,2.1533200000000003,8.04739,1.85109,400.0
"684 MIDLAND HIGHWAY, MOUNT ROWAN",4.0,1.0,2,3352,201011008,House,119.05494,4.32716,4.87025,4.41587,,420.0
"685 HIGH STREET, PRAHRAN",2.0,1.0,1,3181,206061136,House,8.68358,,0.42739,1.73227,2.05327,600.0
"68A KERFERD STREET, TATURA",2.0,1.0,1,3616,216031419,House,172.6815,12.00311,0.3795,0.69213,0.36951,230.0
"69 ADELAIDE STREET, MORNINGTON",3.0,2.0,2,3931,214021592,House,74.06994,0.54669,1.23901,0.7244400000000001,,530.0
"69 BARBARA CRESCENT, AVONDALE HEIGHTS",3.0,1.0,1,3034,210011533,House,12.3451,2.20309,0.8630800000000001,1.1828800000000002,,350.0
"69 BASSETT DRIVE, STRATHFIELDSAYE",4.0,2.0,2,3551,202011024,House,154.44211,,1.21933,7.117850000000001,,440.0
"69 BEVERIDGE GULLY ROAD, HARRIETVILLE",4.0,2.0,2,3741,204031069,House,338.88534000000004,0.2427,0.52419,43.00055,24.79368,350.0
"69 CAREY'S ROAD, SCARSDALE",3.0,1.0,2,3351,201031015,House,137.75589000000002,1.69578,3.44121,,2.4525,300.0
"69 CAWKWELL STREET, MALVERN",3.0,1.0,2,3144,208041194,House,10.94174,0.75664,0.8417100000000001,1.52132,0.69455,800.0
"69 DARNLEY DRIVE, SKYE",3.0,1.0,2,3977,214011376,House,56.0773,,1.7211800000000002,,,316.6666666666667
"69 FOLEYS ROAD, DEER PARK",3.0,2.0,2,3023,213011569,House,25.21212,0.91021,2.54349,4.30497,1.75528,350.0
"69 FOURTH AVENUE, ROSEBUD",2.0,2.0,1,3939,214021384,House,91.14798,2.70966,1.25212,2.33352,,240.0
"69 HASTINGS STREET, WENDOUREE",3.0,1.0,1,3355,201011008,House,120.8136,0.35329,0.8400700000000001,0.8399800000000001,,233.33333333333334
"69 KING STREET, BENDIGO",2.0,1.0,0,3550,202011018,House,150.60656,2.03749,0.9924,0.77415,1.35744,550.0
"69 LEICHHARDT AVENUE, BURNSIDE HEIGHTS",3.0,2.0,2,3023,213041462,House,31.6151,,0.1896399999999999,,,400.0
"69 MITCHELL STREET, WODONGA",3.0,1.0,4,3690,204031492,House,313.57766,0.96946,0.65753,0.3830199999999999,2.46306,290.0
"69 MOORE ROAD, AIRPORT WEST",2.0,1.0,0,3042,210011226,House,15.55432,1.6061500000000002,0.7373500000000001,3.58502,,365.0
"69 OAKWOOD ROAD, ALBANVALE",3.0,1.0,1,3021,213011333,House,27.99289,1.04566,1.13428,2.46735,,300.0
"69 ROSEBERY STREET, ALTONA MEADOWS",3.0,1.0,1,3028,213021342,House,23.74645,0.86861,0.55151,,,300.0
