address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"21 WOLOMINA CRESCENT, WERRIBEE",4.0,2.0,2,3030,213051468,House,42.55249,1.7713599999999998,2.41426,,18.81227,,,,400.0
"21 YEA SPRINGS DRIVE, YEA",4.0,2.0,2,3717,204011062,House,129.15273,1.59979,2.90769,1.0418,7.435350000000001,3.42735,2.78297,,445.0
"21-23 PLEASANT RISE, CROYDON SOUTH",3.0,3.0,3,3136,211031452,House,30.66155,2.0952800000000003,1.90142,,,,,,700.0
"21/1 MANNA GUM COURT, COBURG",3.0,2.0,2,3058,206011497,House,9.69166,0.6007899999999999,0.90636,0.19015,,,,,650.0
"21/110-112 WATTLETREE ROAD, MALVERN",1.0,1.0,1,3144,208041194,Apartment,11.507879999999998,0.39642,0.82535,1.21293,0.75301,,1.57139,,290.0
"21/12-32 PECKS ROAD, SYDENHAM",3.0,1.0,1,3037,213011339,House,26.6326,0.3518799999999999,1.10104,0.7747200000000001,2.38959,,,,360.0
"21/18 MAWBEY STREET, KENSINGTON",1.0,1.0,1,3031,206041121,Apartment,5.03703,0.25864,0.7129800000000001,0.57961,0.93393,,,,350.0
"21/2 MONCKTON PLACE, CAROLINE SPRINGS",2.0,1.0,1,3023,213041463,House,31.55937,0.09406,2.84343,0.80813,,,,,360.0
"21/211 GOLD STREET, CLIFTON HILL",2.0,1.0,1,3068,206071145,House,4.40128,0.2940299999999999,0.21042,5.68563,0.85827,2.98741,,,440.0
"21/22 BLANDFORD STREET, WEST FOOTSCRAY",2.0,1.0,1,3012,213031351,House,9.56986,0.19007,0.49106,,2.28359,,4.32779,,350.0
"21/243 BLACKBURN ROAD, DONCASTER EAST",2.0,1.0,2,3109,207021424,House,22.58775,0.72163,0.2991,,,,,,380.0
"21/26 THE RIDGE, ROXBURGH PARK",3.0,2.0,2,3064,210051544,House,22.901580000000003,,0.58828,1.68574,2.36381,,,,360.0
"21/2A BATES STREET, MALVERN EAST",1.0,1.0,1,3145,208041195,Apartment,13.96413,1.1259400000000002,1.25656,2.73629,2.40902,,,4.2073,320.0
"21/3 PAYNE STREET, CAULFIELD NORTH",2.0,1.0,1,3161,208021177,House,12.79323,1.37018,1.89711,0.7507,0.92575,,,1.66542,450.0
"21/32 LATS AVENUE, CARRUM DOWNS",3.0,2.0,1,3201,214011370,House,49.22717,0.6023,0.67496,1.62553,,,,,380.0
"21/39 CORNISH STREET, SUNBURY",2.0,1.0,1,3429,210041540,House,40.2115,1.06078,0.52101,,1.80861,,,,355.0
"21/41 RAILWAY AVENUE, OAKLEIGH",1.0,1.0,0,3166,212051326,Apartment,20.52102,2.11478,1.42445,2.41657,1.54993,2.44738,2.59591,,220.0
"21/43 GRANDVIEW GROVE, PRAHRAN",1.0,1.0,2,3181,206061136,Apartment,7.91356,,0.43813,2.0332,2.00891,,0.81137,,425.0
"21/5 ARCHIBALD ST, BOX HILL",1.0,1.0,0,3128,207031163,Apartment,19.935740000000003,0.21003,0.81843,0.71378,0.20267,1.24847,0.67828,0.7503200000000001,260.0
"21/8-10 MOUNT VIEW PARADE, MOOROOLBARK",1.0,1.0,0,3138,211051281,Apartment,36.09203,1.91362,0.66762,1.06758,0.40535,,0.65431,,250.0
"21/804 MAIN ROAD, ELTHAM",2.0,2.0,1,3095,209031209,House,23.37388,0.42731,0.62358,0.95482,0.96302,,1.3700899999999998,,450.0
"21/806 WARRIGAL ROAD, MALVERN EAST",2.0,1.0,1,3145,208041195,House,17.216639999999998,1.75998,1.85701,2.14042,2.11308,,,1.2052,320.0
"210 BAXTER TOORADIN ROAD, BAXTER",2.0,1.0,2,3911,214021385,House,60.59537,2.20219,0.35226,4.23403,1.99406,,,,460.0
"210 CRAIG ROAD, DEVON MEADOWS",4.0,2.0,6,3977,212031308,House,63.94075,5.34511,4.92417,,15.68141,,,,690.0
"210 MAIN ROAD, GOLDEN POINT",3.0,1.0,6,3451,202021027,House,116.42496,6.96036,0.32554,4.90589,1.11843,6.63567,5.22667,,380.0
"210 MORRIS ROAD, HOPPERS CROSSING",3.0,1.0,2,3029,213051361,House,29.61467,2.09212,1.31222,3.4818,1.9327,,,,320.0
"210 RAGLAN STREET, PRESTON",2.0,1.0,1,3072,209021428,House,9.58012,2.59621,0.28325,1.14403,1.26805,1.14425,1.99661,3.54284,500.0
"210/1 ACACIA PLACE, ABBOTSFORD",1.0,1.0,1,3067,206071139,Apartment,4.63995,3.40529,1.51707,2.11163,2.53088,,2.51474,,360.0
"210/1-5 DONALD STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.060689999999999,,0.36879,0.5004700000000001,0.55606,,1.79747,,250.0
"210/10-13 PORTER STREET, PRAHRAN",2.0,1.0,1,3181,206061136,Apartment,6.5068,,0.61794,0.2137,0.72242,,1.5107000000000002,,450.0
"210/153B HIGH STREET, PRAHRAN",1.0,1.0,1,3181,206061136,Apartment,6.67054,,0.7816799999999999,0.07422,0.55875,,1.18095,,320.0
"210/20 QUEEN STREET, BLACKBURN",1.0,1.0,1,3130,207031161,Apartment,21.99364,0.72729,0.92714,1.31855,0.1834,,,1.04656,370.0
"210/25-31 GRIMSHAW STREET, GREENSBOROUGH",2.0,2.0,1,3088,209011197,House,21.9596,1.0796,0.59846,1.7593299999999998,1.16721,,0.89947,,380.0
"210/30 WRECKYN STREET, NORTH MELBOURNE",1.0,1.0,1,3051,206041506,Apartment,1.91648,0.49111,1.17831,0.81696,1.71752,,,,370.0
"210/4 ACACIA PLACE, ABBOTSFORD",2.0,1.0,1,3067,206071139,Apartment,4.63881,3.40416,1.51593,2.11049,2.52975,,2.5136,,450.0
"210/60 ISLINGTON STREET, COLLINGWOOD",1.0,1.0,1,3066,206071141,Apartment,3.12913,,,0.27458,,0.89601,,,1716.0
"210/8 PORTER STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.49171,,0.60285,0.19861,0.70733,,1.49561,,265.0
"210/80 ORMOND STREET, KENSINGTON",2.0,1.0,1,3031,206041121,House,4.63615,0.33393,0.27782,1.70524,0.54545,,,,320.0
"2101 LYELL ROAD, REDESDALE",4.0,1.0,4,3444,202021028,House,120.16721,8.65549,8.56147,51.75507,35.34612,51.75746,51.14004,,400.0
"2102/28 BOUVERIE STREET, CARLTON",2.0,2.0,0,3053,206041117,House,1.48268,0.5591,1.19757,0.8688899999999999,0.94941,,1.68725,,550.0
"2103/15 CARAVEL LANE, DOCKLANDS",2.0,2.0,1,3008,206041118,House,2.80235,0.67948,0.31808,,0.15193,,,2.4899,550.0
"2105/1 ASCOT VALE ROAD, FLEMINGTON",2.0,1.0,1,3031,206031115,Apartment,5.26295,0.8755599999999999,1.30838,1.95025,0.82029,,1.26595,,420.0
"2106/3-5 ST KILDA ROAD, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,6.49016,1.04558,1.66091,0.5347799999999999,,,,,450.0
"2108B/100 HARBOUR ESPLANADE, DOCKLANDS",1.0,1.0,1,3008,206041118,Apartment,3.0047,0.50988,1.27157,,0.20389,,,1.44946,325.0
"210A/611 VICTORIA STREET, ABBOTSFORD",1.0,1.0,1,3067,206071139,Apartment,4.09125,2.8566,0.96838,1.5629300000000002,1.98219,,1.96604,,650.0
"211 BARNARD STREET, BENDIGO",3.0,1.0,1,3550,202011018,House,151.09941,0.6911900000000001,0.8077000000000001,0.43811,1.95192,1.567,1.68506,1.12608,480.0
"211 FAULKNERS ROAD, MOUNT COTTRELL",4.0,4.0,2,3024,213041359,House,43.97256,1.15125,8.605120000000001,,10.42571,,,,750.0
"211 MORNINGTON-TYABB ROAD, MOOROODUC",2.0,1.0,2,3933,214021385,House,69.1262,1.32271,1.21698,7.98947,9.74269,,,,400.0
"211 MOUNT DANDENONG TOURIST ROAD, FERNY CREEK",3.0,2.0,4,3786,211051282,House,46.41533999999999,1.13424,1.3879,,,,5.21554,,590.0
"211 PAGE STREET, MIDDLE PARK",3.0,2.0,0,3206,206051128,House,5.9945200000000005,1.23553,0.37826,1.446,0.7943300000000001,,3.99938,,1350.0
"211 STATION STREET, FAIRFIELD",3.0,1.0,1,3078,206021110,House,8.85426,1.13544,0.7725,,1.00278,,,,530.0
"211 TRAMWAY PARADE, BEAUMARIS",3.0,2.0,2,3193,208011168,House,23.45202,1.80604,1.4091600000000002,1.98997,,,1.34296,1.3056,1095.0
"211/10 CLINCH AVENUE, PRESTON",1.0,1.0,1,3072,209021428,Apartment,10.05879,2.65204,1.13093,0.94749,0.3949,2.1955500000000003,0.59246,3.17121,360.0
"211/171-173 INKERMAN STREET, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,8.19029,0.70168,0.8083899999999999,1.1973900000000002,,,,,340.0
"211/237 NAPIER STREET, FITZROY",1.0,1.0,1,3065,206071142,Apartment,2.48115,0.69186,0.22845,0.7593799999999999,1.30438,1.75095,0.35608,,450.0
"211/436-442 HUNTINGDALE ROAD, MOUNT WAVERLEY",1.0,1.0,1,3149,212051324,Apartment,18.30389,1.3856700000000002,0.80962,3.90517,,5.70802,2.19056,7.1119200000000005,350.0
"211/6 LORD STREET, RICHMOND",1.0,1.0,1,3121,206071517,Apartment,4.61277,0.47396,1.45938,1.21029,1.61586,,,,440.0
"211/6 VICTORIA STREET, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,8.2813,0.85301,1.10297,1.77952,0.5707300000000001,,,,580.0
"211/63 ACLAND STREET, ST KILDA",2.0,2.0,1,3182,206051514,House,7.69462,0.1528199999999999,1.51233,1.80747,0.28657,,,,550.0
"211/89 RODEN STREET, WEST MELBOURNE",1.0,1.0,1,3003,206041510,Apartment,2.25654,0.61554,0.79889,0.99759,,,,,350.0
"211/9 RENVER RD, CLAYTON",2.0,1.0,1,3168,212051567,Apartment,24.04075,2.34384,1.8376,1.65717,,,,,415.0
"2110 BALLARTO ROAD, CLYDE",3.0,1.0,4,3978,212011548,House,64.47554,6.71896,1.72455,13.94315,7.023479999999999,14.94318,15.16961,,390.0
"2112/22-24 JANE BELL LANE, MELBOURNE",1.0,1.0,1,3000,206041504,Apartment,0.5601900000000001,0.35314,,,0.41514,,0.83161,,350.0
"211A RAGLAN STREET, SALE",2.0,2.0,2,3850,205051103,House,219.54491,0.67464,0.49835,0.65744,3.06636,,3.062,,420.0
"212 ANAKIE ROAD, BELL PARK",3.0,1.0,2,3215,203021047,House,73.98692,0.56959,0.79834,1.03707,3.94058,,,,400.0
"212 LOWER PLENTY ROAD, ROSANNA",3.0,1.0,2,3084,209011198,House,16.30317,0.65664,0.61336,2.27245,0.63812,2.6692,2.3061700000000003,,470.0
"212/181 FITZROY STREET, ST KILDA",2.0,1.0,1,3182,206051513,Apartment,6.304270000000001,0.91051,1.88462,0.34889,,,,,735.0
"212/198 ST KILDA ROAD, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,7.31341,0.7646900000000001,1.02398,1.0493,,,,,340.0
"212/300 VICTORIA STREET, BRUNSWICK",2.0,1.0,1,3056,206011496,House,5.85579,0.48396,0.3479,0.41341,0.53998,,1.34071,,450.0
"212/4 BIK LANE, FITZROY NORTH",2.0,1.0,1,3068,206071143,House,3.9919,0.8175800000000001,0.8645499999999999,0.94744,2.03898,,,,440.0
"212/408 LYGON STREET, BRUNSWICK EAST",2.0,1.0,1,3057,206011106,House,5.333069999999999,0.73762,0.7337400000000001,,,,,,440.0
"212/47 NELSON PLACE, WILLIAMSTOWN",1.0,1.0,0,3016,213021346,Apartment,13.68086,0.4437799999999999,0.7916599999999999,2.36449,0.2777,2.2059,0.27896,,380.0
"212A/60 WAVERLEY ROAD, MALVERN EAST",3.0,1.0,0,3145,208041195,House,14.04104,0.44988,0.43618,2.36057,1.5933499999999998,,,3.83158,235.0
"212B/60 WAVERLEY ROAD, MALVERN EAST",3.0,1.0,0,3145,208041195,House,14.04104,0.44988,0.43618,2.36057,1.5933499999999998,,,3.83158,235.0
"212C WALNUT AVENUE, MILDURA",3.0,2.0,2,3500,215021469,House,543.18719,0.6747799999999999,0.47566,0.70438,2.4476,1.81665,2.02017,,375.0
"213 / 30 - 32 LILYDALE GROVE, HAWTHORN EAST",1.0,1.0,1,3123,207011152,Apartment,8.43632,0.42999,0.52751,2.41615,0.43309,,,,300.0
"213 GRANT STREET, GOLDEN POINT",3.0,1.0,2,3451,201011483,House,114.7297,0.7146699999999999,0.48118,0.67377,,,,,370.0
"213 MERRIANG SOUTH ROAD, MERRIANG SOUTH",2.0,1.0,0,3737,204031071,House,290.398,4.83009,6.52592,6.78796,6.03103,6.705310000000001,6.0301800000000005,,230.0
"213 OLD GEELONG ROAD, SKIBO",3.0,2.0,1,3260,217031471,House,200.91786,2.8141700000000003,4.07882,4.14735,3.97121,6.1433,3.73181,,290.0
"213 RUSSELL STREET, NEWINGTON",4.0,1.0,4,3350,201011002,House,117.8084,0.8594400000000001,0.15624,0.97124,4.0066500000000005,2.36493,3.10038,,395.0
"213 VICTORIA STREET, BALLARAT EAST",3.0,2.0,2,3350,201011481,House,112.43007,1.07585,1.3155899999999998,1.13698,1.20055,,,,430.0
"213/ K13 RALEIGH STREET, WINDSOR, WINDSOR",1.0,1.0,0,3181,206051514,Apartment,6.20547,2.48866,1.23203,0.42206,1.2314200000000002,,,,200.0
"213/1 LYGON STREET, BRUNSWICK",2.0,2.0,1,3056,206011496,House,3.97187,1.06632,1.82414,1.6928599999999998,1.29933,,2.54525,,470.0
"213/153B HIGH STREET, PRAHRAN",1.0,1.0,1,3181,206061136,Apartment,6.77004,,0.88119,0.17373,0.65826,,1.34668,,299.0
"213/42 PORTER STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.5124,,0.92998,0.95395,0.90982,,1.09318,,180.0
"213/5 DUDLEY STREET, CAULFIELD EAST",1.0,1.0,0,3145,208021177,Apartment,14.30104,2.3800700000000004,2.907,0.58774,1.04254,,,2.67532,261.6666666666667
"213/50 CATAMARAN DRIVE, WERRIBEE SOUTH",2.0,1.0,1,3030,213051368,House,38.43835,2.20604,3.62248,2.59934,11.50756,10.58019,11.77692,,375.0
"213/7 REDHILL TERRACE, DONCASTER EAST",1.0,1.0,1,3109,207021424,Apartment,25.01593,2.47879,1.85391,,,,,,370.0
"213/K13 RALEIGH STREET, WINDSOR",1.0,1.0,0,3181,206051514,Apartment,6.19316,2.47635,1.21972,0.40975,1.21911,,,,200.0
"213A/23-25 CUMBERLAND ROAD, PASCOE VALE",1.0,1.0,1,3044,210031538,Apartment,11.9662,0.17058,0.5167999999999999,0.5469700000000001,,,,,320.0
"213C/23-25 CUMBERLAND ROAD, PASCOE VALE",1.0,1.0,1,3044,206011109,Apartment,10.06559,0.6270399999999999,1.80261,0.07044,,,0.37842,,340.0
"214 6 STATION STREET, MOORABBIN",1.0,1.0,1,3189,208031191,Apartment,20.1283,3.62824,1.42266,0.4167,0.59262,5.48107,0.56577,,390.0
"214 FORREST STREET, ARDEER",3.0,1.0,1,3022,213011328,House,23.13681,0.44398,0.39415,,3.74349,2.65385,,,300.0
"214 MARIBYRNONG ROAD, MOONEE PONDS",3.0,1.0,0,3039,206031116,House,7.371029999999999,1.2834100000000002,0.26148,,1.84625,1.47006,2.47077,,400.0
"214/12-32 LUX WAY, BRUNSWICK",2.0,2.0,1,3056,206011496,House,6.49085,0.72866,0.99496,0.43931,0.47531,,1.08518,,440.0
"214/26 BREESE STREET, BRUNSWICK",1.0,1.0,1,3056,206011495,Apartment,6.70106,0.27738,1.35545,,0.2572,,0.61362,,310.0
"214/45 YORK STREET, RICHMOND",2.0,2.0,1,3121,206071518,House,3.16093,2.6331100000000003,0.32748,1.10769,0.47856,,0.77539,,570.0
"214/9 RENVER ROAD, CLAYTON",1.0,1.0,1,3168,212051567,Apartment,24.10162,2.40471,1.89847,1.71804,,,,,380.0
"2148 LARDNERS TRACK, TETOORA ROAD",5.0,2.0,2,3821,205011079,House,119.4775,15.85179,1.53982,6.67791,15.75998,15.19238,16.56429,,480.0
"215 COMMERCIAL RD, KOROIT",3.0,1.0,2,3282,217041478,House,274.08972,1.3676400000000002,0.90878,25.33089,8.37869,1.5786300000000002,0.84029,,390.0
"215 COMMERCIAL ROAD, KOROIT",3.0,1.0,2,3282,217041478,House,274.08997,1.36789,0.90903,25.33064,8.378440000000001,1.57889,0.8405499999999999,,390.0
"215 COMMERCIAL STREET, MERBEIN",3.0,1.0,1,3505,215021396,House,554.20281,0.85482,2.55102,0.21436,1.84445,,1.0720999999999998,,290.0
"215 FELLOWS ROAD, POINT LONSDALE",4.0,3.0,2,3225,203031052,House,108.32461,0.25871,0.82737,3.23871,,,4.71529,,650.0
"215 SCHOOL ROAD, SHEPPARTON EAST",2.0,1.0,1,3631,216031594,Apartment,187.76867,7.92775,1.46481,7.774319999999999,8.58917,,9.17379,,350.0
"215 STATION STREET, PORT MELBOURNE",2.0,1.0,0,3207,206051130,Apartment,4.42947,1.15463,1.46481,,0.51944,,1.31442,,650.0
"215/181 EXHIBITION STREET, MELBOURNE",1.0,1.0,1,3000,206041503,Apartment,0.98105,0.08506,,0.11462,0.41213,,0.62161,,330.0
"215/218 BAY ROAD, SANDRINGHAM",1.0,1.0,1,3191,208011173,Apartment,21.10537,0.7231799999999999,0.7467699999999999,0.5814400000000001,2.21399,1.3988,2.28472,,340.0
"215/3 SNAKE GULLY DRIVE, BUNDOORA",2.0,2.0,1,3083,209021205,Apartment,15.72757,1.70184,2.00645,2.63127,0.06763,0.6923400000000001,,1.3203699999999998,380.0
"215/394-398 MIDDLEBOROUGH ROAD, BLACKBURN",2.0,1.0,1,3130,207031161,Apartment,21.227580000000003,1.06368,0.95155,2.20033,0.2936999999999999,,,1.95123,390.0
"215/394-398 MIDDLEBOROUGH ROAD, BLACKBURN",2.0,1.0,1,3130,207031161,House,21.227580000000003,1.06368,0.95155,2.20033,0.2936999999999999,,,1.95123,390.0
"215/8 PORTER STREET, PRAHRAN",1.0,1.0,0,3181,206061136,Apartment,6.49971,,0.61086,0.20661,0.7153400000000001,,1.50362,,275.0
"215/9-15 DAVID STREET, RICHMOND",2.0,1.0,2,3121,206071518,House,4.86662,0.56914,0.4321399999999999,1.11344,1.00309,,1.52755,,540.0
"215C/168 VICTORIA ROAD, NORTHCOTE",2.0,2.0,1,3070,206021499,House,8.18314,0.40113,1.2695,0.91322,1.2178699999999998,,1.3565699999999998,,495.0
"216 BLACKBURN ROAD, BLACKBURN SOUTH",4.0,1.0,2,3130,207031162,House,24.99401,1.49032,0.4218,0.90494,,,,,500.0
"216 BOURKE ROAD, CLARINDA",3.0,1.0,1,3169,212041309,House,26.07312,2.23872,1.6653399999999998,,,,,,400.0
"216 DON STREET, BENDIGO",3.0,1.0,2,3550,202011018,House,150.62191,0.72334,0.5106700000000001,0.90074,2.71505,2.02963,1.20755,1.8175,320.0
"216 EMERALD MONBULK ROAD, MONBULK",3.0,2.0,2,3793,211051279,House,54.90185,,0.92191,2.93504,,,0.7871,,490.0
"216 EMERALD-MONBULK ROAD, MONBULK",3.0,2.0,2,3793,211051279,House,54.90391,,0.91984,2.93297,,,0.7891699999999999,,490.0
"216 GRAND RIDGE ROAD, SEAVIEW",4.0,1.0,1,3820,205011079,House,123.61888,11.34541,3.50755,13.71183,19.90135,19.33375,20.70567,,360.0
"216 JOBS GULLY ROAD, JACKASS FLAT",4.0,2.0,2,3556,202011019,House,158.58525,1.60552,3.25815,2.78934,4.01473,,3.2833,,400.0
"216 LONGFORD-LOCHSPORT ROAD, LONGFORD",2.0,1.0,2,3851,205051100,House,216.48133,2.36725,2.94227,,,,,,340.0
"216 MONBULK ROAD, THE PATCH",3.0,1.0,2,3792,211051282,House,52.36813,3.2796,2.07404,,,,5.9597,,370.0
"216 WENDOUREE PARADE, LAKE WENDOUREE",3.0,1.0,2,3350,201011002,House,116.64469,1.66234,1.42615,1.89579,3.1491,1.5451,2.78395,,510.0
"216/141 WAVERLEY ROAD, MALVERN EAST",1.0,1.0,0,3145,208041195,Apartment,13.75032,0.60853,0.5948300000000001,2.65127,1.88404,,,4.12227,240.0
"217 SPENCER STREET, SEBASTOPOL",3.0,2.0,2,3356,201011484,House,120.3116,1.253,0.6544099999999999,2.14609,,,,,300.0
"217/100 PLENTY ROAD, PRESTON",1.0,1.0,1,3072,209021428,House,9.17696,2.68937,0.4837599999999999,0.81276,0.93677,0.8129700000000001,1.6653399999999998,3.54627,340.0
"217/150 KERR STREET, FITZROY",1.0,1.0,1,3065,206071142,Apartment,2.78937,1.00167,0.70008,0.78342,1.61419,2.05917,1.09546,,1651.0
"217/8 GARFIELD STREET, RICHMOND",1.0,1.0,1,3121,206071518,Apartment,3.02915,2.77743,0.4383999999999999,1.252,0.49649,,1.00346,,350.0
"2172 FIFTEENTH ST, IRYMPLE",5.0,1.0,0,3498,215021395,House,535.13988,0.53162,2.06706,1.45187,0.34756,,,,450.0
"218 EASTBOURNE ROAD, ROSEBUD",4.0,1.0,1,3939,214021384,House,90.64727,0.65291,0.81657,1.31026,,2.52714,1.38486,,550.0
"218/1 WESTLEY AVENUE, IVANHOE",2.0,1.0,1,3079,209011200,Apartment,11.73462,0.79501,0.44881,,1.05192,0.68457,,,470.0
"218/24 BARKLY STREET, BRUNSWICK EAST",1.0,1.0,1,3057,206011106,Apartment,4.103,0.58769,0.6058,,,,,,390.0
"218/380 BAY STREET, BRIGHTON",2.0,2.0,1,3186,208011169,House,12.44893,1.08904,1.32623,0.87426,0.43176,1.88443,0.89664,,595.0
"218/66 MT ALEXANDER ROAD, TRAVANCORE",2.0,2.0,1,3032,206031115,House,4.093570000000001,0.50571,0.60074,0.66931,1.43517,,1.22982,,380.0
"2187A MAROONDAH HIGHWAY, BUXTON",3.0,2.0,2,3711,204011054,House,104.77419,13.76379,0.22906,24.53632,30.42153,30.1235,11.66525,,430.0
"219 MAIN ROAD EAST, ST ALBANS",4.0,2.0,2,3021,213011335,House,21.37769,1.26414,1.03783,0.71733,1.54967,,,,450.0
"219 WOORLONG AVENUE, RED CLIFFS",3.0,1.0,2,3496,215021399,House,537.94638,5.42485,4.270149999999999,5.7693,6.91657,6.74029,6.4945900000000005,,350.0
"219/390 QUEEN STREET, ALTONA MEADOWS",2.0,2.0,1,3028,213021342,Apartment,23.33064,0.88109,0.5710599999999999,,,,,,350.0
"21A BARRY STREET, TOOTGAROOK",2.0,1.0,1,3941,214021383,House,94.76224,0.3932,0.37161,,,,3.92787,,340.0
"21A CATHERINE STREET, GEELONG WEST",2.0,1.0,1,3218,203021040,Apartment,76.64116,0.49989,0.5357999999999999,1.84202,,,,,420.0
"21A CATHERINE STREET, GEELONG WEST",2.0,1.0,1,3218,203021040,House,76.64116,0.49989,0.5357999999999999,1.84202,,,,,420.0
"21A FOLLETT RD, CHELTENHAM",1.0,1.0,1,3192,208031188,House,28.77174,2.0626,0.92822,2.89666,2.69314,,1.63424,2.07408,365.0
"21A FOLLETT ROAD, CHELTENHAM",1.0,1.0,1,3192,208031188,House,28.77174,2.0626,0.92822,2.89666,2.69314,,1.63424,2.07408,365.0
"21A GREAT OCEAN ROAD, JAN JUC",3.0,2.0,2,3228,203031053,House,104.56943,1.10459,2.71739,2.9687,,,2.9641,1.80922,500.0
"21A HIGH STREET, RUSHWORTH",1.0,1.0,1,3612,216011410,House,171.26882999999998,6.48763,0.7189099999999999,25.21953,0.6834199999999999,0.14109,0.51287,,423.0
"21A MCARTHURS ROAD, ALTONA NORTH",3.0,2.0,1,3025,213021343,House,14.18737,0.43112,0.7048300000000001,0.94592,2.10794,,0.26542,1.5073800000000002,500.0
"21A MESSINA CRESCENT, KEILOR LODGE",4.0,4.0,2,3038,213011340,House,23.06176,0.49807,2.68406,1.28236,2.6259,,,,570.0
"21A OLD CRESWICK RD, WENDOUREE",2.0,1.0,1,3355,201011008,House,118.64071,1.42803,2.53682,1.99541,,,,3.46708,370.0
"21A RAYNER STREET, ALTONA",3.0,2.0,2,3018,213021341,House,21.23254,0.72656,0.25775,1.08961,0.9642,0.9001399999999999,,,600.0
"21A SMITH STREET, NORTH BENDIGO",2.0,2.0,1,3550,202011018,House,153.11048000000002,0.9201,0.52032,1.81866,3.41424,1.22128,3.69612,2.58849,495.0
"21A ULEY STREET, BENDIGO",1.0,1.0,1,3550,202011018,Apartment,152.18145,0.80315,0.94963,0.88963,2.64468,0.45173,2.76709,1.81893,250.0
"21A/113 COUNTRY CLUB DRIVE, SAFETY BEACH",2.0,1.0,1,3936,214021377,House,81.93884,2.20236,3.70866,3.93462,,,2.43304,,380.0
"21B CALLISTEMON COURT, BAIRNSDALE",3.0,2.0,2,3875,205021081,House,283.68353,1.20857,2.70289,3.19637,3.38106,5.27729,2.33061,,370.0
"21B INKERMAN STREET, MAIDSTONE",4.0,2.0,1,3012,213031347,House,9.54143,0.33591,1.49734,2.06063,3.90804,,0.37929,,630.0
"21D UPTON STREET, ALTONA",4.0,3.0,2,3018,213021341,House,18.99139,0.8485900000000001,0.13106,1.33849,0.7364299999999999,0.7188300000000001,,,580.0
"22 ALAMEIN ST, MORWELL",3.0,1.0,3,3840,205041096,House,153.452,0.55284,0.14553,1.63885,2.68155,3.22019,3.1229,,340.0
"22 ALBANY COURT, WERRIBEE",3.0,2.0,2,3030,213051467,House,32.47285,2.19487,0.47656,3.16987,,,,,365.0
"22 ALGERD WAY, PAKENHAM",4.0,2.0,2,3810,212011549,House,61.54849,2.58191,1.45784,,,,,,420.0
"22 AMBERLEY DRIVE, CHELTENHAM",2.0,2.0,1,3192,208011171,House,23.57446,0.66277,1.92987,3.23429,1.77933,,,,550.0
"22 AMBON STREET, ASHBURTON",3.0,1.0,2,3147,207011146,House,15.15012,0.46159,0.47089,,0.3518799999999999,,1.21003,,500.0
"22 ANDERSON STREET, DIMBOOLA",3.0,1.0,1,3414,215011390,House,336.61153,1.22141,1.48858,2.28024,1.10095,0.17654,0.97366,,260.0
"22 ANGOVE STREET, CRAIGIEBURN",3.0,2.0,1,3064,210051542,House,41.57452,,0.91285,,,,,,390.0
"22 APIUM STREET, CLYDE",4.0,2.0,1,3978,212031303,House,55.94828,13.26612,2.0808,6.73854,2.03009,,,,440.0
"22 ARGYLE PLACE NORTH, CARLTON",2.0,1.0,0,3053,206041117,House,1.55525,0.48168,0.85124,0.99344,1.6589,,0.84789,,535.0
"22 AVERNE STREET, CRANBOURNE",3.0,1.0,2,3977,212031300,House,50.25386,5.217899999999999,1.10682,2.20322,1.27768,,2.74333,2.25923,380.0
"22 BANKSIDE DRIVE, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,57.29354,6.27333,0.84186,3.00269,6.37553,,,,470.0
"22 BARADINE STREET, CHADSTONE",3.0,2.0,1,3148,212051319,House,17.68751,1.3817000000000002,0.23863,0.3154599999999999,,,,,575.0
"22 BEARD STREET, ARMSTRONG CREEK",4.0,2.0,2,3217,203031489,House,93.98822,5.24151,13.62603,2.42828,,,13.5798,,450.0
"22 BEAUMONT COURT, SYDENHAM",3.0,1.0,3,3037,213011339,House,26.962490000000003,0.80192,1.11017,2.03654,2.71948,,,,390.0
"22 BEMBRIDGE CRESCENT, VENTNOR",4.0,2.0,2,3922,205031091,House,147.64141,0.38979,8.447370000000001,10.77114,,,8.50948,,450.0
"22 BENTLEY TERRACE, QUARRY HILL",4.0,2.0,2,3550,202011021,House,150.48784,2.70767,2.1980500000000003,3.10148,,,,,420.0
"22 BLYTH STREET, BREAMLEA",3.0,1.0,2,3227,203031489,House,103.92032,0.00958,12.99645,9.56367,,,12.950209999999998,,420.0
