address,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"3/8 LAUREL STREET, MORWELL",2.0,1.0,1,3840,205041096,Apartment,156.39213,2.07137,1.38645,0.2834,4.24537,4.784020000000001,4.68673,,200.0
"3/8 VERA STREET, BENTLEIGH EAST",3.0,2.0,1,3165,208021427,House,21.09128,1.71776,0.9666,1.33796,,,2.15666,,449.0
"3/8-9 FIELDMAN COURT, CORIO",2.0,1.0,1,3214,203021486,Apartment,67.28305999999999,0.49638,1.00293,1.89633,3.67349,,,,265.0
"3/80 ENTERPRISE DRIVE, BUNDOORA",3.0,2.0,4,3083,209041216,House,20.75389,,0.98848,1.1508699999999998,,,,,400.0
"3/80 KEELEY LANE, CARLTON NORTH",2.0,1.0,1,3054,206071140,Apartment,3.34475,2.53473,0.68531,0.49487,,,,,595.0
"3/80 MT DANDENONG ROAD, RINGWOOD EAST",2.0,1.0,2,3135,211031267,Apartment,29.01976,0.75283,0.92227,3.60414,0.7635299999999999,1.1529,,,320.0
"3/808 HUMFFRAY STREET STH, BALLARAT",2.0,1.0,1,3350,201011483,House,115.81504,1.70895,0.67499,1.7591199999999998,,,,,185.0
"3/83 ARNOLD STREET, BENDIGO",2.0,1.0,1,3550,202011018,House,152.27342000000002,0.89511,0.92416,0.9816,2.6192,0.42625,2.85906,1.79346,370.0
"3/83 RAILWAY STREET NORTH, ALTONA",2.0,1.0,1,3018,213021341,Apartment,18.19629,0.4395799999999999,0.8909400000000001,1.77102,0.50212,0.43805,,,315.0
"3/83 YARRA STREET, HEIDELBERG",1.0,1.0,1,3084,209011198,Apartment,14.61176,0.15685,0.6477999999999999,0.7688200000000001,0.67679,1.0015,1.10731,,300.0
"3/85 RIDGEWAY PARADE, SUNSHINE WEST",3.0,1.0,1,3020,213011338,House,23.36436,0.7422000000000001,0.69864,0.9196,0.37668,,,,366.6666666666667
"3/86 BLESSINGTON STREET, ST KILDA",2.0,1.0,0,3182,206051513,Apartment,7.961489999999999,0.25936,0.57435,0.51395,,,,,370.0
"3/86 MAJOR ROAD, FAWKNER",2.0,1.0,1,3060,210031237,Apartment,13.84263,0.8707,0.66569,0.64493,2.10917,,,,310.0
"3/87 BIBLE STREET, ELTHAM",2.0,1.0,1,3095,209031209,Apartment,24.33936,0.62205,0.28752,1.50447,0.70882,,0.49513,,370.0
"3/88 VICTORIA STREET, WILLIAMSTOWN",2.0,1.0,1,3016,213021346,House,14.17053,0.29866,0.91865,0.56422,0.78489,0.36829,2.33275,,340.0
"3/894-896 TOORAK ROAD, CAMBERWELL",3.0,2.0,1,3124,207011150,House,10.9362,0.7532000000000001,0.806,,2.7673400000000004,,,1.15219,570.0
"3/9 ASCOT STREET, MALVERN",1.0,1.0,1,3144,208041194,Apartment,10.93512,0.2399099999999999,0.21487,0.5072099999999999,1.37123,,0.8786799999999999,,380.0
"3/9 BOURKE STREET, RINGWOOD",3.0,2.0,1,3134,211031266,House,27.40421,0.67832,1.33992,1.81067,0.91986,,0.49869,1.22124,390.0
"3/9 CAMP STREET, DONALD",2.0,1.0,2,3480,215031400,Apartment,278.32344,2.02449,1.1165999999999998,0.37813,1.43586,0.74275,1.31488,,180.0
"3/9 FRANKLIN ROAD, DONCASTER EAST",2.0,1.0,1,3109,207021425,Apartment,21.07914,0.28613,0.34117,1.43049,,,0.71825,2.13983,335.0
"3/9 HUGHES PARADE, RESERVOIR",3.0,2.0,2,3073,209021524,House,14.99311,,0.66869,0.6971499999999999,,,,,470.0
"3/9-11 BLANTYRE AVENUE, CHELSEA",2.0,1.0,1,3196,208031186,Apartment,47.815160000000006,1.61971,0.54631,2.39811,0.3383899999999999,,0.1315,,420.0
"3/90 BEVERIDGE STREET, SWAN HILL",2.0,1.0,1,3585,215031404,Apartment,341.95816,0.56204,1.4063,0.4931999999999999,0.98814,0.70098,2.46142,,200.0
"3/90 THE AVENUE, PARKVILLE",4.0,1.0,1,3052,206041124,House,3.36923,0.40449,,2.77331,0.8719199999999999,2.33806,1.05176,,750.0
"3/93 DELAWARE STREET, RESERVOIR",2.0,1.0,1,3073,209021525,Apartment,12.35092,4.8898,1.88511,3.34854,,,,,310.0
"3/93 LAKE BUNGA BEACH ROAD, LAKES ENTRANCE",2.0,1.0,1,3909,205021084,Apartment,322.63897,1.00699,3.01885,5.11737,,,5.060479999999999,,210.0
"3/95 LAKE BUNGA BEACH ROAD, LAKE BUNGA",2.0,1.0,0,3909,205021084,Apartment,322.66588,1.0339,3.04576,5.14429,,,5.08739,,210.0
"3/95 MACALISTER STREET, SALE",1.0,1.0,1,3850,205051103,Apartment,213.85639,0.20111,0.78801,0.1852899999999999,1.99917,,1.0506,,150.0
"3/98 MAIN STREET, UPWEY",2.0,1.0,1,3158,211051284,Apartment,43.85923,0.4304,0.69175,0.90393,0.38526,,,,290.0
"3/98 RATHMINES STREET, FAIRFIELD",3.0,1.0,1,3078,206021110,House,8.66847,1.1683,0.52411,,0.75439,,,,470.0
"3/99 ESSEX STREET, PASCOE VALE",3.0,1.0,1,3044,210031538,House,10.99582,0.02457,0.7351599999999999,1.6495,,,,,370.0
"3/99 THE STRAND, NEWPORT",3.0,2.0,4,3015,213021344,House,10.98641,0.3690199999999999,1.64551,3.16662,1.24639,,0.8516,,620.0
"30 AIREYS STREET, AIREYS INLET",2.0,1.0,2,3231,203031049,House,122.9025,1.98767,11.17402,,,20.34487,10.53098,,320.0
"30 AMBON STREET, ASHBURTON",4.0,4.0,1,3147,207011146,House,15.21819,0.52966,0.53896,,0.41995,,1.2781,,360.0
"30 ARMADALE DRIVE, NARRE WARREN",4.0,2.0,2,3805,212021456,House,43.92809,0.4338999999999999,1.2621,4.64966,1.61163,,,2.65784,380.0
"30 AYRVALE AVE, LAKE GARDENS",3.0,2.0,2,3355,201011002,House,122.93444,0.85652,3.40613,1.85295,1.93786,4.39669,5.63063,,300.0
"30 AYRVALE AVENUE, LAKE GARDENS",3.0,2.0,2,3355,201011002,House,123.07131,0.8633099999999999,3.41292,1.85974,2.07473,4.403479999999999,5.63741,,300.0
"30 BALFOUR STREET, NORTH GEELONG",5.0,2.0,2,3215,203021047,House,76.03345,0.8379099999999999,1.82002,1.44148,1.86713,,,,650.0
"30 BERRIMA ROAD, ROSANNA",3.0,2.0,2,3084,209011198,House,15.60788,0.77499,0.6489199999999999,1.36569,1.05979,2.65614,1.61088,,522.5
"30 BLAXLAND AVE, FRANKSTON SOUTH",3.0,1.0,2,3199,214011373,House,56.89577,1.39668,1.71843,1.59644,,,,,420.0
"30 BLAXLAND AVENUE, FRANKSTON SOUTH",3.0,1.0,2,3199,214011373,House,56.89817,1.39908,1.72083,1.5988399999999998,,,,,420.0
"30 BREAKNECK ROAD, MALMSBURY",2.0,1.0,0,3446,202021030,House,96.3808,10.70055,1.75169,1.90974,3.1980500000000003,11.17202,1.7821300000000002,,230.0
"30 CAHILL STREET, BRIAGOLONG",3.0,1.0,2,3860,205051101,House,244.19034,0.23157,0.40814,19.8113,15.2703,19.4565,0.45885,,240.0
"30 CAMBRIDGE STREET, ARMADALE",2.0,1.0,2,3143,206061135,Apartment,9.87121,1.03651,1.49927,,0.3516,,,,700.0
"30 CAVERSHAM DRIVE, PAKENHAM",3.0,2.0,2,3810,212011552,House,56.69603,,1.57496,3.49798,0.86351,,,,400.0
"30 CHURCH STREET, GLENLYON",3.0,1.0,2,3461,201021011,House,99.39657,13.48666,1.20065,11.1305,10.24728,11.31787,11.19448,,340.0
"30 COLLEGE AVENUE, TRARALGON",4.0,2.0,3,3844,205041493,House,165.05341,,0.55648,0.0598,1.7043499999999998,,2.94979,,345.0
"30 CORADJIL ROAD, SIMPSON",3.0,1.0,1,3266,217031475,House,194.07464,3.59098,4.10146,22.47157,22.10166,27.04055,21.14276,,220.0
"30 COXON PARADE, NORTH GEELONG",3.0,1.0,1,3215,203021047,House,71.86932,0.45976,2.2404,2.61081,1.65797,,,,360.0
"30 CROWN STREET, RICHMOND",3.0,1.0,1,3121,206071518,House,5.07937,0.5201,0.3118999999999999,0.82365,1.2158399999999998,,1.23776,,650.0
"30 DAIRY LANE, FERNTREE GULLY",3.0,1.0,1,3156,211011448,House,38.43352,0.5162,1.30667,4.20946,5.17881,6.29485,,1.97341,380.0
"30 DRAKE STREET, MALMSBURY",3.0,2.0,2,3446,202021030,House,97.08516,11.40491,1.78605,2.61411,1.2397,11.87639,1.53832,,340.0
"30 EASTERN VIEW DRIVE, EASTWOOD",4.0,2.0,2,3875,205021082,House,299.43806,24.7994,9.09542,111.44796,29.49368,137.24669,30.42217,,410.0
"30 EBDEN STREET, BALLARAT",3.0,1.0,1,3350,201011481,House,114.46166,0.1773799999999999,1.47171,1.19811,2.59255,,,,250.0
"30 ELLAROO CIRCUIT, CLYDE NORTH",3.0,2.0,2,3978,212031555,House,51.3269,,,1.47606,,,,,370.0
"30 EVERTON GROVE, SURREY HILLS",3.0,2.0,2,3127,207031167,House,13.97767,,0.86311,,1.65894,,,,800.0
"30 FREDERICK STREET, BRUNSWICK",3.0,1.0,1,3056,206011495,House,6.77865,0.65188,1.09177,,0.5964299999999999,,0.7454400000000001,,670.0
"30 FRISWELL AVENUE, FLORA HILL",3.0,2.0,4,3550,202011021,House,152.50769,2.2135,2.15882,0.98206,,,,,316.6666666666667
"30 GILES STREET, MIRBOO NORTH",4.0,1.0,1,3871,205031090,House,154.87495,8.52828,0.58682,1.95447,25.67434,26.36828,0.44714,,280.0
"30 GRANDVIEW ROAD, NEWMERELLA",3.0,1.0,1,3886,205021085,House,366.36959,4.1719,0.7546900000000001,5.42642,3.172,6.46979,4.8241700000000005,,180.0
"30 GREENGABLE COURT, CROYDON HILLS",3.0,1.0,3,3136,211031265,House,35.268190000000004,0.05089,1.12732,2.3327,,,,,490.0
"30 HAKEA DRIVE, MOUNT MARTHA",3.0,1.0,1,3934,214021382,House,74.19725,0.78737,1.51135,,,,,,340.0
"30 HAYDENS ROAD, BEAUMARIS",3.0,1.0,1,3193,208011168,House,22.8178,1.61642,1.32792,0.88321,,,0.86203,0.82467,730.0
"30 HILLTOP COURT, YARRA JUNCTION",2.0,1.0,1,3797,211051286,House,67.54498,4.70116,1.40364,2.5046,,,1.2412,,290.0
"30 HOLDEN ST, CAMPERDOWN",3.0,1.0,1,3260,217031471,House,197.94892,0.56726,1.11435,0.76866,2.12947,0.90411,1.9133,,240.0
"30 INDIANA AVENUE, CORIO",3.0,1.0,2,3214,203021486,House,66.84973,0.55816,0.6859700000000001,0.6942200000000001,3.46692,,,,230.0
"30 JORDAN GROVE, GLEN WAVERLEY",3.0,1.0,3,3150,212051321,House,24.21839,0.34567,1.58766,1.86991,,,1.1757,,430.0
"30 KIMBA AVENUE, FRANKSTON",4.0,2.0,4,3199,214011371,House,56.49093,0.90454,2.78922,3.14493,1.53007,4.08258,3.45695,3.88692,410.0
"30 LITTLE PAGE STREET, ALBERT PARK",2.0,1.0,0,3206,206051128,House,5.99272,0.48617,0.6303,0.42101,2.12537,,3.99759,,525.0
"30 MENZIES ROAD, MENZIES CREEK",3.0,1.0,2,3159,211051274,House,57.0076,1.1681400000000002,0.30506,7.02214,5.38575,,7.58665,,350.0
"30 MERNDA STREET, SUNSHINE WEST",4.0,1.0,3,3020,213011338,House,14.13373,1.11843,0.95321,1.39413,2.75485,,,,340.0
"30 MILLER STREET, BENDIGO",3.0,2.0,2,3550,202011021,House,151.80595000000002,1.6033499999999998,1.49679,1.48002,,,,,340.0
"30 MULGRAVE STREET, ASHWOOD",3.0,2.0,2,3147,212051319,House,19.02664,0.6736,1.38149,0.86112,,,,,505.0
"30 NAPIER STREET, INVERLEIGH",3.0,1.0,2,3321,203011035,House,99.57509,33.81513,0.54769,,0.73909,,0.45161,,320.0
"30 NAPOLEON STREET, WEST FOOTSCRAY",3.0,2.0,2,3012,213031351,House,10.41314,1.0336800000000002,0.93968,,1.5081,,3.56069,,400.0
"30 NARAMBI ROAD, MORNINGTON",3.0,1.0,2,3931,214021591,House,71.18182,0.17183,0.46758,3.41099,1.53349,,,,340.0
"30 O'SHEAS ROAD, CHRISTMAS HILLS",4.0,2.0,1,3775,209031212,House,45.48771,2.84925,2.87373,24.98094,,,,,600.0
"30 ORCHARD CIRCUIT, SHEPPARTON",3.0,2.0,2,3630,216031416,House,183.37163,0.41601,1.21629,1.03562,,0.8589600000000001,,,380.0
"30 OSCAR DRIVE, SEBASTOPOL",3.0,2.0,1,3356,201011484,House,117.70613,1.2314,1.12947,1.2743,,,,,280.0
"30 OU0027SHEAS ROAD, CHRISTMAS HILLS",4.0,2.0,1,3775,209031212,House,42.66928,3.00256,0.0552999999999999,22.1625,,,,,600.0
"30 PALM TREE DRIVE, SAFETY BEACH",2.0,2.0,2,3936,214021377,House,83.00845,0.73181,4.42963,7.17425,,,3.83657,,365.0
"30 PARK DRIVE, MARIBYRNONG",3.0,2.0,2,3032,213031349,House,10.08481,1.3215599999999998,0.93451,2.69922,,,,2.59587,580.0
"30 PASCO STREET, WILLIAMSTOWN",2.0,1.0,0,3016,213021346,Apartment,12.74489,0.40776,0.2867099999999999,1.46237,1.17688,1.6853,0.83717,,465.0
"30 PEMBROKE AVENUE, FRANKSTON",4.0,2.0,4,3199,214011372,House,56.02382,0.89871,1.02369,1.14615,,,,0.65022,400.0
"30 REDWOOD ROAD, GEMBROOK",3.0,2.0,1,3783,212011289,House,69.51738,0.19228,0.7862,11.25337,12.21285,,12.81257,,325.0
"30 ROD LAVER WAY, BARANDUDA",4.0,2.0,2,3691,204031491,House,323.13838,1.53064,1.32087,2.29907,11.53601,,,,360.0
"30 SCAMPTON CRESCENT, TULLAMARINE",5.0,3.0,8,3043,210051250,House,19.25482,0.73073,0.98762,,,,,,600.0
"30 SEAHAVEN WAY, SAFETY BEACH",4.0,2.0,2,3936,214021377,House,81.31833999999999,1.10448,6.08896,8.83357,,,5.49589,,695.0
"30 SEAHAZE STREET, ARTHURS SEAT",3.0,1.0,1,3936,214021377,House,89.45805,2.05369,5.29406,7.84227,,,5.8081000000000005,,385.0
"30 SISELY AVENUE, EAST WANGARATTA",3.0,1.0,3,3678,204021066,House,240.56778,0.58557,1.09433,1.26716,1.53869,1.5689000000000002,0.8471900000000001,,290.0
"30 SLEVIN STREET, NORTH GEELONG",2.0,1.0,2,3215,203021047,House,71.15666,1.15535,1.57031,2.01128,0.98788,,,,272.5
"30 SMITH STREET, WOORINEN SOUTH",3.0,1.0,0,3588,215031405,House,353.24922,3.60409,0.2673999999999999,,0.91018,70.23277,18.25643,,210.0
"30 SNAPSHOT DRIVE, COBURG NORTH",3.0,2.0,2,3058,210031236,House,9.64641,0.7043200000000001,4.6960500000000005,2.93197,2.63369,,,,500.0
"30 STAPLEY CRESCENT, CHADSTONE",3.0,2.0,2,3148,212051319,House,18.15273,2.66962,1.73206,1.56515,,,,,470.0
"30 STATION CREEK WAY, BOTANIC RIDGE",4.0,2.0,2,3977,212031303,House,56.26227,2.59246,1.5186,6.27286,11.23067,,,,550.0
"30 STRONG DRIVE, HAMPTON PARK",3.0,1.0,4,3976,212031561,House,42.627660000000006,,1.04332,,,,,,330.0
"30 SWAN ROAD, MUNRO",3.0,1.0,0,3862,205051101,House,241.12791,11.55979,2.96227,23.42609,1.4787,23.07128,11.67124,,190.0
"30 TANGYES STREET, PASCOE VALE",3.0,1.0,1,3044,210031538,House,11.61851,0.40885,0.5834400000000001,1.38858,,,,,496.0
"30 TARCOOLA WAY, SANDHURST",4.0,2.0,2,3977,214011376,House,47.06425,,4.704470000000001,,,,,,450.0
"30 TOBRUK AVENUE, HEIDELBERG WEST",3.0,3.0,2,3081,209011199,House,13.1931,1.32278,0.72494,0.50473,,,0.7826799999999999,,520.0
"30 TRIPLETT AVENUE, ASCOT",4.0,2.0,2,3551,202011025,House,159.81303,2.28911,2.24651,6.189970000000001,2.4568600000000003,,,,340.0
"30 TUCKER STREET, HORSHAM",3.0,1.0,2,3400,215011388,House,300.74059,1.56915,0.67355,1.60459,1.52928,0.90307,1.658,,310.0
"30 WALKER STREET, DONALD",2.0,1.0,1,3480,215031400,House,277.65647,1.44907,0.44144,1.77324,0.22691,1.83148,0.64791,,170.0
"30 WARBURTON DRIVE, LUCAS",3.0,2.0,2,3350,201011001,House,125.6787,2.2463,1.84191,,,,,,315.0
"30 WESTS ROAD, MARIBYRNONG",3.0,2.0,2,3032,213031349,House,10.2363,1.05893,1.64415,1.4698099999999998,,,,1.58546,400.0
"30 WHIMBREL COURT, ROSEBUD WEST",5.0,2.0,4,3940,214021384,House,93.73652,0.08644,0.6585700000000001,1.83959,,2.65254,1.44809,,480.0
"30 WILSON STREET, WARRNAMBOOL",3.0,1.0,2,3280,217041480,House,261.76217,0.4903,0.46835,2.35792,2.28002,2.49323,2.7606,,330.0
"30 WINDELLA AVENUE, KEW EAST",3.0,2.0,4,3102,207011154,House,9.79944,0.45688,0.09267,2.04347,,,,0.76274,895.0
"30 WOODS ST, LAVERTON",3.0,1.0,1,3028,213051363,House,22.05154,0.08996,0.65063,,0.47676,,0.26866,,290.0
"30 WOODS STREET, LAVERTON",3.0,1.0,1,3028,213051363,House,22.05154,0.08996,0.65063,,0.47676,,0.26866,,290.0
"30 WRIGHT STREET, CLIFTON HILL",2.0,1.0,1,3068,206071145,Apartment,5.9325,0.4841,1.48524,3.88437,0.64243,2.34516,,,600.0
"30/29 BENDALL STREET, KENSINGTON",2.0,1.0,1,3031,206041121,Apartment,5.05443,0.2246999999999999,0.73037,0.6133099999999999,0.95133,,,,360.0
"30/352 CANTERBURY ROAD, ST KILDA",2.0,1.0,1,3182,206051514,Apartment,6.80266,1.58904,0.23896,0.91552,0.10349,,,,490.0
"30/472 BEACH ROAD, BEAUMARIS",2.0,1.0,1,3193,208011168,Apartment,24.33229,0.8456699999999999,1.16043,2.42304,,,1.54328,1.50592,380.0
"30/8 MORESBY COURT, CRAIGIEBURN",2.0,1.0,1,3064,210051543,Apartment,37.59654,,1.50935,,,,,,310.0
"30/80 ENTERPRISE DRIVE, BUNDOORA",2.0,1.0,2,3083,209041216,House,20.67053,,0.90512,1.0675,,,,,340.0
"30/92 GREY STREET, ST KILDA",1.0,1.0,1,3182,206051514,Apartment,7.96948,0.92701,0.79115,1.25675,0.65567,,,,250.0
"300 BELGRAVE GEMBROOK ROAD, CLEMATIS",3.0,1.0,1,3782,212011289,House,54.77546,2.89973,1.89705,3.82685,0.21022,,1.92678,,400.0
"300 BROADWALK BOULEVARD, POINT COOK",4.0,2.0,2,3030,213051466,House,28.51657,,4.20021,2.30121,,,,,510.0
"300 LENNOX STREET, RICHMOND",2.0,2.0,0,3121,206071517,House,4.11533,1.10219,1.04933,0.80836,0.47799,,,,750.0
"3008/3 SANDBELT CLOSE, HEATHERTON",2.0,2.0,1,3202,208031191,House,24.4324,0.5174099999999999,2.16979,2.86797,5.61986,0.14864,5.12089,,350.0
"301 MAIN RD, GOLDEN POINT",3.0,1.0,0,3451,201011483,House,115.02336,0.50146,0.7609,0.90084,,,,,250.0
"301 MAIN ROAD, GOLDEN POINT",3.0,1.0,0,3451,201011483,House,115.02336,0.50146,0.7609,0.90084,,,,,250.0
"301/185 ROSE STREET, FITZROY",1.0,1.0,0,3065,206071142,Apartment,3.43971,1.4373399999999998,0.5472,1.21909,2.26116,2.60081,1.43804,,420.0
"301/188 PEEL STREET, NORTH MELBOURNE",1.0,1.0,0,3051,206041506,Apartment,1.3524,0.3858,1.5506099999999998,1.14454,2.80318,,,,300.0
"301/35 - 43 HIGH STREET, GLEN IRIS",2.0,2.0,1,3146,207011150,House,12.77569,0.6938,0.17294,,2.87895,,,3.29052,499.0
"301/55 JEFFCOTT STREET, WEST MELBOURNE",2.0,1.0,1,3003,206041510,Apartment,1.45802,0.70801,0.90429,0.33491,,,,,505.0
"301/76 BARKLY STREET, ST KILDA",2.0,2.0,1,3182,206051513,House,6.922140000000001,1.00417,1.2186,0.56078,,,,,600.0
"301/78 INKERMAN STREET, ST KILDA",1.0,1.0,1,3182,206051513,Apartment,7.29698,0.6285499999999999,0.8429800000000001,0.93563,,,,,310.0
"301D/604 SWANSTON STREET, CARLTON",2.0,1.0,1,3053,206041117,Apartment,1.4921600000000002,0.3143,1.20706,0.87837,,,1.23137,,500.0
"302 DON ROAD, BADGER CREEK",2.0,1.0,2,3777,211051276,Apartment,67.11679,0.82575,1.89767,4.39025,4.11864,3.63151,4.019010000000001,,310.0
"302 LARTER STREET, GOLDEN POINT",3.0,2.0,2,3451,201011483,House,115.83833,0.37806,0.75266,1.65411,,,,,350.0
"302 RAGLAN STREET SOUTH, BALLARAT CENTRAL",6.0,3.0,5,3350,201011002,House,116.05234,1.68188,0.49849,1.6178800000000002,6.25507,1.20082,1.34432,,595.0
"302/144 COLLINS STREET, MENTONE",2.0,2.0,1,3194,208031190,House,25.84708,1.11824,0.37883,1.02724,0.56514,,0.91553,0.91405,393.3333333333333
"302/300 YOUNG STREET, FITZROY",2.0,1.0,1,3065,206071142,Apartment,2.73024,0.94254,0.64095,0.72429,1.55506,2.00004,1.03633,,450.0
"302/7 ORDNANCE RESERVE, MARIBYRNONG",2.0,1.0,1,3032,213031349,Apartment,9.89275,1.25332,1.3006,1.6642,,,,1.77985,370.0
"302A BUCKLEY STREET, ESSENDON",3.0,1.0,1,3040,206031501,House,9.87488,1.6712,0.3812799999999999,0.2005,,,,,430.0
"303 MACARTHUR ROAD, YARROWEYAH",3.0,2.0,2,3644,216021413,House,248.59553,3.0515,7.37907,26.10986,2.6045,34.24435,33.113589999999995,,370.0
"303 WILLIAMSTOWN ROAD, YARRAVILLE",3.0,2.0,2,3013,213031352,House,10.1655,0.68725,0.9645,1.4126500000000002,1.66027,,1.46909,,480.0
"303/30 LA SCALA AVENUE, MARIBYRNONG",2.0,2.0,1,3032,213031349,House,9.31349,0.34885,2.08209,0.89864,,,,1.40718,420.0
"303/77A LITLLE OXFORD ST, COLLINGWOOD",2.0,1.0,1,3066,206071141,Apartment,2.85886,,0.64659,0.2223899999999999,,1.03332,,,500.0
"303A SKIPTON STREET, BALLARAT",2.0,1.0,3,3350,201011002,House,116.34759,1.97712,0.95477,2.12873,6.76593,1.71168,1.63957,,245.0
"304 CENTRAL AVENUE, SHEPPARTON EAST",4.0,2.0,1,3631,216031594,House,185.65942,10.20716,2.27856,5.66508,6.0368,,6.6033800000000005,,550.0
"304 DAIRY LANE, THE SISTERS",3.0,1.0,2,3264,217041477,House,229.63266,23.28594,14.1649,16.01355,22.66053,16.30807,17.57285,,200.0
"304/232 DRYBURGH STREET, NORTH MELBOURNE",2.0,1.0,1,3051,206041506,Apartment,2.69983,0.16776,1.1008099999999998,0.79191,1.64596,,,,500.0
"304/28 RIDDELL PARADE, ELSTERNWICK",2.0,2.0,1,3185,208021179,House,10.08167,,0.8036599999999999,0.43482,0.23543,,0.4816499999999999,,530.0
"304/44 BEDFORD STREET, COLLINGWOOD",2.0,1.0,1,3066,206071141,Apartment,2.80397,,0.35094,0.19943,,0.97843,,,530.0
"304/7 BELFORD STREET, ST KILDA",2.0,1.0,1,3182,206051514,Apartment,7.59532,0.42217,1.41303,1.70817,0.67847,,,,450.0
"304/747 SYDNEY ROAD, BRUNSWICK",1.0,1.0,0,3056,206011495,Apartment,6.80443,0.34446,1.2529400000000002,,0.42025,,0.43803,,362.0
"304/77-79 POATH ROAD, MURRUMBEENA",1.0,1.0,1,3163,208021181,Apartment,18.68123,1.05929,1.98154,2.57146,0.19747,,1.39647,,365.0
"304/8 MARTIN STREET, HEIDELBERG",2.0,1.0,1,3084,209011198,Apartment,15.09848,0.57426,0.8508,1.09561,0.45718,0.46929,1.077,,380.0
"304/90 LA SCALA AVENUE, MARIBYRNONG",2.0,2.0,0,3032,213031349,House,9.31349,0.34885,2.08209,0.89864,,,,1.40718,410.0
"305 MAIN JINDIVICK ROAD, JINDIVICK",5.0,2.0,3,3818,205011077,House,102.44534,3.42785,2.71586,10.97501,,,10.50631,,320.0
"305 OGILVIE AVE, ECHUCA",3.0,1.0,2,3564,216011406,House,209.55914,1.40743,0.5121100000000001,1.40218,2.65905,1.18827,3.2647600000000003,,270.0
"305 OGILVIE AVENUE, ECHUCA",3.0,1.0,2,3564,216011406,House,209.55914,1.40743,0.5121100000000001,1.40218,2.65905,1.18827,3.2647600000000003,,270.0
"305 ORIEL RD, HEIDELBERG WEST",2.0,2.0,1,3081,209011199,House,14.14694,1.02966,0.74407,0.7226,,,1.9056,,360.0
"305 ORIEL ROAD, HEIDELBERG WEST",2.0,2.0,1,3081,209011199,House,14.14262,1.02534,0.74839,0.72693,,,1.90127,,360.0
"305/10 STANLEY STREET, COLLINGWOOD",3.0,1.0,1,3066,206071141,House,2.76281,,0.35216,0.15827,,0.93727,,,630.0
"305/10-14 HOPE STREET, BRUNSWICK",2.0,2.0,1,3056,206011495,House,6.35805,0.26964,1.51029,,0.33419,,0.31998,,520.0
"305/201 HIGH STREET, PRAHRAN",2.0,1.0,1,3181,206061136,Apartment,6.86503,,0.97617,0.30762,0.62863,,1.22969,,470.0
"305/238 FLINDERS LANE, MELBOURNE",1.0,1.0,0,3000,206041505,Apartment,1.67225,0.96572,,0.90361,1.29151,1.14296,,,350.0
"305/26 MERRI PARADE, NORTHCOTE",1.0,1.0,1,3070,206021500,Apartment,5.630979999999999,0.38114,1.15688,0.5502,0.77479,,,,350.0
"305/441 LONSDALE STREET, MELBOURNE",1.0,1.0,0,3000,206041505,Apartment,1.01992,1.31894,,0.25314,0.48704,0.49249,,,330.0
"305/69 MARSHALL STREET, IVANHOE",1.0,1.0,1,3079,209011200,Apartment,13.69039,0.36776,0.87264,,0.53243,0.67028,,,350.0
"3056 PRINCES HIGHWAY, KALIMNA WEST",3.0,1.0,2,3909,205021084,House,311.98878,2.34658,0.35072,7.01715,,,6.01564,,260.0
"306/141 WAVERLEY ROAD, MALVERN EAST",1.0,1.0,0,3145,208041195,Apartment,13.75292,0.60593,0.59223,2.64866,1.88144,,,4.11967,265.0
"306/157 PARK ROAD, CHELTENHAM",1.0,1.0,1,3192,208031188,Apartment,27.2154,1.40077,0.70674,2.36675,,,0.33199,0.51773,350.0
"306/20 REEVES STREET, CARLTON",1.0,1.0,1,3053,206041117,Apartment,2.73031,0.43705,1.23125,2.1685,,,0.5868300000000001,,420.0
"3063 GLENELG HIGHWAY, LINTON",4.0,1.0,5,3360,201031015,House,148.69569,0.6094400000000001,1.0326,,1.71037,,0.79047,,310.0
"307/116 MARTIN STREET, BRIGHTON",1.0,1.0,1,3186,208011169,Apartment,11.38931,0.8190599999999999,0.55341,0.48317,0.21617,2.4220300000000003,1.64221,,395.0
"307/2 TWEED STREET, HAWTHORN",2.0,1.0,1,3122,207011520,Apartment,6.75159,0.8123400000000001,0.64152,0.7961699999999999,0.92353,,0.95492,,430.0
"307/69 MARSHALL STREET, IVANHOE",2.0,1.0,1,3079,209011200,Apartment,13.69039,0.36776,0.87264,,0.53243,0.67028,,,395.0
"308 CUTHBERTS ROAD, LUCAS",4.0,2.0,2,3350,201011001,House,125.65626,1.65915,1.25476,,,,,,318.5
"308 LARTER STREET, GOLDEN POINT",3.0,1.0,1,3451,201011483,House,115.89835,0.43809,0.81269,1.7141300000000002,,,,,250.0
"308 ROBINSONS ROAD, DEER PARK",3.0,2.0,2,3023,213011569,House,24.79733,1.64962,1.71919,5.02,2.68564,,,,390.0
"3080 KIEWA VALLEY HIGHWAY, KERGUNYAH",4.0,2.0,2,3691,204031075,House,328.67534,8.25318,0.42646,,23.52703,37.63243,18.53257,,320.0
