address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,2019,6,3.0,1.0,2,3169,212041310,House,28.87644,2.1666,2.5543400000000003,2.70697,3.12853,,,,350.0
"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,2019,7,3.0,1.0,2,3169,212041310,House,28.87644,2.1666,2.5543400000000003,2.70697,3.12853,,,,350.0
"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,2019,8,3.0,1.0,2,3169,212041310,House,28.87644,2.1666,2.5543400000000003,2.70697,3.12853,,,,350.0
"1 GILES COURT, WERRIBEE",-37.886405,144.672862,2019,8,3.0,2.0,2,3030,213051467,House,31.67049,1.66781,0.5382,1.61326,,,,,350.0
"1 GLADMAN COURT, KOROIT",-38.2895897,142.3664208,2019,4,3.0,1.0,2,3282,217041478,House,273.80253000000005,0.99163,0.62161,26.61841,7.82757,1.20263,0.5531200000000001,,360.0
"1 GLADMAN COURT, KOROIT",-38.2895897,142.3664208,2019,12,3.0,1.0,2,3282,217041478,House,273.80253000000005,0.99163,0.62161,26.61841,7.82757,1.20263,0.5531200000000001,,360.0
"1 GLENCAPLE COURT, ENDEAVOUR HILLS",-37.95955,145.26503,2019,8,4.0,1.0,2,3802,212021453,House,37.20388,0.73845,1.06147,3.02061,,,,,360.0
"1 GLENDA STREET, WENDOUREE",-37.5251787002,143.8341472002,2019,12,3.0,1.0,4,3355,201011008,House,120.96546,1.8521,0.27649,0.59585,,,,2.01812,340.0
"1 GLENEAGLES COURT, ROWVILLE",-37.91881705,145.22503679,2019,1,2.0,2.0,1,3178,211011256,House,34.81825,0.45359,1.42425,1.42733,,,,,370.0
"1 GLENEAGLES COURT, ROWVILLE",-37.91881705,145.22503679,2019,7,2.0,2.0,1,3178,211011256,House,34.81825,0.45359,1.42425,1.42733,,,,,370.0
"1 GLENEAGLES COURT, ROWVILLE",-37.91881705,145.22503679,2019,10,2.0,2.0,1,3178,211011256,House,34.81825,0.45359,1.42425,1.42733,,,,,370.0
"1 GOLDEN SPRINGS AVENUE, HEPBURN SPRINGS",-37.30699278,144.13984825,2019,3,2.0,1.0,1,3461,201021011,House,116.80947,1.65432,1.09393,5.64676,5.09114,3.79139,4.119689999999999,,325.0
"1 GOOSEBERRY MEWS, BERWICK",-38.030918,145.346115,2019,1,4.0,2.0,2,3806,212021293,House,45.67247,0.7808999999999999,0.82357,1.64478,1.61983,,0.82641,0.56488,400.0
"1 GOOSEBERRY MEWS, BERWICK",-38.030918,145.346115,2019,7,4.0,2.0,2,3806,212021293,House,45.67247,0.7808999999999999,0.82357,1.64478,1.61983,,0.82641,0.56488,410.0
"1 GOOSEBERRY MEWS, BERWICK",-38.030918,145.346115,2019,11,4.0,2.0,2,3806,212021293,House,45.67247,0.7808999999999999,0.82357,1.64478,1.61983,,0.82641,0.56488,400.0
"1 GOTTARD COURT, KEILOR DOWNS",-37.719462,144.805837,2019,2,3.0,2.0,2,3038,213011332,House,23.39874,1.15413,0.42943,0.84051,,,,,470.0
"1 GOTTARD COURT, KEILOR DOWNS",-37.719462,144.805837,2019,3,3.0,2.0,2,3038,213011332,House,23.39874,1.15413,0.42943,0.84051,,,,,470.0
"1 GOTTARD CT, KEILOR DOWNS",-37.719462,144.805837,2019,2,3.0,2.0,2,3038,213011332,House,23.39874,1.15413,0.42943,0.84051,,,,,470.0
"1 GOULBURN, SEYMOUR",-36.9870095002,145.1429518002,2019,11,2.0,1.0,1,3660,204011059,House,105.41491,4.97833,,4.78069,5.95449,4.50587,4.67923,,350.0
"1 GREENEY STREET, ALTONA",-37.857506,144.820605,2019,9,3.0,3.0,3,3018,213021341,House,21.26162,0.48148,0.60299,0.6415,1.46527,2.31455,,,500.0
"1 HAMMENCE STREET, GLEN WAVERLEY",-37.871997,145.169335,2019,1,2.0,1.0,1,3150,212051321,House,26.04323,2.19621,0.5142,2.44047,,,3.08995,,420.0
"1 HAMMOND COURT, ALTONA MEADOWS",-37.874014,144.768459,2019,6,3.0,1.0,4,3028,213021342,House,24.39823,0.79896,1.65685,,,,,,420.0
"1 HANDLEY COURT, BLACKBURN NORTH",-37.80611,145.162208,2019,10,3.0,1.0,2,3130,207031161,House,21.14669,0.7059099999999999,0.56752,1.35478,2.47648,,,1.5918599999999998,400.0
"1 HARRIET STREET, SEDDON",-37.809453,144.889103,2019,11,3.0,1.0,6,3011,213031350,House,8.05959,0.40925,,,1.46895,,,,590.0
"1 HARVARD CT, MILDURA",-34.19901001,142.17971001,2019,9,4.0,2.0,2,3500,215021469,House,542.837,0.35572,3.42796,2.69497,3.17196,5.71346,3.15071,,310.0
"1 HARVEY COURT, ROXBURGH PARK",-37.635317,144.924661,2019,9,4.0,2.0,2,3064,210051544,House,22.13128,,1.5593,1.91224,1.59351,,,,385.0
"1 HARVEY COURT, ROXBURGH PARK",-37.635317,144.924661,2019,10,4.0,2.0,2,3064,210051544,House,22.13128,,1.5593,1.91224,1.59351,,,,385.0
"1 HARVEY COURT, ROXBURGH PARK",-37.635317,144.924661,2019,11,4.0,2.0,2,3064,210051544,House,22.13128,,1.5593,1.91224,1.59351,,,,385.0
"1 HASTINGS AVENUE, BEAUMARIS",-37.979785,145.048482,2019,4,3.0,1.0,2,3193,208011168,House,23.62579,0.91917,1.05561,1.39715,,,2.09577,2.47798,600.0
"1 HAYDN COURT, AIREYS INLET",-38.4546953002,144.1108775002,2019,11,3.0,1.0,1,3231,203031049,House,122.91699,1.95959,11.18851,,,20.31679,10.54547,,410.0
"1 HEATH COURT, SOMERS",-38.388475,145.173982,2019,2,4.0,2.0,2,3927,214021379,House,86.54194,0.36583,1.61715,11.14347,7.07651,,10.59788,,500.0
"1 HERRIOT STREET, BUNINYONG",-37.6575138,143.892334,2019,12,5.0,2.0,4,3357,201011005,House,121.44124,0.95003,0.72933,,,,1.39329,,650.0
"1 HIGHFIELD COURT, TRARALGON",-38.1826771,146.5584388,2019,5,4.0,2.0,2,3844,205041493,House,167.11345,,3.42429,3.1841500000000003,4.56981,,3.49748,,380.0
"1 HIGHFIELD COURT, TRARALGON",-38.1826771,146.5584388,2019,6,4.0,2.0,2,3844,205041493,House,167.11345,,3.42429,3.1841500000000003,4.56981,,3.49748,,380.0
"1 HOBBS COURT, TONGALA",-36.245945,144.951545,2019,8,3.0,2.0,2,3621,216011407,House,213.02566,9.83074,0.92982,15.97323,1.22019,16.406029999999998,0.80562,,380.0
"1 HOBBS COURT, TONGALA",-36.245945,144.951545,2019,10,3.0,2.0,2,3621,216011407,House,213.02566,9.83074,0.92982,15.97323,1.22019,16.406029999999998,0.80562,,380.0
"1 HODDLE LINK, MANOR LAKES",-37.8708117002,144.6019706002,2019,7,4.0,2.0,2,3024,213051579,House,38.74009,,1.28425,,,,,,380.0
"1 HOMEBUSH DRIVE, JUNORTOUN",-36.77333001,144.37425001,2019,6,4.0,2.0,4,3551,202011024,House,160.22098,6.13284,6.07664,3.57898,,,,,495.0
"1 HOOP COURT, WAURN PONDS",-38.21066,144.308838,2019,2,3.0,2.0,2,3216,203021487,House,85.76147,0.4735899999999999,2.52585,1.99837,1.83388,,,,370.0
"1 HOWITT COURT, BERWICK",-38.02383,145.32452,2019,1,4.0,2.0,2,3806,212021293,House,44.87385,0.37847,1.13577,1.46357,3.63006,,3.27483,2.69639,390.0
"1 HOWITT COURT, BERWICK",-38.02383,145.32452,2019,7,4.0,2.0,2,3806,212021293,House,44.87385,0.37847,1.13577,1.46357,3.63006,,3.27483,2.69639,410.0
"1 HOWITT COURT, BERWICK",-38.02383,145.32452,2019,10,4.0,2.0,2,3806,212021293,House,44.87385,0.37847,1.13577,1.46357,3.63006,,3.27483,2.69639,385.0
"1 HOWITT COURT, BERWICK",-38.02383,145.32452,2019,12,4.0,2.0,2,3806,212021293,House,44.87385,0.37847,1.13577,1.46357,3.63006,,3.27483,2.69639,390.0
"1 HUGHES STREET, CORINELLA",-38.414912,145.426079,2019,10,3.0,2.0,1,3984,205031093,House,113.38277,5.93304,0.95027,34.47618,12.57516,36.64767,14.21021,,290.0
"1 IRVINE AVENUE, MOUNT MARTHA",-38.273902,145.009397,2019,4,4.0,2.0,2,3934,214021382,House,78.68727,0.75039,1.43512,,,,,,950.0
"1 JENSEN CRT, ECHUCA",-36.136534,144.743127,2019,7,3.0,2.0,2,3564,216011406,House,210.26811,2.1164,0.74566,2.1111500000000003,2.8926,0.70431,2.26622,,340.0
"1 JENSEN CRT, ECHUCA",-36.136534,144.743127,2019,8,3.0,2.0,2,3564,216011406,House,210.26811,2.1164,0.74566,2.1111500000000003,2.8926,0.70431,2.26622,,340.0
"1 JIANNI WAY, BERWICK",-38.0682793,145.3322669,2019,11,3.0,2.0,2,3806,212021554,House,48.95684,,3.0318400000000003,,,,,,410.0
"1 JOYBELLE WAY, SOUTH MORANG",-37.6497879002,145.0999841002,2019,9,4.0,2.0,2,3752,209041436,House,25.90315,,1.9583,3.65996,3.87012,,,,500.0
"1 KEITH CRESCENT, BROADMEADOWS",-37.693253,144.926074,2019,4,4.0,1.0,3,3047,210051242,House,15.30947,0.09001,0.7269500000000001,1.66675,1.74801,,2.54672,2.7476700000000003,355.0
"1 KENDALL DRIVE, NARRE WARREN",-38.001206,145.304827,2019,2,3.0,2.0,2,3805,212021455,House,41.37531,2.44149,0.40869,,,,,,395.0
"1 KENDALL DRIVE, NARRE WARREN",-38.001206,145.304827,2019,3,3.0,2.0,2,3805,212021455,House,41.37531,2.44149,0.40869,,,,,,395.0
"1 KENDALL DRIVE, NARRE WARREN",-38.001206,145.304827,2019,5,3.0,2.0,2,3805,212021455,House,41.37531,2.44149,0.40869,,,,,,380.0
"1 KEOGH STREET, BURWOOD",-37.855697,145.110241,2019,8,3.0,1.0,2,3125,212051319,House,16.27554,1.09052,1.75169,2.28164,,,,,350.0
"1 KEPPEL COURT, MARYSVILLE",-37.540113,145.752606,2019,6,3.0,1.0,3,3779,204011054,House,102.59998,6.37354,5.61059,41.64961,47.53482,47.23679,5.5488800000000005,,400.0
"1 KIRBY COURT, ST ALBANS",-37.751234,144.802731,2019,3,3.0,1.0,2,3021,213011335,House,23.75267,0.90334,1.03838,2.08503,1.32481,,,,340.0
"1 KRAMER RISE, WIMBLEDON HEIGHTS",-38.478954,145.233125,2019,3,2.0,1.0,0,3922,205031091,House,137.97292000000002,3.56176,4.09808,4.29293,,,4.76121,,275.0
"1 LAKE ROAD, DAYLESFORD",-37.35237,144.140881,2019,5,2.0,1.0,1,3460,201021011,House,111.33885,1.15101,0.8764299999999999,2.76338,2.2077600000000004,2.06856,1.42162,,380.0
"1 LALOR STREET, BALLARAT EAST",-37.566136,143.893852,2019,2,3.0,1.0,2,3350,201011481,House,112.39206,0.89206,1.35829,0.84204,1.35843,,,,295.0
"1 LAMONT AVENUE, THE PATCH",-37.886377,145.389591,2019,9,3.0,2.0,9,3792,211051282,House,52.374300000000005,2.46122,1.25567,,,,8.03039,,600.0
"1 LAMONT CRESCENT, CRANBOURNE",-38.101113,145.270832,2019,6,3.0,1.0,1,3977,212031300,House,52.92896,2.43668,0.31872,1.97918,1.46128,,2.51929,2.0352,360.0
"1 LAMONT CRESCENT, CRANBOURNE",-38.101113,145.270832,2019,8,3.0,1.0,1,3977,212031300,House,52.92896,2.43668,0.31872,1.97918,1.46128,,2.51929,2.0352,340.0
"1 LANDSBOROUGH AVENUE, ROWVILLE",-37.906465,145.256211,2019,8,3.0,2.0,2,3178,211011257,House,37.04864,1.53707,0.83384,,,,,,460.0
"1 LANDSBOROUGH AVENUE, ROWVILLE",-37.906465,145.256211,2019,9,3.0,2.0,2,3178,211011257,House,37.04864,1.53707,0.83384,,,,,,440.0
"1 LAURA AVENUE, BELMONT",-38.180279,144.33625,2019,3,3.0,1.0,0,3216,203021037,House,87.75972999999999,0.84534,0.64177,0.9489,,,,,360.0
"1 LAURISTON COURT, MULGRAVE",-37.92757001,145.15877001,2019,11,3.0,1.0,2,3170,212051325,House,26.31842,2.8099000000000003,0.89173,1.69597,,,,,430.0
"1 LAURISTON COURT, MULGRAVE",-37.92757001,145.15877001,2019,12,3.0,1.0,2,3170,212051325,House,26.31842,2.8099000000000003,0.89173,1.69597,,,,,430.0
"1 LOGAN COURT, SHEPPARTON",-36.40334959,145.41214044,2019,1,3.0,1.0,1,3630,216031594,House,180.23405,2.53548,0.93964,0.92062,2.9661,,4.003340000000001,,250.0
"1 LONSDALE AVENUE, HAMPTON EAST",-37.938004,145.027623,2019,7,2.0,1.0,2,3188,208011172,House,19.17839,0.27863,0.27085,2.41645,3.4615500000000003,3.86353,,,525.0
"1 LUSCOMBE AVENUE, CARRUM DOWNS",-38.093354,145.178367,2019,11,3.0,1.0,2,3201,214011370,House,47.40962,1.73233,1.05534,3.801,,,,,360.0
"1 LYNE STREET, TOORADIN",-38.2093425,145.3758946,2019,5,4.0,2.0,2,3980,212031308,House,70.93378,9.32885,0.81372,,5.017060000000001,,,,450.0
"1 LYNE STREET, TOORADIN",-38.2093425,145.3758946,2019,6,4.0,2.0,2,3980,212031308,House,70.93378,9.32885,0.81372,,5.017060000000001,,,,450.0
"1 LYNE STREET, TOORADIN",-38.2093425,145.3758946,2019,11,4.0,2.0,2,3980,212031308,House,70.93378,9.32885,0.81372,,5.017060000000001,,,,450.0
"1 LYNETTE CRESCENT, LALOR",-37.658924,145.006936,2019,5,3.0,2.0,1,3075,209041530,House,19.94846,,1.17079,1.72127,1.91117,,,,400.0
"1 MACARTHUR STREET, WARRAGUL",-38.153383,145.93769,2019,8,4.0,2.0,1,3820,205011079,House,104.77802,0.13722,1.06368,3.137,2.39629,3.43676,1.77272,,390.0
"1 MACDONALD STREET, BALLARAT",-37.5673024002,143.8707301002,2019,12,3.0,1.0,3,3350,201011481,House,114.44871,1.61369,0.35939,0.6963400000000001,1.48388,,,,320.0
"1 MACKINNON STREET, CORRYONG",-36.1949011,147.902342,2019,3,3.0,1.0,1,3707,204031072,House,434.05109,1.51581,0.5806399999999999,1.1239100000000002,13.98559,0.5009,0.21988,,200.0
"1 MADDERN STREET, BLACK HILL",-37.546449,143.87018,2019,1,3.0,2.0,2,3350,201011482,House,114.73088,1.43039,0.73034,4.636640000000001,2.4403,,,,350.0
"1 MAGNOLIA AVENUE, KINGS PARK",-37.731114,144.780272,2019,5,3.0,1.0,2,3021,213011333,House,25.94022,0.39192,1.07755,1.46561,,,,,310.0
"1 MAGNOLIA WAY, PAYNESVILLE",-37.905068,147.713867,2019,8,5.0,2.0,2,3880,205021086,House,292.72059,1.3263699999999998,1.3563,,,,,,440.0
"1 MAGNOLIA WAY, PAYNESVILLE",-37.905068,147.713867,2019,9,5.0,2.0,2,3880,205021086,House,292.72059,1.3263699999999998,1.3563,,,,,,440.0
"1 MAGPIE STREET, BALLARAT",-37.571538,143.865059,2019,5,3.0,1.0,1,3350,201011483,House,114.85438,0.30993,0.57266,0.7984600000000001,,,,,290.0
"1 MAGPIE STREET, BALLARAT",-37.571538,143.865059,2019,10,3.0,1.0,1,3350,201011483,House,114.85438,0.30993,0.57266,0.7984600000000001,,,,,290.0
"1 MAGPIE STREET, GOLDEN POINT",-37.571538,143.865059,2019,4,3.0,1.0,3,3451,201011483,House,114.85438,0.30993,0.57266,0.7984600000000001,,,,,300.0
"1 MAGPIE STREET, GOLDEN POINT",-37.571538,143.865059,2019,5,3.0,1.0,3,3451,201011483,House,114.85438,0.30993,0.57266,0.7984600000000001,,,,,300.0
"1 MAGPIE STREET, GOLDEN POINT",-37.571538,143.865059,2019,11,3.0,1.0,3,3451,201011483,House,114.85438,0.30993,0.57266,0.7984600000000001,,,,,290.0
"1 MALCALM AVENUE, SURF BEACH",-38.5052847,145.2800819,2019,3,4.0,2.0,3,3922,205031091,House,132.56791,5.08569,7.78088,3.03094,,,8.76707,,390.0
"1 MARIA PLACE, EASTWOOD",-37.81751001,147.64421001,2019,6,3.0,2.0,2,3875,205021081,House,283.69725,1.27232,1.9177,3.21008,3.39477,5.82095,2.34433,,340.0
"1 MARIGOLD STREET, WENDOUREE",-37.5324266,143.817674,2019,6,3.0,1.0,2,3355,201011008,House,121.36514,0.65292,0.4855299999999999,0.71086,,,,0.90758,260.0
"1 MARKS COURT, HARKAWAY",-38.006182,145.350817,2019,8,3.0,2.0,4,3806,212021299,House,47.29963,1.47877,1.2455999999999998,,,,,,550.0
"1 MARY BRYANT COURT, MILL PARK",-37.659852,145.052124,2019,2,4.0,2.0,2,3082,209041220,House,22.667060000000003,,0.3706,2.5365100000000003,,,,,380.0
"1 MARY RD, WANDIN NORTH",-37.7859315,145.4321353,2019,7,3.0,2.0,2,3139,211051285,House,49.79489,,0.7367100000000001,,,,,,500.0
"1 MARY RD, WANDIN NORTH",-37.7859315,145.4321353,2019,8,3.0,2.0,2,3139,211051285,House,49.79489,,0.7367100000000001,,,,,,500.0
"1 MARY STREET, WARRAGUL",-38.156679,145.933467,2019,7,4.0,2.0,6,3820,205011079,House,104.48826,0.5791499999999999,0.8702000000000001,1.85709,1.2073,2.29302,0.70225,,410.0
"1 MAURICE STREET, HERNE HILL",-38.1292229,144.320758,2019,7,3.0,1.0,2,3218,203021040,House,75.92033,0.47297,1.32885,1.0958,,,,,340.0
"1 MEADOWS COURT, CHADSTONE",-37.89028,145.099665,2019,5,3.0,2.0,4,3148,212051319,House,18.54473,2.29349,2.12407,1.95715,,,,,420.0
"1 MERION COURT, ROWVILLE",-37.921374,145.222049,2019,12,4.0,2.0,3,3178,211011256,House,34.77807,0.97348,1.38407,1.38715,,,,,630.0
"1 MEYER STREET, DONALD",-36.367891,142.984855,2019,10,3.0,1.0,1,3480,215031400,House,277.92206,1.17699,0.07446,1.40223,0.34929,1.46047,0.91349,,220.0
"1 MIDDLETON DRIVE, WOORI YALLOCK",-37.781002,145.539866,2019,8,3.0,1.0,3,3139,211051286,House,59.29755,0.74056,1.22272,9.26268,,,7.0736300000000005,,330.0
"1 MINIATA WAY, MANOR LAKES",-37.8689528,144.5922793,2019,2,4.0,2.0,2,3024,213051579,House,40.13479,,2.40147,,,,,,400.0
"1 MINIATA WAY, MANOR LAKES",-37.8689528,144.5922793,2019,3,4.0,2.0,2,3024,213051579,House,40.13479,,2.40147,,,,,,380.0
"1 MINIATA WAY, MANOR LAKES",-37.8689528,144.5922793,2019,10,4.0,2.0,2,3024,213051579,House,40.13479,,2.40147,,,,,,370.0
"1 MINIATA WAY, MANOR LAKES",-37.8689528,144.5922793,2019,11,4.0,2.0,2,3024,213051579,House,40.13479,,2.40147,,,,,,340.0
"1 MITCHELL ST, COBDEN",-38.33209993,143.0734991,2019,4,4.0,1.0,0,3266,217031475,House,201.35892,0.34504,0.8784400000000001,1.88467,1.51476,32.85281,0.55586,,270.0
"1 MITCHELL STREET, COBDEN",-38.3321,143.073485,2019,4,4.0,1.0,2,3266,217031475,House,201.36014,0.34382,0.87966,1.88589,1.51598,32.85402,0.55708,,270.0
"1 MITCHELL STREET, MARIBYRNONG",-37.783998,144.890237,2019,8,5.0,1.0,3,3032,213031349,House,9.22665,0.487,1.99524,0.6989099999999999,,,,1.3203399999999998,520.0
"1 MONASH PLACE, CANADIAN",-37.5914724,143.868372,2019,6,3.0,1.0,2,3350,201011483,House,117.5436,1.05782,1.82836,2.38699,,,,,243.0
"1 MOODIE STREET, TRENTHAM",-37.394744,144.32419,2019,9,3.0,2.0,1,3458,201021011,House,93.1667,16.09823,0.98085,24.15237,1.17987,1.57312,0.8047300000000001,,500.0
"1 MORNANE STREET, PRESTON",-37.750015,145.018539,2019,4,2.0,1.0,2,3072,209021428,House,10.63365,1.71586,1.01046,1.70251,2.3215700000000004,1.44033,1.96699,2.7263200000000003,490.0
"1 MORNANE STREET, PRESTON",-37.750015,145.018539,2019,5,2.0,1.0,2,3072,209021428,House,10.63365,1.71586,1.01046,1.70251,2.3215700000000004,1.44033,1.96699,2.7263200000000003,490.0
"1 MORVEN AVENUE, TECOMA",-37.899939,145.351069,2019,9,3.0,1.0,1,3160,211051284,House,45.73395,2.30511,1.37266,2.7786500000000003,1.49788,,,,520.0
"1 MOUNT BARRON STREET, BALNARRING",-38.36829193,145.13180788,2019,7,3.0,1.0,1,3926,214021379,House,83.05966000000001,1.17593,1.3831,9.2226,5.63433,,9.11599,,480.0
"1 MOUNT BARRON STREET, BALNARRING",-38.36829193,145.13180788,2019,8,3.0,1.0,1,3926,214021379,House,83.05966000000001,1.17593,1.3831,9.2226,5.63433,,9.11599,,480.0
"1 MURRAY STREET, MORNINGTON",-38.2195749,145.0418503,2019,6,3.0,2.0,2,3931,214021592,House,72.69796000000001,0.29997,0.55579,1.66146,,,0.86513,,440.0
"1 MUSSERT AVE, DINGLEY VILLAGE",-37.983033,145.130225,2019,9,4.0,2.0,2,3172,212041313,House,31.91766,0.51767,0.36143,,,,,,580.0
"1 NANTA COURT, SEBASTOPOL",-37.5967,143.845251,2019,4,3.0,2.0,1,3356,201011484,House,119.26985,1.03384,0.07325,1.10434,,,,,280.0
"1 NANTA COURT, SEBASTOPOL",-37.5967,143.845251,2019,5,3.0,2.0,1,3356,201011484,House,119.26985,1.03384,0.07325,1.10434,,,,,280.0
"1 NEVIS STREET, CAMBERWELL",-37.842707,145.07858,2019,1,4.0,2.0,3,3124,207011149,House,13.83857,0.27376,0.91112,2.2631,1.55149,,3.23446,,740.0
"1 NEWELL COURT, CAMPBELLS CREEK",-37.1018821,144.2046695,2019,4,4.0,2.0,2,3451,202021027,House,133.53255,2.60893,1.1902,1.73743,5.40274,6.712350000000001,5.30335,,425.0
"1 NEWELL COURT, CAMPBELLS CREEK",-37.1018821,144.2046695,2019,9,4.0,2.0,2,3451,202021027,House,133.53255,2.60893,1.1902,1.73743,5.40274,6.712350000000001,5.30335,,425.0
"1 NEWRY STREET, FITZROY NORTH",-37.790095,144.976855,2019,7,2.0,1.0,0,3068,206071143,Apartment,3.4270500000000004,1.12422,0.45598,0.38259,2.34562,,,,620.0
"1 NIRVANA CRESCENT, BULLEEN",-37.768327,145.094414,2019,1,4.0,2.0,3,3105,207021156,House,15.19033,1.07963,0.51563,2.67057,,,,0.53577,465.0
"1 NIRVANA CRESCENT, BULLEEN",-37.768327,145.094414,2019,7,4.0,2.0,3,3105,207021156,House,15.19033,1.07963,0.51563,2.67057,,,,0.53577,465.0
"1 NORHAM COURT, BERWICK",-38.046962,145.342112,2019,6,3.0,1.0,2,3806,212021553,House,46.83197,0.72021,1.07272,1.16188,,,,,340.0
"1 OCEANVIEW CRESCENT, SOMERS",-38.391311,145.163586,2019,5,3.0,2.0,3,3927,214021379,House,86.3515,0.35208,0.16966,12.51444,8.92617,,12.40783,,525.0
"1 PARK AVENUE, KEW",-37.795835,145.029662,2019,11,4.0,3.0,6,3101,207011522,House,9.24436,1.28972,1.89556,2.93534,,2.81382,,1.13584,1250.0
"1 PARK AVENUE, KEW",-37.795835,145.029662,2019,12,4.0,3.0,6,3101,207011522,House,9.24436,1.28972,1.89556,2.93534,,2.81382,,1.13584,1250.0
"1 PEGLAR AVENUE, MILDURA",-34.172799,142.155454,2019,9,3.0,1.0,2,3500,215021469,House,545.54556,0.35541,1.0955899999999998,2.59346,1.4373699999999998,1.99261,2.5122,,350.0
"1 PEGLAR AVENUE, MILDURA",-34.172799,142.155454,2019,10,3.0,1.0,2,3500,215021469,House,545.54556,0.35541,1.0955899999999998,2.59346,1.4373699999999998,1.99261,2.5122,,350.0
"1 PEREGRINE DRIVE, KINGLAKE WEST",-37.480382,145.261343,2019,3,3.0,1.0,0,3757,209031211,House,63.16566,25.21577,0.2415,,,,,,350.0
"1 PHAIR COURT, ALTONA",-37.863533,144.814198,2019,2,3.0,1.0,1,3018,213021341,House,20.27775,0.49891,0.6449199999999999,0.32735,0.31631,2.25304,,,430.0
"1 PHILLIP CL, LILYDALE",-37.7590251002,145.3362559002,2019,6,3.0,3.0,2,3140,211051278,House,39.35396,2.54494,0.88448,1.96617,1.71477,,0.7432000000000001,,490.0
"1 PHILLIP CLOSE, LILYDALE",-37.75912001,145.33639001,2019,6,3.0,3.0,2,3140,211051278,House,39.34048000000001,2.53145,0.871,1.95268,1.70129,,0.72972,,490.0
"1 PORTSMOUTH CRESCENT, GROVEDALE",-38.206322,144.329373,2019,3,4.0,1.0,1,3216,203021487,House,86.83684,0.6158899999999999,0.4196,0.6292000000000001,2.71124,,,,430.0
"1 PREMIER COURT, ALTONA MEADOWS",-37.880803,144.766846,2019,11,3.0,2.0,2,3028,213021342,House,25.32511,1.72395,2.28555,,,,,,400.0
"1 PREMIER COURT, ALTONA MEADOWS",-37.880803,144.766846,2019,12,3.0,2.0,2,3028,213021342,House,25.32511,1.72395,2.28555,,,,,,400.0
"1 PRINCETOWN ROAD, SIMPSON",-38.4991151,143.2091854,2019,4,3.0,1.0,1,3266,217031475,House,198.09577,0.35367,0.45931,25.84703,25.47712,30.41601,24.51822,,185.0
"1 PROSPECT COURT, RINGWOOD",-37.806874,145.238133,2019,3,3.0,1.0,1,3134,211031266,House,29.88306,2.64028,3.00313,3.31996,3.12668,,3.29965,2.87293,400.0
"1 READ STREET, COLERAINE",-37.597815,141.696046,2019,4,2.0,1.0,2,3315,217011423,House,344.38494000000003,0.6467999999999999,0.85057,42.31437,0.88178,1.61053,13.57522,,160.0
"1 READ STREET, COLERAINE",-37.597815,141.696046,2019,5,2.0,1.0,2,3315,217011423,House,344.38494000000003,0.6467999999999999,0.85057,42.31437,0.88178,1.61053,13.57522,,160.0
"1 REDAN STREET, BENDIGO",-36.7485712,144.2730355,2019,2,3.0,2.0,1,3550,202011018,House,153.36783,0.7784099999999999,0.5905900000000001,0.71068,2.63708,1.57416,2.68014,1.81124,380.0
"1 REDAN STREET, BENDIGO",-36.7485712,144.2730355,2019,3,3.0,2.0,1,3550,202011018,House,153.36783,0.7784099999999999,0.5905900000000001,0.71068,2.63708,1.57416,2.68014,1.81124,380.0
"1 ROADKNIGHT LANE, TORQUAY",-38.3419249,144.2374759,2019,2,3.0,2.0,1,3228,203031053,House,104.64116,3.51014,3.81611,10.51649,,,10.17719,8.34132,495.0
"1 ROADKNIGHT LANE, TORQUAY",-38.3419249,144.2374759,2019,4,3.0,2.0,1,3228,203031053,House,104.64116,3.51014,3.81611,10.51649,,,10.17719,8.34132,495.0
"1 ROBERT COURT, EASTWOOD",-37.8125143,147.6433974,2019,4,3.0,2.0,2,3875,205021081,House,284.69956,2.11879,2.03037,5.22041,4.81425,5.93363,3.7638,,390.0
"1 ROBERT COURT, EASTWOOD",-37.8125143,147.6433974,2019,6,3.0,2.0,2,3875,205021081,House,284.69956,2.11879,2.03037,5.22041,4.81425,5.93363,3.7638,,390.0
"1 ROCKE STREET, IVANHOE",-37.772591,145.039593,2019,4,4.0,1.0,1,3079,209011200,House,10.83556,0.44161,0.16919,,0.36968,0.14534,,,550.0
"1 ROCKE STREET, IVANHOE",-37.772591,145.039593,2019,5,4.0,1.0,1,3079,209011200,House,10.83556,0.44161,0.16919,,0.36968,0.14534,,,550.0
"1 ROSA AVENUE, SPRINGVALE",-37.958791,145.162751,2019,8,3.0,1.0,1,3171,212041317,House,35.38232,1.97111,0.96533,1.29612,0.33565,,1.43003,,390.0
"1 ROSA AVENUE, SPRINGVALE",-37.958791,145.162751,2019,10,3.0,1.0,1,3171,212041317,House,35.38232,1.97111,0.96533,1.29612,0.33565,,1.43003,,390.0
