address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"27/3374 POINT NEPEAN ROAD, SORRENTO",-38.338378,144.742116,2019,8,2.0,1.0,2,3943,214021383,House,105.74902,0.03037,0.25181,,,,0.45965,,460.0
"27/3374 POINT NEPEAN ROAD, SORRENTO",-38.338378,144.742116,2019,9,2.0,1.0,2,3943,214021383,Apartment,105.74902,0.03037,0.25181,,,,0.45965,,460.0
"27/42 WATERLOO CRESCENT, ST KILDA",-37.86268,144.983379,2019,4,1.0,1.0,1,3182,206051513,Apartment,6.99074,1.06522,1.38509,0.62939,,,,,290.0
"27/42 WATERLOO CRESCENT, ST KILDA",-37.86268,144.983379,2019,5,1.0,1.0,1,3182,206051513,Apartment,6.99074,1.06522,1.38509,0.62939,,,,,290.0
"27/520-528 MITCHAM ROAD, MITCHAM",-37.825423,145.194211,2019,1,2.0,1.0,2,3132,211041270,House,25.82164,0.20318,1.30721,2.0373900000000003,1.2771400000000002,,,,470.0
"27/65 STATION STREET, MALVERN",-37.866281,145.030041,2019,6,2.0,1.0,1,3144,208041194,Apartment,11.53138,0.7546900000000001,1.19752,1.98166,0.056,,1.25735,,480.0
"27/70 ALBERT ROAD, SOUTH MELBOURNE",-37.834682,144.970921,2019,2,2.0,2.0,1,3205,206051512,Apartment,3.62919,0.97519,1.96795,,1.93964,,1.49308,,550.0
"270 AVALON ROAD, AVALON",-38.0601962,144.4265643,2019,10,4.0,2.0,4,3212,203021043,House,61.49472,4.543939999999999,7.76547,6.47268,5.5372,,6.95952,,800.0
"270 OLD DOOKIE ROAD, GRAHAMVALE",-36.3775365002,145.4321368002,2019,12,5.0,3.0,2,3631,216031416,House,184.56534,3.67274,2.52544,2.38702,,4.22459,,,550.0
"2701/81 SOUTH WHARF DRIVE, DOCKLANDS",-37.8222845,144.9369342,2019,5,3.0,2.0,2,3008,206041118,Apartment,4.27513,0.57198,,,1.49795,,,0.9277,950.0
"271 BLAKELEY ROAD, BARKERS CREEK",-37.0315462,144.2418473,2019,5,3.0,2.0,2,3451,202021028,House,124.61377,4.78541,1.60236,16.06908,4.446470000000001,26.90175,21.9764,,450.0
"2711B/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818701,144.946918,2019,11,1.0,1.0,0,3008,206041118,Apartment,2.95156,0.5982999999999999,,,0.29231,,,1.3963299999999998,370.0
"272 BALLARAT ROAD, FOOTSCRAY",-37.788644,144.884173,2019,4,4.0,1.0,2,3011,213031348,House,8.90461,1.0245799999999998,0.2892099999999999,1.22352,2.27211,0.41397,2.87692,,450.0
"272 BALLARAT ROAD, FOOTSCRAY",-37.788644,144.884173,2019,5,4.0,1.0,2,3011,213031348,House,8.90461,1.0245799999999998,0.2892099999999999,1.22352,2.27211,0.41397,2.87692,,440.0
"272 BEECHWORTH ROAD, WODONGA",-36.132487,146.8871,2019,2,3.0,2.0,2,3690,204031492,House,313.45675,0.6606000000000001,1.04869,0.90074,2.34216,1.4148900000000002,1.78305,,300.0
"272 BEECHWORTH ROAD, WODONGA",-36.132487,146.8871,2019,12,3.0,2.0,2,3690,204031492,House,313.45675,0.6606000000000001,1.04869,0.90074,2.34216,1.4148900000000002,1.78305,,300.0
"2725 MIDLAND HIGHWAY, LETHBRIDGE",-37.9729895,144.1426303,2019,12,3.0,2.0,7,3332,203011035,House,94.59777,16.7207,1.87568,,1.82695,,15.90846,,550.0
"273 BURWOOD HIGHWAY, BURWOOD EAST",-37.853212,145.157891,2019,11,1.0,1.0,0,3151,207031166,Apartment,26.98089,0.98457,1.28442,1.10196,0.0557,,,,175.0
"273 GREENSBOROUGH ROAD, MACLEOD",-37.7173449,145.0812483,2019,2,3.0,1.0,2,3085,209011203,House,18.87803,0.25607,0.72807,1.34829,2.07849,,,,405.0
"273 GREENSBOROUGH ROAD, MACLEOD",-37.7173449,145.0812483,2019,3,3.0,1.0,2,3085,209011203,House,18.87803,0.25607,0.72807,1.34829,2.07849,,,,405.0
"2738 ELEVENTH STREET, MILDURA",-34.2090246,142.1810385,2019,3,3.0,1.0,2,3500,215021395,House,540.10019,2.98309,3.1186,2.96031,5.163819999999999,,,,375.0
"274 BELL STREET, COBURG",-37.73991,144.95405,2019,5,3.0,1.0,2,3058,206011498,House,9.96392,0.5525599999999999,0.73446,1.11779,1.36446,,0.87729,,450.0
"274 GORE STREET, FITZROY",-37.800564,144.983008,2019,12,2.0,1.0,1,3065,206071142,House,2.8880100000000004,1.69847,0.58353,1.26809,1.70946,2.04912,0.88634,,680.0
"274 LANGRIDGE STREET, ABBOTSFORD",-37.807437,144.995797,2019,1,2.0,1.0,1,3067,206071139,Apartment,3.3200100000000003,1.62565,0.71421,0.20831,0.73226,,0.71611,,850.0
"275 MCNALLYS ROAD, STRATH CREEK",-37.2292306002,145.2013864002,2019,10,3.0,1.0,1,3658,204011062,House,95.6003,2.57116,3.07987,29.166220000000003,14.39717,30.6797,30.03532,,250.0
"2755 POINT NEPEAN ROAD, BLAIRGOWRIE",-38.363221,144.786817,2019,7,5.0,2.0,5,3942,214021383,House,100.86966,0.43739,3.99066,,,,3.33419,,700.0
"276 KANUMBRA GOBUR ROAD, YARCK",-37.0241508,145.653594,2019,10,1.0,1.0,1,3719,204011054,Apartment,163.62853,6.01115,11.4839,26.15751,4.149220000000001,26.86083,25.56401,,140.0
"276 KANUMBRA GOBUR ROAD, YARCK",-37.0241508,145.653594,2019,11,1.0,1.0,1,3719,204011054,Apartment,163.62853,6.01115,11.4839,26.15751,4.149220000000001,26.86083,25.56401,,140.0
"276 STATION STREET, CARLTON NORTH",-37.790717,144.975327,2019,10,4.0,1.0,0,3054,206071140,House,3.10405,2.29403,0.2891499999999999,1.70004,,,,,820.0
"277 ORRVALE ROAD, ORRVALE",-36.417454,145.447267,2019,10,4.0,2.0,2,3631,216031594,House,182.97617,6.16794,1.50453,5.42349,6.85169,,7.418270000000001,,470.0
"277 YALLAMBIE ROAD, YALLAMBIE",-37.724168,145.10464,2019,7,4.0,2.0,2,3085,209011203,House,19.64819,2.14585,0.37259,3.26767,4.17741,,,,500.0
"278 OGILVIE AVENUE, ECHUCA",-36.139566,144.741581,2019,3,3.0,1.0,5,3564,216011406,House,209.74533,1.59361,0.22288,1.5883699999999998,2.3698200000000003,0.79712,2.97548,,300.0
"278 OGILVIE AVENUE, ECHUCA",-36.139566,144.741581,2019,4,3.0,1.0,5,3564,216011406,House,209.74533,1.59361,0.22288,1.5883699999999998,2.3698200000000003,0.79712,2.97548,,300.0
"278 VICTORIA STREET, BRUNSWICK",-37.767492,144.964237,2019,1,2.0,1.0,1,3056,206011496,Apartment,5.75399,0.50789,0.37183,0.4373399999999999,0.57311,,1.37384,,550.0
"2781 MARYBOROUGH-ST ARNAUD ROAD, NATTE YALLOCK",-36.94134001,143.46905001,2019,9,4.0,1.0,0,3465,201031013,House,206.8178,16.34498,0.15146,15.95352,23.98926,,24.147080000000003,,295.0
"2781 MARYBOROUGH/ST ARNAUD ROAD, NATTE YALLOCK",-36.941539,143.468931,2019,7,4.0,1.0,2,3465,201031013,House,206.83264000000003,16.419610000000002,0.07683,15.96837,24.00411,,24.16193,,320.0
"279 DANDENONG ROAD, PRAHRAN",-37.858923,145.003874,2019,2,3.0,1.0,0,3181,206061136,House,9.08666,,1.6056700000000002,1.88078,1.88739,,1.98447,,700.0
"279 DANDENONG ROAD, PRAHRAN",-37.858923,145.003874,2019,8,3.0,1.0,0,3181,206061136,House,9.08666,,1.6056700000000002,1.88078,1.88739,,1.98447,,650.0
"279 DANDENONG ROAD, PRAHRAN",-37.858923,145.003874,2019,10,3.0,1.0,0,3181,206061136,House,9.08666,,1.6056700000000002,1.88078,1.88739,,1.98447,,600.0
"279 DANDENONG ROAD, PRAHRAN",-37.858923,145.003874,2019,12,3.0,1.0,0,3181,206061136,House,9.08666,,1.6056700000000002,1.88078,1.88739,,1.98447,,625.0
"279 GRIMSHAW STREET, WATSONIA",-37.702884,145.085701,2019,7,3.0,1.0,1,3087,209011204,House,19.2053,0.4825299999999999,0.7101900000000001,0.6234,1.62133,,,,400.0
"27A BRIDGE STREET, BENALLA",-36.551497,145.98361,2019,5,4.0,1.0,2,3672,204021063,House,201.60936,1.21828,1.4814,0.93585,1.16353,1.55196,1.32075,,350.0
"27A BRIDGE STREET, BENALLA",-36.551497,145.98361,2019,7,4.0,1.0,2,3672,204021063,House,201.60936,1.21828,1.4814,0.93585,1.16353,1.55196,1.32075,,330.0
"27A CLINTON STREET, BRIGHTON EAST",-37.911123,145.020321,2019,4,4.0,2.0,2,3187,208011170,House,15.74707,0.55469,0.38609,1.60869,,,,,925.0
"27A DEVON ROAD, PASCOE VALE",-37.721784002,144.9260889002,2019,7,3.0,2.0,2,3044,210031538,House,11.92517,0.95639,1.45335,1.3815,,,,,600.0
"27A HAPPY VALLEY DRIVE, SUNSET STRIP",-38.4949427,145.2682854,2019,3,2.0,1.0,1,3922,205031091,House,134.22519,3.99444,6.498270000000001,1.42527,,,7.1614,,295.0
"27A HAPPY VALLEY DRIVE, SUNSET STRIP",-38.4949427,145.2682854,2019,9,2.0,1.0,1,3922,205031091,House,134.22519,3.99444,6.498270000000001,1.42527,,,7.1614,,295.0
"27A LOMOND AVENUE, KILSYTH",-37.80008001,145.30969001,2019,9,3.0,2.0,2,3137,211051277,House,35.08646,1.11738,0.86094,1.73796,,,,0.7305499999999999,470.0
"27A LOMOND AVENUE, KILSYTH",-37.80008001,145.30969001,2019,10,3.0,2.0,2,3137,211051277,House,35.08646,1.11738,0.86094,1.73796,,,,0.7305499999999999,470.0
"27B DRAPER STREET, MCKINNON",-37.90934001,145.04961001,2019,10,3.0,3.0,2,3204,208021174,House,17.98752,,2.71644,3.0557600000000003,1.89593,,2.9013,,945.0
"27C WENTWORTH DRIVE, TAYLORS LAKES",-37.6949269,144.7780738,2019,9,3.0,2.0,2,3038,213011340,House,24.90319,1.58007,3.09738,0.97784,1.44145,,,,380.0
"28 ANDERSON AVE, YALLOURN NORTH",-38.1599264002,146.3600466002,2019,10,3.0,1.0,4,3825,205041098,House,149.81413,0.53195,0.6659700000000001,,21.17325,,,,260.0
"28 ANDERSON AVENUE, YALLOURN NORTH",-38.159495,146.359382,2019,10,3.0,1.0,4,3825,205041098,House,149.88555,0.60337,0.73739,,21.24466,,,,260.0
"28 ANDERSON STREET, BENDIGO",-36.747832,144.274427,2019,12,3.0,1.0,1,3550,202011018,House,152.15181,0.7065499999999999,0.55147,0.7679900000000001,2.69438,1.5023,2.73745,1.86854,250.0
"28 ARCHERS ROAD, CHEWTON",-37.0933124,144.258522,2019,10,3.0,1.0,2,3451,202021027,House,118.38831,7.79674,2.01399,5.74227,1.1695799999999998,7.47205,6.0630500000000005,,375.0
"28 ARROWHEAD STREET, MANOR LAKES",-37.8731124002,144.5982134002,2019,6,4.0,2.0,2,3024,213051579,House,38.86525,,1.13192,,,,,,330.0
"28 BALLARTO ROAD, FRANKSTON NORTH",-38.1135967,145.1614519,2019,10,3.0,1.0,2,3200,214011372,House,50.10693,0.81308,0.55589,1.42085,,,,7.50061,320.0
"28 BARKLY STREET, BAKERY HILL",-37.04439945,143.73250486,2019,9,3.0,1.0,1,3350,201031016,House,184.81119,0.82965,1.08456,0.40847,1.83664,0.73491,0.60765,,310.0
"28 BEACONSFIELD PARADE, GLENROWAN",-36.460968,146.222237,2019,6,3.0,1.0,1,3675,204021067,House,225.86016,2.7152,0.186,,0.46186,,0.72205,,220.0
"28 BERRYBANK TERRACE, BOTANIC RIDGE",-38.1483122002,145.2914139002,2019,12,3.0,3.0,2,3977,212031303,House,59.52034,5.85053,2.68541,3.36542,6.73826,,,,360.0
"28 BINDARRI GROVE, BOTANIC RIDGE",-38.144904002,145.283069002,2019,6,4.0,2.0,2,3977,212031303,House,58.35295,7.02501,3.85988,4.06209,7.43493,,,,460.0
"28 BINDARRI GROVE, BOTANIC RIDGE",-38.144904002,145.283069002,2019,7,4.0,2.0,2,3977,212031303,House,58.35295,7.02501,3.85988,4.06209,7.43493,,,,450.0
"28 BIRCH AVENUE, TULLAMARINE",-37.705209,144.880311,2019,6,3.0,1.0,2,3043,210051250,House,16.21561,0.8599600000000001,0.4265799999999999,,,,,,310.0
"28 BIRCH AVENUE, TULLAMARINE",-37.705209,144.880311,2019,8,3.0,1.0,2,3043,210051250,House,16.21561,0.8599600000000001,0.4265799999999999,,,,,,310.0
"28 BOADLE ROAD, BUNDOORA",-37.70399,145.054028,2019,2,3.0,1.0,2,3083,209021205,House,16.51622,2.4905,2.79511,3.4199200000000003,1.03701,0.68306,,0.67529,420.0
"28 BOADLE ROAD, BUNDOORA",-37.70399,145.054028,2019,12,3.0,1.0,2,3083,209021205,House,16.51622,2.4905,2.79511,3.4199200000000003,1.03701,0.68306,,0.67529,420.0
"28 BOGONG AVENUE, GLEN WAVERLEY",-37.881773,145.161081,2019,9,3.0,1.0,2,3150,212051322,House,24.90562,1.4323800000000002,1.39568,0.80821,0.39907,,,0.88316,440.0
"28 BONEO ROAD, ROSEBUD",-38.362778,144.889306,2019,7,3.0,1.0,1,3939,214021384,House,91.73711,1.4815,1.6853699999999998,0.84501,,0.82621,0.90174,,335.0
"28 BRAIDWOOD AVENUE, ROSEBUD",-38.363997,144.88614,2019,1,3.0,1.0,1,3939,214021384,House,92.46099,1.53801,1.60261,0.5205599999999999,,0.48604,0.95825,,360.0
"28 BRUCE STREET, WODONGA",-36.134962,146.851797,2019,7,3.0,1.0,2,3690,204031073,House,310.20969,0.0770999999999999,1.50986,1.62907,,,,,330.0
"28 CASS STREET, ROSEBUD",-38.35782001,144.90993001,2019,10,3.0,2.0,1,3939,214021384,House,90.10142,0.54711,0.3235699999999999,1.91518,,2.78571,4.15003,,390.0
"28 CHAGALL PARADE, CLYDE NORTH",-38.076454002,145.3485438002,2019,12,4.0,2.0,2,3978,212031555,House,50.8733,,,2.63089,,,,,420.0
"28 CHATFIELD AVENUE, CAPEL SOUND",-38.366001,144.87805001,2019,8,3.0,2.0,2,3940,214021384,House,92.96891,0.9991,1.29928,0.99431,,1.0575899999999998,1.46617,,330.0
"28 CHESTNUT STREET, SURREY HILLS",-37.833682,145.111216,2019,9,4.0,2.0,2,3127,207031167,House,14.67079,1.07218,0.8126,,2.69448,,,,735.0
"28 CHURCH STREET, PARKVILLE",-37.78794,144.94195,2019,11,2.0,1.0,0,3052,206041124,Apartment,3.63608,1.07683,,1.80815,1.96089,1.98535,2.37027,,560.0
"28 CLIFFORD STREET, WARRAGUL",-38.156227,145.933959,2019,11,3.0,2.0,2,3820,205011079,House,104.46214,0.53463,0.84409,2.14448,1.49468,2.58041,1.11048,,350.0
"28 COLLEGE AVENUE, TRARALGON",-38.203467,146.550401,2019,12,4.0,2.0,2,3844,205041493,House,165.07420000000002,,0.57727,0.08058,1.72514,,2.97058,,350.0
"28 COLLIN STREET, MORWELL",-38.233452,146.398186,2019,7,3.0,1.0,1,3840,205041096,House,149.79772,0.3272,0.11162,0.93167,0.44543,1.41966,1.50722,,260.0
"28 COLLIN STREET, MORWELL",-38.233452,146.398186,2019,8,3.0,1.0,1,3840,205041096,House,149.79772,0.3272,0.11162,0.93167,0.44543,1.41966,1.50722,,260.0
"28 COMBARTON STREET, BOX HILL",-37.82655,145.128377,2019,7,3.0,2.0,2,3128,207031163,House,20.99231,0.9445,1.1159,1.41982,1.72516,2.19698,1.7088599999999998,1.6988299999999998,599.0
"28 COOLABAH GROVE, BERWICK",-38.022099,145.325286,2019,3,3.0,1.0,3,3806,212021293,House,45.072410000000005,0.5770299999999999,1.33433,1.66213,3.82862,,3.47339,2.89496,360.0
"28 COOLABAH GROVE, BERWICK",-38.022099,145.325286,2019,4,3.0,1.0,3,3806,212021293,House,45.072410000000005,0.5770299999999999,1.33433,1.66213,3.82862,,3.47339,2.89496,350.0
"28 CUTHBERTSON DRIVE, OCEAN GROVE",-38.2605296,144.5179316,2019,5,3.0,2.0,2,3226,203031490,House,103.13003,0.57157,0.75238,2.22032,,,1.18323,,495.0
"28 DALWHINNIE DRIVE, WANGARATTA",-36.3612303,146.3120434,2019,5,3.0,2.0,1,3677,204021066,House,240.23364,0.49968,1.32007,0.6441,1.30689,1.6176,0.22413,,330.0
"28 DALWHINNIE DRIVE, WANGARATTA",-36.3612303,146.3120434,2019,10,3.0,2.0,1,3677,204021066,House,240.23364,0.49968,1.32007,0.6441,1.30689,1.6176,0.22413,,330.0
"28 DAVIS STREET, CARLTON NORTH",-37.79189001,144.97292001,2019,6,3.0,1.0,1,3054,206071140,House,2.73836,1.92834,0.13351,1.68295,,,,,570.0
"28 DIMBOOLA ROAD, NHILL",-36.334563,141.669638,2019,3,2.0,1.0,1,3418,215011390,House,371.73603,21.31771,1.7366,1.14901,2.30351,1.38419,1.89088,,160.0
"28 DIMBOOLA ROAD, NHILL",-36.334563,141.669638,2019,4,2.0,1.0,1,3418,215011390,House,371.73603,21.31771,1.7366,1.14901,2.30351,1.38419,1.89088,,160.0
"28 DRYDEN CONCOURSE, MOOROOLBARK",-37.791288,145.320082,2019,1,3.0,1.0,1,3138,211051281,House,37.20065,1.70839,1.2821,1.24907,1.3206600000000002,,1.41543,,380.0
"28 DUNCAN AVENUE, SEAFORD",-38.1269808,145.1308947,2019,8,3.0,1.0,2,3198,214011375,House,52.27,1.15584,0.85397,6.29455,1.53078,,5.6418800000000005,,340.0
"28 EDGBASTON PARADE, CAROLINE SPRINGS",-37.740396,144.728007,2019,8,4.0,3.0,2,3023,213041463,House,30.36047,,1.64453,1.49775,,,,,490.0
"28 EDGBASTON PARADE, CAROLINE SPRINGS",-37.740396,144.728007,2019,9,4.0,3.0,2,3023,213041463,House,30.36047,,1.64453,1.49775,,,,,480.0
"28 EIGHTH AVENUE, RAYMOND ISLAND",-37.923727,147.7279091,2019,3,1.0,1.0,1,3880,205021086,House,295.93641,0.48705,2.8137600000000003,,,,,,190.0
"28 ELLSWOOD CRESCENT, MILDURA",-34.199976,142.1781455,2019,3,4.0,2.0,2,3500,215021469,House,541.69319,1.11173,2.33868,1.5511199999999998,3.15848,4.63905,3.13723,,370.0
"28 FAUSSETT STREET, ALBERT PARK",-37.84214669,144.9549214,2019,8,2.0,1.0,1,3206,206051128,House,5.157979999999999,0.27755,0.2480099999999999,0.90433,1.58258,,3.16285,,560.0
"28 FLINDERS STREET, BULLEEN",-37.768016,145.097741,2019,6,2.0,1.0,1,3105,207021156,Apartment,15.07746,1.46175,0.58515,2.5577,,,,0.79657,425.0
"28 FLOREY CRESCENT, MULGRAVE",-37.918276,145.162751,2019,2,4.0,2.0,4,3170,212051325,House,27.44506,1.22878,1.61597,0.75824,,,,,515.0
"28 FORD STREET, ARARAT",-37.280575,142.916244,2019,2,2.0,1.0,1,3377,215011386,House,206.36561,1.35394,0.87381,1.10005,2.09403,1.96136,1.33846,,250.0
"28 GLENALVA PARADE, CANNONS CREEK",-38.212716,145.311813,2019,2,3.0,1.0,4,3977,212031308,House,68.12164,9.40673,8.80694,,14.48165,,,,310.0
"28 GLENALVA PARADE, CANNONS CREEK",-38.212716,145.311813,2019,3,3.0,1.0,4,3977,212031308,House,68.12164,9.40673,8.80694,,14.48165,,,,310.0
"28 HAMILTON CRESCENT, CORRYONG",-36.195183,147.90018,2019,12,3.0,1.0,2,3707,204031072,House,433.92544,1.3901400000000002,0.45497,1.34177,13.85992,0.80726,0.43774,,200.0
"28 HARBORNE STREET, MACLEOD",-37.718119,145.085979,2019,11,3.0,1.0,1,3085,209011203,House,19.14559,0.92646,1.15854,1.79151,2.52171,,,,365.0
"28 HAREWOOD ST, TOORADIN",-38.214132,145.386149,2019,4,3.0,2.0,2,3980,212031308,House,72.05086,10.44594,1.62707,,4.784680000000001,,,,350.0
"28 HAREWOOD STREET, TOORADIN",-38.214278,145.386079,2019,4,3.0,2.0,2,3980,212031308,House,72.0522,10.44728,1.62841,,4.786020000000001,,,,350.0
"28 HAVANT CIRCUIT, CHARLEMONT",-38.21287001,144.36636001,2019,12,3.0,2.0,1,3217,203021485,House,90.42321,2.45135,,4.72342,,,,,380.0
"28 HELSTON STREET, BALWYN NORTH",-37.7850823002,145.0943493002,2019,6,3.0,2.0,2,3104,207011148,House,16.32778,0.19965,0.95739,2.57165,,,,,685.0
"28 HELSTON STREET, BALWYN NORTH",-37.7850823002,145.0943493002,2019,12,3.0,2.0,2,3104,207011148,House,16.32778,0.19965,0.95739,2.57165,,,,,720.0
"28 HIGHCLERE AVENUE, MOUNT WAVERLEY",-37.892565,145.134314,2019,10,4.0,2.0,2,3149,212051324,House,21.12047,2.17137,1.6003,2.58077,,3.08583,2.04577,5.64299,450.0
"28 HOWQUA DR, CAPEL SOUND",-38.375232,144.86597,2019,3,3.0,2.0,3,3940,214021384,House,94.97059,0.82528,3.30097,2.99599,,3.13797,3.46785,,370.0
"28 HOWQUA DRIVE, CAPEL SOUND",-38.375232,144.86597,2019,3,3.0,2.0,3,3940,214021384,House,94.97059,0.82528,3.30097,2.99599,,3.13797,3.46785,,370.0
"28 KAROONDA STREET, CAPEL SOUND",-38.368533,144.88115,2019,2,3.0,1.0,1,3940,214021384,House,92.75963,1.31215,0.7250599999999999,0.78504,,1.33952,1.2569,,380.0
"28 KAROONDA STREET, CAPEL SOUND",-38.368533,144.88115,2019,3,3.0,1.0,1,3940,214021384,House,92.75963,1.31215,0.7250599999999999,0.78504,,1.33952,1.2569,,380.0
"28 KIRKMORE AVENUE, JAN JUC",-38.34232001,144.29875001,2019,12,3.0,1.0,1,3228,203031053,House,105.34335,0.48195,3.74445,3.79616,,,4.34066,1.35587,500.0
"28 KYNOCH STREET, DEER PARK",-37.763767,144.772426,2019,3,3.0,1.0,1,3023,213011569,House,26.05043,0.0644899999999999,1.32645,1.06247,2.1278,,,,320.0
"28 KYNOCH STREET, DEER PARK",-37.763767,144.772426,2019,4,3.0,1.0,1,3023,213011569,House,26.05043,0.0644899999999999,1.32645,1.06247,2.1278,,,,320.0
"28 LIMETREE WAY, LAKE GARDENS",-37.546,143.82,2019,3,3.0,2.0,2,3355,201011002,House,122.51378,0.3313899999999999,2.881,1.32782,1.5172,3.87156,5.10549,,395.0
"28 LINTON LANE, HIGHTON",-38.161246,144.31933,2019,9,3.0,2.0,1,3216,203021042,House,84.27534,0.63247,0.8637,3.04627,,,,,415.0
"28 LINTON LANE, HIGHTON",-38.161246,144.31933,2019,10,3.0,2.0,1,3216,203021042,House,84.27534,0.63247,0.8637,3.04627,,,,,415.0
"28 LONGTOWN COURT, CRAIGIEBURN",-37.610255,144.938544,2019,1,3.0,1.0,2,3064,210051443,House,26.51804,5.2228,0.80359,0.7947799999999999,4.32407,,,,360.0
"28 LONGTOWN COURT, CRAIGIEBURN",-37.610255,144.938544,2019,10,3.0,1.0,2,3064,210051443,House,26.51804,5.2228,0.80359,0.7947799999999999,4.32407,,,,360.0
"28 MACFARLANE STREET, MARSHALL",-38.191297,144.357252,2019,1,3.0,2.0,1,3216,203021485,House,89.96428,0.99681,,5.8726,,,,,385.0
"28 MAGELLAN CRESCENT, KANGAROO FLAT",-36.789034,144.238438,2019,11,3.0,2.0,2,3555,202011022,House,146.90714000000003,0.96941,0.57632,0.5331699999999999,1.77577,,,,380.0
"28 MALABAR ST, ROXBURGH PARK",-37.6143322,144.9264619,2019,3,3.0,2.0,3,3064,210051545,House,25.59543,1.4614200000000002,1.06579,,,,,,390.0
"28 MALABAR STREET, ROXBURGH PARK",-37.614364,144.926536,2019,3,3.0,2.0,2,3064,210051545,House,25.5969,1.46289,1.06725,,,,,,390.0
"28 MORTIMORE STREET, BENTLEIGH",-37.927745,145.043192,2019,2,5.0,2.0,2,3204,208021174,House,19.39239,,0.78003,0.4407,0.89649,,1.84643,,750.0
"28 MORTIMORE STREET, BENTLEIGH",-37.927745,145.043192,2019,3,5.0,2.0,2,3204,208021174,House,19.39239,,0.78003,0.4407,0.89649,,1.84643,,750.0
"28 MOUNT PLEASANT GROVE, ARMADALE",-37.853658,145.015594,2019,4,2.0,1.0,0,3143,206061135,Apartment,9.25949,1.05077,1.19129,,0.4666,,,,720.0
"28 MOUSHALL AVENUE, NIDDRIE",-37.740727,144.891283,2019,7,3.0,2.0,2,3042,210011230,House,11.71046,1.85049,0.6605599999999999,1.55557,,,,,550.0
"28 MUNRO ST, MURTOA",-36.6221,142.46882,2019,11,3.0,1.0,2,3390,215011394,House,293.81006,10.76043,0.49447,0.682,1.17565,0.41389,0.85363,,160.0
"28 MUNRO STREET, MURTOA",-36.6221,142.46882,2019,11,3.0,1.0,2,3390,215011394,House,293.81006,10.76043,0.49447,0.682,1.17565,0.41389,0.85363,,160.0
"28 MUSSERT AVENUE, DINGLEY VILLAGE",-37.984405,145.129525,2019,1,3.0,2.0,2,3172,212041313,House,31.98334,0.58335,0.42711,,,,,,395.0
"28 NASH ROAD, BUNYIP",-38.092557,145.720198,2019,6,2.0,1.0,1,3815,212011547,House,83.30537,1.15966,1.1471900000000002,9.62714,0.8541799999999999,0.71385,0.82856,,310.0
"28 NATION ROAD, SELBY",-37.909771,145.3731,2019,2,5.0,2.0,4,3159,211051274,House,52.71675,1.57402,1.1924100000000002,1.93672,1.90916,,2.50123,,495.0
"28 NIBLICK STREET, RYE",-38.374371,144.798966,2019,3,3.0,2.0,3,3941,214021383,House,105.19516,1.44896,3.11317,,,,2.6765,,780.0
"28 NIBLICK STREET, RYE",-38.374371,144.798966,2019,6,3.0,2.0,3,3941,214021383,House,105.19516,1.44896,3.11317,,,,2.6765,,780.0
"28 NIBLICK STREET, RYE",-38.374371,144.798966,2019,7,3.0,2.0,3,3941,214021383,House,105.19516,1.44896,3.11317,,,,2.6765,,780.0
"28 NIBLICK STREET, RYE",-38.374371,144.798966,2019,12,3.0,2.0,3,3941,214021383,House,105.19516,1.44896,3.11317,,,,2.6765,,780.0
"28 OLIVE GROVE, BORONIA",-37.854323,145.290675,2019,4,2.0,1.0,2,3155,211011446,House,37.30235,1.97322,1.96339,1.24531,1.2781900000000002,1.4473399999999998,1.0715599999999998,1.28983,370.0
"28 OSBORNE AVENUE, MCKINNON",-37.913678,145.049719,2019,7,3.0,1.0,2,3204,208021174,House,18.17317,,1.98756,2.32689,1.15656,,2.17243,,580.0
"28 PARKLANDS AVENUE, SOMERS",-38.391886,145.153653,2019,10,3.0,1.0,2,3927,214021379,House,85.61989,0.80004,1.19643,11.78283,8.19456,,11.67621,,465.0
"28 PHILLIP ROAD, KEILOR EAST",-37.74882,144.869502,2019,6,3.0,1.0,2,3033,210011534,House,12.85598,2.17586,0.65991,1.14091,,,,,380.0
"28 PHILLIP ROAD, KEILOR EAST",-37.74882,144.869502,2019,12,3.0,1.0,2,3033,210011534,House,12.85598,2.17586,0.65991,1.14091,,,,,380.0
"28 PITCHER STREET, PORT CAMPBELL",-38.620563,142.998844,2019,6,2.0,1.0,2,3269,217031475,House,229.67184,0.41754,32.869870000000006,39.08185,17.69305,18.10695,0.58008,,270.0
"28 POMPY LANE, WOORINEN NORTH",-35.2548724,143.4358309,2019,11,3.0,2.0,2,3589,215031405,House,359.22709000000003,5.63809,2.51477,,6.816479999999999,66.21155,14.23522,,230.0
"28 PRESTON STREET, COBURG",-37.745224,144.954059,2019,2,3.0,1.0,2,3058,206011498,House,9.25313,0.38918,0.69351,1.96246,1.47487,,1.41175,,620.0
"28 PRESTON STREET, COBURG",-37.745224,144.954059,2019,8,3.0,1.0,2,3058,206011498,House,9.25313,0.38918,0.69351,1.96246,1.47487,,1.41175,,630.0
