address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent
"1 / 24 EBDEN AVENUE, BLACK ROCK",-37.9773344,145.0181317,2020,2,2.0,1.0,2,3193,208011173,Apartment,21.00334,1.502,0.67355,2.44575,3.64053,2.47954,1.02857,,550.0
"1 / 24 MELBOURNE ROAD, YEA",-37.21391001,145.42128001,2020,9,3.0,2.0,2,3717,204011062,House,128.76661,1.53803,0.5676100000000001,1.50961,5.45096,1.44296,0.7985800000000001,,385.0
"1 / 24 PARK STREET, MOONEE PONDS",-37.761492,144.919575,2020,7,3.0,2.0,1,3039,206031116,House,7.71909,0.6386499999999999,0.50203,,1.01255,1.6702,0.81985,,750.0
"1 / 25 ABECKETT ROAD, BUNYIP",-38.0957366002,145.7205765002,2020,5,2.0,1.0,1,3815,212011547,House,82.64059,0.81998,0.7495499999999999,9.28746,0.51642,0.37417,0.48888,,300.0
"1 / 26 NOBLE STREET, NEWTOWN",-38.1542099,144.3492559,2020,8,3.0,1.0,1,3220,203021046,House,79.294,0.44532,0.44571,0.92182,,,,,620.0
"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,2020,1,3.0,1.0,1,3146,207011150,Apartment,14.50249,0.73573,3.03496,,1.64124,,,4.71847,400.0
"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,2020,6,3.0,1.0,1,3146,207011150,Apartment,14.50249,0.73573,3.03496,,1.64124,,,4.71847,400.0
"1 / 28 QUEENS PARADE, GLEN IRIS",-37.85246,145.092056,2020,11,3.0,1.0,1,3146,207011150,Apartment,14.50249,0.73573,3.03496,,1.64124,,,4.71847,400.0
"1 / 3 TRENTHAM STREET, SANDRINGHAM",-37.94967,145.006768,2020,4,3.0,2.0,2,3191,208011173,House,17.846700000000002,1.89832,0.3485899999999999,1.66853,0.44356,2.00504,0.45854,,850.0
"1 / 303 WARRENHEIP STREET, BUNINYONG",-37.6497164002,143.8841218002,2020,6,3.0,2.0,2,3357,201011005,House,121.3865,0.5734400000000001,0.78715,,,,0.31892,,320.0
"1 / 303 WARRENHEIP STREET, BUNINYONG",-37.6497164002,143.8841218002,2020,7,3.0,2.0,2,3357,201011005,House,121.3865,0.5734400000000001,0.78715,,,,0.31892,,320.0
"1 / 303 WARRENHEIP STREET, BUNINYONG",-37.6497164002,143.8841218002,2020,8,3.0,2.0,2,3357,201011005,House,121.3865,0.5734400000000001,0.78715,,,,0.31892,,350.0
"1 / 34 BISHOP STREET, KINGSVILLE",-37.81072,144.874925,2020,2,2.0,1.0,1,3012,213031350,Apartment,9.32832,2.08958,,,2.36014,,,,295.0
"1 / 35 LINACRE ROAD, HAMPTON",-37.942114,145.005694,2020,9,2.0,1.0,1,3188,208011172,Apartment,16.98922,0.6789,1.36302,1.76997,0.97182,1.45254,,,495.0
"1 / 392 NEW STREET, BRIGHTON",-37.8985127,144.9943072,2020,7,2.0,2.0,2,3186,208011169,House,11.38959,1.2258699999999998,0.4463399999999999,0.44235,1.13576,1.50058,1.94248,,700.0
"1 / 45 OAKLEIGH ROAD, CARNEGIE",-37.898623,145.04998,2020,4,1.0,1.0,1,3163,208021176,Apartment,16.733580000000003,1.2138,0.92719,,2.11659,,,,260.0
"1 / 45 OAKLEIGH ROAD, CARNEGIE",-37.898623,145.04998,2020,5,1.0,1.0,1,3163,208021176,Apartment,16.733580000000003,1.2138,0.92719,,2.11659,,,,260.0
"1 / 47 ULUPNA ROAD, ORMOND",-37.89988,145.043146,2020,6,1.0,1.0,1,3204,208021182,Apartment,16.10109,1.14697,1.85288,,0.7017,,1.45499,,270.0
"1 / 5 SYLVERLY GROVE, CAULFIELD NORTH",-37.88265001,145.02171001,2020,2,3.0,2.0,2,3161,208021178,House,12.39869,1.531,1.0370899999999998,0.88939,,0.35984,0.23028,,760.0
"1 / 5-7 POET ROAD, BENTLEIGH EAST",-37.91033789,145.07352256,2020,3,2.0,1.0,2,3165,208021426,House,20.62055,2.37171,1.25578,1.47882,,2.5857,,,465.0
"1 / 508 MELBOURNE ROAD, NEWPORT",-37.837444,144.88268,2020,11,2.0,1.0,1,3015,213021344,Apartment,11.08922,0.12182,0.47776,2.45097,1.18557,,1.04531,,350.0
"1 / 52 TRUGANINI ROAD, CARNEGIE",-37.890082,145.05392,2020,1,3.0,2.0,2,3163,208021176,House,15.94161,0.8250599999999999,0.17121,,1.00394,,,,575.0
"1 / 530 TOORAK ROAD, TOORAK",-37.842784,145.018443,2020,1,2.0,1.0,1,3142,206061138,Apartment,8.247069999999999,1.23274,1.1036,1.18314,1.12668,,,,440.0
"1 / 57 ROBE STREET, ST KILDA",-37.86387,144.979793,2020,5,1.0,1.0,1,3182,206051514,Apartment,8.051350000000001,1.06563,0.87301,1.33858,0.73753,,,,400.0
"1 / 6 LATROBE STREET, MENTONE",-37.9748024002,145.064823002,2020,11,3.0,1.0,2,3194,208031190,House,24.50173,1.49546,1.33662,1.40447,1.12104,,1.29275,1.73669,550.0
"1 / 67 HIGH STREET, WYCHEPROOF",-36.0767136002,143.2271833002,2020,4,1.0,1.0,1,3527,215031400,Apartment,275.183,0.94163,0.1274,0.60339,0.76201,0.57305,0.6464099999999999,,145.0
"1 / 67 HIGH STREET, WYCHEPROOF",-36.0767136002,143.2271833002,2020,5,1.0,1.0,1,3527,215031400,Apartment,275.183,0.94163,0.1274,0.60339,0.76201,0.57305,0.6464099999999999,,145.0
"1 / 67 HIGH STREET, WYCHEPROOF",-36.0767136002,143.2271833002,2020,12,1.0,1.0,1,3527,215031400,Apartment,275.183,0.94163,0.1274,0.60339,0.76201,0.57305,0.6464099999999999,,145.0
"1 / 707 HUMFFRAY STREET SOUTH, BALLARAT",-37.572998,143.855147,2020,6,3.0,1.0,1,3350,201011483,House,115.53446,1.51943,0.8600399999999999,1.47887,,,,,275.0
"1 / 714 NEPEAN HIGHWAY, CARRUM, CARRUM",-38.0747544002,145.1221173002,2020,12,3.0,1.0,3,3197,208031185,House,48.76409,2.2359,0.8093400000000001,,0.40362,,,,395.0
"1 / 724 HAWTHORN ROAD, BRIGHTON EAST",-37.91092,145.01723,2020,9,3.0,2.0,1,3187,208011170,House,15.50505,0.75913,0.08707,1.54175,,,,,670.0
"1 / 77 OGILVIE STREET, ESSENDON",-37.747324,144.892666,2020,6,3.0,2.0,2,3040,206031501,House,11.46599,1.48982,1.57149,0.82573,,,,,450.0
"1 / 87 BRANDY CREEK ROAD, WARRAGUL",-38.145106,145.937604,2020,2,2.0,1.0,1,3820,205011079,Apartment,105.30555,1.30981,0.59424,3.66452,2.68445,3.77017,2.30024,,245.0
"1 / 88 VIEW STREET, GLENROY",-37.6960116,144.9283001,2020,5,2.0,1.0,1,3046,210031535,House,15.26227,0.64971,0.3665,1.19521,,,,,370.0
"1 / 9 VAN NESS AVENUE, MORNINGTON",-38.236251,145.03811,2020,10,3.0,1.0,2,3931,214021591,House,74.48013,0.43594,3.1331,3.57953,2.30947,,,,495.0
"1 / 99 ROSE STREET, COBURG",-37.7408079,144.9473533,2020,5,2.0,1.0,1,3058,206011109,House,9.88485,0.9936,1.63257,0.55388,,,1.16407,,495.0
"1 //231 TSCHAMPIONS ROAD, MACCLESFIELD",-37.88456001,145.50156001,2020,4,2.0,1.0,1,3782,211051279,Apartment,66.20307000000001,,2.97688,13.64423,,,13.3001,,350.0
"1 ADINA COURT, FRANKSTON",-38.1437447002,145.1543184002,2020,9,4.0,1.0,1,3199,214011372,House,55.03218,0.61364,0.75494,0.5767100000000001,,,,2.07781,450.0
"1 ALMA AVENUE, ALTONA MEADOWS",-37.86962,144.786918,2020,2,3.0,1.0,2,3028,213021342,House,23.55871,0.3671999999999999,0.68125,,,,,,350.0
"1 ALMA AVENUE, ALTONA MEADOWS",-37.86962,144.786918,2020,3,3.0,1.0,2,3028,213021342,House,23.55871,0.3671999999999999,0.68125,,,,,,350.0
"1 AMAROO COURT, ELTHAM",-37.709799,145.168685,2020,5,3.0,2.0,2,3095,209031209,House,26.58637,2.14813,1.42774,2.8520700000000003,2.31795,,2.06194,,590.0
"1 AMAROO GROVE, BURNSIDE",-37.7519408002,144.7531832002,2020,3,4.0,2.0,1,3023,213041461,House,29.61786,,1.14786,,,,,,510.0
"1 ANDERSON PARADE, BUNDOORA",-37.698487,145.079134,2020,6,3.0,1.0,2,3083,209011196,House,18.90293,0.4335799999999999,1.27829,2.56392,,,,1.05275,460.0
"1 ANVIL STREET, CHARLEMONT",-38.2126242002,144.3552862002,2020,8,4.0,2.0,2,3217,203021485,House,90.18399,2.32666,,4.28307,,,,,420.0
"1 APPLE LANE, ASCOT",-36.7022425002,144.3252294002,2020,1,4.0,2.0,2,3551,202011025,House,159.08228,1.11389,1.51576,5.45923,0.91949,,,,380.0
"1 ASHBROOK WAY, CRANBOURNE WEST",-38.10861,145.265177,2020,7,4.0,2.0,2,3977,212031304,House,51.93514,3.11794,3.39315,3.06377,,,,,410.0
"1 AUGUSTA CRESCENT, FRANKSTON",-38.119878,145.1881194,2020,8,3.0,2.0,1,3199,214011376,House,50.96986,,1.4878399999999998,,,,,,430.0
"1 AUGUSTA CRESCENT, FRANKSTON",-38.119878,145.1881194,2020,9,3.0,2.0,1,3199,214011376,House,50.96986,,1.4878399999999998,,,,,,430.0
"1 AVARD COURT, NOBLE PARK",-37.975678,145.176668,2020,1,3.0,1.0,2,3174,212041460,House,34.8768,0.60797,0.7078099999999999,,1.96872,,,,400.0
"1 AVARD COURT, NOBLE PARK",-37.975678,145.176668,2020,2,3.0,1.0,2,3174,212041460,House,34.8768,0.60797,0.7078099999999999,,1.96872,,,,400.0
"1 AVILA PLACE, KEILOR LODGE",-37.700397,144.806967,2020,8,4.0,2.0,2,3038,213011340,House,22.96696,1.69257,2.58927,0.34701,3.62671,,,,400.0
"1 AVON COURT, BUNDOORA",-37.70581,145.055805,2020,3,3.0,1.0,1,3083,209011196,House,16.2791,0.99519,0.93857,0.88303,,,,1.88991,360.0
"1 AVON COURT, BUNDOORA",-37.70581,145.055805,2020,11,3.0,1.0,1,3083,209011196,House,16.2791,0.99519,0.93857,0.88303,,,,1.88991,1434.0
"1 AVON COURT, WERRIBEE",-37.91071001,144.67657001,2020,5,4.0,2.0,2,3030,213051368,House,32.51007,2.39516,2.09463,1.14322,3.84718,2.9198000000000004,4.11653,,450.0
"1 BAIKAL CRESCENT, MANOR LAKES",-37.8733986,144.5820828,2020,8,4.0,2.0,2,3024,213051579,House,41.26749,,3.53416,,,,,,390.0
"1 BALTIMORE DRIVE, POINT COOK",-37.882097,144.726277,2020,2,4.0,2.0,2,3030,213051581,House,26.96794,,1.9835,2.25284,,,,,440.0
"1 BALTIMORE DRIVE, POINT COOK",-37.882097,144.726277,2020,4,4.0,2.0,2,3030,213051581,House,26.96794,,1.9835,2.25284,,,,,440.0
"1 BANOOL COURT, FRANKSTON SOUTH",-38.162686,145.132275,2020,12,3.0,1.0,2,3199,214011373,House,55.74444,1.15015,1.72347,0.44511,,,,,475.0
"1 BARINGHUP STREET, CHELTENHAM",-37.964836,145.061661,2020,5,3.0,1.0,1,3192,208031188,House,27.46104,1.92255,0.25949,2.61235,1.65858,,0.59968,1.03952,520.0
"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,2020,11,3.0,1.0,6,3169,212041310,House,26.41749,2.1963000000000004,0.6766,2.67229,3.77917,,,,450.0
"1 BARTON PLACE, EASTWOOD",-37.814218,147.629283,2020,4,3.0,2.0,2,3875,205021081,House,282.88763,0.3780199999999999,0.27001,3.40847,3.75368,4.121689999999999,4.09051,,355.0
"1 BASS COURT, MOUNT WAVERLEY",-37.858909,145.136799,2020,1,4.0,3.0,2,3149,212051323,House,18.64485,2.69964,1.50108,1.51954,2.76044,,,,625.0
"1 BASS CT, MOUNT WAVERLEY",-37.8588001,145.13683001,2020,1,4.0,3.0,2,3149,212051323,House,18.64485,2.69964,1.50108,1.51954,2.76044,,,,625.0
"1 BATMAN STREET, SURF BEACH",-38.50553001,145.28518001,2020,9,2.0,1.0,0,3922,205031091,House,131.9532,5.2378100000000005,7.16617,3.19752,,,8.93365,,300.0
"1 BATMAN STREET, SURF BEACH",-38.50553001,145.28518001,2020,10,2.0,1.0,0,3922,205031091,House,131.9532,5.2378100000000005,7.16617,3.19752,,,8.93365,,300.0
"1 BEASTON WAY, LUCAS",-37.553,143.771,2020,2,4.0,2.0,2,3350,201011001,House,126.75725,3.01574,1.0878,,,,,,420.0
"1 BEASTON WAY, LUCAS",-37.553,143.771,2020,9,4.0,2.0,2,3350,201011001,House,126.75725,3.01574,1.0878,,,,,,420.0
"1 BEAUMONT AVE, CHARLEMONT",-38.2617284,144.3248554,2020,2,3.0,2.0,2,3217,203031053,House,95.29367,2.4098200000000003,6.22767,5.48241,,,7.505529999999999,11.56733,400.0
"1 BEAUMONT AVENUE, CHARLEMONT",-38.2182224666837,144.367786645889,2020,1,3.0,2.0,2,3217,203021485,House,91.10362,2.48758,,4.52855,,,,,400.0
"1 BEAUMONT DRIVE, BEECHWORTH",-36.350616,146.691136,2020,9,3.0,2.0,1,3747,204031068,House,275.59119,1.22349,0.5909099999999999,0.85768,1.66802,0.13029,0.98537,,350.0
"1 BECKWITH STREET, COBURG",-37.738086,144.965278,2020,7,3.0,1.0,3,3058,206011497,House,9.42921,0.59593,0.58212,0.39799,,,,,570.0
"1 BEECH STREET, SURREY HILLS",-37.835865,145.107994,2020,1,2.0,1.0,1,3127,207031167,House,14.19097,0.90521,1.06194,,2.6055,,,,450.0
"1 BEREA COURT, RINGWOOD",-37.800525,145.235433,2020,8,5.0,2.0,2,3134,211031266,House,28.74455,0.55851,1.04809,0.66811,2.38633,,2.2032,1.80011,530.0
"1 BEREA COURT, RINGWOOD",-37.800525,145.235433,2020,11,5.0,2.0,2,3134,211031266,House,28.74455,0.55851,1.04809,0.66811,2.38633,,2.2032,1.80011,530.0
"1 BETHELA STREET, CAMBERWELL",-37.846692,145.08925,2020,6,2.0,1.0,2,3124,207011149,House,14.13584,1.36703,0.53923,3.75858,1.84877,,3.60485,,440.0
"1 BEVERLEY GROVE, MOUNT WAVERLEY",-37.876044,145.121178,2020,1,4.0,2.0,2,3149,212051324,House,20.085330000000003,1.5278699999999998,0.89301,3.44229,,4.44754,1.1256700000000002,7.4186,795.0
"1 BITTERN STREET, MELTON",-37.678804,144.57509,2020,7,3.0,1.0,2,3337,213041577,House,46.79107,0.93712,1.31872,,,,0.97426,,340.0
"1 BITTERN STREET, MELTON",-37.678804,144.57509,2020,8,3.0,1.0,2,3337,213041577,House,46.79107,0.93712,1.31872,,,,0.97426,,340.0
"1 BOISDALE STREET, SURREY HILLS",-37.83467,145.099151,2020,2,3.0,2.0,2,3127,207031167,House,13.33751,1.91347,1.17927,,2.30979,,,,640.0
"1 BOISDALE STREET, SURREY HILLS",-37.83467,145.099151,2020,3,3.0,2.0,2,3127,207031167,House,13.33751,1.91347,1.17927,,2.30979,,,,600.0
"1 BOND STREET, NEWTOWN",-38.156624,144.350348,2020,9,3.0,2.0,2,3220,203021046,House,79.63588,0.49244,0.7876000000000001,1.2637,,,,,550.0
"1 BORRIE STREET, RESERVOIR",-37.70866001,145.0196001,2020,8,3.0,1.0,2,3073,209021523,House,14.05843,0.92464,0.41814,,1.11858,,,,430.0
"1 BRACK COURT, SUNBURY",-37.572594,144.713091,2020,8,3.0,1.0,2,3429,210041541,House,40.37111,0.72215,0.87763,2.12556,,,,,390.0
"1 BRACK COURT, SUNBURY",-37.572594,144.713091,2020,10,3.0,1.0,2,3429,210041541,House,40.37111,0.72215,0.87763,2.12556,,,,,390.0
"1 BRACKNELL COURT, LARA",-38.015172,144.406619,2020,9,2.0,1.0,1,3212,203021043,House,60.263,1.57243,0.49809,1.7832,3.91393,,2.87759,,325.0
"1 BRIDLE PATH, CHIRNSIDE PARK",-37.758785,145.323642,2020,2,3.0,1.0,2,3116,211051275,House,38.03047,1.93014,2.10244,2.48734,,,,,450.0
"1 BRISTOL DRIVE, CRANBOURNE NORTH",-38.0875865,145.3281735,2020,1,4.0,2.0,2,3977,212031559,House,51.56061,,0.8503200000000001,4.86173,,,,,430.0
"1 BRISTOL DRIVE, CRANBOURNE NORTH",-38.0875865,145.3281735,2020,11,4.0,2.0,2,3977,212031559,House,51.56061,,0.8503200000000001,4.86173,,,,,440.0
"1 BRIXTON STREET, BONBEACH",-38.065533,145.121075,2020,7,2.0,1.0,1,3196,208031186,House,49.77763,1.25941,0.61354,0.6119,0.1387,,2.06564,,420.0
"1 BRUFORD ROAD, PORT MELBOURNE",-37.82848001,144.94267001,2020,9,3.0,3.0,2,3207,206051511,House,4.58499,1.3857000000000002,1.15,,1.11804,,,,800.0
"1 CANTALA DRIVE, DONCASTER",-37.775855,145.127204,2020,9,4.0,2.0,2,3108,207021157,House,19.32405,2.39421,0.84324,2.18968,,,,1.52743,600.0
"1 CARAMUT COURT, WARRANWOOD",-37.775769,145.240291,2020,5,3.0,2.0,2,3134,211031265,House,31.46725,1.23683,0.86478,3.91136,,,,,500.0
"1 CARMYLE COURT, BUNDOORA",-37.7065314002,145.0610694002,2020,8,3.0,1.0,2,3083,209011196,House,16.91162,0.60539,0.20762,0.15208,,,,1.5001,420.0
"1 CARR ST, BELMONT",-38.1793986,144.3389362,2020,10,3.0,1.0,1,3216,203021037,House,87.86048,0.65127,0.41756,1.2191500000000002,,,,,370.0
"1 CARR STREET, BELMONT",-38.179372,144.338891,2020,10,3.0,1.0,1,3216,203021037,House,87.85613000000001,0.65563,0.42192,1.21479,,,,,370.0
"1 CASHIN COURT, MELTON",-37.678394,144.589378,2020,7,3.0,1.0,2,3337,213041577,House,44.75445,3.08406,1.66873,,,,3.12119,,340.0
"1 CATHERINE STREET, GOUGHS BAY",-37.179698,146.067158,2020,1,3.0,2.0,2,3723,204011057,House,227.27559,11.98544,20.36091,20.73988,34.87221,20.65421,21.35056,,280.0
"1 CATHERINE STREET, GOUGHS BAY",-37.179698,146.067158,2020,3,3.0,2.0,2,3723,204011057,House,227.27559,11.98544,20.36091,20.73988,34.87221,20.65421,21.35056,,280.0
"1 CATHERINE STREET, GOUGHS BAY",-37.179698,146.067158,2020,4,3.0,2.0,2,3723,204011057,House,227.27559,11.98544,20.36091,20.73988,34.87221,20.65421,21.35056,,280.0
"1 CAYMAN COURT, LYNDHURST",-38.0577860451654,145.246936078646,2020,2,3.0,2.0,2,3975,212031306,House,43.767050000000005,2.97263,2.84709,,5.35813,,,,400.0
"1 CECIL COURT, TECOMA",-37.896452,145.342163,2020,7,3.0,2.0,2,3160,211051284,House,45.95086,1.74261,1.58958,2.99556,1.7148,,,,540.0
"1 CEDAR CLOSE, MOOROOLBARK",-37.7881927002,145.315112002,2020,11,2.0,1.0,1,3138,211051281,House,36.38558,1.84229,0.24405,0.09553,0.64388,,0.58298,,400.0
"1 CENTAURUS AVE, CLIFTON SPRINGS",-38.1492755,144.57108414,2020,2,3.0,2.0,1,3222,203031048,House,101.99034,1.06534,2.41196,3.62164,4.38223,,3.20547,,460.0
"1 CENTAURUS AVENUE, CLIFTON SPRINGS",-38.1492755,144.57108414,2020,1,3.0,2.0,1,3222,203031048,House,101.99034,1.06534,2.41196,3.62164,4.38223,,3.20547,,460.0
"1 CENTAURUS AVENUE, CLIFTON SPRINGS",-38.1492755,144.57108414,2020,2,3.0,2.0,1,3222,203031048,House,101.99034,1.06534,2.41196,3.62164,4.38223,,3.20547,,460.0
"1 CENTAURUS AVENUE, CLIFTON SPRINGS",-38.1492755,144.57108414,2020,3,3.0,2.0,1,3222,203031048,House,101.99034,1.06534,2.41196,3.62164,4.38223,,3.20547,,460.0
"1 CHANNEL ROAD, MOUNT EVELYN",-37.783902,145.373141,2020,2,3.0,2.0,2,3796,211051283,House,43.98129,0.62493,0.93661,2.27796,,,0.90759,,440.0
"1 CHAPPELL COURT, SUNBURY",-37.5850023002,144.6969701002,2020,1,4.0,2.0,1,3429,210041540,House,39.76229,1.59374,2.40968,,3.66341,,,,360.0
"1 CHATSWORTH QUADRANT, TEMPLESTOWE LOWER",-37.763359,145.103782,2020,5,3.0,1.0,1,3107,207021160,House,15.5783,0.7767000000000001,0.78626,1.50996,,,,,400.0
"1 CHIANINA LANE, CLYDE NORTH",-38.100457,145.3321233,2020,12,4.0,3.0,2,3978,212031556,House,52.33725,,1.94362,,,,,,495.0
"1 CHIFLEY CIRCUIT, BURNSIDE HEIGHTS",-37.726732,144.761692,2020,6,4.0,3.0,2,3023,213041462,House,33.59978,,1.69242,,,,,,440.0
"1 CLARENDON STREET, COBURG",-37.753546,144.952063,2020,9,3.0,1.0,0,3058,206011498,House,8.3096,0.51764,0.52606,2.90621,1.04573,,2.34687,,590.0
"1 CLIFTON STREET, CLIFTON HILL",-37.787337,145.00483,2020,12,2.0,1.0,0,3068,206071145,Apartment,6.13638,0.24595,1.81315,3.77209,1.16823,2.23287,,,645.0
"1 CLYDEN COURT, BURWOOD EAST",-37.85263,145.147255,2020,7,4.0,2.0,1,3151,207031166,House,19.20312,1.36059,1.0933499999999998,3.0009200000000003,1.29367,,,,510.0
"1 COLLINS ROAD, STANLEY",-36.407146,146.757034,2020,7,4.0,1.0,2,3747,204031068,House,283.82434,11.3904,0.49369,11.75151,9.45708,11.02432,9.82884,,350.0
"1 COLONIAL CLOSE, WHEELERS HILL",-37.904559,145.190823,2020,11,3.0,2.0,2,3150,212051327,House,26.61916,1.10157,0.34642,2.23624,,,,3.22754,460.0
"1 CORVI COURT, LARA",-38.019955,144.409668,2020,5,4.0,2.0,2,3212,203021043,House,60.06243,0.4482799999999999,1.40279,0.47134,1.3224200000000002,,1.73552,,370.0
"1 CRAWFORDS ROAD, WERRIBEE SOUTH",-37.93404001,144.71602001,2020,6,3.0,1.0,2,3030,213051368,House,35.63156,5.50635,4.0606100000000005,3.03747,8.70077,7.7734,8.970120000000001,,310.0
"1 CRAWFORDS ROAD, WERRIBEE SOUTH, WERRIBEE SOUTH",-37.93404001,144.71602001,2020,6,3.0,1.0,2,3030,213051368,House,35.63156,5.50635,4.0606100000000005,3.03747,8.70077,7.7734,8.970120000000001,,310.0
"1 CURDIE PLACE, GROVEDALE",-38.2098159002,144.3160061002,2020,12,4.0,2.0,2,3216,203021487,House,85.84205,1.00641,1.93604,1.7733800000000002,1.67553,,,,520.0
