,Unnamed: 0,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,weekly_rent
444,444,4.0,2.0,1.0,,25 Finlay Street Yarraville VIC 3013,-37.8188955,144.8756361,$810pw,8.017999999999999,810.0
445,445,4.0,2.0,2.0,,13 Burns Street Yarraville VIC 3013,-37.8105769,144.8846189,$890,7.276,890.0
446,446,3.0,3.0,2.0,,47B Angliss Street Yarraville VIC 3013,-37.81733699999999,144.8665683,$695.00,8.8153,695.0
447,447,2.0,2.0,1.0,,166 Roberts Street Yarraville VIC 3013,-37.8149986,144.8685881,$560 per week,8.6442,560.0
448,448,4.0,3.0,2.0,,6 Benbow Street Yarraville VIC 3013,-37.8225708,144.8807506,$850 per week,7.584,850.0
449,449,3.0,2.0,2.0,,28 Urwin Street Yarraville VIC 3013,-37.815856,144.86539399999995,$560pw,8.9217,560.0
450,450,3.0,2.0,,,45 Powell Street Yarraville VIC 3013,-37.8164936,144.8853926,$690 pw,7.1618,690.0
451,451,3.0,2.0,1.0,,3/3 Jepson Street Yarraville VIC 3013,-37.8129082,144.8706938,$650.00,8.472000000000001,650.0
452,452,3.0,2.0,2.0,,38 Mill Avenue Yarraville VIC 3013,-37.8227774,144.8717252,$650.00,8.3775,650.0
453,453,2.0,2.0,1.0,,2/25 Somerville Road Yarraville VIC 3013,-37.8124513,144.8783437,$540 per week,7.8049,540.0
454,454,3.0,2.0,2.0,,2/25 Eirene Street Yarraville VIC 3013,-37.8205139,144.8801112,$600,7.6287,600.0
455,455,3.0,2.0,2.0,,201/200 Stephen Street Yarraville VIC 3013,-37.82212579999999,144.8927257,$560.00,6.5301,560.0
456,456,3.0,2.0,1.0,,7A Goulburn Street Yarraville VIC 3013,-37.815458,144.8918832,$710 per week,6.5953,710.0
457,457,3.0,2.0,,,43 Tarrengower Street Yarraville VIC 3013,-37.8178717,144.8911524,$610,6.6531,610.0
458,458,3.0,3.0,2.0,,47B Angliss Street Yarraville VIC 3013,-37.81733699999999,144.8665683,$695 per week,8.8153,695.0
459,459,1.0,2.0,,,5/77 Somerville Road Yarraville VIC 3013,-37.8137294,144.8888957,$155.00,6.8688,155.0
460,460,3.0,3.0,1.0,,7/127 Somerville Road Yarraville VIC 3013,-37.8131383,144.8848048,$510pw/$2216pcm,7.2324,510.0
461,461,2.0,2.0,1.0,,5/2 Kent Street Yarraville VIC 3013,-37.8199775,144.895623,$545 per week,6.2634,545.0
462,462,3.0,2.0,1.0,,396 Williamstown Road Yarraville VIC 3013,-37.8236105,144.8810729,$580,7.5642,580.0
463,463,2.0,2.0,1.0,,2/112 Severn Street Yarraville VIC 3013,-37.8193664,144.8787305,$500 per week,7.7466,500.0
464,464,3.0,2.0,2.0,,35 Wilkins Street Yarraville VIC 3013,-37.818265,144.8731434,$560 per week,8.2367,560.0
465,465,3.0,2.0,2.0,,1/150 Woods Street Newport VIC 3015,-37.8444924,144.8672989,$490,9.2299,490.0
466,466,3.0,2.0,2.0,,2/145 Mason Street Newport VIC 3015,-37.8414808,144.8715104,$620,8.7746,620.0
467,467,4.0,2.0,4.0,,11 Davies Street Newport VIC 3015,-37.8454775,144.88719780000002,$800 per week,7.6352,800.0
468,468,4.0,2.0,1.0,,8 Walker Street Newport VIC 3015,-37.84197070000001,144.88225490000005,$610.00,7.8957,610.0
469,469,3.0,3.0,1.0,,7/11-15 Basil Street Newport VIC 3015,-37.8462907,144.8658378,$600.00,9.4166,600.0
470,470,3.0,2.0,3.0,,5/13 Liley Street Newport VIC 3015,-37.851342,144.8863657,$745.00,7.9831,745.0
471,471,2.0,2.0,,,43a Oakbank Street Newport VIC 3015,-37.848426,144.891503,$465.00,7.4329,465.0
472,472,4.0,2.0,3.0,,3 Anderson Street Newport VIC 3015,-37.8453704,144.8786446,$850 per week,8.3256,850.0
473,473,4.0,2.0,3.0,,3 Anderson Street Newport VIC 3015,-37.8453704,144.8786446,$850 per week,8.3256,850.0
474,474,3.0,2.0,,,1 Hope Street Spotswood VIC 3015,-37.8313209,144.88513469999995,$680 per week,7.3313,680.0
475,475,3.0,2.0,2.0,,77 John Liston Drive Newport VIC 3015,-37.8491955,144.8855108,$650.00,7.9428,650.0
476,476,3.0,2.0,1.0,,3/4 Percy Street Newport VIC 3015,-37.8349046,144.8738699,$640.00,8.3838,640.0
477,477,3.0,2.0,1.0,,1/14 Muir Street Spotswood VIC 3015,-37.8257946,144.8735295,$520 per week,8.2472,520.0
478,478,3.0,2.0,2.0,,135/6 Paine Street Newport VIC 3015,-37.8478551,144.8889065,$550.00,7.6091,550.0
479,479,3.0,3.0,2.0,,11A Jubilee Street Newport VIC 3015,-37.8476131,144.8710114,$650,9.0414,650.0
480,480,4.0,2.0,2.0,,80 Schutt Street Newport VIC 3015,-37.8365084,144.88173909999998,$860 per week,7.7561,860.0
481,481,3.0,2.0,3.0,,4/5 Grieves Street Newport VIC 3015,-37.8440726,144.8672007,$730 per week,9.2234,730.0
482,482,3.0,2.0,1.0,,6 Loft Reserve Road Newport VIC 3015,-37.8426681,144.8685236,$780 per week,9.0647,780.0
483,483,2.0,2.0,1.0,,3/69 Saltley Street South Kingsville VIC 3015,-37.8310922,144.8677716,$480,8.828,480.0
484,484,2.0,2.0,1.0,,106/455 Melbourne Road Newport VIC 3015,-37.8406731,144.8825128,$470 per week,7.8268,470.0
485,485,3.0,2.0,1.0,,1/144 Woods Street Newport VIC 3015,-37.844617,144.8680979,$590pw,9.1678,590.0
486,486,4.0,2.0,,,36 Reed Street Spotswood VIC 3015,-37.82974979999999,144.8800414,$850 per week,7.7393,850.0
487,487,3.0,2.0,2.0,,59 Blackshaws Road Newport VIC 3015,-37.8345775,144.8775701,$470,8.0586,470.0
488,488,2.0,2.0,1.0,,209/455 Melbourne Road Newport VIC 3015,-37.8406731,144.8825128,$480,7.8268,480.0
489,489,3.0,2.0,1.0,,8/119 Blackshaws Road Newport VIC 3015,-37.8344384,144.8734614,$530 per week,8.4074,530.0
490,490,3.0,2.0,2.0,,232 Kororoit Creek Road Williamstown North VIC 3016,-37.8558628,144.8720014,$650.00,9.3361,650.0
491,491,4.0,3.0,3.0,,27 Anzac Crescent Williamstown VIC 3016,-37.8616157,144.88513469999995,"$1,350.00",8.6627,1350.0
492,492,3.0,2.0,2.0,,8A Jobson Street Williamstown VIC 3016,-37.85750460000001,144.8922224,$700 per week,7.8904,700.0
493,493,3.0,2.0,2.0,,15/93 Stevedore Street Williamstown VIC 3016,-37.8567407,144.8958152,$700,7.5814,700.0
494,494,3.0,2.0,1.0,,106 Stevedore Street Williamstown VIC 3016,-37.8563297,144.8945483,$600.00,7.6478,600.0
495,495,4.0,4.0,2.0,,16 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$750.00,9.2374,750.0
496,496,3.0,2.0,1.0,,2/67 Ferguson Street Williamstown VIC 3016,-37.85921,144.898402,$600.00,7.5585,600.0
497,497,4.0,4.0,2.0,,24 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$895,9.2374,895.0
498,498,3.0,2.0,2.0,,72A Morris Street Williamstown VIC 3016,-37.869905,144.9036159,$800.00,8.0089,800.0
499,499,3.0,2.0,1.0,,106 Stevedore Street Williamstown VIC 3016,-37.8563297,144.8945483,$600.00,7.6478,600.0
500,500,2.0,2.0,2.0,,2/14 Victoria Street Williamstown VIC 3016,-37.8665265,144.8883154,$620.00,8.7578,620.0
501,501,2.0,2.0,1.0,,102/27 Aitken Street Williamstown VIC 3016,-37.865597,144.90783190000005,$620 per week,7.4068,620.0
502,502,2.0,2.0,1.0,,12/2 Thompson Street Williamstown VIC 3016,-37.863842,144.9046725,$425,7.4693,425.0
503,503,3.0,2.0,2.0,,5 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$580,9.2374,580.0
504,504,3.0,2.0,2.0,,148a Melbourne Road Williamstown VIC 3016,-37.8545376,144.891722,"$1,000",7.7492,1000.0
505,505,3.0,2.0,2.0,,3/106 Kororoit Creek Road Williamstown VIC 3016,-37.856455,144.880979,$700,8.6711,700.0
506,506,2.0,2.0,1.0,,6/88 Ferguson Street Williamstown VIC 3016,-37.858630100000006,144.8973426,$510 per week,7.5943,510.0
507,507,4.0,4.0,2.0,,8 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$850 per week,9.2374,850.0
508,508,4.0,4.0,2.0,,10 Tedesco Circuit Williamstown North VIC 3016,-37.8554804,144.8730145,$850 per week,9.2374,850.0
509,509,2.0,2.0,1.0,,20 Felicia Road Williamstown North VIC 3016,-37.8549255,144.8724558,$480 per week,9.2538,480.0
510,510,2.0,2.0,1.0,,1A Shepherd Court Williamstown VIC 3016,-37.8565415,144.8847116,$560.00,8.392000000000001,560.0
511,511,3.0,2.0,,,54 Parker Street Williamstown VIC 3016,-37.863297,144.899422,$670.00,7.7738,670.0
512,512,3.0,3.0,1.0,264.0,Unit 1/107 Park Cres Williamstown North VIC 3016,-37.8540999,144.875808,$750 per week,8.9491,750.0
513,513,3.0,2.0,3.0,,7 Violet Street Williamstown VIC 3016,-37.8528412,144.8750559,$580.00 per week,8.9468,580.0
514,514,5.0,2.0,9.0,,28 Walter St Williamstown North VIC 3016,-37.85344,144.87344430000005,$1250 per week,9.1033,1250.0
515,515,2.0,2.0,1.0,,1/69 Ferguson Street Williamstown VIC 3016,-37.85921,144.898402,$600,7.5585,600.0
516,516,4.0,4.0,2.0,,4 Tedesco Circuit Williamstown North VIC 3016,-37.8558071,144.872155,$870 Per Week,9.3213,870.0
517,517,4.0,4.0,2.0,,6 Tedesco Circuit Williamstown North VIC 3016,-37.8558071,144.872155,$870 Per Week,9.3213,870.0
518,518,3.0,2.0,2.0,,49 Grieve Parade Altona VIC 3018,-37.8682245,144.8174648,$480 per week,14.2659,480.0
519,519,3.0,2.0,2.0,,3/212 Civic Pde Altona VIC 3018,-37.8636203,144.8207289,$520,13.8063,520.0
520,520,3.0,2.0,2.0,,7/8 David Altona VIC 3018,-37.8687809,144.8262799,$600,13.5817,600.0
521,521,3.0,2.0,1.0,,2A Waters Drive Seaholme VIC 3018,-37.8592292,144.844204,$560 per week,11.7115,560.0
522,522,4.0,2.0,1.0,,2/138 Queen Street Altona VIC 3018,-37.869776,144.82672,$560 per wek,13.593,560.0
523,523,5.0,2.0,4.0,,29 Upton Street Altona VIC 3018,-37.86533170000001,144.82360649999995,$485,13.6435,485.0
524,524,3.0,2.0,1.0,,2B Kookaburra Street Altona VIC 3018,-37.87076370000001,144.8086396,$650 per week,15.0903,650.0
525,525,2.0,2.0,1.0,,305/118 Pier Street Altona VIC 3018,-37.8654398,144.8312306,$480,13.0325,480.0
526,526,3.0,2.0,2.0,,2/49 Bent Street Altona VIC 3018,-37.8651209,144.83200380000005,$550 per week,12.956,550.0
527,527,3.0,2.0,3.0,,13a Fisher Court Altona VIC 3018,-37.8627989,144.8348604,$680,12.6228,680.0
528,528,3.0,3.0,2.0,,37A Rayner Street Altona VIC 3018,-37.8655037,144.8207504,$640 per week,13.8828,640.0
529,529,2.0,2.0,1.0,,5/130 Civic Parade Altona VIC 3018,-37.8646255,144.830393,$625 per week,13.0637,625.0
530,530,3.0,2.0,1.0,,9 Leicester Square Seaholme VIC 3018,-37.8629151,144.8425392,$520 per week,12.0107,520.0
531,531,3.0,2.0,1.0,,63 Teague Crescent Braybrook VIC 3019,-37.7956237,144.849183,$480 per week,10.6429,480.0
532,532,4.0,2.0,2.0,,22 Teague Crescent Braybrook VIC 3019,-37.7955637,144.85002749999995,$600 per week,10.5723,600.0
533,533,2.0,2.0,1.0,,4 Inventory Walk Braybrook VIC 3019,-37.7947538,144.8470707,$450,10.8464,450.0
534,534,3.0,2.0,2.0,,2/8 Balmoral Street Braybrook VIC 3019,-37.7815505,144.8561695,$470 pw,10.547,470.0
535,535,2.0,2.0,1.0,,4/15 Lawn Crescent Braybrook VIC 3019,-37.7830081,144.86076719999997,$395 per week,10.1112,395.0
536,536,3.0,2.0,1.0,,3/75-77 Darnley Street Braybrook VIC 3019,-37.7831214,144.8508185,$390.00,10.9192,390.0
537,537,3.0,2.0,1.0,136.0,4 Queen Circuit Sunshine VIC 3020,-37.7963514,144.8290887,$460/ WEEK,12.3516,460.0
538,538,2.0,2.0,2.0,,1/93 Cumberland Street Sunshine North VIC 3020,-37.7670119,144.8442899,$400.00,12.1849,400.0
539,539,2.0,2.0,1.0,,74 Queen Circuit Sunshine VIC 3020,-37.7970088,144.8284279,$440 Per Week,12.3945,440.0
540,540,3.0,2.0,2.0,,86 Dickson Street Sunshine VIC 3020,-37.7878124,144.8393924,$420,11.7024,420.0
541,541,3.0,2.0,4.0,,5 Wiringa Court Sunshine West VIC 3020,-37.7990374,144.7970243,$400.00 per week,15.0819,400.0
542,542,2.0,2.0,1.0,,22 Queen Circuit Sunshine VIC 3020,-37.7970277,144.8288574,$460 per week,12.357000000000001,460.0
543,543,4.0,2.0,2.0,,7 Plymouth Close Sunshine North VIC 3020,-37.7549673,144.83245490000004,$380 per week,13.7499,380.0
544,544,3.0,2.0,2.0,,2/5 Dubbo Street Albion VIC 3020,-37.779354100000006,144.8160476,$500.00 Per Week,13.944,500.0
545,545,3.0,2.0,2.0,,30 Hilma Street Sunshine West VIC 3020,-37.7915047,144.8041092,$420.00 Per Week,14.6124,420.0
546,546,3.0,2.0,1.0,,129 David Drive Sunshine West VIC 3020,-37.7901831,144.7886091,$400.00 Per Week,15.9779,400.0
547,547,3.0,2.0,,,63A Westmoreland Road Sunshine North VIC 3020,-37.7700247,144.8356336,$380,12.7185,380.0
548,548,3.0,3.0,2.0,,6 McLean Street Albion VIC 3020,-37.78259449999999,144.8172071,$490.00,13.7387,490.0
549,549,3.0,2.0,3.0,607.0,74 Cary Street Sunshine North VIC 3020,-37.7686197,144.82274750000005,$410,13.8168,410.0
550,550,6.0,2.0,,,30 Nixon street Sunshine VIC 3020,-37.7880724,144.84512759999996,$600,11.2116,600.0
551,551,3.0,2.0,2.0,,56 Selwyn Street Albion VIC 3020,-37.7807821,144.8130199,"$300 PW / $1,304 PCM",14.1499,300.0
552,552,4.0,3.0,3.0,,120 Joan Street Sunshine West VIC 3020,-37.7881694,144.7915715,$420.00,15.7684,420.0
553,553,3.0,3.0,1.0,,40 Raymond Street Sunshine West VIC 3020,-37.7890975,144.81158119999995,$450,14.0289,450.0
554,554,3.0,2.0,2.0,,2/229 Glengala Road Sunshine West VIC 3020,-37.7879397,144.8017611,$430 pw,14.8994,430.0
555,555,3.0,2.0,2.0,,3/77 Fraser Street Sunshine VIC 3020,-37.7852709,144.8191183,"$550 PW / $2,390 PCM",13.4939,550.0
556,556,2.0,2.0,1.0,,4/3 Raymond Street Sunshine West VIC 3020,-37.7903007,144.80949840000005,$420 Per Week,14.1773,420.0
557,557,3.0,2.0,,,27 Dunbar Avenue Sunshine VIC 3020,-37.7982035,144.8266131,"$550 PW / $2,390 PCM",12.527000000000001,550.0
558,558,4.0,2.0,6.0,,413 Ballarat Road Sunshine VIC 3020,-37.7788619,144.84229219999997,$550 Per week,11.7905,550.0
559,559,3.0,2.0,3.0,,1/2 The Avenue Sunshine West VIC 3020,-37.7955456,144.790108,$470 Per Week,15.742,470.0
560,560,3.0,2.0,1.0,,1/111 Glengala Road Sunshine West VIC 3020,-37.789986,144.814931,$450 pw,13.7193,450.0
561,561,3.0,3.0,1.0,,3/111 Glengala Road Sunshine West VIC 3020,-37.789986,144.814931,$450 pw,13.7193,450.0
562,562,3.0,2.0,2.0,,34 Felstead Avenue Sunshine West VIC 3020,-37.8029674,144.8155751,$390,13.4063,390.0
563,563,2.0,2.0,1.0,,4/12 Maylands Street Albion VIC 3020,-37.776549,144.8179802,$400 per week,13.8835,400.0
564,564,3.0,2.0,2.0,,37 Garnet Street Sunshine North VIC 3020,-37.7723621,144.8311769,$340 PW - Close to School and Shop,12.9708,340.0
565,565,3.0,2.0,2.0,,3/4 Hassett Street Sunshine North VIC 3020,-37.7705144,144.8310803,$590,13.0607,590.0
566,566,3.0,2.0,2.0,,2/4 Hassett Street Sunshine North VIC 3020,-37.7705144,144.8310803,$560,13.0607,560.0
567,567,3.0,3.0,2.0,,1/4 Hassett Street Sunshine North VIC 3020,-37.7705144,144.8310803,$610,13.0607,610.0
568,568,4.0,2.0,2.0,,373 Ballarat Road Sunshine VIC 3020,-37.77927590000001,144.84628759999995,$415 Per Week,11.4472,415.0
569,569,4.0,2.0,2.0,,6 Saltbush Court Sunshine West VIC 3020,-37.7977472,144.8035188,$430,14.5384,430.0
570,570,5.0,2.0,3.0,610.0,12 Dorothy Ave Sunshine VIC 3020,-37.783587,144.84325880000003,$550,11.5255,550.0
571,571,2.0,2.0,1.0,,5 Florence Place Sunshine West VIC 3020,-37.7951385,144.7944375,$370 per week,15.3737,370.0
572,572,3.0,2.0,,,4/227 Mcintyre Road Sunshine North VIC 3020,-37.7555418,144.8324533,$480,13.7175,480.0
573,573,3.0,2.0,,,3/227 Mcintyre Road Sunshine North VIC 3020,-37.7555418,144.8324533,$480,13.7175,480.0
574,574,3.0,2.0,2.0,,1/227 Mcintyre Road Sunshine North VIC 3020,-37.7555418,144.8324533,$500,13.7175,500.0
575,575,4.0,2.0,2.0,,UNIT 4/2 DUBBO STREET Albion VIC 3020,-37.7790066,144.8171266,$540,13.8659,540.0
576,576,3.0,2.0,1.0,,166 Alfrieda Street St Albans VIC 3021,-37.7338794,144.8027351,$450pw/$1955pcm,17.2121,450.0
577,577,3.0,2.0,2.0,,3 calverton road Kealba VIC 3021,-37.734933700000006,144.8209007,$440 Per Week,15.8264,440.0
578,578,4.0,2.0,,,24 Gum Road Kings Park VIC 3021,-37.7394535,144.775902,$520,18.9402,520.0
579,579,3.0,2.0,,,1/62 Collins Street St Albans VIC 3021,-37.7379148,144.8031366,$370 per week,16.9413,370.0
580,580,3.0,2.0,2.0,,9 Fernhill Court Albanvale VIC 3021,-37.7442869,144.7664588,$350,19.4469,350.0
581,581,3.0,2.0,2.0,,5 Dowling Street Kealba VIC 3021,-37.7368848,144.828546,$425.00,15.1551,425.0
582,582,5.0,3.0,3.0,,36 Cornhill Street St Albans VIC 3021,-37.7439191,144.7928166,$600,17.392,600.0
583,583,4.0,2.0,4.0,533.0,85 Diamond Avenue Albanvale VIC 3021,-37.7438843,144.77328359999996,$430,18.9239,430.0
584,584,4.0,2.0,4.0,,47 Vincent Ave St Albans VIC 3021,-37.7406065,144.8092408,$450,16.3268,450.0
585,585,3.0,2.0,1.0,195.0,2/33 Elizabeth Street St Albans VIC 3021,-37.7422934,144.7911142,$420,17.6101,420.0
586,586,3.0,2.0,2.0,,16 Luxford Street St Albans VIC 3021,-37.735115,144.81358999999995,$500PW | $2172PCM,16.3411,500.0
587,587,3.0,2.0,1.0,,123 Conrad Street St Albans VIC 3021,-37.7332145,144.7960123,$490 per week,17.7505,490.0
588,588,5.0,3.0,,,"17 Kate St, St Albans VIC 3021",-37.7405648,144.7941046,$620,17.474,620.0
589,589,4.0,2.0,2.0,,12 Leavesdon Avenue Kealba VIC 3021,-37.7351578,144.824981,$400 pw,15.5217,400.0
590,590,2.0,2.0,1.0,,2/4 Adelaide Street St Albans VIC 3021,-37.7413055,144.7952317,$385 Per Week,17.347,385.0
591,591,3.0,3.0,2.0,,8 Higgins Walk St Albans VIC 3021,-37.7442306,144.7999941,$480 per week,16.8219,480.0
592,592,3.0,2.0,4.0,,26 Toledo Road St Albans VIC 3021,-37.7497348,144.821502,$380 per week,14.8762,380.0
593,593,3.0,2.0,1.0,,20 Pottenger Way St Albans VIC 3021,-37.7597373,144.8021769,$380.00,15.8723,380.0
594,594,3.0,2.0,1.0,,2 Ikara Close Kings Park VIC 3021,-37.73532270000001,144.77929319999996,$340,18.8963,340.0
595,595,4.0,2.0,1.0,,1/107 Fox Street St Albans VIC 3021,-37.7329784,144.8042048,$470/WEEK,17.159000000000002,470.0
596,596,3.0,2.0,2.0,,85 Kings Road Kings Park VIC 3021,-37.733326,144.7807099,$370,18.8978,370.0
597,597,3.0,2.0,2.0,,1/133 Power Street St Albans VIC 3021,-37.729905,144.796941,$360,17.8812,360.0
598,598,3.0,2.0,2.0,,4 Moonstone Circuit St Albans VIC 3021,-37.7544514,144.8224428,$350,14.542,350.0
599,599,4.0,2.0,2.0,,17 Eymard Street Deer Park VIC 3023,-37.76741970000001,144.76708119999995,$410,18.4522,410.0
600,600,2.0,2.0,1.0,,403/93 Furlong Road Cairnlea VIC 3023,-37.7572838,144.7903479,$400 per week,16.9348,400.0
601,601,5.0,2.0,2.0,,3 Fawkner Place Caroline Springs VIC 3023,-37.725495,144.73961599999996,$500 per week,22.4913,500.0
602,602,3.0,2.0,2.0,,36 Arroyo Place Caroline Springs VIC 3023,-37.73704220000001,144.7480477,$440 per week,21.2567,440.0
603,603,4.0,2.0,2.0,,8 Mt Eccles Place Caroline Springs VIC 3023,-37.7517562,144.7289757,$600 per week,22.1879,600.0
604,604,4.0,2.0,2.0,,17 Spring Circuit Caroline Springs VIC 3023,-37.748719,144.7397018,$620,21.4203,620.0
605,605,4.0,2.0,2.0,,24 Oakview Parade Caroline Springs VIC 3023,-37.71643140000001,144.736634,$400,23.2009,400.0
606,606,3.0,2.0,2.0,,85 Oakview Parade Caroline Springs VIC 3023,-37.7185963,144.7323006,Enquire Now: $485 Per Week,23.4194,485.0
607,607,2.0,2.0,1.0,,403/118 Cairnlea Drive Cairnlea VIC 3023,-37.7574237,144.7910777,$390 per week,16.8697,390.0
608,608,3.0,2.0,2.0,,10 Betchworth Close Caroline Springs VIC 3023,-37.7418455,144.7272382,$460pw/$1999pcm,22.721999999999998,460.0
609,609,2.0,2.0,1.0,,14/11 Monckton Place Caroline Springs VIC 3023,-37.7291692,144.74710359999997,$420 pw,21.718000000000004,420.0
610,610,4.0,2.0,2.0,,3 Beaconsfield Lane Caroline Springs VIC 3023,-37.73044429999999,144.7481121,$700.00 Per Week,21.5743,700.0
611,611,3.0,2.0,2.0,,60 Hatchlands Drive Deer Park VIC 3023,-37.7775869,144.759978,$380 per week,18.743,380.0
612,612,3.0,2.0,1.0,,44B Clairview Road Deer Park VIC 3023,-37.77994010000001,144.7562978,$400 per week pw,18.9969,400.0
613,613,3.0,2.0,2.0,,44 Mimosa Way Burnside Heights VIC 3023,-37.7375044,144.7492921,$450,21.1356,450.0
614,614,3.0,2.0,2.0,,48 Lawson Way Caroline Springs VIC 3023,-37.7253351,144.734832,$425,22.8743,425.0
615,615,3.0,2.0,2.0,,18 Tamborine Way Caroline Springs VIC 3023,-37.7475761,144.72672340000003,$440 per week,22.5332,440.0
616,616,3.0,2.0,1.0,,2/1 Huddersfield Road Deer Park VIC 3023,-37.76507539999999,144.7706223,$450 per week,18.2389,450.0
617,617,3.0,2.0,2.0,,35 Clarendon Wynd Caroline Springs VIC 3023,-37.7403764,144.745001,$420,21.3462,420.0
618,618,4.0,2.0,2.0,,8 Bunker Circuit Deer Park VIC 3023,-37.7775545,144.76499950000004,$440.00,18.3155,440.0
619,619,4.0,2.0,4.0,,3 Eagle Way Deer Park VIC 3023,-37.77914639999999,144.76933459999995,$510,17.9023,510.0
620,620,2.0,2.0,1.0,,315A/118 Cairnlea Drive Cairnlea VIC 3023,-37.7574237,144.7910777,$375 per week,16.8697,375.0
621,621,4.0,2.0,2.0,,10 Wylie Circuit Burnside Heights VIC 3023,-37.7322409,144.75448469999995,$510 per week,20.9837,510.0
622,622,3.0,2.0,2.0,,16 Giverny Close Burnside Heights VIC 3023,-37.7245163,144.7515236,$500,21.6178,500.0
623,623,3.0,2.0,2.0,,36 Edgbaston Parade Caroline Springs VIC 3023,-37.7411319,144.7277101,$470,22.7134,470.0
624,624,3.0,2.0,2.0,281.0,208 Cairnlea Drive Cairnlea VIC 3023,-37.7599585,144.79003659999995,$430,16.843,430.0
625,625,3.0,2.0,1.0,,26 Wyperfeld Circuit Caroline Springs VIC 3023,-37.7496472,144.7268092,$435,22.4466,435.0
626,626,4.0,2.0,2.0,,39 Buckhaven Street Deer Park VIC 3023,-37.78215960000001,144.77133380000004,$450 per week,17.6524,450.0
627,627,4.0,2.0,4.0,392.0,8 Tatterson Way Caroline Springs VIC 3023,-37.7293769,144.74877719999995,$640,21.5764,640.0
628,628,4.0,2.0,1.0,435.0,21 Dickerson way Caroline Springs VIC 3023,-37.7046839,144.7401523,$430,23.6052,430.0
629,629,3.0,2.0,2.0,,7 Carmody Drive Cairnlea VIC 3023,-37.7622192,144.78680590000005,$485,17.012,485.0
630,630,3.0,2.0,1.0,,14 Meakin Way Deer Park VIC 3023,-37.7761445,144.75736,$430,19.0056,430.0
631,631,3.0,2.0,2.0,,36 Lyons Avenue Burnside Heights VIC 3023,-37.729579,144.75864750000005,$390 pw,20.7973,390.0
632,632,4.0,2.0,2.0,,12 Laming Road Deer Park VIC 3023,-37.7584424,144.77255380000003,$450 P/W,18.3332,450.0
633,633,4.0,2.0,2.0,,175 Tenterfield Drive Burnside Heights VIC 3023,-37.7353245,144.74985,$485 pw,21.1958,485.0
634,634,3.0,2.0,2.0,,8 Lantern Court Cairnlea VIC 3023,-37.7524227,144.77894980000005,$430.00 Per Week,18.0709,430.0
635,635,3.0,2.0,1.0,,48 Hatchlands Drive Deer Park VIC 3023,-37.777475,144.758905,$395,18.8377,395.0
636,636,3.0,2.0,2.0,,33 The Avenue Caroline Springs VIC 3023,-37.7252435,144.74319880000004,$450 Per Week,22.2246,450.0
637,637,3.0,2.0,1.0,,13 Claretown Avenue Caroline Springs VIC 3023,-37.7398672,144.7423406,$410,21.5833,410.0
638,638,3.0,2.0,2.0,,29/79-89 Lancefield Drive Caroline Springs VIC 3023,-37.7104089,144.7374234,$395.00 per week,23.4761,395.0
639,639,3.0,2.0,2.0,513.0,Caroline Springs VIC 3023,-37.7431281,144.7356782,$450 per week,21.9802,450.0
640,640,4.0,2.0,2.0,,149 The Esplanade Caroline Springs VIC 3023,-37.7303934,144.7473504,$520 pw,21.6367,520.0
641,641,3.0,2.0,2.0,,22 Soame Street Deer Park VIC 3023,-37.7569222,144.7746142,$420,18.227,420.0
642,642,3.0,2.0,1.0,,79 Redditch Crescent Deer Park VIC 3023,-37.7553489,144.76313249999995,$390,19.2308,390.0
643,643,4.0,2.0,2.0,,17 Cooma Place Burnside Heights VIC 3023,-37.73673270000001,144.7500216,$480,21.1143,480.0
644,644,4.0,2.0,2.0,,23 Loxwood Drive Deer Park VIC 3023,-37.7803848,144.7561155,$420,19.0015,420.0
645,645,3.0,2.0,1.0,400.0,20 Castlemaine Way Caroline Springs VIC 3023,-37.75238909999999,144.7485626,$400.00per week pw,20.5457,400.0
646,646,3.0,2.0,2.0,,7/39 Studley Park Way Caroline Springs VIC 3023,-37.724255600000006,144.74187680000003,$460 per week,22.3789,460.0
647,647,3.0,2.0,1.0,,12 Hunts Cross Way Caroline Springs VIC 3023,-37.7389131,144.7269808,$420,22.8672,420.0
648,648,3.0,2.0,2.0,,3 Hawksbury Green Caroline Springs VIC 3023,-37.7265738,144.7341884,Enquire Now: $400 per week,22.863000000000003,400.0
649,649,3.0,2.0,1.0,,38 Grampians Way Caroline Springs VIC 3023,-37.7494919,144.72891130000005,$410 per week,22.2787,410.0
650,650,3.0,2.0,2.0,,35 Cunningham Chase Burnside Heights VIC 3023,-37.7356347,144.762596,Enquire now: $420 per week,20.1759,420.0
651,651,4.0,3.0,2.0,,4 Carnaby Grove Burnside VIC 3023,-37.7444723,144.7550418,$580,20.3534,580.0
652,652,3.0,2.0,,,11 Carroll Street Deer Park VIC 3023,-37.771131200000006,144.76199509999995,$350 P/W,18.759,350.0
653,653,4.0,2.0,2.0,713.0,19 Elphinstone Way Caroline Springs VIC 3023,-37.7560839,144.7442286,$520,20.7617,520.0
