,Unnamed: 0,bedrooms,bathrooms,carspaces,building_area,street_address,latitude,longitude,price,distance_to_city,weekly_rent
26,26,2.0,2.0,2.0,,55/1 Albert Road Melbourne VIC 3000,-37.833957,144.972793,$950 Per Week,1.8442,950.0
27,27,2.0,2.0,1.0,,1003/270 King Street Melbourne VIC 3000,-37.813751,144.95503169999995,$560.00 per week,1.1423,560.0
28,28,2.0,2.0,,,2304/33 Mackenzie Street Melbourne VIC 3000,-37.80772140000001,144.96688500000005,$600 per week,1.1529,600.0
29,29,2.0,2.0,1.0,,302/20 Queens Road Melbourne VIC 3000,-37.8406236,144.97522709999996,$650,2.6165,650.0
30,30,2.0,2.0,1.0,,3604/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550.00 per week,1.0007,550.0
31,31,2.0,2.0,1.0,,4808/639 Little Lonsdale Street Melbourne VIC 3000,-37.8141942,144.95216619999997,$700,1.3584,700.0
32,32,2.0,2.0,,,260 Spencer St Melbourne VIC 3000,-37.814564,144.95228559999995,$680,1.3358,680.0
33,33,2.0,2.0,2.0,,102/8 Bligh Place Melbourne VIC 3000,-37.817252,144.96390300000004,$890.00 per week,0.2717,890.0
34,34,2.0,2.0,1.0,,4804/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$580 per weekly - Unfurnished,1.0007,580.0
35,35,2.0,2.0,1.0,,205/20 Queens Rd Melbourne VIC 3000,-37.8406236,144.97522709999996,$750,2.6165,750.0
36,36,2.0,2.0,,,3806/500 Elizabeth St Melbourne VIC 3000,-37.8072443,144.9602814,$650 weekly,1.3357,650.0
37,37,2.0,2.0,,,5901/462 Elizabeth St Melbourne VIC 3000,-37.807859,144.960611,$650,1.2614,650.0
38,38,2.0,2.0,1.0,,1310/7 Katherine Place Melbourne VIC 3000,-37.8201858,144.9564628,$550 per week,0.9396,550.0
39,39,2.0,2.0,1.0,,803/108 Flinders Street Melbourne VIC 3000,-37.8161924,144.971196,$650 per week,0.4391,650.0
40,40,4.0,2.0,,,206/639 Little Bourke Street Melbourne VIC 3000,-37.8161004,144.95356909999995,$650pw/$2998pcm,1.185,650.0
41,41,3.0,2.0,2.0,,UNIT 2707/35 SPRING STREET Melbourne VIC 3000,-37.8141725,144.9740049,"$2,050",0.7677,2050.0
42,42,2.0,2.0,1.0,,5008/639 Little lonsdale street Melbourne VIC 3000,-37.8141942,144.95216619999997,$750 per week,1.3584,750.0
43,43,4.0,2.0,2.0,,241/538 Little Lonsdale Street Melbourne VIC 3000,-37.8136966,144.95320700000005,"$1,400 per week",1.2918,1400.0
44,44,2.0,2.0,,,4610/371 Little Lonsdale Street Melbourne VIC 3000,-37.8117708,144.96093019999995,$700/W Unfurnished,0.872,700.0
45,45,2.0,2.0,,,2211/33 Rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$560 per week,1.188,560.0
46,46,2.0,2.0,,,3711/157 Abeckett Street Melbourne VIC 3000,-37.8099156,144.9591846,$730 per week,1.1293,730.0
47,47,2.0,2.0,,,2703/8 Exploration Lane Melbourne VIC 3000,-37.8091129,144.96845449999995,$530 per week,1.0084,530.0
48,48,2.0,2.0,,,1104/23 Mackenzie Street Melbourne VIC 3000,-37.8075453,144.96732680000005,$650 per week,1.1734,650.0
49,49,3.0,2.0,1.0,,7302/462 Elizabeth Street Melbourne VIC 3000,-37.807859,144.960611,"$3,100 per week",1.2614,3100.0
50,50,3.0,2.0,,,3803/483 Swanston Street Melbourne VIC 3000,-37.8073886,144.96208700000003,"$2,000",1.2603,2000.0
51,51,4.0,4.0,3.0,,231/299 Queen Street Melbourne VIC 3000,-37.8114187,144.95879159999996,"$2,600.00",1.0231,2600.0
52,52,2.0,2.0,,,3403/371 Little Lonsdale Street Melbourne VIC 3000,-37.8117708,144.96093019999995,$650 per week,0.872,650.0
53,53,3.0,2.0,1.0,,4313/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$900.00,1.0836,900.0
54,54,2.0,2.0,,,302/60 A'Beckett Street Melbourne VIC 3000,-37.8087388,144.9614417,$590,1.1418,590.0
55,55,2.0,2.0,1.0,,1011/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$600.00,1.2056,600.0
56,56,2.0,2.0,1.0,,7/7 Drewery Lane Melbourne VIC 3000,-37.8110742,144.96390209999996,$680 per week,0.8205,680.0
57,57,2.0,2.0,1.0,,1007/565 Flinders Street Melbourne VIC 3000,-37.8210586,144.95590719999996,$650 per week,1.0145,650.0
58,58,2.0,2.0,1.0,,2802/160 Spencer Street Melbourne VIC 3000,-37.8172652,144.953648,$800 per week,1.161,800.0
59,59,3.0,2.0,1.0,,6/410 Queen Street Melbourne VIC 3000,-37.8090899,144.9582169,$695 per week,1.2538,695.0
60,60,2.0,2.0,,,3510/500 Elizabeth Street Melbourne VIC 3000,-37.8072443,144.9602814,$580 per week,1.3357,580.0
61,61,2.0,2.0,1.0,,7910/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$950 per week,0.9976,950.0
62,62,2.0,2.0,1.0,,2910/118-134 ABeckett Street Melbourne VIC 3000,-37.809359,144.95973899999996,$650.00,1.1527,650.0
63,63,2.0,2.0,1.0,,4407/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$620.00,1.2056,620.0
64,64,2.0,2.0,,,1506/155 Franklin Street Melbourne VIC 3000,-37.8088259,144.95954880000005,$620 per week,1.2118,620.0
65,65,2.0,2.0,,,2203/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550,1.0007,550.0
66,66,3.0,2.0,,,1602/270 King Street Melbourne VIC 3000,-37.813751,144.95503169999995,$980 per week,1.1423,980.0
67,67,2.0,2.0,1.0,,403/95 Berkeley Street Melbourne VIC 3000,-37.8033781,144.9587815,$650 per week,1.7822,650.0
68,68,2.0,2.0,1.0,,3202/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$630.00,1.2056,630.0
69,69,2.0,2.0,,,1406/462 Elizabeth Street Melbourne VIC 3000,-37.807859,144.960611,$680/week,1.2614,680.0
70,70,2.0,2.0,,,1503/296 Little Lonsdale Street Melbourne VIC 3000,-37.8114904,144.9606243,$680,0.9129999999999999,680.0
71,71,2.0,2.0,1.0,,4402/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$670.00,1.2056,670.0
72,72,3.0,2.0,,,53/33 Latrobe Street Melbourne VIC 3000,-37.8079055,144.9703589,$700.00,1.1746,700.0
73,73,2.0,2.0,1.0,,925/555 Flinders Street Melbourne VIC 3000,-37.8209711,144.95648269999995,$500.00 per week,0.9635,500.0
74,74,2.0,2.0,1.0,,4701/38 Rose Lane Melbourne VIC 3000,-37.8148884,144.9542283,$650.00,1.162,650.0
75,75,2.0,2.0,,,2810/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$670.00,1.0836,670.0
76,76,2.0,2.0,,,5612/370 Queen Street Melbourne VIC 3000,-37.8101314,144.9587648,$800/w Unfurnished,1.1327,800.0
77,77,2.0,2.0,1.0,,2.01/15 Collins Street Melbourne VIC 3000,-37.8137378,144.97333480000003,$695pw,0.7501,695.0
78,78,3.0,2.0,2.0,,1702/668 Bourke Street Melbourne VIC 3000,-37.8166152,144.95427890000005,$725.00,1.1139,725.0
79,79,2.0,2.0,1.0,,5605/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$800.00,1.0836,800.0
80,80,2.0,2.0,1.0,,3507/200 Spencer Street Melbourne VIC 3000,-37.816228,144.9532465,$640.00,1.2104,640.0
81,81,2.0,2.0,,,3502/318 Russell Street Melbourne VIC 3000,-37.8091709,144.966801,$800 per week,0.9915,800.0
82,82,2.0,2.0,1.0,,2313/220 Spencer Street Melbourne VIC 3000,-37.8157157,144.9529559,$675 per week,1.2464,675.0
83,83,2.0,2.0,1.0,,305/594 St Kilda Road Melbourne VIC 3000,-37.8496926,144.9796418,$630 per week,3.6956,630.0
84,84,2.0,2.0,,,4706/500 Elizabeth Street Melbourne VIC 3000,-37.8072443,144.9602814,$590 per week,1.3357,590.0
85,85,2.0,2.0,,,1502/155 Franklin Street Melbourne VIC 3000,-37.8088259,144.95954880000005,$620 per week,1.2118,620.0
86,86,2.0,2.0,1.0,,2605/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$770.00,1.0836,770.0
87,87,2.0,2.0,,,4406/38 Rose Lane Melbourne VIC 3000,-37.8148884,144.9542283,$670 Fully Furnished pw,1.162,670.0
88,88,2.0,2.0,1.0,,3508/80 A'Beckett Street Melbourne VIC 3000,-37.8089991,144.9610792,$620 per week,1.1293,620.0
89,89,2.0,2.0,1.0,,804/95 Berkeley Street Melbourne VIC 3000,-37.8033781,144.9587815,$670.00,1.7822,670.0
90,90,2.0,2.0,1.0,,2802/618 Lonsdale Street Melbourne VIC 3000,-37.8142509,144.9539845,$610.00,1.2056,610.0
91,91,3.0,3.0,3.0,,251/350 St Kilda Road Melbourne VIC 3000,-37.831142,144.9708545,$2800 Per Week,1.4971,2800.0
92,92,2.0,2.0,2.0,,1010/7 Katherine Place Melbourne VIC 3000,-37.8201858,144.9564628,$680.00,0.9396,680.0
93,93,3.0,2.0,1.0,,2607R/33 Rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$950 per week,1.188,950.0
94,94,2.0,2.0,1.0,,1407/8 Sutherland Melbourne VIC 3000,-37.8113164,144.9609854,$620,0.9104,620.0
95,95,2.0,2.0,,,3412/639 Lonsdale Street Melbourne VIC 3000,-37.8150689,144.9534096,$680,1.2251,680.0
96,96,2.0,2.0,1.0,,5106/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$790.00,1.0836,790.0
97,97,2.0,2.0,,,603/8 Exploration Lane Melbourne VIC 3000,-37.8091129,144.96845449999995,$530 per week,1.0084,530.0
98,98,3.0,2.0,2.0,,2610/265 Exhibition Street Melbourne VIC 3000,-37.80959710000001,144.9692227,"$1,000.00 per week",0.9676,1000.0
99,99,3.0,2.0,,,260 Spencer St Melbourne VIC 3000,-37.814564,144.95228559999995,"$1,000",1.3358,1000.0
100,100,2.0,2.0,2.0,,1201/54 A'beckett Street Melbourne VIC 3000,-37.8088568,144.96164480000004,$750,1.1225,750.0
101,101,2.0,2.0,1.0,,3203/35 Spring Street Melbourne VIC 3000,-37.8141725,144.9740049,$1100 per week,0.7677,1100.0
102,102,3.0,2.0,1.0,,5310/500 Elizabeth Street Melbourne VIC 3000,-37.8072443,144.9602814,$950,1.3357,950.0
103,103,2.0,2.0,1.0,,402/33 Rose Lane Melbourne VIC 3000,-37.8150137,144.9538694,$600,1.188,600.0
105,105,2.0,2.0,1.0,,909/565 Flinders Street Melbourne VIC 3000,-37.8210586,144.95590719999996,$550,1.0145,550.0
106,106,2.0,2.0,1.0,,1305/151 Berkeley Street Melbourne VIC 3000,-37.8022049,144.9582151,$700 per week,1.9218,700.0
107,107,2.0,2.0,1.0,,1419/555 St Kilda Road Melbourne VIC 3000,-37.84705170000001,144.98067450000005,$650 per week,3.4479,650.0
108,108,2.0,2.0,,,2807/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550/week,1.0007,550.0
109,109,2.0,2.0,,,2205/462 Elizabeth Street Melbourne VIC 3000,-37.807859,144.960611,$650/week,1.2614,650.0
110,110,2.0,2.0,,,1110/371 Little Lonsdale Street Melbourne VIC 3000,-37.8117708,144.96093019999995,$650 per week,0.872,650.0
111,111,2.0,2.0,1.0,,1003/29 Market Street Melbourne VIC 3000,-37.8186838,144.96041340000005,$800 per week,0.5665,800.0
112,112,2.0,2.0,,,202/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$650.00,1.0836,650.0
113,113,2.0,2.0,,,1612/560 Lonsdale Street Melbourne VIC 3000,-37.8140313,144.9556025,$660.00,1.0836,660.0
114,114,3.0,2.0,2.0,,241/299 Queen Street Melbourne VIC 3000,-37.8114751,144.9586205,"$2,500 PW -TWO LEVELS",1.0290000000000001,2500.0
115,115,2.0,2.0,2.0,,702/582 St Kilda Road Melbourne VIC 3000,-37.8493082,144.9794216,$750 PER WEEK,3.6489999999999996,750.0
116,116,2.0,2.0,,,2503/568 Collins Street Melbourne VIC 3000,-37.8183759,144.9554361,$550/week,1.0007,550.0
117,117,2.0,2.0,1.0,,1316/555-557 St Kilda Road Melbourne VIC 3000,-37.84705170000001,144.98067450000005,$560 pw,3.4479,560.0
118,118,2.0,2.0,,,3712/134-160 Spencer Street Melbourne VIC 3000,-37.8174166,144.95363830000005,$750 per week,1.1606,750.0
119,119,3.0,2.0,4.0,,4203/35 Spring Street Melbourne VIC 3000,-37.8141725,144.9740049,$4500 Per Week,0.7677,4500.0
120,120,2.0,2.0,,,4916/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$900/W Furnished,0.9976,900.0
121,121,2.0,2.0,,,3817/228 La Trobe Street Melbourne VIC 3000,-37.80976879999999,144.9624585,$900/W Unfurnished,1.001,900.0
122,122,2.0,2.0,,,6016/228 La Trobe Street Melbourne VIC 3000,-37.8097612,144.962455,$900/w Furnished,1.0019,900.0
123,123,2.0,2.0,,,7305/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$900/W Unfurnished,0.9976,900.0
124,124,2.0,2.0,,,1101/8 Exploration Lane Melbourne VIC 3000,-37.8091129,144.96845449999995,$510 per week,1.0084,510.0
125,125,2.0,2.0,,,1502/157 A'Beckett Street Melbourne VIC 3000,-37.8099156,144.9591846,$800/W Furnished,1.1293,800.0
126,126,2.0,2.0,1.0,,1608/265 Exhibition Street Melbourne VIC 3000,-37.80959710000001,144.9692227,$600 per week,0.9676,600.0
127,127,2.0,2.0,,,4416/228 La Trobe Street Melbourne VIC 3000,-37.8097514,144.9626141,$685 Per Week,0.9976,685.0
128,128,2.0,2.0,,,325 Collins Street Melbourne VIC 3000,-37.816644200000006,144.9635498,$1200 pw Furnished,0.3281,1200.0
129,129,4.0,3.0,,,4/15-19 Anthony Street Melbourne VIC 3000,-37.809144,144.958903,"$1,500 per week",1.2135,1500.0
130,130,2.0,2.0,1.0,70.0,3811/639 Lonsdale Street Melbourne VIC 3000,-37.8148924,144.95360209999996,"$1,400",1.2144,1400.0
131,131,2.0,2.0,,,812/29-31 Market Street Melbourne VIC 3000,-37.818629,144.9604091,$530pw,0.5662,530.0
132,132,3.0,2.0,1.0,,504/38 Rose Lane Melbourne VIC 3000,-37.8148892,144.95420380000004,"$1,099",1.1640000000000001,1099.0
133,133,3.0,2.0,,,24/300 King St Melbourne VIC 3000,-37.8131524,144.9547736,"$1,099",1.1921,1099.0
134,134,2.0,2.0,,,8303/228 La Trobe Street Melbourne VIC 3000,-37.80976879999999,144.9624585,$900/W Furnished,1.001,900.0
135,135,2.0,2.0,,,3815/228 La Trobe Street Melbourne VIC 3000,-37.80976879999999,144.9624585,$880/W Furnished,1.001,880.0
136,136,2.0,2.0,,,803/199 William Street Melbourne VIC 3000,-37.8145838,144.9572687,$575 per week,0.9248,575.0
138,138,3.0,2.0,2.0,,38/400 Victoria Parade East Melbourne VIC 3002,-37.8095627,144.9848541,$770 per week,1.8484,770.0
139,139,3.0,2.0,1.0,,7/126 Wellington Parade East Melbourne VIC 3002,-37.8162107,144.9859245,$1800 per week,1.6937,1800.0
140,140,2.0,2.0,1.0,,508/1 Powlett Street East Melbourne VIC 3002,-37.8161275,144.984988,$700 per week,1.6132,700.0
141,141,2.0,2.0,2.0,,2/8 Wellington Crescent East Melbourne VIC 3002,-37.8172238,144.97767019999995,$750 per week,0.9597,750.0
142,142,3.0,2.0,1.0,,506 Victoria Parade East Melbourne VIC 3002,-37.809935,144.988228,$790 per week,2.0903,790.0
143,143,3.0,2.0,2.0,,26/211 Wellington Parade South East Melbourne VIC 3002,-37.8164312,144.977452,$750,0.9536,750.0
144,144,2.0,2.0,1.0,,304/280 Albert Street East Melbourne VIC 3002,-37.8097936,144.98175030000004,Your luxurious lifestyle awaits | $950 per week,1.6052,950.0
145,145,3.0,2.0,2.0,,1302/1 Powlett Street East Melbourne VIC 3002,-37.8161275,144.984988,"$1,800.00 Per Week",1.6132,1800.0
146,146,3.0,2.0,2.0,,9/8 Wellington Crescent East Melbourne VIC 3002,-37.8172238,144.97767019999995,$780 per week,0.9597,780.0
147,147,2.0,2.0,1.0,,17/102 Jolimont Road East Melbourne VIC 3002,-37.81819520000001,144.9789461,$750 per week,1.0673,750.0
148,148,2.0,2.0,,,1314/58 Jeffcott Street West Melbourne VIC 3003,-37.811778,144.95173219999995,$670.00,1.5,670.0
149,149,2.0,2.0,1.0,,2606/105 Batman Street West Melbourne VIC 3003,-37.8114205,144.94974150000004,$560 per week,1.6740000000000002,560.0
150,150,2.0,2.0,1.0,,1703/23 Batman Street West Melbourne VIC 3003,-37.8108743,144.95236459999995,$680 weekly,1.5023,680.0
151,151,3.0,2.0,1.0,,4/30 Dudley Street West Melbourne VIC 3003,-37.8083643,144.9544295,$630.00,1.5345,630.0
152,152,2.0,2.0,1.0,,503/9 Dryburgh Street West Melbourne VIC 3003,-37.806619,144.9424148,$500,2.496,500.0
153,153,2.0,2.0,1.0,,109/23 Batman Street West Melbourne VIC 3003,-37.8108743,144.95236459999995,$680/w &amp; Fully Furnished,1.5023,680.0
154,154,2.0,2.0,1.0,,G1/9 Dryburgh Street West Melbourne VIC 3003,-37.806619,144.9424148,$600.00 Per Week,2.496,600.0
155,155,3.0,2.0,1.0,,228 Adderley Street West Melbourne VIC 3003,-37.80806,144.944867,$900 pw,2.2288,900.0
156,156,4.0,3.0,1.0,,9/220 Roden Street West Melbourne VIC 3003,-37.8095385,144.945096,"$910 to $1,000",2.1331,910.0
157,157,2.0,2.0,1.0,,2303/105 Batman Street West Melbourne VIC 3003,-37.8114205,144.94974150000004,$600 per week,1.6740000000000002,600.0
158,158,2.0,2.0,1.0,,1712/105 Batman Street West Melbourne VIC 3003,-37.8114205,144.94974150000004,$600 per week,1.6740000000000002,600.0
159,159,2.0,2.0,1.0,,1008/105 Batman St West Melbourne VIC 3003,-37.8114205,144.94974150000004,$600 weekly,1.6740000000000002,600.0
160,160,2.0,2.0,1.0,,1205/112 Adderley Street West Melbourne VIC 3003,-37.81072460000001,144.9478918,$600 weekly,1.8541,600.0
161,161,3.0,3.0,2.0,,2/63 Rosslyn Street West Melbourne VIC 3003,-37.8079901,144.95274550000005,$850 per week,1.6706,850.0
162,162,2.0,2.0,1.0,,503/5 Wominjeka Walk West Melbourne VIC 3003,-37.8101862,144.9491858,$620,1.7815,620.0
164,164,2.0,2.0,2.0,,303/250 St Kilda Road Melbourne VIC 3004,-37.8259165,144.97052480000005,$1395 Per Week,0.9317,1395.0
165,165,3.0,2.0,2.0,,22/1-29 Albert Road Melbourne VIC 3004,-37.833957,144.972793,$750.00,1.8442,750.0
166,166,2.0,3.0,2.0,,113/350 St Kilda Road Melbourne VIC 3004,-37.831142,144.9708545,$1500 Per Week,1.4971,1500.0
168,168,2.0,2.0,1.0,,301/77 Queens Road Melbourne VIC 3004,-37.85271110000001,144.9797274,$540 per week,4.019,540.0
169,169,2.0,2.0,2.0,,1201/55 Queens Road Melbourne VIC 3004,-37.8478901,144.97828169999997,"$1,100.00",3.4685,1100.0
170,170,2.0,2.0,1.0,,1312/35 Albert Rd Melbourne VIC 3004,-37.834695,144.9721117,$590,1.9076,590.0
171,171,2.0,2.0,1.0,,1208/14 Queens Road Melbourne VIC 3004,-37.8389211,144.9749946,$720 per week,2.4292,720.0
172,172,2.0,2.0,1.0,,203/8 Bowen Crescent Melbourne VIC 3004,-37.8354199,144.97257919999996,$620,1.996,620.0
173,173,2.0,2.0,1.0,,1704/568 St Kilda Road Melbourne VIC 3004,-37.84716270000001,144.978741,$675 Per Week,3.4033,675.0
174,174,3.0,2.0,2.0,,1209/14 Queens Road Melbourne VIC 3004,-37.8389211,144.9749946,$1600 per week,2.4292,1600.0
175,175,1.0,8.0,1.0,,Carspace &amp; Cage/610 St Kilda Road Melbourne VIC 3004,-37.8520422,144.98033030000005,$70 per week,3.9632,70.0
177,177,2.0,2.0,1.0,,19/73 Queens Road Melbourne VIC 3004,-37.8519051,144.97957380000003,$580 per week,3.9292,580.0
178,178,2.0,2.0,1.0,,428/539 St Kilda Road Melbourne VIC 3004,-37.8456005,144.9794822,$1024pw - Stay 1 mth+,3.26,1024.0
179,179,2.0,2.0,2.0,,1306/582 St Kilda Road Melbourne VIC 3004,-37.8493082,144.9794216,$1100 per week,3.6489999999999996,1100.0
180,180,2.0,2.0,1.0,,1317/35 Albert Road Melbourne VIC 3004,-37.834695,144.9721117,$650 weekly,1.9076,650.0
181,181,3.0,2.0,2.0,,1604/250 St Kilda Road Melbourne VIC 3004,-37.8259165,144.97052480000005,"$1,600",0.9317,1600.0
182,182,2.0,2.0,1.0,,1101/605 St Kilda Road Melbourne VIC 3004,-37.85091269999999,144.9814593,$600 per week,3.8753,600.0
183,183,3.0,3.0,2.0,,1801/572 St Kilda Road Melbourne VIC 3004,-37.8477661,144.97869509999995,"$1,300 per week",3.4661,1300.0
184,184,2.0,2.0,1.0,,1606/8 Bowen Crescent Melbourne VIC 3004,-37.8354199,144.97257919999996,$650 Per Week,1.996,650.0
185,185,2.0,2.0,1.0,,802/35 Albert Road Melbourne VIC 3004,-37.834695,144.9721117,$575.00,1.9076,575.0
186,186,2.0,2.0,2.0,,1501/601 St Kilda Road Melbourne VIC 3004,-37.8504751,144.981546,Whole floor penthouse - $1800 Per Week,3.832,1800.0
187,187,3.0,2.0,2.0,,801/12 Queens Road Melbourne VIC 3004,-37.8384194,144.9747126,$900.00,2.3686,900.0
188,188,2.0,2.0,1.0,2320.0,715/568 St Kilda Road Melbourne VIC 3004,-37.84716270000001,144.978741,$580 per week,3.4033,580.0
189,189,3.0,2.0,1.0,,478 St Kilda Road Melbourne VIC 3004,-37.8425885,144.9770385,$800,2.8728,800.0
190,190,2.0,2.0,1.0,,909/450 St Kilda Road Melbourne VIC 3004,-37.8387716,144.975576,$600/week,2.4291,600.0
191,191,2.0,2.0,1.0,,709/14 Queens Road Melbourne VIC 3004,-37.8389211,144.9749946,$850 Per Week Fully Furnished,2.4292,850.0
192,192,3.0,2.0,2.0,,233/416 St Kilda Road Melbourne VIC 3004,-37.8355104,144.97461299999995,$760.00,2.0582,760.0
193,193,2.0,2.0,2.0,,321/499 St Kilda Road Melbourne VIC 3004,-37.8431328,144.97934080000005,$1299 per week (Fully furnished),2.9987,1299.0
194,194,3.0,2.0,2.0,,803/430 St Kilda Road Melbourne VIC 3004,-37.837123,144.9751256,$1400.00 per week,2.2426,1400.0
195,195,3.0,2.0,2.0,,1522/555 St Kilda Road Melbourne VIC 3004,-37.84705170000001,144.98067450000005,$1400 per week,3.4479,1400.0
196,196,2.0,2.0,1.0,,5E/635 St Kilda Rd Melbourne VIC 3004,-37.854087,144.9824809,$750,4.2386,750.0
197,197,3.0,2.0,1.0,,172/418 St Kilda Road Melbourne VIC 3004,-37.8358416,144.9747364,$700.00,2.0966,700.0
198,198,2.0,2.0,1.0,,611/35 Albert Road Melbourne VIC 3004,-37.834695,144.9721117,$600/week,1.9076,600.0
199,199,2.0,2.0,1.0,,1219/555 St Kilda Road Melbourne VIC 3004,-37.84705170000001,144.98067450000005,$650 per week,3.4479,650.0
200,200,2.0,2.0,2.0,,603/469 St Kilda Road Melbourne VIC 3004,-37.8414584,144.9779051,$1100 Per Week,2.7794,1100.0
201,201,3.0,3.0,2.0,,12A/635-643 St Kilda Road Melbourne VIC 3004,-37.8543122,144.98260109999995,"$1,500.00",4.2657,1500.0
202,202,3.0,2.0,2.0,,809/576 St Kilda Rd Melbourne VIC 3004,-37.8485215,144.97914619999997,"$1,400",3.5582,1400.0
203,203,2.0,2.0,1.0,,711/20 Queens Road Melbourne VIC 3004,-37.8406236,144.97522709999996,$600 per week,2.6165,600.0
204,204,3.0,2.0,2.0,,205/250 St Kilda Road Melbourne VIC 3004,-37.8259182,144.970146,"$1,350",0.9207,1350.0
205,205,2.0,2.0,1.0,,111/555 St Kilda Road Melbourne VIC 3004,-37.84705170000001,144.98067450000005,$600 per week,3.4479,600.0
206,206,3.0,2.0,2.0,,1307/14 Queens Road Melbourne VIC 3004,-37.8389211,144.9749946,$1750 per week,2.4292,1750.0
207,207,3.0,2.0,2.0,,1906/12 Queens Rd Melbourne VIC 3004,-37.8384194,144.9747126,"$1,650.00",2.3686,1650.0
208,208,2.0,2.0,2.0,,321/9 Commercial Road Melbourne VIC 3004,-37.8457061,144.9861842,$550.00,3.5157,550.0
209,209,2.0,2.0,1.0,,1909/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,600.0
210,210,2.0,2.0,,,83/285 City Road Southbank VIC 3006,-37.82741770000001,144.9587959,$500 per week,1.256,500.0
211,211,2.0,2.0,,,2903/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$650,0.6211,650.0
212,212,2.0,2.0,1.0,,2213/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$640.00,0.7243,640.0
213,213,2.0,2.0,1.0,,2905/250 City Road Southbank VIC 3006,-37.8257343,144.9596645,$600,1.0588,600.0
214,214,3.0,2.0,1.0,,3106/63 Whiteman Street Southbank VIC 3006,-37.8260485,144.956843,$800.00,1.2471,800.0
215,215,2.0,2.0,,,2602/57-61 City Road Southbank VIC 3006,-37.8220015,144.9658877,$560.00,0.4442,560.0
216,216,3.0,2.0,2.0,,7406/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,"$1,150 per week",0.6211,1150.0
217,217,2.0,2.0,1.0,,3108/60 Kavanagh Street Southbank VIC 3006,-37.82409579999999,144.96367890000005,$650 per week *Partially Furnished*,0.7243,650.0
218,218,2.0,2.0,,,1705/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$550,1.141,550.0
219,219,2.0,2.0,1.0,,2702/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,600.0
220,220,2.0,2.0,1.0,,1212/151 City Road Southbank VIC 3006,-37.8236674,144.9631638,$600.00,0.6999,600.0
221,221,2.0,2.0,,,2704/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$560,1.141,560.0
222,222,3.0,2.0,1.0,,1202/7 Riverside Quay Southbank VIC 3006,-37.8213341,144.9646982,$735 per week,0.4073,735.0
223,223,2.0,2.0,1.0,,708/39 Coventry Street Southbank VIC 3006,-37.8294033,144.9692407,$600pw - Spacious! S/cage!,1.2787,600.0
224,224,2.0,2.0,1.0,,407/68-70 Dorcas Street Southbank VIC 3006,-37.830621,144.96749069999996,$550 per week,1.3975,550.0
225,225,2.0,2.0,,,1612/70 Southbank Boulevard Southbank VIC 3006,-37.82319310000001,144.9639881,$550.00,0.6211,550.0
226,226,2.0,2.0,2.0,,626/1 Queensbridge Square Southbank VIC 3006,-37.82384,144.96249730000005,"$1,150 Per Week",0.7451,1150.0
227,227,2.0,2.0,1.0,,366/183 City Road Southbank VIC 3006,-37.8247376,144.9617561,$570.00,0.8643,570.0
228,228,2.0,2.0,1.0,,1803/70 Dorcas Street Southbank VIC 3006,-37.830541,144.967508,$650 weekly,1.3887,650.0
229,229,2.0,2.0,1.0,,"Level 35, 3501/7 Riverside Quay Southbank VIC 3006",-37.8213341,144.9646982,$850 per week.,0.4073,850.0
230,230,2.0,2.0,,,2305/245 City Road Southbank VIC 3006,-37.826641,144.9596778,$580,1.141,580.0
231,231,2.0,2.0,,,3606/45 Clarke Street Southbank VIC 3006,-37.8269008,144.9595298,$650,1.1723,650.0
232,232,3.0,2.0,2.0,,417/250 St Kilda Road Southbank VIC 3006,-37.8255907,144.9705826,$1800 per week,0.8997,1800.0
