,Unnamed: 0.2,Unnamed: 0.1,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
15,15,15,"373 TOVEYS RD, CHILTERN",-36.24325001,146.65384001,2.0,1.0,0,$330_pw,House,August 2021,3683,2021,8,CHILTERN,330,House
16,16,16,"1 HIGH STREET, CHILTERN",-36.1505744,146.5991617,3.0,2.0,2,$330,House,June 2021,3683,2021,6,CHILTERN,330,House
17,17,17,"134 NORTH ROAD, CHILTERN",-36.1457233,146.6071478,3.0,2.0,1,$270,House,May 2021,3683,2021,5,CHILTERN,270,House
18,18,18,"134 NORTH RD, CHILTERN",-36.1457233,146.6071478,3.0,2.0,1,$330_per_week,House,May 2021,3683,2021,5,CHILTERN,330,House
19,19,19,"10 QUEEN STREET, CHILTERN",-36.153722,146.6073,3.0,1.0,1,$350_pw,House,April 2021,3683,2021,4,CHILTERN,350,House
20,20,20,"10B CONNESS STREET, CHILTERN",-36.151004,146.605192,2.0,1.0,1,$1151,House,March 2021,3683,2021,3,CHILTERN,1151,House
21,21,21,"10B CONNESS STREET, CHILTERN",-36.151004,146.605192,2.0,1.0,1,$265_pw,House,March 2021,3683,2021,3,CHILTERN,265,House
22,22,22,"6 HARKINS STREET, CHILTERN",-36.1489207002,146.6126116002,1.0,1.0,0,$215_per_week,House,February 2021,3683,2021,2,CHILTERN,215,House
23,23,23,"2 OXFORD STREET, CHILTERN",-36.15073001,146.60691001,1.0,1.0,2,$190_Weekly,House,January 2021,3683,2021,1,CHILTERN,190,House
24,24,24,"2 OXFORD STREET, CHILTERN",-36.15073001,146.60691001,1.0,1.0,2,$170_Weekly,House,January 2021,3683,2021,1,CHILTERN,170,House
25,25,25,"76 ST ANDREWS DRIVE, CHIRNSIDE PARK",-37.755525,145.330524,3.0,2.0,4,$470_pw,House,January 2021,3116,2021,1,PARK,470,House
26,26,26,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,2.0,1.0,2,$430_pw,House,December 2021,3116,2021,12,PARK,430,House
27,27,27,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,2.0,1.0,2,$430_pw,House,November 2021,3116,2021,11,PARK,430,House
28,28,28,"5 YARRARIDGE DRIVE, CHIRNSIDE PARK",-37.757684,145.305604,3.0,1.0,2,$480_pw,House,November 2021,3116,2021,11,PARK,480,House
29,29,29,"4 EAST LINK, CHIRNSIDE PARK",-37.755022,145.320467,5.0,3.0,2,$720_pw,House,November 2021,3116,2021,11,PARK,720,House
30,30,30,"31 BLACKSPRINGS ROAD, CHIRNSIDE PARK",-37.757065,145.307689,3.0,2.0,2,$520_pw,House,December 2021,3116,2021,12,PARK,520,House
31,31,31,"1 MANSION PLACE, CHIRNSIDE PARK",-37.750597,145.327479,3.0,2.0,4,$470_pw,House,November 2021,3116,2021,11,PARK,470,House
32,32,32,"27 BELSAY CHASE, CHIRNSIDE PARK",-37.7597602002,145.3091655002,3.0,2.0,2,$490_Weekly,Townhouse,December 2021,3116,2021,12,PARK,490,House
33,33,33,"7 NICKLAUS PLACE, CHIRNSIDE PARK",-37.7203538,145.3002003,3.0,2.0,2,$700_per_week,House,June 2021,3116,2021,6,PARK,700,House
34,34,34,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,3.0,2.0,3,$445_pw,House,May 2021,3116,2021,5,PARK,445,House
35,35,35,"22 REGENCY RISE, CHIRNSIDE PARK",-37.757298,145.295164,5.0,3.0,2,$750_Weekly,House,January 2021,3116,2021,1,PARK,750,House
36,36,36,"48 AMADEO WAY, CHIRNSIDE PARK",-37.75896,145.30741,3.0,2.0,1,$450_per_week,House,December 2021,3116,2021,12,PARK,450,House
37,37,37,"43A SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745044,145.330498,3.0,2.0,2,$480_per_week,House,December 2021,3116,2021,12,PARK,480,House
38,38,38,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4.0,2.0,2,$550_pw,House,July 2021,3116,2021,7,PARK,550,House
39,39,39,"26 ROSEMAN ROAD, CHIRNSIDE PARK",-37.750577,145.334971,3.0,1.0,0,$430_per_week,House,May 2021,3116,2021,5,PARK,430,House
40,40,40,"31A SONGBIRD AVENUE, CHIRNSIDE PARK",-37.7510982002,145.3135602002,3.0,2.0,2,$480_pw,House,November 2021,3116,2021,11,PARK,480,House
41,41,41,"17 STANLEY STREET, CHIRNSIDE PARK",-37.749436,145.300605,5.0,4.0,3,$900,House,February 2021,3116,2021,2,PARK,900,House
42,42,42,"165 ASHMORE ROAD, CHRISTMAS HILLS",-37.683665002,145.3110642002,3.0,3.0,4,$800,Rental_residential,August 2021,3775,2021,8,HILLS,800,Other
43,43,43,"39 TARRANNA GROVE, CHUM CREEK",-37.6309039002,145.4956019002,3.0,1.0,4,$495,House,September 2021,3777,2021,9,CREEK,495,House
44,44,44,"39 TARRANNA GROVE, CHUM CREEK",-37.6309039002,145.4956019002,3.0,1.0,4,$495_per_week,House,August 2021,3777,2021,8,CREEK,495,House
45,45,45,"379 CHUM CREEK ROAD, CHUM CREEK",-37.64481001,145.49793001,3.0,1.0,2,$400_per_week,House,May 2021,3777,2021,5,CREEK,400,House
46,46,46,"26 MC DONALD WAY, CHURCHILL",-38.31249,146.414764,3.0,1.0,1,$290_pw,House,October 2021,3842,2021,10,CHURCHILL,290,House
47,47,47,"42 HEESOM CRESCENT, CHURCHILL",-38.308232,146.413751,3.0,1.0,2,$370,House,September 2021,3842,2021,9,CHURCHILL,370,House
48,48,48,"42 HEESOM CRESCENT, CHURCHILL",-38.308232,146.413751,3.0,1.0,2,$370,House,August 2021,3842,2021,8,CHURCHILL,370,House
49,49,49,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4.0,4.0,2,$600_per_week,House,December 2021,3842,2021,12,CHURCHILL,600,House
50,50,50,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4.0,4.0,2,$400_per_week,House,January 2021,3842,2021,1,CHURCHILL,400,House
51,51,51,"12 IKARA WAY, CHURCHILL",-38.32109,146.426509,4.0,4.0,2,$480_per_week,House,January 2021,3842,2021,1,CHURCHILL,480,House
52,52,52,"4 DALY CT, CHURCHILL",-38.31215001,146.41598001,3.0,1.0,2,$260_per_week,House,July 2021,3842,2021,7,CHURCHILL,260,House
53,53,53,"6 KELLEHER ST, CHURCHILL",-38.3099354002,146.4116993002,3.0,1.0,4,$320_per_week,House,December 2021,3842,2021,12,CHURCHILL,320,House
54,54,54,"18 GRADUATION PLACE, CHURCHILL",-38.3202939002,146.4240819002,3.0,2.0,1,$350_Wk,Rental_residential,September 2021,3842,2021,9,CHURCHILL,350,Other
55,55,55,"18 GRADUATION PLACE, CHURCHILL",-38.3202939002,146.4240819002,3.0,2.0,1,$350_Wk,Rental_residential,May 2021,3842,2021,5,CHURCHILL,350,Other
56,56,56,"36 CHURINGA DRIVE, CHURCHILL",-38.321525,146.425079,3.0,1.0,1,$250_pw,Rental_residential,May 2021,3842,2021,5,CHURCHILL,250,Other
57,57,57,"18 CHURINGA DR, CHURCHILL, CHURCHILL",-38.32249001,146.42383001,3.0,1.0,2,$230_per_week,House,July 2021,3842,2021,7,CHURCHILL,230,House
58,58,58,"18 CHURINGA DR, CHURCHILL",-38.32249001,146.42383001,3.0,1.0,2,$230_per_week,Rental_residential,July 2021,3842,2021,7,CHURCHILL,230,Other
59,59,59,"11 BUNYARRA COURT, CHURCHILL",-38.320505,146.420852,3.0,1.0,2,$320_per_week,House,June 2021,3842,2021,6,CHURCHILL,320,House
60,60,60,"40 QUIGLEY CRESCENT, CHURCHILL",-38.31576001,146.41081001,4.0,2.0,2,$450,House,November 2021,3842,2021,11,CHURCHILL,450,House
61,61,61,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3.0,1.0,1,$260,House,September 2021,3842,2021,9,CHURCHILL,260,House
62,62,62,"48 MCDONALD WAY, CHURCHILL, CHURCHILL",-38.312359,146.412762,3.0,1.0,1,$320_per_week,House,October 2021,3842,2021,10,CHURCHILL,320,House
63,63,63,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3.0,1.0,1,$320_per_week,Rental_residential,October 2021,3842,2021,10,CHURCHILL,320,Other
64,64,64,"27 CHURINGA DRIVE, CHURCHILL, CHURCHILL",-38.3210366,146.4247311,3.0,1.0,1,$340_per_week,House,May 2021,3842,2021,5,CHURCHILL,340,House
65,65,65,"4 DALY CT, CHURCHILL, CHURCHILL",-38.31215001,146.41598001,3.0,1.0,2,$260_per_week,House,July 2021,3842,2021,7,CHURCHILL,260,House
66,66,66,"27 CHURINGA DRIVE, CHURCHILL",-38.3210366,146.4247311,3.0,1.0,1,$340_per_week,none,May 2021,3842,2021,5,CHURCHILL,340,Other
67,67,67,"28 NUGENT COURT, CLARENDON",-37.713035,143.979763,5.0,3.0,4,$550_per_week,Rental_residential,September 2021,3352,2021,9,CLARENDON,550,Other
68,68,68,"3/34 INVERNESS ST, CLARINDA",-37.931864,145.108164,3.0,2.0,1,$530_Weekly,Townhouse,April 2021,3169,2021,4,CLARINDA,530,House
69,69,69,"1 ELDER STREET, CLARINDA",-37.927122,145.104208,3.0,1.0,2,$400,House,March 2021,3169,2021,3,CLARINDA,400,House
70,70,70,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$480,House,February 2021,3169,2021,2,CLARINDA,480,House
71,71,71,"1/21 ELDER STREET, CLARINDA",-37.9291625,145.1038649,2.0,1.0,1,$340,Unit,December 2021,3169,2021,12,CLARINDA,340,Apartment
72,72,72,"3/23 THE PARADE, CLARINDA",-37.9300977002,145.1025387002,3.0,2.0,2,$599,Townhouse,December 2021,3169,2021,12,CLARINDA,599,House
73,73,73,"3/23 THE PARADE, CLARINDA",-37.9300977002,145.1025387002,3.0,2.0,2,$550,Townhouse,December 2021,3169,2021,12,CLARINDA,550,House
74,74,74,"UNIT 2/138 CLARINDA ROAD, CLARINDA",-37.943476002,145.0972601002,2.0,1.0,1,$450_Wk,Unit,December 2021,3169,2021,12,CLARINDA,450,Apartment
75,75,75,"UNIT 3/138 CLARINDA ROAD, CLARINDA",-37.9373696002,145.0985661002,2.0,1.0,2,$450_Wk,Unit,October 2021,3169,2021,10,CLARINDA,450,Apartment
76,76,76,"UNIT 7/597-605 CLAYTON ROAD, CLARINDA",-37.946296,145.115091,3.0,1.0,2,$475_Wk,Unit,October 2021,3169,2021,10,CLARINDA,475,Apartment
77,77,77,"UNIT 1/138 CLARINDA ROAD, CLARINDA",-37.93837001,145.09886001,2.0,1.0,1,$450_Wk,Unit,December 2021,3169,2021,12,CLARINDA,450,Apartment
78,78,78,"22 WANDOO AVENUE, CLARINDA",-37.929738,145.107718,4.0,2.0,2,$450,Rental_residential,May 2021,3169,2021,5,CLARINDA,450,Other
79,79,79,"1 DAVANZO AVENUE, CLARINDA",-37.944349,145.102336,4.0,2.0,2,$550,none,November 2021,3169,2021,11,CLARINDA,550,Other
80,80,80,"216 BOURKE ROAD, CLARINDA",-37.943003,145.115582,3.0,1.0,1,$400,House,December 2021,3169,2021,12,CLARINDA,400,House
81,81,81,"216 BOURKE ROAD, CLARINDA",-37.943003,145.115582,3.0,1.0,1,$400,House,November 2021,3169,2021,11,CLARINDA,400,House
82,82,82,"1/45 BUNNEY ROAD, CLARINDA",-37.93339,145.100827,3.0,1.0,2,$365,House,March 2021,3169,2021,3,CLARINDA,365,House
83,83,83,"1/45 BUNNEY ROAD, CLARINDA",-37.93339,145.100827,3.0,1.0,2,$365,House,February 2021,3169,2021,2,CLARINDA,365,House
84,84,84,"34 JACOBS DRIVE, CLARINDA",-37.944424,145.107486,3.0,1.0,2,$450_per_week,House,July 2021,3169,2021,7,CLARINDA,450,House
85,85,85,"34 JACOBS DRIVE, CLARINDA",-37.944424,145.107486,3.0,1.0,2,$400,House,July 2021,3169,2021,7,CLARINDA,400,House
86,86,86,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$360_per_week,House,February 2021,3169,2021,2,CLARINDA,360,House
87,87,87,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$380_Wk,House,January 2021,3169,2021,1,CLARINDA,380,House
88,88,88,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$440,House,December 2021,3169,2021,12,CLARINDA,440,House
89,89,89,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$440,House,November 2021,3169,2021,11,CLARINDA,440,House
90,90,90,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$420,House,November 2021,3169,2021,11,CLARINDA,420,House
91,91,91,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$440,House,July 2021,3169,2021,7,CLARINDA,440,House
92,92,92,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$415_Wk,House,March 2021,3169,2021,3,CLARINDA,415,House
93,93,93,"627A CLAYTON ROAD, CLARINDA",-37.9485702514648,145.114959716797,4.0,1.0,2,$415_Wk,House,February 2021,3169,2021,2,CLARINDA,415,House
94,94,94,"3 THE PARADE, CLARINDA",-37.929745,145.100914,3.0,1.0,1,$445,House,December 2021,3169,2021,12,CLARINDA,445,House
95,95,95,"24 MELALEUCA DRIVE, CLARINDA",-37.928898,145.106522,3.0,2.0,2,$515_p.w.,Rental_residential,April 2021,3169,2021,4,CLARINDA,515,Other
96,96,96,"1227 MELBOURNE-LANCEFIELD ROAD, CLARKEFIELD",-37.48661001,144.75263001,3.0,1.0,1,$350_per_week,House,March 2021,3430,2021,3,CLARKEFIELD,350,House
97,97,97,"1556 LANCEFIELD ROAD &QUOTGROOMS COTTAGE&QUOT, CLARKEFIELD",-37.46044001,144.74228001,2.0,1.0,0,$300,none,February 2021,3430,2021,2,CLARKEFIELD,300,Other
98,98,98,"3 BRUSHBOX COURT, CLAYTON NORTH",-37.9224729002,145.1294726002,2.0,1.0,2,$470_p.w.,none,June 2021,3168,2021,6,NORTH,470,Other
99,99,99,"45 MAIN ROAD, CLAYTON SOUTH",-37.936527,145.127518,3.0,1.0,4,$450_p.w.,House,August 2021,3169,2021,8,SOUTH,450,House
100,100,100,"45 MAIN ROAD, CLAYTON SOUTH",-37.936527,145.127518,3.0,1.0,4,$450_p.w.,House,July 2021,3169,2021,7,SOUTH,450,House
101,101,101,"45 MAIN ROAD, CLAYTON SOUTH",-37.936527,145.127518,3.0,1.0,4,$450_p.w.,House,June 2021,3169,2021,6,SOUTH,450,House
102,102,102,"45 MAIN ROAD, CLAYTON SOUTH",-37.936527,145.127518,3.0,1.0,4,$450_p.w.,House,May 2021,3169,2021,5,SOUTH,450,House
103,103,103,"1/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2.0,1.0,1,$360_per_week,none,May 2021,3169,2021,5,SOUTH,360,Other
104,104,104,"4 LOMANDRA DRIVE, CLAYTON SOUTH",-37.9307171002,145.1269031002,4.0,2.0,2,$580_p.w.,House,February 2021,3169,2021,2,SOUTH,580,House
105,105,105,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$380_pw,House,December 2021,3169,2021,12,SOUTH,380,House
106,106,106,"8/26A AUDSLEY STREET, CLAYTON SOUTH",-37.931033,145.123246,2.0,2.0,1,$440_per_week,Townhouse,September 2021,3169,2021,9,SOUTH,440,House
107,107,107,"8/26A AUDSLEY STREET, CLAYTON SOUTH",-37.931033,145.123246,2.0,2.0,1,$440_per_week,Townhouse,August 2021,3169,2021,8,SOUTH,440,House
108,108,108,"8/26A AUDSLEY STREET, CLAYTON SOUTH",-37.931033,145.123246,2.0,2.0,1,$440_per_week,Townhouse,July 2021,3169,2021,7,SOUTH,440,House
109,109,109,"8/26A AUDSLEY ST, CLAYTON SOUTH",-37.93153001,145.12213001,2.0,2.0,1,$440_per_week,Townhouse,August 2021,3169,2021,8,SOUTH,440,House
110,110,110,"1/9 HAYDEN ROAD, CLAYTON SOUTH",-37.9583469002,145.1352203002,3.0,2.0,2,$550_per_week,Townhouse,April 2021,3169,2021,4,SOUTH,550,House
111,111,111,"1/24 WORDSWORTH AVE, CLAYTON SOUTH",-37.937804,145.132043,3.0,2.0,2,$470_Weekly,Townhouse,March 2021,3169,2021,3,SOUTH,470,House
112,112,112,"B218/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9393196,145.1384859,2.0,2.0,1,$400,none,May 2021,3169,2021,5,SOUTH,400,Other
113,113,113,"B218/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9393196,145.1384859,2.0,2.0,1,$400,none,April 2021,3169,2021,4,SOUTH,400,Other
114,114,114,"B220/60 AUTUMN TCE, CLAYTON SOUTH",-37.9390081002,145.1384481002,1.0,1.0,1,$301_per_week,none,January 2021,3169,2021,1,SOUTH,301,Other
115,115,115,"B220/60 AUTUMN TERRACE, CLAYTON SOUTH",-37.9390081002,145.1384481002,1.0,1.0,1,$301_per_week,none,January 2021,3169,2021,1,SOUTH,301,Other
116,116,116,"37 MONASH CRESCENT, CLAYTON SOUTH",-37.944059,145.133323,3.0,1.0,2,$440_Weekly,House,March 2021,3169,2021,3,SOUTH,440,House
117,117,117,"37 MONASH CRESCENT, CLAYTON SOUTH",-37.944059,145.133323,3.0,1.0,2,$399,House,March 2021,3169,2021,3,SOUTH,399,House
118,118,118,"29 NETTELBECK ROAD, CLAYTON SOUTH",-37.9560719002,145.1348852002,3.0,1.0,2,$465,House,December 2021,3169,2021,12,SOUTH,465,House
119,119,119,"1 BARRINGUN CRESCENT, CLAYTON SOUTH",-37.941694,145.113761,3.0,1.0,6,$450_Wk,House,January 2021,3169,2021,1,SOUTH,450,House
120,120,120,"50 MILTON AVENUE, CLAYTON SOUTH",-37.93902001,145.13058001,4.0,3.0,1,$630_per_week,House,January 2021,3169,2021,1,SOUTH,630,House
121,121,121,"2/42 MANOON, CLAYTON SOUTH",-37.9298026002,145.1121421002,2.0,1.0,1,$500,Townhouse,November 2021,3169,2021,11,SOUTH,500,House
122,122,122,"2/42 MANOON, CLAYTON SOUTH",-37.9298026002,145.1121421002,2.0,1.0,1,$500_p.w.,Townhouse,March 2021,3169,2021,3,SOUTH,500,House
123,123,123,"2/42 MANOON, CLAYTON SOUTH",-37.9298026002,145.1121421002,2.0,1.0,1,$500,Townhouse,February 2021,3169,2021,2,SOUTH,500,House
124,124,124,"5C TENNYSON AVENUE, CLAYTON SOUTH",-37.9333826,145.1302077,3.0,2.0,1,$520,Townhouse,December 2021,3169,2021,12,SOUTH,520,House
125,125,125,"41 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.938815,145.131283,3.0,1.0,2,$430_pw,House,December 2021,3169,2021,12,SOUTH,430,House
126,126,126,"3/44 OAKES AVENUE, CLAYTON SOUTH",-37.935969,145.133936,2.0,1.0,1,$240_per_week,House,November 2021,3169,2021,11,SOUTH,240,House
127,127,127,"3/44 OAKES AVENUE, CLAYTON SOUTH",-37.935969,145.133936,2.0,1.0,1,$250_per_week,House,November 2021,3169,2021,11,SOUTH,250,House
128,128,128,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3.0,2.0,1,$460_per_week,Townhouse,November 2021,3169,2021,11,SOUTH,460,House
129,129,129,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3.0,2.0,1,$450,Townhouse,November 2021,3169,2021,11,SOUTH,450,House
130,130,130,"2A CHARLOTTE STREET, CLAYTON SOUTH",-37.93517,145.119969,3.0,2.0,2,$605_p.w.,none,May 2021,3169,2021,5,SOUTH,605,Other
131,131,131,"4/15 OAKES AVENUE, CLAYTON SOUTH",-37.935135,145.129653,3.0,2.0,1,$390_Weekly,House,January 2021,3169,2021,1,SOUTH,390,House
132,132,132,"4/15 OAKES AVE, CLAYTON SOUTH",-37.935009,145.129666,3.0,2.0,1,$390_Weekly,House,January 2021,3169,2021,1,SOUTH,390,House
133,133,133,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1.0,1.0,1,$360_per_week,Rental_residential,January 2021,3169,2021,1,SOUTH,360,Other
134,134,134,"5/5 BURNS AVENUE, CLAYTON SOUTH",-37.9368135,145.1345036,2.0,1.0,1,$350,Available Now,June 2021,3169,2021,6,SOUTH,350,Other
135,135,135,"UNIT 1/21 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938946,145.13002,2.0,1.0,1,$350_Wk,Unit,July 2021,3169,2021,7,SOUTH,350,Apartment
136,136,136,"14 JACKSON GREEN BOULEVARD, CLAYTON SOUTH",-37.9307002,145.1252101,3.0,2.0,2,$610_pw,Townhouse,April 2021,3169,2021,4,SOUTH,610,House
137,137,137,"14 JACKSON GREEN BOULEVARD, CLAYTON SOUTH",-37.9307002,145.1252101,3.0,2.0,2,$500,Townhouse,April 2021,3169,2021,4,SOUTH,500,House
138,138,138,"14 JACKSON GREEN BOULEVARD, CLAYTON SOUTH",-37.9307002,145.1252101,3.0,2.0,2,$610_pw,Townhouse,March 2021,3169,2021,3,SOUTH,610,House
139,139,139,"14 JACKSON GREEN BOULEVARD, CLAYTON SOUTH",-37.9307002,145.1252101,3.0,2.0,2,$500_per_week,Townhouse,February 2021,3169,2021,2,SOUTH,500,House
140,140,140,"UNIT 2/32 TENNYSON AVENUE, CLAYTON SOUTH",-37.936636,145.129962,2.0,1.0,1,$325_Wk,Unit,October 2021,3169,2021,10,SOUTH,325,Apartment
141,141,141,"13/1324-1328 CENTRE ROAD, CLAYTON SOUTH",-37.928674,145.117693,2.0,1.0,1,$390_p.w.,Unit,February 2021,3169,2021,2,SOUTH,390,Apartment
142,142,142,"47 AUTUMN TERRACE, CLAYTON SOUTH",-37.93878485,145.13846539,3.0,2.0,1,$530_p.w.,Townhouse,March 2021,3169,2021,3,SOUTH,530,House
143,143,143,"2/24 MYRIONG STREET, CLAYTON",-37.915892,145.125518,4.0,3.0,2,$550_per_week,Townhouse,July 2021,3168,2021,7,CLAYTON,550,House
144,144,144,"2/52 BEDDOE AVENUE, CLAYTON",-37.911613,145.128216,3.0,3.0,1,$520_per_week,Townhouse,June 2021,3168,2021,6,CLAYTON,520,House
145,145,145,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$190_-_$210,House,December 2021,3168,2021,12,CLAYTON,210,House
146,146,146,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$220,House,September 2021,3168,2021,9,CLAYTON,220,House
147,147,147,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$190_-_$210,House,September 2021,3168,2021,9,CLAYTON,210,House
148,148,148,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$220,House,July 2021,3168,2021,7,CLAYTON,220,House
149,149,149,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$220,House,February 2021,3168,2021,2,CLAYTON,220,House
150,150,150,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$190_-_$210,House,January 2021,3168,2021,1,CLAYTON,210,House
151,151,151,"4/10 PANORAMA STREET, CLAYTON",-37.918065,145.130143,3.0,1.0,1,$410_per_week,Townhouse,April 2021,3168,2021,4,CLAYTON,410,House
152,152,152,"8/10-12 SEASCAPE STREET, CLAYTON",-37.9171566,145.1290743,3.0,1.0,2,$465_Week,Townhouse,December 2021,3168,2021,12,CLAYTON,465,House
153,153,153,"8/10-12 SEASCAPE STREET, CLAYTON",-37.9171566,145.1290743,3.0,1.0,2,$465_Week,Townhouse,November 2021,3168,2021,11,CLAYTON,465,House
154,154,154,"8/10-12 SEASCAPE STREET, CLAYTON",-37.9171566,145.1290743,3.0,1.0,2,$465_Week,Townhouse,October 2021,3168,2021,10,CLAYTON,465,House
155,155,155,"8/10-12 SEASCAPE STREET, CLAYTON",-37.9171566,145.1290743,3.0,1.0,2,$465_Week,Townhouse,September 2021,3168,2021,9,CLAYTON,465,House
156,156,156,"8/10-12 SEASCAPE STREET, CLAYTON",-37.9171566,145.1290743,3.0,1.0,2,$465_Week,Townhouse,August 2021,3168,2021,8,CLAYTON,465,House
161,161,161,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$400,Unit,December 2021,3168,2021,12,CLAYTON,400,Apartment
162,162,162,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$350,Unit,December 2021,3168,2021,12,CLAYTON,350,Apartment
163,163,163,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$350,Unit,October 2021,3168,2021,10,CLAYTON,350,Apartment
164,164,164,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$350,Unit,September 2021,3168,2021,9,CLAYTON,350,Apartment
