,Unnamed: 0.2,Unnamed: 0.1,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
44,44,44,"2 CEDAR COURT, CHURCHILL",-38.3068266,146.4188842,3.0,1.0,2,$260_pw,House,July 2018,3842,2018,7,CHURCHILL,260,House
45,45,45,"26 MC DONALD WAY, CHURCHILL",-38.31249,146.414764,3.0,1.0,1,$250_pw,House,March 2018,3842,2018,3,CHURCHILL,250,House
46,46,46,"5 INALA CLOSE, CHURCHILL",-38.323757,146.424585,4.0,1.0,0,$225_pw,none,July 2018,3842,2018,7,CHURCHILL,225,Other
47,47,47,"15 CURRINGA COURT, CHURCHILL",-38.319109,146.420642,4.0,2.0,2,$310,none,February 2018,3842,2018,2,CHURCHILL,310,Other
48,48,48,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3.0,1.0,0,$270,House,August 2018,3842,2018,8,CHURCHILL,270,House
49,49,49,"27 CHURINGA DRIVE, CHURCHILL",-38.3210366,146.4247311,3.0,1.0,1,$280_per_week,none,January 2018,3842,2018,1,CHURCHILL,280,Other
50,50,50,"6370 MIDLAND HIGHWAY, CLARENDON",-37.691946,143.973609,3.0,1.0,6,$430_p.w.,Rental_residential,June 2018,3352,2018,6,CLARENDON,430,Other
51,51,51,"6320 MIDLAND HIGHWAY, CLARENDON",-37.695823,143.975766,5.0,2.0,2,$335_per_week,House,April 2018,3352,2018,4,CLARENDON,335,House
52,52,52,"3/34 INVERNESS ST, CLARINDA",-37.931864,145.108164,3.0,2.0,1,$515_Weekly,Townhouse,February 2018,3169,2018,2,CLARINDA,515,House
53,53,53,"1 ELDER STREET, CLARINDA",-37.927122,145.104208,3.0,1.0,2,$420,House,April 2018,3169,2018,4,CLARINDA,420,House
54,54,54,"1 ELDER STREET, CLARINDA",-37.927122,145.104208,3.0,1.0,2,$400,House,February 2018,3169,2018,2,CLARINDA,400,House
55,55,55,"1 ELDER ST, CLARINDA",-37.927113,145.104236,3.0,1.0,1,$420,House,April 2018,3169,2018,4,CLARINDA,420,House
56,56,56,"1/21 ELDER STREET, CLARINDA",-37.9291625,145.1038649,2.0,1.0,1,$320,Unit,March 2018,3169,2018,3,CLARINDA,320,Apartment
57,57,57,"26 SPRINGS ROAD, CLARINDA",-37.929852,145.109228,3.0,2.0,3,$620,House,January 2018,3169,2018,1,CLARINDA,620,House
58,58,58,"UNIT 1/19 ELDER STREET, CLARINDA",-37.928967,145.103913,2.0,1.0,1,$340_per_week,Unit,November 2018,3169,2018,11,CLARINDA,340,Apartment
59,59,59,"35 INVERNESS STREET, CLARINDA",-37.931388,145.108324,3.0,1.0,1,$460_p.w.,House,December 2018,3169,2018,12,CLARINDA,460,House
60,60,60,"1 / 55 VINEY STREET, CLARINDA",-37.93875,145.101891,3.0,1.0,3,$460_pw,Townhouse,January 2018,3169,2018,1,CLARINDA,460,House
61,61,61,"1 DAVANZO AVENUE, CLARINDA",-37.944349,145.102336,4.0,2.0,2,$550,none,July 2018,3169,2018,7,CLARINDA,550,Other
62,62,62,"1 DAVANZO AVENUE, CLARINDA",-37.944349,145.102336,4.0,2.0,2,$550,none,January 2018,3169,2018,1,CLARINDA,550,Other
63,63,63,"3/69 SCHNEIDER CRESCENT, CLARINDA",-37.938692,145.101428,2.0,1.0,2,$425,Townhouse,January 2018,3169,2018,1,CLARINDA,425,House
64,64,64,"3/69 SCHNEIDER CRESCENT, CLARINDA",-37.938692,145.101428,2.0,1.0,2,$430,Townhouse,January 2018,3169,2018,1,CLARINDA,430,House
65,65,65,"3/69 SCHNEIDER CRES, CLARINDA",-37.938852,145.1014084,2.0,1.0,2,$425_Weekly,Townhouse,January 2018,3169,2018,1,CLARINDA,425,House
66,66,66,"3/69 SCHNEIDER CRES, CLARINDA",-37.938852,145.1014084,2.0,1.0,2,$430,Townhouse,January 2018,3169,2018,1,CLARINDA,430,House
67,67,67,"1/45 BUNNEY ROAD, CLARINDA",-37.93339,145.100827,3.0,1.0,2,$365,House,April 2018,3169,2018,4,CLARINDA,365,House
68,68,68,"34 JACOBS DRIVE, CLARINDA",-37.944424,145.107486,3.0,1.0,2,$400_Wk,House,May 2018,3169,2018,5,CLARINDA,400,House
69,69,69,"38 CRAWFORD ROAD, CLARINDA",-37.931652,145.101336,4.0,1.0,3,$440,House,October 2018,3169,2018,10,CLARINDA,440,House
70,70,70,"38 CRAWFORD ROAD, CLARINDA",-37.931652,145.101336,4.0,1.0,3,$440_Wk,House,January 2018,3169,2018,1,CLARINDA,440,House
71,71,71,"3 THE PARADE, CLARINDA",-37.929745,145.100914,3.0,1.0,1,$445,House,November 2018,3169,2018,11,CLARINDA,445,House
72,72,72,"7 BODLEY STREET, CLARINDA",-37.944388,145.113306,3.0,1.0,1,$430_p.w.,House,March 2018,3169,2018,3,CLARINDA,430,House
73,73,73,"7 BODLEY STREET, CLARINDA",-37.944388,145.113306,3.0,1.0,1,$430_p.w.,House,February 2018,3169,2018,2,CLARINDA,430,House
74,74,74,"1556 LANCEFIELD ROAD, CLARKEFIELD",-37.5143296,144.7615042,2.0,1.0,2,$300,none,July 2018,3430,2018,7,CLARKEFIELD,300,Other
75,75,75,"1556 LANCE LANCEFIELD ROAD, CLARKEFIELD",-37.5143296,144.7615042,2.0,1.0,2,$300,House,July 2018,3430,2018,7,CLARKEFIELD,300,House
76,76,76,"1556 ""GROOMS COTTAGE"" LANCEFIELD ROAD, CLARKEFIELD",-37.5143296,144.7615042,2.0,1.0,2,$300_per_week,House,June 2018,3430,2018,6,CLARKEFIELD,300,House
77,77,77,"1556 ""GROOMS COTTAGE"" LANCEFIELD ROAD, CLARKEFIELD",-37.5143296,144.7615042,2.0,1.0,2,$300_per_week,House,July 2018,3430,2018,7,CLARKEFIELD,300,House
78,78,78,"1/19 BURNS AVENUE, CLAYTON SOUTH",-37.936444,145.134354,2.0,1.0,1,$300_Week,none,March 2018,3169,2018,3,SOUTH,300,Other
79,79,79,"1/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2.0,1.0,1,$355_pw,none,November 2018,3169,2018,11,SOUTH,355,Other
80,80,80,"1/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2.0,1.0,1,$355,none,October 2018,3169,2018,10,SOUTH,355,Other
81,81,81,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$410_pw,House,September 2018,3169,2018,9,SOUTH,410,House
82,82,82,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$430,House,July 2018,3169,2018,7,SOUTH,430,House
83,83,83,"2 / 17 TENNYSON AVENUE, CLAYTON SOUTH",-37.934178,145.129704,2.0,1.0,1,$425_pw,Unit,July 2018,3169,2018,7,SOUTH,425,Apartment
84,84,84,"3 GLENN COURT, CLAYTON SOUTH",-37.955304,145.136471,3.0,1.0,2,$420,House,February 2018,3169,2018,2,SOUTH,420,House
85,85,85,"3 GLENN CT, CLAYTON SOUTH",-37.955304,145.136471,3.0,1.0,0,$420,House,February 2018,3169,2018,2,SOUTH,420,House
86,86,86,"2C HELENA STREET, CLAYTON SOUTH",-37.932583,145.123881,3.0,2.0,1,$595,Rental_residential,December 2018,3169,2018,12,SOUTH,595,Other
87,87,87,"8/31-33 FIRST STREET, CLAYTON SOUTH",-37.933051,145.134866,2.0,1.0,1,$300,none,January 2018,3169,2018,1,SOUTH,300,Other
88,88,88,"51 GLENCANNON CRESCENT, CLAYTON SOUTH",-37.936405,145.116593,3.0,1.0,1,$400_pw,House,October 2018,3169,2018,10,SOUTH,400,House
89,89,89,"51 GLENCANNON CRESCENT, CLAYTON SOUTH",-37.936405,145.116593,3.0,1.0,1,$420,House,October 2018,3169,2018,10,SOUTH,420,House
90,90,90,"51 GLENCANNON CRESCENT, CLAYTON SOUTH",-37.936405,145.116593,3.0,1.0,1,$390_Wk,House,May 2018,3169,2018,5,SOUTH,390,House
91,91,91,"37 MONASH CRESCENT, CLAYTON SOUTH",-37.944059,145.133323,3.0,1.0,2,$480_Weekly,House,May 2018,3169,2018,5,SOUTH,480,House
92,92,92,"37 MONASH CRESCENT, CLAYTON SOUTH",-37.944059,145.133323,3.0,1.0,2,$450_Wk,House,May 2018,3169,2018,5,SOUTH,450,House
93,93,93,"5C TENNYSON AVENUE, CLAYTON SOUTH",-37.9333826,145.1302077,3.0,2.0,1,$500,Townhouse,August 2018,3169,2018,8,SOUTH,500,House
94,94,94,"30C OAKES AVENUE, CLAYTON SOUTH",-37.935829,145.131729,3.0,2.0,1,$480,Townhouse,June 2018,3169,2018,6,SOUTH,480,House
95,95,95,"63 ROSEBANK AVENUE, CLAYTON SOUTH",-37.939755,145.135925,3.0,2.0,2,$520_pw,Rental_residential,December 2018,3169,2018,12,SOUTH,520,Other
96,96,96,"63 ROSEBANK AVENUE, CLAYTON SOUTH",-37.939755,145.135925,3.0,2.0,2,$520,Rental_residential,November 2018,3169,2018,11,SOUTH,520,Other
97,97,97,"3/31 SPRINGS ROAD, CLAYTON SOUTH",-37.930285,145.109556,2.0,1.0,1,$350,none,March 2018,3169,2018,3,SOUTH,350,Other
98,98,98,"2/687 HEATHERTON ROAD, CLAYTON SOUTH",-37.959362,145.132126,3.0,2.0,4,$450_Weekly,Townhouse,September 2018,3169,2018,9,SOUTH,450,House
99,99,99,"2/687 HEATHERTON RD, CLAYTON SOUTH",-37.959362,145.132126,3.0,2.0,4,$450_Weekly,Townhouse,September 2018,3169,2018,9,SOUTH,450,House
100,100,100,"A202/59 AUTUMN TERRACE, CLAYTON SOUTH",-37.9391661,145.1385972,1.0,1.0,1,$350_per_week,Rental_residential,March 2018,3169,2018,3,SOUTH,350,Other
101,101,101,"10 WARRAWEENA ROAD, CLAYTON SOUTH",-37.941496,145.11352,3.0,1.0,2,$410,House,November 2018,3169,2018,11,SOUTH,410,House
102,102,102,"10 WARRAWEENA ROAD, CLAYTON SOUTH",-37.941496,145.11352,3.0,1.0,2,$410,House,October 2018,3169,2018,10,SOUTH,410,House
103,103,103,"2/55 MAIN ROAD, CLAYTON SOUTH",-37.937472,145.12717,3.0,2.0,2,$470,Unit,December 2018,3169,2018,12,SOUTH,470,Apartment
104,104,104,"2/55 MAIN ROAD, CLAYTON SOUTH",-37.937472,145.12717,3.0,2.0,2,$470,Unit,November 2018,3169,2018,11,SOUTH,470,Apartment
105,105,105,"UNIT 11/38 WORDSWORTH AVENUE, CLAYTON SOUTH",-37.939192,145.132069,2.0,1.0,1,$340_Wk,Unit,May 2018,3169,2018,5,SOUTH,340,Apartment
106,106,106,"UNIT 1/21 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938946,145.13002,2.0,1.0,1,$350_per_week,Unit,May 2018,3169,2018,5,SOUTH,350,Apartment
107,107,107,"UNIT 1/21 ROSEBANK AVENUE, CLAYTON SOUTH",-37.938946,145.13002,2.0,1.0,1,$350_Wk,Unit,April 2018,3169,2018,4,SOUTH,350,Apartment
108,108,108,"2/17 OAKES AVENUE, CLAYTON SOUTH",-37.935187,145.130118,2.0,1.0,1,$350,Unit,May 2018,3169,2018,5,SOUTH,350,Apartment
109,109,109,"UNIT 1/21 MERLYN AVENUE, CLAYTON SOUTH",-37.935608,145.117216,2.0,1.0,1,$290_per_week,Unit,August 2018,3169,2018,8,SOUTH,290,Apartment
110,110,110,"1/14 MURRAY STREET, CLAYTON",-37.918512,145.122881,2.0,1.0,1,$400,Unit,March 2018,3168,2018,3,CLAYTON,400,Apartment
111,111,111,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$200,House,July 2018,3168,2018,7,CLAYTON,200,House
112,112,112,"1/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,0,$200,House,February 2018,3168,2018,2,CLAYTON,200,House
113,113,113,"1/34 WELLINGTON ROAD, CLAYTON",-37.915779,145.133915,1.0,1.0,1,$255,Unit,January 2018,3168,2018,1,CLAYTON,255,Apartment
114,114,114,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$350_per_week,House,August 2018,3168,2018,8,CLAYTON,350,House
115,115,115,"1266 CENTRE ROAD, CLAYTON",-37.9278306,145.1130031,2.0,1.0,2,$350,House,July 2018,3168,2018,7,CLAYTON,350,House
116,116,116,"UNIT 3/10 DENNIS STREET, CLAYTON",-37.9181978,145.1365816,2.0,1.0,1,$400_per_week,Unit,January 2018,3168,2018,1,CLAYTON,400,Apartment
117,117,117,"UNIT 2/91 MORIAH STREET, CLAYTON",-37.9251699,145.1296013,4.0,2.0,3,$610_Wk,Unit,January 2018,3168,2018,1,CLAYTON,610,Apartment
118,118,118,"2/37 STOCKDALE AVENUE, CLAYTON",-37.910137,145.125737,1.0,1.0,2,$280,Unit,March 2018,3168,2018,3,CLAYTON,280,Apartment
119,119,119,"UNIT 1/4 HOURIGAN AVENUE, CLAYTON",-37.91756,145.121865,2.0,1.0,2,$400_Wk,Unit,January 2018,3168,2018,1,CLAYTON,400,Apartment
120,120,120,"1/14 BETTINA STREET, CLAYTON",-37.91898,145.136706,2.0,1.0,1,$375,Unit,March 2018,3168,2018,3,CLAYTON,375,Apartment
121,121,121,"3/14-16 WRIGHT STREET, CLAYTON",-37.921946,145.12376,4.0,2.0,1,$620_per_week,Townhouse,February 2018,3168,2018,2,CLAYTON,620,House
122,122,122,"33 ALICE STREET, CLAYTON",-37.917622,145.115287,4.0,2.0,1,$475_Wk,House,February 2018,3168,2018,2,CLAYTON,475,House
123,123,123,"UNIT 1/47 JAGUAR DRIVE, CLAYTON",-37.926876,145.131638,3.0,1.0,2,$420_Wk,Unit,February 2018,3168,2018,2,CLAYTON,420,Apartment
124,124,124,"UNIT 2/20 BETTINA STREET, CLAYTON",-37.919178,145.137236,4.0,1.0,2,$560_Wk,Townhouse,March 2018,3168,2018,3,CLAYTON,560,House
125,125,125,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$370_Wk,Unit,June 2018,3168,2018,6,CLAYTON,370,Apartment
126,126,126,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2.0,1.0,1,$420_per_week,Unit,August 2018,3168,2018,8,CLAYTON,420,Apartment
127,127,127,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2.0,1.0,1,$420_per_week,Unit,July 2018,3168,2018,7,CLAYTON,420,Apartment
128,128,128,"UNIT 1/5-7 THOMAS STREET, CLAYTON",-37.926088,145.12026,2.0,1.0,1,$450,Unit,June 2018,3168,2018,6,CLAYTON,450,Apartment
129,129,129,"2/10 RENVER ROAD, CLAYTON",-37.918093,145.14382,3.0,2.0,1,$465_Weekly,Unit,July 2018,3168,2018,7,CLAYTON,465,Apartment
130,130,130,"2/10 RENVER ROAD, CLAYTON",-37.918093,145.14382,3.0,2.0,1,$465,Unit,June 2018,3168,2018,6,CLAYTON,465,Apartment
131,131,131,"4/58 KANOOKA GROVE, CLAYTON",-37.921733,145.126157,3.0,2.0,1,$520_per_week,Townhouse,October 2018,3168,2018,10,CLAYTON,520,House
132,132,132,"UNIT 1/450 HAUGHTON ROAD, CLAYTON",-37.928723,145.125148,2.0,1.0,2,$410_per_week,Unit,August 2018,3168,2018,8,CLAYTON,410,Apartment
133,133,133,"71 CLAYTON ROAD, CLAYTON",-37.9139021,145.1218545,4.0,2.0,2,$420,House,October 2018,3168,2018,10,CLAYTON,420,House
134,134,134,"7/18-20 FRANCIS STREET, CLAYTON",-37.925169,145.12312,2.0,1.0,2,$400_per_week,Unit,August 2018,3168,2018,8,CLAYTON,400,Apartment
135,135,135,"7/18-20 FRANCIS STREET, CLAYTON",-37.925169,145.12312,2.0,1.0,2,$420,Unit,August 2018,3168,2018,8,CLAYTON,420,Apartment
136,136,136,"1/8 MARSHALL AVENUE, CLAYTON",-37.907741,145.127956,4.0,2.0,1,$560,Townhouse,July 2018,3168,2018,7,CLAYTON,560,House
137,137,137,"5 PRINCE STREET, CLAYTON",-37.916188,145.124287,4.0,2.0,1,$520_p.w.,House,May 2018,3168,2018,5,CLAYTON,520,House
138,138,138,"5 PRINCE STREET, CLAYTON",-37.916188,145.124287,4.0,2.0,1,$520_p.w.,House,April 2018,3168,2018,4,CLAYTON,520,House
139,139,139,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3.0,2.0,2,$500,Townhouse,October 2018,3168,2018,10,CLAYTON,500,House
140,140,140,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3.0,2.0,2,$500,Townhouse,September 2018,3168,2018,9,CLAYTON,500,House
141,141,141,"2/54 PANORAMA STREET, CLAYTON",-37.921554,145.129661,3.0,2.0,2,$515_pw,Townhouse,August 2018,3168,2018,8,CLAYTON,515,House
142,142,142,"1/83 KIONGA STREET, CLAYTON",-37.929193,145.129986,5.0,2.0,1,$550,Townhouse,October 2018,3168,2018,10,CLAYTON,550,House
143,143,143,"1/83 KIONGA STREET, CLAYTON",-37.929193,145.129986,5.0,2.0,1,$550,Townhouse,September 2018,3168,2018,9,CLAYTON,550,House
144,144,144,"1/83 KIONGA STREET, CLAYTON",-37.929193,145.129986,5.0,2.0,1,$550_p.w.,Townhouse,May 2018,3168,2018,5,CLAYTON,550,House
145,145,145,"1/83 KIONGA STREET, CLAYTON",-37.929193,145.129986,5.0,2.0,1,$550_p.w.,Townhouse,March 2018,3168,2018,3,CLAYTON,550,House
146,146,146,"3/17 FRANCIS STREET, CLAYTON",-37.924666,145.123304,2.0,1.0,1,$380_p.w.,Unit,June 2018,3168,2018,6,CLAYTON,380,Apartment
147,147,147,"1/6 ATLANTIC STREET, CLAYTON",-37.918015,145.128456,1.0,1.0,1,$195,House,November 2018,3168,2018,11,CLAYTON,195,House
148,148,148,"1/6 ATLANTIC STREET, CLAYTON",-37.918015,145.128456,1.0,1.0,1,$195,House,October 2018,3168,2018,10,CLAYTON,195,House
149,149,149,"1/6 ATLANTIC STREET, CLAYTON",-37.918015,145.128456,1.0,1.0,1,$195,House,June 2018,3168,2018,6,CLAYTON,195,House
150,150,150,"1/6 ATLANTIC STREET, CLAYTON",-37.918015,145.128456,1.0,1.0,1,$195,House,January 2018,3168,2018,1,CLAYTON,195,House
151,151,151,"5/645 BLACKBURN ROAD, CLAYTON",-37.917981,145.139598,1.0,1.0,1,$270,Unit,January 2018,3168,2018,1,CLAYTON,270,Apartment
152,152,152,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$470_per_week,House,September 2018,3168,2018,9,CLAYTON,470,House
153,153,153,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$470_per_week,House,August 2018,3168,2018,8,CLAYTON,470,House
154,154,154,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$470,House,July 2018,3168,2018,7,CLAYTON,470,House
155,155,155,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$400_Wk,House,May 2018,3168,2018,5,CLAYTON,400,House
156,156,156,"43 HARLINGTON STREET, CLAYTON",-37.923241,145.110846,3.0,1.0,1,$400_Wk,House,January 2018,3168,2018,1,CLAYTON,400,House
157,157,157,"2/109 KANOOKA GROVE, CLAYTON",-37.926383,145.124975,3.0,1.0,2,$460_per_week,Townhouse,June 2018,3168,2018,6,CLAYTON,460,House
158,158,158,"2/109 KANOOKA GROVE, CLAYTON",-37.926383,145.124975,3.0,1.0,2,$490,Townhouse,May 2018,3168,2018,5,CLAYTON,490,House
159,159,159,"35 DENNIS STREET, CLAYTON",-37.91795,145.138633,5.0,2.0,1,$600_Weekly,House,February 2018,3168,2018,2,CLAYTON,600,House
160,160,160,"1953 DANDENONG ROAD, CLAYTON",-37.91327,145.126079,5.0,4.0,3,$820,Townhouse,December 2018,3168,2018,12,CLAYTON,820,House
161,161,161,"2/33 HOURIGAN AVENUE, CLAYTON",-37.917699,145.125807,4.0,2.0,1,$750_p.w.,Townhouse,November 2018,3168,2018,11,CLAYTON,750,House
162,162,162,"27 / 2 GREENFIELD DRIVE, CLAYTON",-37.9231817,145.1286232,2.0,1.0,1,$370,Apartment,October 2018,3168,2018,10,CLAYTON,370,Apartment
163,163,163,"1/4 AUGUSTE AVENUE, CLAYTON",-37.9047461,145.1270941,4.0,3.0,4,$790_per_week,Townhouse,February 2018,3168,2018,2,CLAYTON,790,House
